"FI";"FI_EJ";"AN";"LIT_MED";"LIT_CHI";"LIT_OBS";"LIT_MCO";"SEJHC_MED";"SEJHC_CHI";"SEJHC_OBS";"SEJHC_MCO";"JOU_MED";"JOU_CHI";"JOU_OBS";"JOU_MCO";"PLA_MED";"PLA_CHI";"PLA_OBS";"PLA_MCO";"SEJHP_MED";"SEJHP_CHI";"SEJHP_OBS";"SEJHP_MCO";"SEANCES_MED";"SPED";"UGER";"UNV";"USURV";"CAP_HC_GEN";"CAP_HC_INF";"CAP_HC_PEN";"CAP_HC_TOT";"SEJ_HTP_GEN";"SEJ_HTP_INF";"SEJ_HTP_PEN";"SEJ_HTP_TOT";"CAP_HDJ_GEN";"CAP_HDJ_INF";"CAP_HDJ_PEN";"CAP_HDJ_TOT";"VEN_HDJ_GEN";"VEN_HDJ_INF";"VEN_HDJ_PEN";"VEN_HDJ_TOT";"CAP_HDN_GEN";"CAP_HDN_INF";"CAP_HDN_TOT";"VEN_HDN_GEN";"VEN_HDN_INF";"VEN_HDN_TOT";"NB_CATTP_GEN";"NB_CATTP_INF";"NB_CATTP_TOT";"ACT_CATTP_GEN";"ACT_CATTP_INF";"ACT_CATTP_TOT";"NB_CMP_CONSULT_GEN";"NB_CMP_CONSULT_INF";"NB_CMP_CONSULT_TOT";"ACT_CMP_CONSULT_GEN";"ACT_CMP_CONSULT_INF";"ACT_CMP_CONSULT_TOT";"FIL_AMB_GEN";"FIL_AMB_INF";"FIL_AMB_PEN";"FIL_AMB_TOT";"FIL_TOT_GEN";"FIL_TOT_INF";"FIL_TOT_PEN";"FIL_TOT_TOT";"NB_USMP_1";"ACT_PEN";"NB_UHSA";"NB_SMPR";"NB_USMP_2";"LIT_SSR";"SEJHC_SSR";"JOUHC_SSR";"PLA_SSR";"JOUHP_SSR";"LIT_USLD";"ENT";"JOU_USLD";"PLATOT_HAD";"SEJ_HAD";"JOU_HAD";"FIL_HAD";"AUTGEN";"PASSU_GEN";"AUTPED";"PASSU_PED";"GEN";"PED";"ANT";"SAMU";"REA";"SEJ_REASI";"SEJ_SURV";"CPPR";"TYPE1";"SEJACC";"TYPE2";"SEJ_NEO";"TYPE3";"SEJ_REA";"TRT_HEMO_CENTRE";"SEAN_HEMO_CENTRE";"TRT_INSUFF_REN";"SEM_TRT_INSUFF_REN";"CHIMIO";"SEAN_CHIMIO";"RTH";"SEAN_RADIO";"CHIRCAR";"CARDIO_INT";"NEUROCHIR";"NEURO_INT";"GREFFE";"AMP";"PRIS";"EFFSAL_SPEMED";"EFFSAL_DT_MEDGEN";"EFFSAL_DT_URG";"EFFSAL_DT_ANESTREA";"EFFSAL_SPECHI";"EFFSAL_DT_GYNOBS";"EFFSAL_PSY";"EFFSAL_ODON";"EFFSAL_PHARMA";"EFFSAL_AUT";"EFFSAL_TOT";"EFFLIB_SPEMED";"EFFLIB_DT_MEDGEN";"EFFLIB_DT_URG";"EFFLIB_DT_ANESTREA";"EFFLIB_SPECHI";"EFFLIB_DT_GYNOBS";"EFFLIB_PSY";"EFFLIB_ODON";"EFFLIB_PHARMA";"EFFLIB_AUT";"EFFLIB_TOT";"ETPSAL_SPEMED";"ETPSAL_DT_MEDGEN";"ETPSAL_DT_URG";"ETPSAL_DT_ANESTREA";"ETPSAL_SPECHI";"ETPSAL_DT_GYNOBS";"ETPSAL_PSY";"ETPSAL_ODON";"ETPSAL_PHARMA";"ETPSAL_AUT";"ETPSAL_TOT";"EFF_INT";"ETP_INT";"EFFPNM_SAG";"EFFPNM_CAD";"EFFPNM_INFAVECSPE";"EFFPNM_INFSANSSPE";"EFFPNM_AID";"EFFPNM_ASH";"EFFPNM_PSYCHO";"EFFPNM_REEDU";"EFFPNM_SOINS";"EFFPNM_DIR";"EFFPNM_DIRSOI";"EFFPNM_AUTADM";"EFFPNM_EDU";"EFFPNM_DTSOC";"EFFPNM_PERSPHARMA";"EFFPNM_PERSLABO";"EFFPNM_PERSRADIO";"EFFPNM_AUTMEDTEC";"EFFPNM_TEC";"EFFPNM_TOT_HORS_SOINS";"EFFPNM_TOT_PNM";"ETPPNM_SAG";"ETPPNM_CAD";"ETPPNM_INFAVECSPE";"ETPPNM_INFSANSSPE";"ETPPNM_AID";"ETPPNM_ASH";"ETPPNM_PSYCHO";"ETPPNM_REEDU";"ETPPNM_SOINS";"ETPPNM_DIR";"ETPPNM_DIRSOI";"ETPPNM_AUTADM";"ETPPNM_EDU";"ETPPNM_DTSOC";"ETPPNM_PERSPHARMA";"ETPPNM_PERSLABO";"ETPPNM_PERSRADIO";"ETPPNM_AUTMEDTEC";"ETPPNM_TEC";"ETPPNM_TOT_HORS_SOINS";"ETPPNM_TOT_PNM";"BIOGENSPE";"MICROBIO";"HEMATO";"IMMUNO";"GENE";"ASSISTMED";"ANOTO";"PHARMA_A7";"PHARMA_B7";"PHARMA_C7";"PHARMA_D7";"PHARMA_E7";"PHARMA_A11";"PHARMA_A20";"PHARMA_A26";"NB_SCAN";"NB_IRM";"NB_CAM";"NB_TOMO";"NB_MAMM";"NB_LITHO";"NB_RADIO";"NB_VASC";"ACT_SCAN";"ACT_IRM";"ACT_CAM";"ACT_TOMO";"ACT_MAMM";"ACT_LITHO";"ACT_RADIO";"ACT_VASC";"SAL_INTERV";"SALTOT24";"SALAMBU";"ACT_BLOCS";"SURV_TOT";"POST_REVEIL"
"110780483";"110000155";"2024";34;31;0;65;6920;2532;0;9452;9789;10140;0;19929;10;34;0;44;3132;12016;0;15148;860;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;1;21100;0;;;;;;0;;713;;;0;;0;;0;;;;;1;860;0;0;0;0;0;0;0;0;1;15;7;7;0;0;0;0;0;0;0;15;40;0;3;10;27;1;0;0;0;0;67;11,26;8,48;2,58;0;0;0;0;0;0;0;11,26;;;0;7;2;94;53;45;3;1;205;1;1;44;2;2;7;0;0;0;9;64;269;0;6,55;2;75,11;36,92;38,13;1,71;0,82;161,24;1;1;30,65;0,85;0,85;5,2;0;0;0;6,31;45,01;206,25;;;;;;;;65;0;0;0;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;9;;;19708;1;10
"110781283";"110780137";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;49;32514;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;4;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;2,48;0;0;0;0;0;0;0;0;0;2,48;;0,2;0;2;0;25;64;26;1;2;120;0;0;3;1;0;0;0;0;0;1;5;125;0;1,21;0;16,61;41,9;14,04;0,81;1,23;75,8;0;0;1,73;0,52;0;0;0;0;0;0,18;2,43;78,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"110786324";"110786324";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;200;10;0;210;1582;140;;1722;52;20;;72;11135;3155;;14290;;;;;;;9;2;11;8133;151;8284;7;3;10;55504;24628;80132;5999;1192;4;7087;7391;1377;5;8601;0;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;9;4;0;0;0;0;32;0;1;1;43;0;0;0;0;0;0;0;0;0;0;0;3,6;2,96;0;0;0;0;22,12;0;1,42;1;28,14;;;0;21;8;232;46;67;34;9;417;9;1;87;35;8;9;0;0;0;20;161;578;0;19,26;3,49;218,6;40,3;56,01;23,94;7,35;368,95;9,76;0,99;79,89;27,67;5,79;6,54;0;0;0;17,77;142,62;511,57;;;;;;;;;204;44;30;347;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"110786746";"110786324";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;44;336;14522;6;1439;30;9;10276;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2,46;0,74;0;0;0;0;0;0;0;0;2,46;;;0;4;2;22;39;34;4;6;111;0;0;6;3;1;0;0;0;0;1;10;121;0;3,7;0,33;19,04;34,15;28,76;1,91;4,06;91,95;0;0;3,93;3,12;1;0;0;0;0;0,15;7,2;99,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"120000039";"120780044";"2024";226;63;29;318;11617;3751;1813;17181;74189;14011;6113;94313;31;23;1;55;9740;3196;687;13623;31825;1;1;1;1;;5;;5;;279;;279;;28;;28;;5996;;5996;;;;;;;;3;3;;2566;2566;;2;2;;9921;9921;;;;;;;;;1;0;;;;;;;;;;;;;;;;1;23030;0;;1;0;0;1;1;1823;240;0;0;1160;1;296;0;0;1;8899;0;676;1;8576;1;14236;0;1;0;0;0;0;1;124;4;22;13;20;9;5;4;15;2;170;21;0;0;1;3;0;0;0;0;0;24;104,23;1,82;21,18;11;18,55;9,56;4,04;0,16;11,38;3,1;146,02;43;41,87;39;21;85;388;342;43;24;35;977;5;2;235;40;20;20;35;71;4;163;575;1552;31,63;18,38;77,01;369,44;323,21;40,43;16,31;28,72;905,13;5,65;1,21;215,56;36,35;17,68;17,38;32,14;67,66;3,8;155,4;535,15;1440,28;;;;;;;;318;5;40;30;139;1;1;1;2;1;2;1;1;0;3;2;1;0;0;0;0;0;1;1;14;4;;15981;2;19
"120000054";"120780069";"2024";61;24;13;98;4341;1471;685;6497;18819;6943;1782;27544;5;26;;31;140;5801;0;5941;1808;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;1;13659;0;;1;0;0;0;1;61;411;0;1;304;0;0;0;0;;;;;1;1808;0;0;0;0;0;0;0;0;1;32;10;1;4;14;6;0;0;4;5;55;3;0;0;0;4;0;0;0;0;0;7;25,04;7,97;0,71;4,69;10,66;3,92;0;0;2,71;3,97;42,38;5;5,41;14;6;17;107;105;28;1;5;283;5;1;87;5;4;8;13;13;3;99;234;517;12,03;5,25;16,38;99,34;96,51;23,98;0,58;4,58;258,65;4,38;1;80,78;4,82;3,8;6,93;12,79;13,21;3;91,19;218,1;476,75;;;;;;;;100;;40;80;280;1;1;0;1;1;0;0;1;0;10;0;0;0;0;0;0;0;0;0;7;2;0;9937;1;11
"120000070";"120780085";"2024";20;;;20;1140;;0;1140;6838;0;0;6838;0;4;;4;;278;0;278;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;21;233;6957;0;0;27;25;8892;;;;;1;9859;0;;1;0;0;0;0;;;1;0;0;0;0;0;0;;;;;0;;0;;0;0;0;0;0;0;0;16;1;12;0;1;0;0;0;3;0;20;4;0;0;0;1;0;0;0;0;0;5;6,74;0,01;5,85;0;0,2;0;0;0;1,51;0;8,65;;0;2;5;3;56;68;20;2;5;161;1;0;36;2;1;4;8;13;1;46;111;272;1,25;4,7;2,61;52,01;65,13;19,78;1,15;3,96;150,59;1;0;33,54;1,46;1;3,57;7,34;12,2;1;40,01;100,12;250,71;;;;;;;;25;;21;27;93;1;1;0;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;2;;;104;1;2
"120000088";"120780093";"2024";6;;;6;86;0;0;86;1762;0;0;1762;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;24;206;6513;0;0;30;19;6981;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;1;1;0;0;0;0;0;0;4;0;5;0;0;0;0;0;0;0;0;0;0;0;1,15;1,15;0;0;0;0;0;0;2,9;0;4,05;;;0;2;0;12;25;16;1;5;61;0;0;9;3;1;3;0;0;0;23;38;99;0;1,81;0;11,03;26,16;15,8;0,71;3,83;59,34;0;0;8,06;1,62;0,4;3,06;0;0;0;22,22;34,96;94,3;;;;;;;;6;;24;30;124;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;
"120000096";"120780101";"2024";13;;;13;9;0;0;9;363;0;0;363;;;;;0;0;0;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;85;408;16394;10;1987;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;3;2;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1,8;1,5;0;0;0;0;0;0;0;0;1,8;;;0;3;0;22;22;17;3;22;89;0;0;17;6;1;4;0;1;0;28;56;145;0;2,87;0;20,66;20,13;16,75;0,75;19,85;81,01;0;0;16,4;5,7;1;3,78;0;1;0;25,64;52,52;133,53;;;;;;;;13;;85;;150;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;;;;;;
"120000153";"120780291";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;41;247;7265;0;0;40;35;14047;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;3;3;0;0;0;0;0;0;1;1;5;0;0;0;0;0;0;0;0;0;0;0;1,7;1,7;0;0;0;0;0;0;0,7;0,08;2,48;;;0;2;0;17;38;11;1;3;72;1;0;5;3;1;1;0;0;0;18;28;100;0;2;0;13,35;31,75;10,17;0,17;2,7;60,14;0,84;0;4,99;2,54;0,54;0,7;0;0;0;18,07;27,14;87,28;;;;;;;;;;41;40;;1;0;0;;;;;;;;;;;;;;;;;;;;;;
"120000237";"120780481";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;30;309;9358;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0,1;0,1;0;0;0;0;0;0;0;0;0,1;;;0;3;0;10;13;6;1;1;34;0;0;5;1;1;1;0;0;0;3;10;44;0;2,47;0;10,78;12,31;5,82;0,36;0,83;32,57;0;0;4,58;0,5;0,5;0,5;0;0;0;3;8,58;41,15;;;;;;;;;;34;;97;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"120001748";"340000264";"2024";;;;;;;;;;;;;;;;;;;;;6335;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0,82;0;0;0;0;0;0;0;0;0;0,82;;;0;1;0;12;0;0;0;2;15;0;0;2;0;0;0;0;0;1;0;3;18;0;1,43;0,31;10,91;0;0;0,2;0,37;13,22;0;0,04;2,01;0,2;0,2;0;0;0;0,35;0,4;3;16,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"120004569";"120004528";"2024";37;24;16;77;1845;1675;539;4059;12097;5792;1238;19127;7;14;2;23;996;3949;0;4945;960;;1;;1;22;0;;22;388;55;;443;21;6;;27;4512;901;;5413;0;;0;0;;0;1;1;2;2194;215;2409;5;3;8;12479;6212;18691;785;609;;1394;1042;662;;1704;0;;0;0;0;;;;;;;;;;;;;1;15407;0;;1;0;0;0;0;;351;0;1;264;0;0;0;0;;;;;1;960;0;0;0;0;0;0;0;0;1;54;9;12;17;17;3;5;1;8;2;87;8;0;0;0;5;0;0;0;0;0;13;36,27;6,77;9,4;9,1;14,35;1,59;3,9;0,4;6,08;2;63,5;7;8,42;12;12;25;149;90;39;11;15;353;6;1;91;25;8;9;15;11;1;81;240;593;10,77;11,26;23,22;139,89;87,01;38,63;9,45;11,25;331,48;4,31;0,08;82,68;24,02;7,56;8,79;13,72;9,97;1;73,69;218,26;549,74;;;;;;;;87;51;40;50;190;1;1;0;1;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;6;3;;7341;1;10
"120004668";"120004619";"2024";11;0;6;17;1764;54;290;2108;9054;169;676;9899;3;3;2;8;572;809;0;1381;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;10;186;3263;0;0;40;25;13755;;;;;1;8086;0;;1;0;0;0;0;;191;0;1;128;0;0;0;0;;;;;0;;0;;0;0;0;0;0;0;1;18;2;9;3;2;2;0;1;4;1;26;4;0;0;0;3;0;0;0;0;0;7;13,46;2,99;6,54;2,24;1,64;1,17;0;0,2;3,7;0,2;19,2;4;3,16;11;3;6;64;77;33;2;8;204;1;0;36;2;2;4;10;2;0;34;89;293;8,92;3,17;6,67;58,94;75,71;31,65;1,75;5,37;192,18;0,65;0;33,71;1,25;1,25;3,39;8,97;2;0;34,97;84,94;277,12;;;;;;;;34;0;10;40;;1;1;0;;;;;;;;;;;;;;;;;5;3;2;1542;2;5
"120005228";"310000633";"2024";;;;;;;;;;;;;;;;;;;;;5194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,27;0;0;0;0;0;0;0;0,06;0;0,33;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,09;0;0;0;0;0,03;0,06;0,18;0,03;0,03;0,39;0,06;0,06;0,12;0;0;0,17;0,23;1,03;1,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"120007554";"120004528";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;351;10482;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;2;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1,48;0,25;0;0;0;0;0;0;0;0;1,48;;0,6;0;1;0;11;24;7;1;5;49;0;0;1;1;1;0;0;0;0;0;2;51;0;1,1;0;9,58;20,65;5,75;0,15;2,43;39,66;0;0;0,51;0,77;0,77;0;0;0;0;0;1,28;40,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"120007786";"310000633";"2024";;;;;;;;;;;;;;;;;;;;;2425;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,13;0;0;0;0;0;0;0;0,06;0;0,19;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,09;0;0;0;0;0,03;0,06;0,18;0,03;0,03;0,39;0,06;0,06;0,12;0;0;0,17;0,23;1,03;1,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"120008248";"120780069";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;393;9923;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;3;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1,47;1,47;0;0;0;0;0;0;0;0;1,47;;;0;1;0;10;11;5;0;3;30;0;0;1;1;0;0;0;0;0;0;2;32;0;0,25;0;9,43;11,28;4,6;0;2,17;27,73;0;0;0,5;0,8;0;0;0;0;0;0;1,3;29,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"120009782";"340000264";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;4;0;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01;0;0;0;0;0;0;0;0;0;0,01;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01;0;0;0;0;0,01;0;0;0;0;0;0;0;0;0,01;0;0,01;0,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"120780135";"120000104";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;74;650;22189;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;5;1;0;0;0;0;0;0;3;0;8;0;0;0;0;0;0;0;0;0;0;0;3,72;1,42;0;0;0;0;0;0;1,2;0;4,92;;0;0;4;1;24;44;9;2;13;97;1;0;12;4;2;2;0;0;0;21;40;137;0;2,97;0,9;21,32;38,68;8,09;1,26;10,76;83,98;2,08;0,25;9,35;3,61;1,79;1,48;0;0;0;17;33,77;117,75;;;;;;;;;;74;;;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"120780143";"120000112";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;108;1145;29032;10;2550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;6;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;4,74;1,23;0;0;0;0;0;0;0;0;4,74;;;0;5;0;26;21;16;2;8;78;4;0;13;9;2;0;0;0;0;3;29;107;0;3,43;0;21,1;18,74;13,88;0,81;5,36;63,32;3,86;0;9,02;7,2;1,67;0;0;0;0;1,97;22,05;85,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"120780283";"630786754";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;253;;0;253;2668;;;2668;115;;;115;15989;;;15989;1;;1;0;;0;9;;9;8009;;8009;16;;16;58062;;58062;7365;;337;7645;9395;;337;9675;0;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;10;10;0;0;0;0;27;0;2;0;39;1;1;0;0;0;0;0;0;0;0;1;5,81;5,81;0;0;0;0;20,11;0;2,02;0;27,94;1;0,75;0;28;4;296;100;99;19;11;557;6;0;68;18;15;5;0;0;0;46;143;700;0;27,65;3,2;273,21;93,94;95,63;15,93;7,02;516,58;5,61;0;61,72;14,67;12,17;4,8;0;0;0;46,43;133,23;649,81;;;;;;;;;214;;;150;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"120782263";"120780069";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;106;18122;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0,4;0;0;0;0;0;0;0;0,1;0;0,5;;;0;1;0;15;38;10;1;0;65;0;0;1;1;0;0;0;0;0;1;3;68;0;0,75;0;11,59;32,05;9,03;0,3;0;53,72;0;0;0,5;0,7;0;0;0;0;0;0,75;1,95;55,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"120783097";"120004528";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;32;17511;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;2;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;1,18;0;0;0;0;0;0;0;0,07;0;1,25;;;0;0;0;10;25;13;0;1;49;0;0;0;1;0;0;0;0;0;0;1;50;0;0;0;8,53;24,38;11,99;0,1;0,94;45,94;0;0;0;0,67;0,04;0,09;0;0;0;0;0,76;46,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"120783188";"120780044";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;373;10952;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;0;1;0;13;18;7;0;0;39;0;0;2;2;1;0;0;0;0;1;5;44;0;0,59;0;12,62;17,87;7,01;0;0;38,09;0;0;1,4;1,33;0,64;0;0;0;0;0,74;3,47;41,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"120783618";"120784616";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;80;571;21888;408;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;4;4;0;0;0;0;0;0;2;0;6;0;0;0;0;0;0;0;0;0;0;0;1,28;1,28;0;0;0;0;0;0;0,65;0;1,93;;;0;1;0;6;0;0;1;0;8;1;0;3;2;1;2;0;0;0;1;9;17;0;1;0;6;0;0;0,8;0;7,8;0,17;0;2,69;1,6;0,8;2;0;0;0;0,2;6,66;14,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"120786959";"120780044";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;20;6940;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;2;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0,1;0,1;0;0;0;0;0;0;0;0;0,6;;;0;1;0;9;8;6;0;2;26;0;0;0;1;0;0;0;0;0;0;1;27;0;0,25;0;6,64;6,81;6,45;0;1,05;21,2;0;0;0,3;0,38;0,21;0,5;0;0;0;0;1,18;22,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"130000235";"130780554";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;177;0;;177;1435;;;1435;147;52;;199;17280;3423;;20703;10;;10;0;;0;7;3;10;40609;1;40610;12;11;23;78390;35684;114074;7033;3144;;10033;8615;3332;;11736;0;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;7;7;0;0;0;0;61;0;6;1;75;0;0;0;0;0;0;0;0;0;0;0;5,26;5,26;0;0;0;0;46,01;0;5,3;1;57,57;15;12,95;0;41;21;322;103;111;72;32;702;4;0;114;85;43;6;2;0;3;110;324;1026;0;39,42;18,43;304,6;107,46;112,18;65,59;26,61;674,29;4;0;103,67;75,7;36,93;6,29;1,86;0;3;108,4;302,92;977,21;;;;;;;;;190;;;;1;1;0;;;;;;;;;;;;;;;;;;;;;;
