"FI";"FI_EJ";"AN";"LIT_MED";"LIT_CHI";"LIT_OBS";"LIT_MCO";"SEJHC_MED";"SEJHC_CHI";"SEJHC_OBS";"SEJHC_MCO";"JOU_MED";"JOU_CHI";"JOU_OBS";"JOU_MCO";"PLA_MED";"PLA_CHI";"PLA_OBS";"PLA_MCO";"SEJHP_MED";"SEJHP_CHI";"SEJHP_OBS";"SEJHP_MCO";"SEANCES_MED";"SPED";"UGER";"UNV";"USURV";"CAP_HC_GEN";"CAP_HC_INF";"CAP_HC_PEN";"CAP_HC_TOT";"SEJ_HTP_GEN";"SEJ_HTP_INF";"SEJ_HTP_PEN";"SEJ_HTP_TOT";"CAP_HDJ_GEN";"CAP_HDJ_INF";"CAP_HDJ_PEN";"CAP_HDJ_TOT";"VEN_HDJ_GEN";"VEN_HDJ_INF";"VEN_HDJ_PEN";"VEN_HDJ_TOT";"CAP_HDN_GEN";"CAP_HDN_INF";"CAP_HDN_TOT";"VEN_HDN_GEN";"VEN_HDN_INF";"VEN_HDN_TOT";"NB_CATTP_GEN";"NB_CATTP_INF";"NB_CATTP_TOT";"ACT_CATTP_GEN";"ACT_CATTP_INF";"ACT_CATTP_TOT";"NB_CMP_CONSULT_GEN";"NB_CMP_CONSULT_INF";"NB_CMP_CONSULT_TOT";"ACT_CMP_CONSULT_GEN";"ACT_CMP_CONSULT_INF";"ACT_CMP_CONSULT_TOT";"FIL_AMB_GEN";"FIL_AMB_INF";"FIL_AMB_PEN";"FIL_AMB_TOT";"FIL_TOT_GEN";"FIL_TOT_INF";"FIL_TOT_PEN";"FIL_TOT_TOT";"NB_USMP_1";"ACT_PEN";"NB_UHSA";"NB_SMPR";"NB_USMP_2";"LIT_SSR";"SEJHC_SSR";"JOUHC_SSR";"PLA_SSR";"JOUHP_SSR";"LIT_USLD";"ENT";"JOU_USLD";"PLATOT_HAD";"SEJ_HAD";"JOU_HAD";"FIL_HAD";"AUTGEN";"PASSU_GEN";"AUTPED";"PASSU_PED";"GEN";"PED";"ANT";"SAMU";"REA";"SEJ_REASI";"SEJ_SURV";"CPPR";"TYPE1";"SEJACC";"TYPE2";"SEJ_NEO";"TYPE3";"SEJ_REA";"TRT_HEMO_CENTRE";"SEAN_HEMO_CENTRE";"TRT_INSUFF_REN";"SEM_TRT_INSUFF_REN";"CHIMIO";"SEAN_CHIMIO";"RTH";"SEAN_RADIO";"CHIRCAR";"CARDIO_INT";"NEUROCHIR";"NEURO_INT";"GREFFE";"AMP";"PRIS";"EFFSAL_SPEMED";"EFFSAL_DT_MEDGEN";"EFFSAL_DT_URG";"EFFSAL_DT_ANESTREA";"EFFSAL_SPECHI";"EFFSAL_DT_GYNOBS";"EFFSAL_PSY";"EFFSAL_ODON";"EFFSAL_PHARMA";"EFFSAL_AUT";"EFFSAL_TOT";"EFFLIB_SPEMED";"EFFLIB_DT_MEDGEN";"EFFLIB_DT_URG";"EFFLIB_DT_ANESTREA";"EFFLIB_SPECHI";"EFFLIB_DT_GYNOBS";"EFFLIB_PSY";"EFFLIB_ODON";"EFFLIB_PHARMA";"EFFLIB_AUT";"EFFLIB_TOT";"ETPSAL_SPEMED";"ETPSAL_DT_MEDGEN";"ETPSAL_DT_URG";"ETPSAL_DT_ANESTREA";"ETPSAL_SPECHI";"ETPSAL_DT_GYNOBS";"ETPSAL_PSY";"ETPSAL_ODON";"ETPSAL_PHARMA";"ETPSAL_AUT";"ETPSAL_TOT";"EFF_INT";"ETP_INT";"EFFPNM_SAG";"EFFPNM_CAD";"EFFPNM_INFAVECSPE";"EFFPNM_INFSANSSPE";"EFFPNM_AID";"EFFPNM_ASH";"EFFPNM_PSYCHO";"EFFPNM_REEDU";"EFFPNM_SOINS";"EFFPNM_DIR";"EFFPNM_DIRSOI";"EFFPNM_AUTADM";"EFFPNM_EDU";"EFFPNM_DTSOC";"EFFPNM_PERSPHARMA";"EFFPNM_PERSLABO";"EFFPNM_PERSRADIO";"EFFPNM_AUTMEDTEC";"EFFPNM_TEC";"EFFPNM_TOT_HORS_SOINS";"EFFPNM_TOT_PNM";"ETPPNM_SAG";"ETPPNM_CAD";"ETPPNM_INFAVECSPE";"ETPPNM_INFSANSSPE";"ETPPNM_AID";"ETPPNM_ASH";"ETPPNM_PSYCHO";"ETPPNM_REEDU";"ETPPNM_SOINS";"ETPPNM_DIR";"ETPPNM_DIRSOI";"ETPPNM_AUTADM";"ETPPNM_EDU";"ETPPNM_DTSOC";"ETPPNM_PERSPHARMA";"ETPPNM_PERSLABO";"ETPPNM_PERSRADIO";"ETPPNM_AUTMEDTEC";"ETPPNM_TEC";"ETPPNM_TOT_HORS_SOINS";"ETPPNM_TOT_PNM";"BIOGENSPE";"MICROBIO";"HEMATO";"IMMUNO";"GENE";"ASSISTMED";"ANOTO";"PHARMA_A7";"PHARMA_B7";"PHARMA_C7";"PHARMA_D7";"PHARMA_E7";"PHARMA_A11";"PHARMA_A20";"PHARMA_A26";"NB_SCAN";"NB_IRM";"NB_CAM";"NB_TOMO";"NB_MAMM";"NB_LITHO";"NB_RADIO";"NB_VASC";"ACT_SCAN";"ACT_IRM";"ACT_CAM";"ACT_TOMO";"ACT_MAMM";"ACT_LITHO";"ACT_RADIO";"ACT_VASC";"SAL_INTERV";"SALTOT24";"SALAMBU";"ACT_BLOCS";"SURV_TOT";"POST_REVEIL"
"790000269";"870015336";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;30;312;4466;3;312;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;2;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0,72;0,5;0;0;0;0;0;0;0;0;0,72;;;0;0;0;8;4;8;1;2;23;1;0;9;8;1;0;0;0;0;8;26;49;0;0;0;5,29;3,16;4,28;1;1,94;15,67;0,49;0;5,13;7,3;0,5;0;0;0;0;4,57;17,49;33,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"790000681";"790002497";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;102;577;28328;25;7893;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;9;2;0;0;0;0;0;0;1;0;10;0;0;0;0;0;0;0;0;0;0;0;6,9;1,8;0;0;0;0;0;0;1;0;7,9;;0,5;0;9;0;23;42;0;3;40;117;0;1;24;11;4;1;0;0;5;35;77;194;0;9;0;21,52;41,44;0;2,77;36,81;111,54;0;1;22,1;9,61;3,36;0,88;0;0;5;32,14;70,73;182,27;;;;;;;;;;100;;;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"790003537";"790006654";"2024";6;;;6;231;0;0;231;1565;0;0;1565;;;;;0;0;0;0;;;;;;37;0;;37;389;;;389;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;;;;;270;59;;329;0;;0;0;0;24;310;7414;0;0;;;;;;;;;;;;;;;;0;;;;;0;;0;;0;;;;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,96;0,96;0;0;0,9;0,2;2,01;0;0;0;4,87;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,33;1;43,7;36;23,63;1,4;3,07;113,13;0;0;7,99;9,03;2,83;0;0;0;0;1;18,02;131,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"790007306";"860000348";"2024";;;;;;;;;;;;;;;;;;;;;6488;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;837;0;;0;;;;;;;;;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0,72;0;0;0;0;0;0;0;0,35;0;1,07;;;0;2;0;8;3;1;0;0;14;0;0;1;0;0;0;0;0;0;0;1;15;0;1,3;0,5;7,85;1,8;0,8;0;0;12,25;0,15;0,15;2,12;0;0;0,85;0;0;0,6;0;3,87;16,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"790007694";"790006654";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;;;;44;20;;64;6901;2285;;9186;;;;;;;1;1;2;4403;1338;5741;3;2;5;19823;7089;26912;3020;560;;3483;3316;672;;3887;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,74;0;0;0;2,74;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;43,58;0,04;10,62;15,23;3,68;75,65;0;0;7,79;15,16;1,17;0;0;0;0;0;22,95;98,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"790008064";"790002497";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;78;719;23377;2;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;4;2;0;0;0;0;0;0;2;0;6;0;0;0;0;0;0;0;0;0;0;0;3,2;1,6;0;0;0;0;0;0;0,83;0;4,03;;0;0;4;0;20;24;30;1;9;88;1;0;9;5;2;1;0;0;0;14;30;118;0;3,2;0;18,07;20,38;26,1;0,8;6,89;75,44;1;0;8,25;2,95;1,05;0,73;0;0;0;11,28;24,21;99,65;;;;;;;;0;0;78;0;0;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"790009948";"790001242";"2024";47;51;0;98;3763;3423;0;7186;10784;9210;0;19994;4;30;0;34;1194;8268;0;9462;261;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;6;4;80;60;5107;;;;;;;;1;15242;0;;;;;;0;;659;;;0;;0;;0;;;;;1;261;0;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;2;1;8;51;0;5;6;33;5;0;0;0;6;90;3,5;0;0;0;0;0;0;0;2;0,2;5,7;;0;0;0;10;101;35;51;0;7;204;2;1;45;1;1;8;0;0;0;8;65;269;0;0;9,8;92,4;38,7;44;0;6;190,9;2;1;43,8;0,5;0,5;8,1;0;0;0;6,5;61,9;252,8;;;;;;;;146;;8;;;1;1;1;2;3;1;0;0;0;0;1;0;0;0;0;0;0;0;1;19;2;8;15350;2;16
"790012355";"790000012";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;13;0;;13;33;;;33;31;;;31;806;;;806;;;;;;;2;;2;2683;;2683;16;6;22;31796;16962;48758;5822;2220;;7981;5924;2220;;8083;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;1;1;0;0;0;0;1;0;0;0;2;1;1;0;0;0;0;0;0;0;0;1;0,4;0,4;0;0;0;0;1;0;0;0;1,4;;;0;3;0;41;16;7;7;1;75;0;0;2;6;2;0;0;0;0;0;8;83;0;1,92;0;33,43;16,05;6,85;5,26;0,05;63,56;0;0;1,75;5,02;1,02;0;0;0;0;0;6,77;70,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"790016794";"860000348";"2024";;;;;;;;;;;;;;;;;;;;;4999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0,25;0;0,75;;;0;1;1;7;2;1;0;0;12;0;0;0;0;0;0;0;0;0;0;0;12;0;1,3;0,5;6,75;1,8;0,9;0;0;11,25;0,15;0,15;1,92;0;0;0,15;0;0;0,6;0;2,97;14,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"790017289";"790017271";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45;267;9874;202;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;1;1;0;0;0;0;0;0;0;0;1;200;200;0;0;0;0;0;0;70;0;270;0,8;0,8;0;0;0;0;0;0;0;0;0,8;;;0;1;0;4;0;0;1;0;6;0;0;2;1;1;0;0;0;0;0;3;9;0;0,2;0;4;0;0;0,26;0;4,46;0;0;1,8;0,5;0,5;0;0;0;0;0;2,3;6,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"790019848";"790006654";"2024";114;40;16;170;8551;2444;762;11757;46387;10911;3250;60548;9;10;1;20;1841;2098;333;4272;1198;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;30;303;13333;0;0;;;;;;;;1;29720;0;;1;0;0;0;0;;375;0;0;624;1;194;0;0;;;;;1;1198;0;0;0;0;0;0;0;0;1;62;40;0;8;17;4;10;0;8;4;101;0;0;0;0;0;0;0;0;0;0;0;42,29;28,39;0;4,54;13,91;3,7;0,35;0;8,14;2,7;67,39;38;29,55;19;22;29;294;292;110;29;26;821;4;1;175;37;12;20;19;22;12;132;422;1243;14,19;13,47;25,61;157,33;190,54;55,01;3,65;10,63;470,43;4;1;140,57;7,68;4,85;17,33;17,01;21,13;10,54;127,64;346,9;817,33;;;;;;;;220;69;146;97;286;0;0;1;2;1;0;0;1;0;3;0;0;0;0;0;0;0;0;0;8;3;;8371;1;14
"790020853";"750068413";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0;;;;;12;;;12;547;;;547;;;;;;;;;;;;;0;;0;0;;0;;;;;64;;;64;0;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;0;1;0;2;0;0;0;0;3;0;0;3;0;0;0;0;0;0;1;4;7;0;1;0;2;0;0;0;0;3;0;0;2,1;0;0;0;0;0;0;0,1;2,2;5,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"790020960";"790000012";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;1133;37685;587;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;;;;;;;;3;3;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;3,07;3,07;0;0;0;0;0;0;0,5;0;3,57;;;0;1;1;16;29;0;1;2;50;0;0;5;2;2;0;0;0;0;0;7;57;0;2;1;14,39;28,18;0;0,2;0,4;46,17;0;0;3,41;1,1;1,1;0;0;0;0;0;4,51;50,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"800000143";"800000028";"2024";241;44;25;310;12202;3347;1264;16813;80540;13376;4471;98387;29;13;1;43;3116;2779;56;5951;4467;1;1;;1;60;0;;60;1093;;;1093;12;15;;27;2128;1197;;3325;;;;;;;1;1;2;1527;1652;3179;4;3;7;21293;10153;31446;3197;936;;4090;3271;944;;4162;0;;0;0;0;0;0;0;14;2714;;;;;;;;1;46218;0;;1;0;0;0;1;888;281;0;0;824;1;156;0;0;;;;;1;4467;0;0;0;0;0;0;0;0;1;107;9;18;18;25;6;13;0;12;2;159;0;0;0;0;0;0;0;0;0;0;0;87,37;5,26;18;14,43;19,44;5,48;11,24;0;10,35;2,42;134,13;;61,72;23;20;41;345;280;85;32;36;862;5;1;159;27;18;15;25;23;3;137;395;1257;21,15;20,31;38,72;326,26;269,07;84,75;25,33;28,11;813,7;4,09;0,8;149,35;25,29;16,8;10,81;23,88;21,53;3;130,06;368,81;1182,51;;;;;;;;310;60;47;;353;1;1;0;1;2;0;0;1;1;6;0;0;0;0;0;0;0;0;0;6;6;;9913;1;8
"800000150";"800002982";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;29;189;7281;12;6590;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;3;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0,94;0,2;0;0;0;0;0;0;0;0;0,94;;;0;2;0;7;7;4;1;8;29;1;0;2;0;0;0;0;0;0;1;4;33;0;0,76;0;4,99;5,13;2,77;0,29;4,99;18,93;0,45;0;1,29;0;0;0;0;0;0;0,42;2,16;21,09;;;;;;;;79;;29;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;
"800000184";"800000036";"2024";20;;;20;676;0;0;676;4964;0;0;4964;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;30;267;6308;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;9;7;0;0;2;2;0;0;1;0;12;4;0;0;0;0;0;0;0;0;0;4;6,7;6,2;0;0;0,11;0,11;0;0;1;0;7,81;1;0,5;0;2;1;17;38;5;1;4;68;1;0;20;3;1;4;0;1;0;29;58;126;0;2;1;16,8;34,15;5,43;0,18;2,21;61,77;0,16;0;18,04;2,98;0,98;3,13;0;0,85;0;28,54;53,7;115,47;;;;;;;;20;;30;;228;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;;;;;;
"800000200";"800000051";"2024";18;;;18;582;0;0;582;6131;0;0;6131;1;;;1;208;0;0;208;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;78;1152;18279;58;10440;30;36;10003;;;;;;;;;;;;;0;;;1;0;0;0;0;0;0;;;;;0;;0;;0;0;0;0;0;0;0;19;7;0;0;0;0;0;0;3;1;23;11;0;0;0;0;0;0;0;0;0;11;13,6;4,85;0;0;0;0;0;0;2,86;0,2;16,66;7;6,95;0;6;2;55;69;41;8;25;206;1;0;42;15;3;4;0;2;0;71;135;341;0;4,62;2;57,39;67,83;34,14;7,56;21,71;195,25;0,84;0;39,49;13,6;2,96;4,2;0;1,86;0;68,83;128,82;324,07;;;;;;;;18;;122;30;264;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;;;;;;
"800000226";"800000069";"2024";48;;;48;2831;0;0;2831;14889;0;0;14889;10;;;10;1717;0;0;1717;885;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;40;319;10394;0;0;35;20;10132;35;276;10007;197;1;14853;0;;1;0;0;0;1;46;151;1;0;0;0;0;0;0;;;;;1;885;0;0;0;0;0;0;0;0;1;49;23;0;5;10;2;0;0;1;3;63;0;0;0;0;0;0;0;0;0;0;0;29,4;19,81;0;2,55;2,32;1,12;0;0;1,41;2,4;35,53;11;11;2;6;2;100;120;29;6;8;273;1;0;52;5;3;6;7;7;1;37;116;389;1,71;6,04;2,05;95,34;107,84;27,84;3,41;6,04;250,27;1;0;43,76;2,9;1,95;4,98;6,83;7,29;1;33;100,76;351,03;;;;;;;;60;;40;35;134;1;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5;;1;1595;2;4
"800000275";"800000077";"2024";28;0;0;28;533;0;0;533;6123;0;0;6123;5;0;0;5;437;0;0;437;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;32;345;8689;0;0;30;11;10387;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;13;6;0;0;1;1;2;0;2;1;19;0;0;0;0;0;0;0;0;0;0;0;6,74;4,41;0;0;0,67;0,67;0,8;0;1,6;0,2;10,01;2;2,09;0;4;0;33;55;26;4;6;128;1;0;22;5;2;3;0;2;0;34;67;195;0;3,43;0;30,87;46,82;21,2;2,32;3,83;108,47;1,12;0;19,5;3,05;1,7;2,1;0;1,2;0;29,75;56,72;165,19;;;;;;;;28;0;32;30;121;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;
"800000390";"800000085";"2024";35;0;0;35;2035;0;0;2035;11933;0;0;11933;2;0;0;2;45;0;0;45;;;;;;0;;;0;;;;;15;;;15;1970;;;1970;;;;;;;1;;1;786;;786;1;;1;2220;;2220;394;;;394;481;;;481;0;;0;0;0;40;341;11346;0;0;65;40;18798;;;;;1;16651;0;;1;0;0;0;0;;;1;0;;0;0;0;;;;;;0;;0;;0;0;0;0;0;0;0;25;10;12;0;0;0;1;1;4;3;34;2;1;0;0;0;0;0;0;0;0;2;17,77;8,02;7,89;0;0;0;1;0,5;2,51;2,5;24,28;6;5;1;5;5;64;81;25;5;5;191;2;0;66;6;4;8;9;6;2;54;153;344;0,4;3,75;5,08;64,63;77,26;23,14;3,46;3,42;181,14;1,5;0;62,9;4,86;2,86;6,96;8,72;5,03;1,75;50,82;142,54;323,68;;;;;;;;45;0;40;65;362;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;120;0;0
"800000432";"800000093";"2024";33;15;0;48;2764;559;0;3323;13723;3160;0;16883;5;5;0;10;479;947;105;1531;225;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;30;12;7704;;;;;1;17137;0;;1;0;0;0;0;;156;1;0;0;0;0;0;0;;;;;1;225;0;0;0;0;0;0;0;0;1;21;4;8;1;4;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;15,36;3,35;6,83;1;3,57;0,74;0;0;0;0;19,93;6;6,87;5;4;11;88;78;23;1;8;218;1;0;59;2;1;6;0;10;0;50;128;346;4,19;2,54;9,57;78,63;71;18,63;0,04;2,4;187;1,17;0;51,57;0,94;0,45;3,83;0;9,61;0;48,16;115,28;302,28;;;;;;;;64;15;30;30;163;1;1;0;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;4;3;1;1800;2;6
"800000440";"800000085";"2024";10;;;10;227;0;0;227;2728;0;0;2728;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;20;145;5681;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;4;4;0;0;0;0;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;2,15;2,15;0;0;0;0;0,2;0;0;0;2,35;;0;1;1;0;11;8;8;2;2;33;0;0;2;1;1;0;0;0;0;20;23;56;0,1;1;0;10,28;8;6,93;1;0,5;27,81;0;0;1,43;0,8;0,8;0;0;0;0;8,04;10,27;38,08;;;;;;;;10;0;20;0;222;1;0;0;;;;;;;;;;;;;;;;;;;;;;
"800000457";"800000119";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;182;17;0;199;2405;145;0;2550;45;50;7;102;5346;4449;1381;11176;0;0;0;0;0;0;4;4;8;17956;3997;21953;19;14;33;35920;25381;61301;6218;2183;1004;9173;7980;2384;1045;11138;1;2681;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;6;5;0;0;0;0;46;0;3;1;56;0;0;0;0;0;0;0;0;0;0;0;4,77;3,97;0;0;0;0;36,56;0;3;0,35;44,68;20;19;0;27;5;363;63;84;48;29;619;4;1;92;76;27;6;0;0;0;81;260;879;0;25,01;4,25;351,72;63,51;84,23;42,25;23,2;594,17;4,58;1;88,39;71,97;24,83;6,52;0;0;0;81,3;253,76;847,93;;;;;;;;;234;;;;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"800000507";"800000135";"2024";24;;;24;366;0;0;366;6571;0;0;6571;;;;;0;0;0;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;57;387;18135;0;0;98;76;33116;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;10;6;0;0;0;0;0;0;1;0;11;0;0;0;0;0;0;0;0;0;0;0;8,24;4,24;0;0;0;0;0;0;0,64;0;8,88;1;1;0;4;0;48;132;40;3;4;231;1;0;20;7;2;2;0;0;0;51;81;312;0;4;0;48,37;114,62;40,23;1,31;3,43;211,96;1;0;16,96;6,92;2;2;0;0;0;48,63;75,51;287,47;;;;;;;;24;;57;98;357;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;
"800000523";"800000853";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;280;1506;90599;921;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;;;;;;;;4;0;0;0;0;0;0;0;1;9;14;0;0;0;0;0;0;0;0;0;0;0;0,7;0;0;0;0;0;0;0;1;5,44;7,14;;;0;27;3;35;60;1;2;7;135;8;0;33;3;3;6;0;0;0;16;66;201;0;27,15;3,03;26,56;50,93;1;1,61;6,46;116,74;5,64;1,17;29,86;2,5;2,5;5,64;0;0;0;14,37;59,18;175,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"800000614";"800000044";"2024";17;;;17;248;0;0;248;5260;0;0;5260;3;;;3;294;0;0;294;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;10;71;3586;0;0;190;50;29986;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;8;6;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;5,35;3,43;0;0;0;0;0;0;0;0;5,35;2;1,33;0;3;0;39;65;30;3;9;149;0;0;11;3;0;1;0;0;0;26;41;190;0;2,3;0;35,54;62,38;25,54;2,84;6,69;135,29;0;0;10,37;2,7;0;0,5;0;0;0;23,45;37,02;172,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"800002503";"800001141";"2024";6;72;;78;201;1968;0;2169;887;4387;0;5274;;39;;39;0;7432;0;7432;22624;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;0;;241;;;;;;;;1;20343;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;1;0;0;0;2;0;3;27;0;0;6;23;2;0;0;0;0;50;0;0;0;0;0,5;0;0;0;1,5;0;2;;;0;4;6;68;29;25;1;1;134;3;1;32;0;0;3;0;0;0;3;42;176;0;3,96;7,15;63,4;24,5;22,65;0,59;0,59;122,84;1,16;0,89;31,1;0;0;3,06;0;0;0;3,73;39,94;162,78;;;;;;;;78;;;;;1;1;0;;;;;;;;;;;;;;;;;11;0;4;13890;2;23
