BOR;AN;FI;FI_EJ;DISCI;ETP_SAL;ETP_HU;ETP_MAD;ETP_INT;EFF_LIB
Q21;2019;760780130;760000091;9999;3;;;;
Q21;2019;760780205;760000125;2000;0.5;;;;53
Q21;2019;760780205;760000125;2100;0.5;;;;53
Q21;2019;760780205;760000125;9999;0.5;;;;53
Q21;2019;760780288;750005068;2000;2.5;;;;
Q21;2019;760780288;750005068;2200;2.5;;;;
Q21;2019;760780288;750005068;9999;2.5;;;;
Q21;2019;760780510;760000257;2000;1.82;;;;81
Q21;2019;760780510;760000257;2100;1.82;;;;81
Q21;2019;760780510;760000257;9999;1.82;;;;81
Q21;2019;760780619;760000307;1000;3;;;;
Q21;2019;760780619;760000307;2000;1.38;;;;83
Q21;2019;760780619;760000307;2100;1.38;;;;80
Q21;2019;760780619;760000307;2400;;;;;3
Q21;2019;760780619;760000307;9999;4.38;;;;83
Q21;2019;760780668;760000331;2000;0;0;0;0;30
Q21;2019;760780668;760000331;2100;0;0;0;0;30
Q21;2019;760780668;760000331;9999;0;0;0;0;30
Q21;2019;760780676;750034589;2000;1.46;;;;
Q21;2019;760780676;750034589;2400;1.46;;;;
Q21;2019;760780676;750034589;9999;1.46;;;;
Q21;2019;760780692;760025734;2000;7.65;0.25;;7;
Q21;2019;760780692;760025734;2400;7.65;0.25;;7;
Q21;2019;760780692;760025734;9999;7.65;0.25;;7;
Q21;2019;760780783;760000406;2000;0.75;;;;15
Q21;2019;760780783;760000406;2100;0.75;;;;15
Q21;2019;760780783;760000406;9999;0.75;;;;15
Q21;2019;760780791;760000414;1000;2;;;;
Q21;2019;760780791;760000414;2000;;;;;62
Q21;2019;760780791;760000414;2100;;;;;62
Q21;2019;760780791;760000414;9999;2;;;;62
Q21;2019;760780825;760000430;2000;1;;;;13
Q21;2019;760780825;760000430;2100;1;;;;13
Q21;2019;760780825;760000430;9999;1;;;;13
Q21;2019;760780981;760027342;2000;3.78;;;;
Q21;2019;760780981;760027342;2400;3.78;;;;
Q21;2019;760780981;760027342;9999;3.78;;;;
Q21;2019;760781054;930019484;2000;1.47;;;;
Q21;2019;760781054;930019484;2400;1.47;;;;
Q21;2019;760781054;930019484;9999;1.47;;;;
Q21;2019;760781070;760780726;2000;31.14;;;16.7;
Q21;2019;760781070;760780726;2100;1.96;;;;
Q21;2019;760781070;760780726;2200;29.18;;;16.7;
Q21;2019;760781070;760780726;9999;31.14;;;16.7;
Q21;2019;760783035;750721334;1000;2.93;;0.8;;
Q21;2019;760783035;750721334;2000;8.74;;0.77;;
Q21;2019;760783035;750721334;2100;3.89;;0.12;;
Q21;2019;760783035;750721334;2200;1;;0.5;;
Q21;2019;760783035;750721334;2300;2.57;;;;
Q21;2019;760783035;750721334;2400;1.28;;0.15;;
Q21;2019;760783035;750721334;9999;11.67;;1.57;;
Q21;2019;760783159;760000851;2000;1.57;;;;15
Q21;2019;760783159;760000851;2100;0.44;;;;6
Q21;2019;760783159;760000851;2400;1.13;;;;9
Q21;2019;760783159;760000851;9999;1.57;;;;15
Q21;2019;760783522;760780239;2000;41.46;3.95;;28.55;
Q21;2019;760783522;760780239;2100;28.57;3.85;;28.55;
Q21;2019;760783522;760780239;2400;12.89;0.1;;;
Q21;2019;760783522;760780239;9999;41.46;3.95;;28.55;
Q21;2019;760783530;760780239;2000;3.41;;;1.16;
Q21;2019;760783530;760780239;2400;2.15;;;1.16;
Q21;2019;760783530;760780239;2500;1.26;;;;
Q21;2019;760783530;760780239;9999;3.41;;;1.16;
Q21;2019;760783563;760919373;2000;0.2;0;0;0;0
Q21;2019;760783563;760919373;2200;0.2;0;0;0;0
Q21;2019;760783563;760919373;9999;0.2;0;0;0;0
Q21;2019;760800938;760780023;2000;4.42;;;;
Q21;2019;760800938;760780023;2200;2.67;;;;
Q21;2019;760800938;760780023;2500;1.75;;;;
Q21;2019;760800938;760780023;9999;4.42;;;;
Q21;2019;760802439;750826307;2000;0.07;;;;
Q21;2019;760802439;750826307;2400;0.07;;;;
Q21;2019;760802439;750826307;9999;0.07;;;;
Q21;2019;760805770;760780726;1000;4.65;;;;
Q21;2019;760805770;760780726;2000;253.15;;6.74;107.14;
Q21;2019;760805770;760780726;2100;251.55;;6.74;107.14;
Q21;2019;760805770;760780726;2200;0.6;;;;
Q21;2019;760805770;760780726;2400;1;;;;
Q21;2019;760805770;760780726;9999;257.8;;6.74;107.14;
Q21;2019;760806950;760780734;2000;0.6;0;0;0;0
Q21;2019;760806950;760780734;2500;0.6;0;0;0;0
Q21;2019;760806950;760780734;9999;0.6;0;0;0;0
Q21;2019;760913137;760009001;2000;0.2;;;;
Q21;2019;760913137;760009001;2200;0.2;;;;
Q21;2019;760913137;760009001;9999;0.2;;;;
Q21;2019;760917773;140000852;2000;3;0;;;
Q21;2019;760917773;140000852;2100;3;0;;;
Q21;2019;760917773;140000852;9999;3;0;;;
Q21;2019;760920603;760920587;2000;2.26;;;;3
Q21;2019;760920603;760920587;2400;2.26;;;;3
Q21;2019;760920603;760920587;9999;2.26;;;;3
Q21;2019;760920918;760000273;2000;5.2;;;;
Q21;2019;760920918;760000273;2400;5.2;;;;
Q21;2019;760920918;760000273;9999;5.2;;;;
Q21;2019;760921809;760000273;2000;5.5;;;;112
Q21;2019;760921809;760000273;2100;5.5;;;;112
Q21;2019;760921809;760000273;9999;5.5;;;;112
Q21;2019;770000131;770021145;2000;102.59;;2.82;17.47;
Q21;2019;770000131;770021145;2100;82.63;;2.82;17.47;
Q21;2019;770000131;770021145;2200;14.94;;;;
Q21;2019;770000131;770021145;2400;5.02;;;;
Q21;2019;770000131;770021145;9999;102.59;;2.82;17.47;
Q21;2019;770000149;770021152;1000;0.5;;;;
Q21;2019;770000149;770021152;2000;90.01;;;18.92;
Q21;2019;770000149;770021152;2100;90.01;;;18.92;
Q21;2019;770000149;770021152;9999;90.51;;;18.92;
Q21;2019;770000156;770110054;2000;198.51;;;66.21;4
Q21;2019;770000156;770110054;2100;171.59;;;66.21;4
Q21;2019;770000156;770110054;2200;24.02;;;;
Q21;2019;770000156;770110054;2400;2.4;;;;
Q21;2019;770000156;770110054;2500;0.5;;;;
Q21;2019;770000156;770110054;9999;198.51;;;66.21;4
Q21;2019;770000164;770021152;1000;0.4;;;;
Q21;2019;770000164;770021152;2000;73.53;;;10.36;
Q21;2019;770000164;770021152;2100;66.93;;;10.36;
Q21;2019;770000164;770021152;2300;1.16;;;;
Q21;2019;770000164;770021152;2400;3.79;;;;
Q21;2019;770000164;770021152;2500;1.65;;;;
Q21;2019;770000164;770021152;9999;73.93;;;10.36;
Q21;2019;770000172;770110070;1000;1.11;;0.56;0;
Q21;2019;770000172;770110070;2000;72.85;;;7.58;11
Q21;2019;770000172;770110070;2100;64.01;;;6.62;11
Q21;2019;770000172;770110070;2200;4.68;;;;
Q21;2019;770000172;770110070;2400;4.16;;;0.96;
Q21;2019;770000172;770110070;9999;73.96;;0.56;7.58;11
Q21;2019;770000180;770110054;2000;7.25;0;0;0;
Q21;2019;770000180;770110054;2100;6.07;0;0;0;
Q21;2019;770000180;770110054;2400;1.18;0;0;0;
Q21;2019;770000180;770110054;9999;7.25;0;0;0;
Q21;2019;770000214;770021152;1000;0.5;;;;
Q21;2019;770000214;770021152;2000;54.42;;;;
Q21;2019;770000214;770021152;2100;32.09;;;;
Q21;2019;770000214;770021152;2200;17.38;;;;
Q21;2019;770000214;770021152;2400;4.95;;;;
Q21;2019;770000214;770021152;9999;54.92;;;;
Q21;2019;770000420;770700029;2000;3.8;;;;
Q21;2019;770000420;770700029;2400;3.8;;;;
Q21;2019;770000420;770700029;9999;3.8;;;;
Q21;2019;770000446;770021145;2000;227.72;;0.5;69.01;
Q21;2019;770000446;770021145;2100;186.31;;;66.36;
Q21;2019;770000446;770021145;2200;32.54;;;1.51;
Q21;2019;770000446;770021145;2400;8.87;;0.5;1.14;
Q21;2019;770000446;770021145;9999;227.72;;0.5;69.01;
Q21;2019;770001873;940000060;2000;;;;;1
Q21;2019;770001873;940000060;2100;;;;;1
Q21;2019;770001873;940000060;9999;;;;;1
Q21;2019;770003788;770003739;2000;;;;;4
Q21;2019;770003788;770003739;2500;;;;;4
Q21;2019;770003788;770003739;9999;;;;;4
Q21;2019;770006138;770020113;2000;3.2;;;;6
Q21;2019;770006138;770020113;2100;0.5;;;;
Q21;2019;770006138;770020113;2200;2.7;;;;6
Q21;2019;770006138;770020113;9999;3.2;;;;6
Q21;2019;770016087;770016137;2000;0.8;;;;3
Q21;2019;770016087;770016137;2100;0.8;;;;3
Q21;2019;770016087;770016137;9999;0.8;;;;3
Q21;2019;770016160;750806853;2000;0.11;;;;
Q21;2019;770016160;750806853;2100;0.11;;;;
Q21;2019;770016160;750806853;9999;0.11;;;;
Q21;2019;770016467;920030269;2000;5.61;;;;
Q21;2019;770016467;920030269;2400;5.61;;;;
Q21;2019;770016467;920030269;9999;5.61;;;;
Q21;2019;770016475;770014207;2000;2.2;;;;
Q21;2019;770016475;770014207;2300;2.2;;;;
Q21;2019;770016475;770014207;9999;2.2;;;;
Q21;2019;770016491;770016483;2000;5.6;;;;
Q21;2019;770016491;770016483;2400;5.6;;;;
Q21;2019;770016491;770016483;9999;5.6;;;;
Q21;2019;770019032;770021145;2000;259.55;;;71.7;
Q21;2019;770019032;770021145;2100;214.72;;;67.18;
Q21;2019;770019032;770021145;2200;44.83;;;4.52;
Q21;2019;770019032;770021145;9999;259.55;;;71.7;
Q21;2019;770020055;770000271;2000;0.75;;;;3
Q21;2019;770020055;770000271;2100;0.75;;;;3
Q21;2019;770020055;770000271;9999;0.75;;;;3
Q21;2019;770020477;750720468;1000;4;;;;
Q21;2019;770020477;750720468;2000;48.4;;;;
Q21;2019;770020477;750720468;2100;34.73;;;;
Q21;2019;770020477;750720468;2400;13.67;;;;
Q21;2019;770020477;750720468;9999;52.4;;;;
Q21;2019;770020949;770015030;2000;;;;1;5
Q21;2019;770020949;770015030;2100;;;;1;5
Q21;2019;770020949;770015030;9999;;;;1;5
Q21;2019;770021186;770021160;2000;1.48;;;;26
Q21;2019;770021186;770021160;2300;1.48;;;;26
Q21;2019;770021186;770021160;9999;1.48;;;;26
Q21;2019;770021251;440052041;2000;2.33;;;;
Q21;2019;770021251;440052041;2300;2.33;;;;
Q21;2019;770021251;440052041;9999;2.33;;;;
Q21;2019;770150027;750720575;1000;0.09;;;;
Q21;2019;770150027;750720575;2000;14.66;;;;
Q21;2019;770150027;750720575;2200;4.65;;;;
Q21;2019;770150027;750720575;2400;10.01;;;;
Q21;2019;770150027;750720575;9999;14.75;;;;
Q21;2019;770150043;750034589;2000;5.53;;;;
Q21;2019;770150043;750034589;2400;5.53;;;;
Q21;2019;770150043;750034589;9999;5.53;;;;
Q21;2019;770300010;770004299;2000;1;;;;56
Q21;2019;770300010;770004299;2100;1;;;;56
Q21;2019;770300010;770004299;9999;1;;;;56
Q21;2019;770300135;770000289;2000;5.53;;;;82
Q21;2019;770300135;770000289;2100;4.53;;;;82
Q21;2019;770300135;770000289;2400;1;;;;
Q21;2019;770300135;770000289;9999;5.53;;;;82
Q21;2019;770300143;770000362;2000;1;;;;60
Q21;2019;770300143;770000362;2100;1;;;;60
Q21;2019;770300143;770000362;9999;1;;;;60
Q21;2019;770300192;770000313;2000;1.12;;;;26
Q21;2019;770300192;770000313;2100;1.12;;;;26
Q21;2019;770300192;770000313;9999;1.12;;;;26
Q21;2019;770300218;440052041;2000;5.07;;;;
Q21;2019;770300218;440052041;2400;5.07;;;;
Q21;2019;770300218;440052041;9999;5.07;;;;
Q21;2019;770300259;770000347;2000;14.53;;;;
Q21;2019;770300259;770000347;2400;14.53;;;;
Q21;2019;770300259;770000347;9999;14.53;;;;
Q21;2019;770300275;770000289;2000;;;;;46
Q21;2019;770300275;770000289;2100;;;;;46
Q21;2019;770300275;770000289;9999;;;;;46
Q21;2019;770310019;770000370;2000;0.78;;;;5
Q21;2019;770310019;770000370;2200;0.78;;;;5
Q21;2019;770310019;770000370;9999;0.78;;;;5
Q21;2019;770310027;770000388;2000;0.95;;;;5
Q21;2019;770310027;770000388;2200;0.95;;;;5
Q21;2019;770310027;770000388;9999;0.95;;;;5
Q21;2019;770420024;930027347;2000;7.22;;;;
Q21;2019;770420024;930027347;2400;7.22;;;;
Q21;2019;770420024;930027347;9999;7.22;;;;
Q21;2019;770510055;750719270;2000;2.29;;;;
Q21;2019;770510055;750719270;2200;2.29;;;;
Q21;2019;770510055;750719270;9999;2.29;;;;
Q21;2019;770700011;930027347;2000;16.98;;;;
Q21;2019;770700011;930027347;2300;1;;;;
Q21;2019;770700011;930027347;2400;15.98;;;;
Q21;2019;770700011;930027347;9999;16.98;;;;
Q21;2019;770701225;750721334;2000;1.73;;;;
Q21;2019;770701225;750721334;2400;1.73;;;;
Q21;2019;770701225;750721334;9999;1.73;;;;
Q21;2019;770790707;770000719;2000;1;;;;62
Q21;2019;770790707;770000719;2100;1;;;;62
Q21;2019;770790707;770000719;9999;1;;;;62
Q21;2019;770803708;750806853;2000;0.28;;;;
Q21;2019;770803708;750806853;2100;0.28;;;;
Q21;2019;770803708;750806853;9999;0.28;;;;
Q21;2019;770803989;770000925;2000;6.49;;;;
Q21;2019;770803989;770000925;2400;6.49;;;;
Q21;2019;770803989;770000925;9999;6.49;;;;
Q21;2019;770813400;770001014;2000;1;;;;42
Q21;2019;770813400;770001014;2100;1;;;;42
Q21;2019;770813400;770001014;9999;1;;;;42
Q21;2019;770813426;770813418;2000;0.3;;;;
Q21;2019;770813426;770813418;2100;0.3;;;;
Q21;2019;770813426;770813418;9999;0.3;;;;
Q21;2019;770813459;940000060;2000;;;;;1
Q21;2019;770813459;940000060;2100;;;;;1
Q21;2019;770813459;940000060;9999;;;;;1
Q21;2019;770813814;770021145;2000;3.02;;;;
Q21;2019;770813814;770021145;2500;3.02;;;;
Q21;2019;770813814;770021145;9999;3.02;;;;
Q21;2019;770814622;770021145;2000;8.99;;;0.5;
Q21;2019;770814622;770021145;2100;2.5;;;0.5;
Q21;2019;770814622;770021145;2400;5.07;;;;
Q21;2019;770814622;770021145;2500;1.42;;;;
Q21;2019;770814622;770021145;9999;8.99;;;0.5;
Q21;2019;770814986;940000060;2000;;;;;1
Q21;2019;770814986;940000060;2100;;;;;1
Q21;2019;770814986;940000060;9999;;;;;1
Q21;2019;780000287;780110011;1000;1.38;;0.4;;
Q21;2019;780000287;780110011;2000;164.34;;6;47.4;
Q21;2019;780000287;780110011;2100;149.35;;5.82;47.4;
Q21;2019;780000287;780110011;2200;12.59;;0.1;;
Q21;2019;780000287;780110011;2400;1.52;;;;
Q21;2019;780000287;780110011;2500;0.88;;0.08;;
Q21;2019;780000287;780110011;9999;165.72;;6.4;47.4;
Q21;2019;780000295;780002697;1000;1.5;;;;
Q21;2019;780000295;780002697;2000;81.99;;;23.13;
Q21;2019;780000295;780002697;2100;81.99;;;23.13;
Q21;2019;780000295;780002697;9999;83.49;;;23.13;
Q21;2019;780000303;780024113;1000;8.25;0;;0;
Q21;2019;780000303;780024113;2000;24.61;0;;0;
Q21;2019;780000303;780024113;2100;13.72;0;;0;
Q21;2019;780000303;780024113;2200;2.13;0;;0;
Q21;2019;780000303;780024113;2400;8.3;0;;0;
Q21;2019;780000303;780024113;2500;0.46;0;;0;
Q21;2019;780000303;780024113;9999;32.86;0;;0;
Q21;2019;780000311;780001236;1000;2.3;;2.3;;
Q21;2019;780000311;780001236;2000;218.41;6.94;8.77;98.27;
Q21;2019;780000311;780001236;2100;197.23;6.94;8.47;96.19;
Q21;2019;780000311;780001236;2200;15.75;;0.3;2.08;
Q21;2019;780000311;780001236;2400;3.08;;;;
Q21;2019;780000311;780001236;2500;2.35;;;;
Q21;2019;780000311;780001236;9999;220.71;6.94;11.07;98.27;
Q21;2019;780000329;780110052;1000;1.69;0;;0;0
Q21;2019;780000329;780110052;2000;92.93;0;3.08;23.14;9
Q21;2019;780000329;780110052;2100;92.93;0;3.08;23.14;9
Q21;2019;780000329;780110052;9999;94.62;0;3.08;23.14;9
Q21;2019;780000337;780001236;2000;77.1;0.05;1.09;11.4;
Q21;2019;780000337;780001236;2100;66;0.05;1.09;10.22;
Q21;2019;780000337;780001236;2200;7.51;;;;
Q21;2019;780000337;780001236;2400;2.44;;;1.18;
Q21;2019;780000337;780001236;2500;1.15;;;;
Q21;2019;780000337;780001236;9999;77.1;0.05;1.09;11.4;
Q21;2019;780000345;780110078;2000;4.65;0;0;0;
Q21;2019;780000345;780110078;2400;4.65;0;0;0;
Q21;2019;780000345;780110078;9999;4.65;0;0;0;
Q21;2019;780000352;780110094;1000;0.72;;;;
Q21;2019;780000352;780110094;2000;24.92;;;;
Q21;2019;780000352;780110094;2400;23.25;;;;
Q21;2019;780000352;780110094;2500;1.67;;;;
Q21;2019;780000352;780110094;9999;25.64;;;;
Q21;2019;780000360;780130019;2000;0.54;;;;
Q21;2019;780000360;780130019;2500;0.54;;;;
Q21;2019;780000360;780130019;9999;0.54;;;;
Q21;2019;780000378;780130027;2000;4.87;;;0.33;
Q21;2019;780000378;780130027;2100;4.58;;;0.33;
Q21;2019;780000378;780130027;2500;0.29;;;;
Q21;2019;780000378;780130027;9999;4.87;;;0.33;
Q21;2019;780000386;780021788;2000;4.2;;;;
Q21;2019;780000386;780021788;2100;2.1;;;;
Q21;2019;780000386;780021788;2400;2.1;;;;
Q21;2019;780000386;780021788;9999;4.2;;;;
Q21;2019;780000402;780024113;1000;0.03;0;;0;
Q21;2019;780000402;780024113;2000;63.99;0;;11.88;
Q21;2019;780000402;780024113;2100;1.2;0;;0;
Q21;2019;780000402;780024113;2200;62.79;0;;11.88;
Q21;2019;780000402;780024113;9999;64.02;0;;11.88;
Q21;2019;780000410;780140059;1000;1.84;;;;
Q21;2019;780000410;780140059;2000;30.42;;1.84;1.55;
Q21;2019;780000410;780140059;2200;30.42;;1.84;1.55;
Q21;2019;780000410;780140059;9999;32.26;;1.84;1.55;
Q21;2019;780000428;780002697;2000;28.51;;;;
Q21;2019;780000428;780002697;2200;19.41;;;;
Q21;2019;780000428;780002697;2400;9.1;;;;
Q21;2019;780000428;780002697;9999;28.51;;;;
Q21;2019;780001467;780023156;2000;;;;;2
Q21;2019;780001467;780023156;2400;;;;;2
Q21;2019;780001467;780023156;9999;;;;;2
Q21;2019;780001657;780530010;1000;0.03;;;;
Q21;2019;780001657;780530010;2000;9.88;;0.3;0.25;
Q21;2019;780001657;780530010;2400;9.88;;0.3;0.25;
Q21;2019;780001657;780530010;9999;9.91;;0.3;0.25;
Q21;2019;780001707;780822920;2000;0.4;;;;3
Q21;2019;780001707;780822920;2100;0.4;;;;3
Q21;2019;780001707;780822920;9999;0.4;;;;3
Q21;2019;780004529;310021233;2000;1;0;0;0;0
Q21;2019;780004529;310021233;2300;1;0;0;0;0
Q21;2019;780004529;310021233;9999;1;0;0;0;0
Q21;2019;780008298;920030269;2000;4;;;;
Q21;2019;780008298;920030269;2400;4;;;;
Q21;2019;780008298;920030269;9999;4;;;;
Q21;2019;780009528;;2000;0.79;;;;
Q21;2019;780009528;;2200;0.79;;;;
Q21;2019;780009528;;9999;0.79;;;;
Q21;2019;780016507;750005068;2000;0.3;0;0;0;0
Q21;2019;780016507;750005068;2100;0.3;0;0;0;0
Q21;2019;780016507;750005068;9999;0.3;0;0;0;0
Q21;2019;780017802;780002010;2000;0.8;;;;3
Q21;2019;780017802;780002010;2100;0.8;;;;3
Q21;2019;780017802;780002010;9999;0.8;;;;3
Q21;2019;780018727;780018719;1000;1.63;;;;
Q21;2019;780018727;780018719;2000;3.13;;;;51
Q21;2019;780018727;780018719;2100;2;;;;51
Q21;2019;780018727;780018719;2400;1.13;;;;
Q21;2019;780018727;780018719;9999;4.76;;;;51
Q21;2019;780020111;;2000;1.21;;;;
Q21;2019;780020111;;2200;1.21;;;;
Q21;2019;780020111;;9999;1.21;;;;
Q21;2019;780022646;780024857;2000;;;;;9
Q21;2019;780022646;780024857;2100;;;;;9
Q21;2019;780022646;780024857;9999;;;;;9
Q21;2019;780022737;780000675;2000;2.79;2.79;;0;6
Q21;2019;780022737;780000675;2100;2.79;2.79;;0;6
Q21;2019;780022737;780000675;9999;2.79;2.79;;0;6
Q21;2019;780022760;310021258;2000;7.75;;;;
Q21;2019;780022760;310021258;2400;7.75;;;;
Q21;2019;780022760;310021258;9999;7.75;;;;
Q21;2019;780023545;750720609;2000;1.11;;0.09;;
Q21;2019;780023545;750720609;2300;1.11;;0.09;;
Q21;2019;780023545;750720609;9999;1.11;;0.09;;
Q21;2019;780140018;750005068;2000;30.69;;;0.61;
Q21;2019;780140018;750005068;2100;4.25;;;;
Q21;2019;780140018;750005068;2200;22.19;;;0.61;
Q21;2019;780140018;750005068;2400;4.25;;;;
Q21;2019;780140018;750005068;9999;30.69;;;0.61;
Q21;2019;780140042;780017455;2000;4.22;;;;10
Q21;2019;780140042;780017455;2100;0;;;;1
Q21;2019;780140042;780017455;2200;4.22;;;;9
Q21;2019;780140042;780017455;9999;4.22;;;;10
Q21;2019;780140075;750721391;2000;6.6;;1.02;;
Q21;2019;780140075;750721391;2200;3.79;;;;
Q21;2019;780140075;750721391;2400;2.81;;1.02;;
Q21;2019;780140075;750721391;9999;6.6;;1.02;;
Q21;2019;780150017;750005068;1000;0.69;;;;
Q21;2019;780150017;750005068;2000;12.11;;;;
Q21;2019;780150017;750005068;2100;3.2;;;;
Q21;2019;780150017;750005068;2400;8.91;;;;
Q21;2019;780150017;750005068;9999;12.8;;;;
Q21;2019;780150033;780020715;2000;5.43;;;;
Q21;2019;780150033;780020715;2100;4.13;;;;
Q21;2019;780150033;780020715;2400;0.3;;;;
Q21;2019;780150033;780020715;2500;1;;;;
Q21;2019;780150033;780020715;9999;5.43;;;;
Q21;2019;780150066;780808614;1000;3;;;;
Q21;2019;780150066;780808614;2000;30.24;;;2.18;
Q21;2019;780150066;780808614;2100;19.12;;;2.18;
Q21;2019;780150066;780808614;2400;11.12;;;;
Q21;2019;780150066;780808614;9999;33.24;;;2.18;
Q21;2019;780300075;780000485;2000;2.2;;;;20
Q21;2019;780300075;780000485;2100;0;;;;17
Q21;2019;780300075;780000485;2400;2.2;;;;3
Q21;2019;780300075;780000485;9999;2.2;;;;20
Q21;2019;780300083;920030269;2000;14.37;;;;
Q21;2019;780300083;920030269;2400;14.37;;;;
Q21;2019;780300083;920030269;9999;14.37;;;;
Q21;2019;780300109;780000519;2000;3.25;;;;
Q21;2019;780300109;780000519;2400;3.25;;;;
Q21;2019;780300109;780000519;9999;3.25;;;;
Q21;2019;780300125;780000535;2000;0.8;;;;33
Q21;2019;780300125;780000535;2100;0.8;;;;33
Q21;2019;780300125;780000535;9999;0.8;;;;33
Q21;2019;780300208;780000576;2000;2.7;;;;58
Q21;2019;780300208;780000576;2100;1.7;;;;56
Q21;2019;780300208;780000576;2400;1;;;;2
Q21;2019;780300208;780000576;9999;2.7;;;;58
Q21;2019;780300224;310021225;2000;3.5;;;;
Q21;2019;780300224;310021225;2400;3.5;;;;
Q21;2019;780300224;310021225;9999;3.5;;;;
Q21;2019;780300323;780003679;2000;;;;1;79
Q21;2019;780300323;780003679;2100;;;;1;79
Q21;2019;780300323;780003679;9999;;;;1;79
Q21;2019;780300406;780018032;2000;2.3;;;;145
Q21;2019;780300406;780018032;2100;2.3;;;;145
Q21;2019;780300406;780018032;9999;2.3;;;;145
Q21;2019;780300414;780000675;1000;0;0;0;0;1
Q21;2019;780300414;780000675;2000;4.25;0;0;0;93
Q21;2019;780300414;780000675;2100;4.25;0;0;0;93
Q21;2019;780300414;780000675;9999;4.25;0;0;0;94
Q21;2019;780300422;780002259;2000;;;;;123
Q21;2019;780300422;780002259;2100;;;;;123
Q21;2019;780300422;780002259;9999;;;;;123
Q21;2019;780300455;780000717;2000;2.35;;;;57
Q21;2019;780300455;780000717;2100;2.35;;;;57
Q21;2019;780300455;780000717;9999;2.35;;;;57
Q21;2019;780310025;920030269;2000;7.06;;;;6
Q21;2019;780310025;920030269;2200;7.06;;;;6
Q21;2019;780310025;920030269;9999;7.06;;;;6
Q21;2019;780420022;930027347;2000;5.13;;;;
Q21;2019;780420022;930027347;2400;5.13;;;;
Q21;2019;780420022;930027347;9999;5.13;;;;
Q21;2019;780420048;780021069;2000;2.7;;;;
Q21;2019;780420048;780021069;2400;2.7;;;;
Q21;2019;780420048;780021069;9999;2.7;;;;
Q21;2019;780630026;750803900;1000;0.12;;;;
Q21;2019;780630026;750803900;2000;5.7;;;;
Q21;2019;780630026;750803900;2100;2.72;;;;
Q21;2019;780630026;750803900;2400;2.98;;;;
Q21;2019;780630026;750803900;9999;5.82;;;;
Q21;2019;780700027;780822193;2000;6.96;;;;
Q21;2019;780700027;780822193;2400;6.96;;;;
Q21;2019;780700027;780822193;9999;6.96;;;;
Q21;2019;780700050;780023156;2000;2.4;;;;
Q21;2019;780700050;780023156;2400;2.4;;;;
Q21;2019;780700050;780023156;9999;2.4;;;;
Q21;2019;780800256;780110078;1000;0.4;0.4;;;
Q21;2019;780800256;780110078;2000;373.08;7.05;14.03;136.4;
Q21;2019;780800256;780110078;2100;339.31;2.93;12.53;126.7;
Q21;2019;780800256;780110078;2200;33.77;4.12;1.5;9.7;
Q21;2019;780800256;780110078;9999;373.48;7.45;14.03;136.4;
Q21;2019;780822748;780002697;2000;0.9;;;;
Q21;2019;780822748;780002697;2500;0.9;;;;
Q21;2019;780822748;780002697;9999;0.9;;;;
Q21;2019;780825816;780003638;2000;3.89;;;;
Q21;2019;780825816;780003638;2400;3.89;;;;
Q21;2019;780825816;780003638;9999;3.89;;;;
Q21;2019;790000087;790000012;1000;0.39;;;;
Q21;2019;790000087;790000012;2000;244.28;;4.62;78.4;9
Q21;2019;790000087;790000012;2100;189.73;;3.82;66.78;9
Q21;2019;790000087;790000012;2200;41.67;;0.3;10.62;
Q21;2019;790000087;790000012;2300;0.76;;;;
Q21;2019;790000087;790000012;2400;10.89;;;1;
Q21;2019;790000087;790000012;2500;1.23;;0.5;;
Q21;2019;790000087;790000012;9999;244.67;;4.62;78.4;9
Q21;2019;790000103;790006654;2000;7.24;;;;
Q21;2019;790000103;790006654;2100;4.08;;;;
Q21;2019;790000103;790006654;2400;1.84;;;;
Q21;2019;790000103;790006654;2500;1.32;;;;
Q21;2019;790000103;790006654;9999;7.24;;;;
Q21;2019;790000111;790019491;1000;0.66;;;;
Q21;2019;790000111;790019491;2000;7.13;;;0.15;
Q21;2019;790000111;790019491;2100;4.31;;;0.15;
Q21;2019;790000111;790019491;2300;0.46;;;;
Q21;2019;790000111;790019491;2400;1.9;;;;
Q21;2019;790000111;790019491;2500;0.46;;;;
Q21;2019;790000111;790019491;9999;7.79;;;0.15;
Q21;2019;790000137;790019491;2000;4.11;;;;
Q21;2019;790000137;790019491;2100;2.26;;;;
Q21;2019;790000137;790019491;2300;0.37;;;;
Q21;2019;790000137;790019491;2400;1.48;;;;
Q21;2019;790000137;790019491;9999;4.11;;;;
Q21;2019;790000145;790000079;2000;2.23;;;;
Q21;2019;790000145;790000079;2400;1.48;;;;
Q21;2019;790000145;790000079;2500;0.75;;;;
Q21;2019;790000145;790000079;9999;2.23;;;;
Q21;2019;790000186;790000178;2000;3.25;;;;0
Q21;2019;790000186;790000178;2400;3.25;;;;0
Q21;2019;790000186;790000178;9999;3.25;;;;0
Q21;2019;790000269;870015336;2000;0.58;;;;
Q21;2019;790000269;870015336;2400;0.58;;;;
Q21;2019;790000269;870015336;9999;0.58;;;;
Q21;2019;790000681;790002497;2000;8.25;;;;
Q21;2019;790000681;790002497;2400;8.25;;;;
Q21;2019;790000681;790002497;9999;8.25;;;;
Q21;2019;790003537;790006654;2000;11.53;;;;
Q21;2019;790003537;790006654;2100;7.53;;;;
