BOR;AN;FI;FI_EJ;LIT_MED;JLI_MED;SEJHC_MED;SEJ0_MED;JOU_MED;LIT_CHI;JLI_CHI;SEJHC_CHI;SEJ0_CHI;JOU_CHI;LIT_OBS;JLI_OBS;SEJHC_OBS;SEJ0_OBS;JOU_OBS;LIT_MCO;JLI_MCO;SEJHC_MCO;SEJ0_MCO;JOU_MCO;PLA_MED;SEJHP_MED;PLAN_MED;SEJN_MED;SEA_MED;PLA_CHI;SEJHP_CHI;PLA_OBS;SEJHP_OBS;PLAN_OBS;SEJN_OBS;PLA_MCO;SEJHP_MCO;PLAN_MCO;SEJN_MCO;SEA_MCO;PCAR;PDER;PEND;PGAS;PNEU;PPED;PPNE;PRHU;POPH;DEND;DNEU;DPED;DOPH;ACTCLI_PM;ACTCLI_SAG;ACTTEC_PM;ACTTEC_DEN;ACTTEC_SAG;ACTTEC_PNM
MCO;2019;320000102;320780133;22;8030;1371;481;7375;;;0;0;0;;;0;0;0;22;8030;1371;481;7375;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;1;0;;;;;1239;;4055;;;
MCO;2019;320000110;320004310;28;10220;517;1;7604;;;0;0;0;;;0;0;0;28;10220;517;1;7604;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2019;320000128;320780158;15;5475;280;0;3869;;;0;0;0;;;0;0;0;15;5475;280;0;3869;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2019;320000144;320780174;28;10220;578;2;8266;;;0;0;0;;;0;0;0;28;10220;578;2;8266;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2019;320000151;320780182;5;1825;161;3;2539;;;0;0;0;;;0;0;0;5;1825;161;3;2539;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2019;320000177;320780208;10;3650;261;17;4079;;;0;0;0;;;0;0;0;10;3650;261;17;4079;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2019;320780067;320000052;;;1;0;1;30;10740;2074;76;6503;;;0;0;0;30;10740;2075;76;6504;;0;;;18;32;4797;;0;;;32;4797;;;18;;;;;;;;;;;;;;;;;;;
MCO;2019;330000217;330780347;12;4380;234;9;3008;;;0;0;0;;;0;0;0;12;4380;234;9;3008;3;301;;;0;;0;;0;;;3;301;;;0;0;0;0;0;0;0;0;0;0;;;;;0;0;;;;
MCO;2019;330000332;330780545;70;24960;2900;10;22237;;;0;0;0;;;0;0;0;70;24960;2900;10;22237;8;824;;;834;;0;;0;;;8;824;;;834;1;1;1;1;0;0;1;1;1;45;;;60;11173;0;9676;0;0;160
MCO;2019;330000340;330780552;161;58765;6333;100;45705;65;23725;4492;109;17747;40;14600;2863;165;10997;266;97090;13688;374;74449;10;4424;2;319;3823;54;7377;0;0;;;64;11801;2;319;3823;;;;;;;;;;;;;;144651;12265;;;;
MCO;2019;330000555;330781204;108;39420;8571;1905;38191;34;12410;1759;65;9786;22;8030;1813;371;4973;164;59860;12143;2341;52950;10;1025;;;1867;7;687;3;396;;;20;2108;;;1867;0;1;0;1;1;1;0;1;0;;60;15;;28465;3555;24297;;1661;2446
MCO;2019;330000571;330781220;64;23360;4985;1724;21002;18;6570;877;69;4356;15;5475;729;125;1961;97;35405;6591;1918;27319;3;79;0;;428;7;3210;;251;;;10;3540;0;;428;1;1;1;1;0;1;1;1;0;75;;38;;24623;1439;10196;366;77;77
MCO;2019;330000589;330027509;61;24715;5876;1667;23588;26;8891;1342;41;7066;18;6570;1228;94;4170;105;40176;8446;1802;34824;3;120;;;257;5;1191;0;237;;;8;1548;;;257;1;0;1;1;0;1;0;0;1;;;;;21951;2865;26365;;5663;9125
MCO;2019;330000597;330027509;34;12404;1039;8;11069;;;0;0;0;;;0;0;0;34;12404;1039;8;11069;;51;;;47;;0;0;7;;;0;58;;;47;0;0;0;0;0;0;0;0;0;;;;;6762;588;7983;;1534;781
MCO;2019;330000605;330781253;359;131035;21774;3057;119387;116;42340;6821;300;34224;34;12410;2379;309;8401;509;185785;30974;3666;162012;37;3047;1;105;39635;12;5541;;0;;;49;8588;1;105;39635;1;1;1;1;1;1;1;1;1;180;168;61;45;84991;2611;80352;1422;408;15434
MCO;2019;330000613;330781261;39;14235;1542;78;12664;0;0;0;0;0;0;0;0;0;0;39;14235;1542;78;12664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;0;63;;15;;4670;261;15683;59;48;230
MCO;2019;330000662;330781329;76;24580;3706;94;19941;45;12441;2428;2;8852;;;0;0;0;121;37021;6134;96;28793;4;2392;;;52983;10;3616;;0;;;14;6008;;;52983;0;0;0;0;0;0;0;0;0;;;;;51262;0;62984;0;0;8800
MCO;2019;330017989;330000134;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;14813;;0;;0;;;;0;;;14813;;;;;;;;;;;;;;;;;;;
MCO;2019;330058355;330781253;2;730;1451;955;560;;;0;0;0;;;0;0;0;2;730;1451;955;560;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2019;330060658;330060641;0;0;0;0;0;35;12775;731;1;1535;0;0;0;0;0;35;12775;731;1;1535;0;0;0;0;0;38;6510;0;0;0;0;38;6510;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0
MCO;2019;330780040;330000027;10;3650;2772;170;3447;71;25915;4321;75;8205;;;0;0;0;81;29565;7093;245;11652;;0;;;22;38;12643;;0;;;38;12643;;;22;;;;;;;;;;;;;;;;;;;
MCO;2019;330780081;330000043;62;22630;4844;98;21580;138;50370;5690;150;22191;;;0;0;0;200;73000;10534;248;43771;4;86;;;52;22;6069;;0;;;26;6155;;;52;;;;;;;;;;;;;;;;;;;
MCO;2019;330780115;330000076;23;8395;735;26;7229;68;23392;5427;228;12988;;;0;0;0;91;31787;6162;254;20217;;0;;;10163;27;10034;;0;;;27;10034;;;10163;;;;;;;;;;;;;;;;;;;
MCO;2019;330780206;330000126;14;5110;414;9;2920;24;8760;2458;630;4692;0;0;0;0;0;38;13870;2872;639;7612;0;0;0;0;1917;26;7072;0;0;0;0;26;7072;0;0;1917;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MCO;2019;330780255;330010059;0;0;0;0;0;0;4200;409;1;958;0;0;0;0;0;0;4200;409;1;958;0;0;0;0;1;0;3610;0;0;0;0;0;3610;0;0;1;;;;;;;;;;;;;;;;;;;
MCO;2019;330780263;330000134;48;17520;9193;4421;17615;90;32850;4638;122;19206;30;10950;1647;65;6779;168;61320;15478;4608;43600;1;1;;;2487;51;11538;0;0;;;52;11539;;;2487;;;;;;;;;;;;;;;;;;;
MCO;2019;330780271;330021429;;;0;0;0;45;15445;2119;16;5027;;;0;0;0;45;15445;2119;16;5027;;0;;;0;40;7544;;0;;;40;7544;;;0;;;;;;;;;;;;;;;;;;;
MCO;2019;330780354;330000225;47;17155;1091;8;10275;;;0;0;0;;;0;0;0;47;17155;1091;8;10275;1;1;;;532;;0;;0;;;1;1;;;532;;;;;;;;;;;;;;;;;;;
MCO;2019;330780370;750034589;0;;0;0;0;;;0;0;0;;;0;0;0;0;;0;0;0;3;1270;;;0;0;0;0;0;;;3;1270;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2019;330780446;330000258;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;27071;;0;;0;;;;0;;;27071;;;;;;;;;;;;;;;;;;;
MCO;2019;330780453;330000308;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;23615;;0;;0;;;;0;;;23615;;;;;;;;;;;;;;;;;;;
MCO;2019;330780479;330000274;153;55845;17087;6134;47430;120;43800;5692;98;24180;60;21900;3776;70;15779;333;121545;26555;6302;87389;14;2138;;;11916;27;10756;1;37;;;42;12931;;;11916;;;;;;;;;;;;;;;;;;;
MCO;2019;330780487;330000282;;;0;0;0;20;7150;342;2;345;;;0;0;0;20;7150;342;2;345;;0;;;0;27;6505;;0;;;27;6505;;;0;;;;;;;;;;;;;;;;;;;
MCO;2019;330780495;330796392;56;20440;5471;2634;18713;25;9125;951;30;4150;12;4380;526;144;1454;93;33945;6948;2808;24317;4;99;;;1644;21;3065;1;87;;;26;3251;;;1644;1;0;1;1;0;1;0;1;1;90;;30;150;25183;780;14787;;1;2419
MCO;2019;330780503;330000308;60;21900;3463;34;14070;98;35770;6356;63;19806;;;0;0;0;158;57670;9819;97;33876;0;127;;;204;36;16314;;0;;;36;16441;;;204;;;;;;;;;;;;;;;;;;;
MCO;2019;330780511;330000316;18;6570;587;55;3442;54;19710;1950;76;5424;;;0;0;0;72;26280;2537;131;8866;;0;;;2689;18;6500;;0;;;18;6500;;;2689;;;;;;;;;;;;;;;;;;;
MCO;2019;330780529;330796392;61;22265;7623;2689;23614;92;33580;3829;100;17769;0;;0;0;0;153;55845;11452;2789;41383;7;4296;;;1365;39;6178;0;0;;;46;10474;;;1365;;0;1;1;1;;1;1;1;;;;;37732;0;17426;0;0;1040
MCO;2019;330780537;330000324;62;22630;5845;2445;22546;47;17155;2301;170;9399;13;4745;419;0;1698;122;44530;8565;2615;33643;2;46;;;115;15;4982;2;110;;;19;5138;;;115;1;1;0;1;1;1;1;1;1;;70;5;26;1581;752;1437;0;0;0
MCO;2019;330781139;330056540;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;2;24;;;51;;0;;0;;;2;24;;;51;0;0;0;0;1;0;0;0;0;;30;;;1923;;331;;;353
MCO;2019;330781303;750821092;13;4745;2942;703;4014;11;4015;169;4;746;0;0;0;0;0;24;8760;3111;707;4760;0;0;0;0;2;0;142;0;0;0;0;0;142;0;0;2;0;1;0;0;0;0;0;0;0;;;;;15178;0;44495;372;0;987
MCO;2019;330781337;330781196;60;21900;1176;4;20820;0;0;0;0;0;0;0;0;0;0;60;21900;1176;4;20820;4;675;0;0;107;0;0;0;0;0;0;4;675;0;0;107;0;0;0;0;0;0;0;0;0;;;;;7300;0;8060;5896;0;40
MCO;2019;330781352;330781196;260;86325;16126;2766;78835;0;0;0;0;0;0;0;0;0;0;260;86325;16126;2766;78835;54;6316;0;0;11909;0;0;0;0;0;0;54;6316;0;0;11909;1;1;0;0;0;0;0;0;0;;;;;45416;0;34056;5293;0;12215
MCO;2019;330781360;330781196;551;199912;43757;10653;203388;516;158128;19753;2086;101416;148;50367;9234;254;42965;1215;408407;72744;12993;347769;70;12530;5;1022;27764;57;12509;25;5320;;;152;30359;5;1022;27764;0;0;0;0;1;1;0;1;1;;;;;258881;8538;174271;4583;7433;72889
MCO;2019;330781402;330000670;31;11315;2260;28;7638;58;21170;3057;80;7347;0;;0;0;0;89;32485;5317;108;14985;0;2;;;420;47;8020;;0;;;47;8022;;;420;0;0;0;0;0;0;0;0;0;;;;;303;0;0;0;0;0
MCO;2019;330782582;330000928;101;36865;2637;276;15454;52;18980;3066;40;8954;40;14600;1163;49;4441;193;70445;6866;365;28849;10;508;;;1549;21;14049;;0;;;31;14557;;;1549;;;;;;;;;;;;;;;;;;;
MCO;2019;330783648;330781196;435;141530;24113;1434;143015;250;77327;7169;363;48927;0;0;0;0;0;685;218857;31282;1797;191942;113;14832;0;0;49944;13;3365;0;0;0;0;126;18197;0;0;49944;1;0;1;1;0;0;1;0;0;12;;;;89802;0;67437;1;0;25662
MCO;2019;330802752;330781196;21;7234;391;1;6749;0;0;0;0;0;0;0;0;0;0;21;7234;391;1;6749;6;1731;0;0;0;0;0;0;0;0;0;6;1731;0;0;0;0;0;0;0;0;0;0;0;0;;;;;4024;0;102;0;0;4
MCO;2019;330804501;330781212;18;6570;516;5;5116;0;0;0;0;0;0;0;0;0;0;18;6570;516;5;5116;;0;;;6;;0;;0;;;;0;;;6;0;0;0;0;0;0;0;0;0;;;;;620;0;0;0;0;0
MCO;2019;340000025;340022722;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;4;1468;;;0;;0;;0;;;4;1468;;;0;;;;;;;;;;;;;;;;;;;
MCO;2019;340000033;340780055;289;105485;17110;3061;92159;104;37960;5255;192;29467;26;9490;1907;124;7497;419;152935;24272;3377;129123;21;1919;;;7553;21;2532;4;731;;;46;5182;;;7553;1;1;1;1;1;1;1;0;1;80;65;80;140;74938;7576;59809;725;3781;28603
MCO;2019;340000173;340780451;25;9125;457;7;5739;;;0;0;0;;;0;0;0;25;9125;457;7;5739;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2019;340000207;340780493;90;28499;4656;47;25917;52;16256;2624;16;14294;;;0;0;0;142;44755;7280;63;40211;12;1388;0;0;74085;12;2673;;0;;;24;4061;0;0;74085;0;1;0;0;0;0;0;0;0;;;;;54284;;31102;;;11315
MCO;2019;340000215;340780519;22;8030;518;18;6187;0;;0;0;0;0;;0;0;0;22;8030;518;18;6187;0;0;0;0;76;0;0;0;0;0;0;0;0;0;0;76;0;0;0;0;0;0;0;0;0;;;;;0;0;;;;
MCO;2019;340000223;340011295;153;55845;9200;1316;46535;50;18250;2355;101;10122;19;6935;1337;343;3761;222;81030;12892;1760;60418;11;1047;0;0;1270;6;2118;0;0;;;17;3165;0;0;1270;1;0;1;1;1;1;1;0;1;120;63;30;59;77310;5329;24867;377;1410;4164
MCO;2019;340000231;340780535;32;10655;983;23;10630;;;0;0;0;;;0;0;0;32;10655;983;23;10630;;0;;;66;;0;;0;;;;0;;;66;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2019;340000249;340780543;11;3856;292;5;3850;;;0;0;0;;;0;0;0;11;3856;292;5;3850;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;113;;;113
MCO;2019;340008275;340780477;54;16640;1305;11;16136;;;0;0;0;;;0;0;0;54;16640;1305;11;16136;7;1166;;;53;;0;;0;;;7;1166;;;53;0;0;0;0;0;0;0;0;0;;;;;3292;;737;108;;103
MCO;2019;340009885;340009877;20;7300;1556;47;6916;40;14600;2353;22;7081;32;11680;1617;7;5943;92;33580;5526;76;19940;1;3;;;2669;15;6752;1;142;;;17;6897;;;2669;;;;;;;;;;;;;;10;807;;;;
MCO;2019;340013119;340000264;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;8185;;0;;0;;;;0;;;8185;0;0;0;0;0;0;0;0;0;;;;;16;;68;;;
MCO;2019;340013168;340000264;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;26698;;0;;0;;;;0;;;26698;0;0;0;0;0;0;0;0;0;;;;;3103;;323;;;
MCO;2019;340013218;340000264;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;3247;;0;;0;;;;0;;;3247;0;0;0;0;0;0;0;0;0;;;;;689;;3;;;
MCO;2019;340013259;340000264;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;857;;0;;0;;;;0;;;857;0;0;0;0;0;0;0;0;0;;;;;45;;;;;
MCO;2019;340013309;340000264;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;4893;;0;;0;;;;0;;;4893;;;;;;;;;;;;;;404;;3;;;
MCO;2019;340013358;340000264;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;842;;0;;0;;;;0;;;842;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2019;340013499;340000264;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;4484;;0;;0;;;;0;;;4484;0;0;0;0;0;0;0;0;0;;;;;;;4;;;
MCO;2019;340015502;340000512;166;60590;11449;1097;49054;113;41245;5933;39;27760;0;0;0;0;0;279;101835;17382;1136;76814;2;426;0;0;641;37;10687;0;0;;;39;11113;0;0;641;;;;;;;;;;;;;;;;;;;
MCO;2019;340015965;340000074;33;12045;4281;698;17602;180;65700;8394;227;32793;;;0;0;0;213;77745;12675;925;50395;0;9;;;5280;35;11719;;0;;;35;11728;;;5280;;;;;;;;;;;;;;;;;;;
MCO;2019;340019603;340019587;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;8892;;0;;0;;;;0;;;8892;0;0;0;0;0;0;0;0;0;;;;;;;1;;;
MCO;2019;340020221;340000264;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;18666;;0;;0;;;;0;;;18666;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2019;340022979;340000306;25;9125;2550;703;10342;85;31025;5571;126;14791;71;21535;5067;1224;17414;181;61685;13188;2053;42547;0;1;;;60;69;17880;4;724;;;73;18605;;;60;;;;;;;;;;;;;;;;;;;
MCO;2019;340780139;340000090;;;0;0;0;84;30660;5236;1744;11243;;;0;0;0;84;30660;5236;1744;11243;;0;;;0;10;3672;;0;;;10;3672;;;0;;;;;;;;;;;;;;;;;;;
MCO;2019;340780147;340000108;20;7300;1588;273;5952;19;6935;698;171;2387;0;0;0;0;0;39;14235;2286;444;8339;0;0;;;2;9;1121;0;0;;;9;1121;;;2;;;;;;;;;;;;;;;;;;;
MCO;2019;340780154;340000116;20;7300;1958;165;7895;21;7665;615;13;2859;;;0;0;0;41;14965;2573;178;10754;;0;;;35;20;5383;;0;;;20;5383;;;35;;;;;;;;;;;;;;;;;;;
MCO;2019;340780436;340011295;42;15330;1200;6;14272;;;0;0;0;;;0;0;0;42;15330;1200;6;14272;;0;;;17;;0;;0;;;;0;;;17;0;0;1;1;1;0;1;0;0;60;100;;;12912;445;5737;;97;2408
MCO;2019;340780444;340009893;10;3650;155;3;3358;;;0;0;0;;;0;0;0;10;3650;155;3;3358;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;53;;23;;;
MCO;2019;340780568;340000256;17;6205;1184;7;6403;;;0;0;0;;;0;0;0;17;6205;1184;7;6403;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2019;340780634;340000272;35;12775;1899;211;11420;80;29200;6515;355;16197;;;0;0;0;115;41975;8414;566;27617;2;19;;;814;41;16819;;0;;;43;16838;;;814;;;;;;;;;;;;;;;;;;;
MCO;2019;340780642;340785856;40;13500;2748;195;11355;109;16500;3782;56;11945;;;0;0;0;149;30000;6530;251;23300;2;5617;;;1247;20;4160;;0;;;22;9777;;;1247;1;1;1;1;1;0;0;1;1;35;45;;90;63535;;61777;;;1302
MCO;2019;340780667;340000280;121;44165;8153;144;56723;89;32485;4555;195;17424;;;0;0;0;210;76650;12708;339;74147;15;4144;;;8729;22;12397;0;0;;;37;16541;;;8729;;;;;;;;;;;;;;;;;;;
MCO;2019;340780675;340000298;45;16425;2683;95;23485;42;15330;1524;19;3849;58;21170;3399;494;12230;145;52925;7606;608;39564;0;62;;;13413;33;6653;1;15;;;34;6730;;;13413;0;0;0;0;0;0;0;0;0;;;;;3145;;91;;;
MCO;2019;340780717;340023225;28;10220;2700;306;9817;25;9125;1427;56;5336;12;4380;480;91;1317;65;23725;4607;453;16470;;0;;;99;12;3837;1;63;;;13;3900;;;99;;;;;;;;;;;;;;;;;;;
MCO;2019;340780725;340000330;4;1460;870;114;851;13;4745;1020;0;2358;0;0;0;0;0;17;6205;1890;114;3209;;0;;;0;22;6339;0;0;;;22;6339;;;0;;;;;;;;;;;;;;;;;;;
MCO;2019;340780741;340000348;0;0;0;0;0;38;11248;2311;150;6707;25;8099;692;57;2413;63;19347;3003;207;9120;0;0;0;0;101;12;7805;1;186;;;13;7991;0;0;101;;;;;;;;;;;;;;;;;;;
MCO;2019;340781608;340015171;46;16790;927;10;15502;;;0;0;0;;;0;0;0;46;16790;927;10;15502;;0;;;13;;0;;0;;;;0;;;13;0;0;0;0;0;0;0;0;0;;;;;100;;;;;
MCO;2019;340782036;340780477;314;109278;11924;239;94095;56;18516;2780;82;15969;;;0;0;0;370;127794;14704;321;110064;62;7203;;;17766;8;455;;0;;;70;7658;;;17766;0;1;0;1;0;0;0;0;0;;;;;80303;2;30016;6;1;23934
MCO;2019;340782085;340780477;125;42153;6076;386;35435;111;40287;7535;513;28167;;;0;0;0;236;82440;13611;899;63602;14;2390;;;1494;26;5557;;0;;;40;7947;;;1494;0;0;0;0;1;1;0;0;1;;;;;86113;3;81756;45;18;25182
MCO;2019;340785161;340780477;288;97270;19373;3165;81629;147;53931;9067;666;38866;;;0;0;0;435;151201;28440;3831;120495;37;6174;;;4354;21;4392;;0;;;58;10566;;;4354;0;0;1;0;0;1;0;1;0;;;;;136758;2;80273;268;88;35307
MCO;2019;340796663;340780477;266;92146;13554;561;76693;56;20440;2587;63;15588;88;32098;6476;1215;25794;410;144684;22617;1839;118075;36;5399;;;6211;6;1223;20;2157;;;62;8779;;;6211;1;0;0;0;0;1;1;0;0;;;;;75755;10751;70789;6;21712;21751
MCO;2019;350000063;220020739;33;12045;640;10;9443;;;0;0;0;;;0;0;0;33;12045;640;10;9443;5;0;;;48;;0;;0;;;5;0;;;48;1;0;0;1;1;0;0;0;0;;60;;;374;;0;;;
MCO;2019;350000071;920028560;22;8030;673;26;6620;;;0;0;0;;;0;0;0;22;8030;673;26;6620;;0;;;12;;0;;0;;;;0;;;12;0;0;0;0;0;0;0;0;0;;;;;278;;165;;;
MCO;2019;350000121;350000303;106;38690;6502;2057;43742;217;79205;14649;1790;46312;46;16790;2511;52;11481;369;134685;23662;3899;101535;23;12;;;9281;57;24324;0;0;;;80;24336;;;9281;;;;;;;;;;;;;;;;;;;
MCO;2019;350000139;350001137;9;3285;1590;305;6455;77;28105;3042;215;9378;57;20805;4960;124;19947;143;52195;9592;644;35780;;4298;;;23;40;3985;4;1844;;;44;10127;;;23;1;0;0;1;0;1;0;0;0;;;;;75580;11907;30425;;16665;11726
MCO;2019;350000147;350000022;307;103625;16518;1112;100316;60;20955;3425;337;16889;31;9383;1956;352;7131;398;133963;21899;1801;124336;10;2299;0;0;11904;15;1437;2;446;;;27;4182;0;0;11904;1;1;1;1;1;1;1;1;0;140;43;182;0;47390;1570;32363;6;4414;15181
MCO;2019;350000154;350000030;132;45455;6988;452;44332;28;9980;1575;141;8284;18;6570;1017;47;3949;178;62005;9580;640;56565;7;1262;;;489;5;1114;2;276;;;14;2652;;;489;1;0;1;1;1;1;1;0;0;0;47;25;;27778;2264;35730;5;4079;7877
MCO;2019;350000162;350000048;91;33215;5719;1165;30908;30;10950;1410;140;6775;15;5475;845;187;2672;136;49640;7974;1492;40355;5;799;;;143;6;1976;;0;;;11;2775;;;143;1;1;0;1;0;1;1;1;1;;;15;3;23872;1751;27095;1;2694;1041
MCO;2019;350000188;350000055;82;30203;4514;347;26529;21;7665;1646;311;7710;17;6205;961;90;3959;120;44073;7121;748;38198;3;2077;;;891;11;0;0;75;;;14;2152;;;891;1;0;1;1;0;1;1;0;1;35;;20;3;21528;1391;24950;0;3657;489
MCO;2019;350000196;350000311;5;1825;170;2;879;64;23360;6929;4005;7317;;;0;0;0;69;25185;7099;4007;8196;;0;;;3486;20;4630;;0;;;20;4630;;;3486;;;;;;;;;;;;;;;;;;;
MCO;2019;350000204;350023248;15;5475;401;4;4732;0;0;0;0;0;0;0;0;0;0;15;5475;401;4;4732;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0
MCO;2019;350000212;350000089;20;7300;414;2;6006;;;0;0;0;;;0;0;0;20;7300;414;2;6006;;0;;;9;;0;;0;;;;0;;;9;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2019;350000410;350002291;15;5475;262;2;4225;;;0;0;0;;;0;0;0;15;5475;262;2;4225;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;161;;905;905;;
MCO;2019;350000436;350002317;16;5840;194;1;5936;;;0;0;0;;;0;0;0;16;5840;194;1;5936;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2019;350000444;350048518;12;4380;320;8;3613;;;0;0;0;;;0;0;0;12;4380;320;8;3613;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2019;350000741;350005179;604;205349;37376;6160;196352;288;100132;13684;403;87012;;;0;0;0;892;305481;51060;6563;283364;95;10556;4;278;26010;34;7765;;0;;;129;18321;4;278;26010;1;1;1;1;1;0;1;0;1;60;;;20;209677;5;176316;16662;1;77211
MCO;2019;350002192;220020739;163;59495;9237;548;44945;31;11315;1464;46;3763;0;0;0;0;0;194;70810;10701;594;48708;12;3063;0;0;1211;31;6055;0;0;0;0;43;9118;0;0;1211;1;0;0;1;1;0;1;0;1;;119;;210;;0;;0;0;0
MCO;2019;350002200;350029948;7;2555;276;3;2307;;;0;0;0;;;0;0;0;7;2555;276;3;2307;;0;;;9;;0;;0;;;;0;;;9;0;0;0;1;0;0;0;0;0;;;;;1312;;309;;;
MCO;2019;350002804;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;12097;;0;;0;;;;0;;;12097;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2019;350002812;350023503;44;13806;1983;122;10453;10;3465;626;0;1402;;;0;0;0;54;17271;2609;122;11855;3;549;;;57141;11;1311;;0;;;14;1860;;;57141;0;0;0;0;0;0;0;0;0;;;;;34428;;29097;;;7185
MCO;2019;350005021;440042844;76;27740;1963;15;24292;0;0;0;0;0;0;0;0;0;0;76;27740;1963;15;24292;7;1237;0;0;142;0;0;0;0;0;0;7;1237;0;0;142;1;0;0;0;0;0;0;0;0;;;;;765;0;1226;0;0;0
MCO;2019;350005146;350000733;45;16425;3241;84;20048;99;36135;5457;310;19538;;;0;0;0;144;52560;8698;394;39586;21;2;;;6256;59;15408;;0;;;80;15410;;;6256;;;;;;;;;;;;;;;;;;;
MCO;2019;350006771;350005179;16;5572;256;11;4340;;;0;0;0;;;0;0;0;16;5572;256;11;4340;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2019;350007084;350005179;233;81106;10392;811;73874;31;8900;2481;340;6291;91;32705;5847;150;28707;355;122711;18720;1301;108872;40;4237;;;4121;20;3956;16;1903;;;76;10096;;;4121;0;0;1;0;0;1;0;1;0;;;69;;84233;13942;55127;28;8680;35306
MCO;2019;350030763;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;2453;;0;;0;;;;0;;;2453;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2019;350032934;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;17761;;0;;0;;;;0;;;17761;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2019;350040044;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;17521;;0;;0;;;;0;;;17521;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2019;350041059;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;817;;0;;0;;;;0;;;817;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2019;350042131;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;3811;;0;;0;;;;0;;;3811;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2019;350042602;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;5526;;0;;0;;;;0;;;5526;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2019;350046751;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;18749;;0;;0;;;;0;;;18749;0;0;0;0;0;0;0;0;0;;;;;;;;;;
