BOR;AN;FI;FI_EJ;SPED;UPED;LIT_PED;PLA_PED;SEJHP_PED;SEJHC_PED;JOU_PED;EFFPL_PM;EFFPL_PED;EFFPA_PM;EFFPA_PED;ETP_PM;ETP_PED;GAR_PM;GAR_PED;AST_PM;AST_PED;EFFPL_INFNS;EFFPL_PUE;EFFPL_AUX;EFFPL_KINE;EFFPL_PSY;EFFPL_APNM;EFFPA_INFNS;EFFPA_PUE;EFFPA_AUX;EFFPA_KINE;EFFPA_PSY;ETP_INFNS;EFFPA_APNM;ETP_PUE;ETP_AUX;ETP_KINE;ETP_PSY;ETP_APNM
MCOPED;2019;510004302;510000029;1;0;6;;0;223;1304;6;6;2;2;1.69;1.69;1;1;1;1;8;8;5;0;0;7;4;2;0;0;0;9.33;3;8.53;4.21;0;0;7.01
MCOPED;2019;520000027;520780032;1;0;23;;0;930;2985;1;1;0;0;1.89;1.89;0;0;1;1;7;4;7;;;2;3;1;5;;;8.38;4;5.73;11.46;;;4.48
MCOPED;2019;520000068;520780073;1;0;12;2;175;1011;2935;2;2;2;2;2.25;2.25;1;1;0;0;6;1;3;;1;5;5;;2;;;8.54;1;0.5;5.08;;0.3;3.45
MCOPED;2019;530000264;530000371;1;0;18;4;266;1909;4002;3;0;1;0;4.51;0;;;;;6;7;12;0;0;8;1;6;1;0;1;7.02;1;9.92;12.85;0;0.25;8.39
MCOPED;2019;540000015;540023264;1;0;;2;171;107;143;3;3;1;1;0.19;0.19;1;1;1;1;1;1;;;;1;;;;;;1;;0.95;;;;1
MCOPED;2019;540000155;540000080;1;0;5;;0;579;994;2;2;2;2;3.12;3;0;0;1;1;5;1;2;;;;1;;1;;;5;1;1.68;2.75;;;0.5
MCOPED;2019;540001070;540000767;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2019;540002698;540023264;1;1;101;30;7357;9627;27908;72;37;30;16;46.21;27.9;1;1;1;1;116;71;101;;4;77;37;14;35;;4;130.3;16;67.36;116.54;;6.94;79.97
MCOPED;2019;550000012;550006795;1;0;11;2;121;796;1991;22;;3;;17.38;0.13;0;0;1;1;4;1;7;;;4;;2;2;;;4.29;;2.35;6.88;;;2.31
MCOPED;2019;550000434;550003354;1;1;0;;0;394;786;;;;;0.32;0.32;0;0;1;1;;;1;;;;;;;;;3.53;2;0.3;4;0.05;;1.81
MCOPED;2019;560000127;560023210;1;1;25;5;691;2610;6437;11;11;4;4;10.09;10.09;1;1;;;0;3;7;0;0;7;5;31;15;1;1;3.61;15;22.13;17.7;0.5;0.39;11.96
MCOPED;2019;560000135;560005746;1;1;24;3;712;1654;5592;;;20;19;4.97;4.77;1;1;0;0;11;2;7;;;7;1;6;5;;1;11.3;4;6.23;10.2;;0.68;9.42
MCOPED;2019;560000143;560014748;1;0;10;2;72;672;1742;1;1;3;2;2.44;2.34;;;;;1;9;5;0;0;2;0;3;3;0;1;0.88;1;12.12;8.8;0;0.08;2.67
MCOPED;2019;560008799;560013989;1;;6;0;0;265;835;5;5;;;5;5;;;;;;5;7;;;;;1;11;;1;;;5.41;12.65;;0.1;
MCOPED;2019;570000059;570025254;1;1;24;;0;2583;4397;3;2;3;3;3.77;3.61;0;0;1;1;10;10;2;0;0;7;7;6;6;1;1;12.63;11;14.74;6.13;0.15;0.02;15.05
MCOPED;2019;570000117;570015099;1;0;10;0;0;879;2619;3;3;;;3;3;0;0;1;1;4;3;4;1;;0;1;2;5;1;1;4.8;6;4.3;7.57;0.05;0.5;4.37
MCOPED;2019;570000349;570005165;1;1;15;2;170;1623;4533;4;4;3;3;2.63;2.63;0;0;1;1;2;11;5;;;5;2;1;1;;;2.77;1;12.16;6.39;;;3.79
MCOPED;2019;570000646;570001115;1;;9;9;772;423;777;;;;;;;;;;;1;2;3;;;1;2;2;;;;2.87;1;3.94;3.31;;;1.83
MCOPED;2019;570000901;570000158;1;1;16;4;26;1192;3151;3;3;;;3;3;0;;1;;1;4;;;;7;3;5;;;;3.95;4;7;;;;9.35
MCOPED;2019;570026682;570005165;1;1;37;3;783;2220;8738;13;13;5;5;6.17;6.17;1;1;0;0;9;9;;;;8;5;7;;;;9.4;2;15.69;;;;7.58
MCOPED;2019;580972693;580780039;1;1;20;;0;1548;3694;;;5;5;1.14;1.14;1;1;0;0;3;0;2;;1;;8;4;12;;0;6.94;2;3.1;8.37;;1;2.2
MCOPED;2019;590000121;590780227;1;1;11;0;94;1008;2175;7;7;2;2;8.48;8.48;1;1;0;0;;10;7;;;4;;2;;;2;1.46;2;13;5.69;;1;6.14
MCOPED;2019;590000337;590781415;1;1;36;4;1245;3783;8124;5;5;9;6;7.78;7.29;0;0;1;1;10;4;16;;;13;9;14;16;;1;13.87;4;12.52;25.72;;0.39;14.7
MCOPED;2019;590000428;590781605;1;0;19;4;142;2180;4213;4;4;2;2;5;5;0;0;1;1;5;8;16;;;5;1;6;4;;;3.61;4;12.05;17.38;;;6.82
MCOPED;2019;590000535;590781803;1;1;18;3;385;1758;3934;8;7;2;2;8.92;7.92;1;1;1;1;8;11;20;0;0;12;4;3;2;0;0;12.03;0;13.15;22.8;0;0;11.17
MCOPED;2019;590000618;590782215;1;1;52;10;2158;6779;13040;17;12;8;3;15.36;10.47;1;1;1;1;10;7;9;;;23;3;16;2;;1;11.33;6;20.13;11.12;;0.82;25.56
MCOPED;2019;590000758;590782637;1;0;13;2;0;2511;3253;;;9;;2.1;;0;;;;5;8;14;;;3;3;8;8;1;1;6.75;1;12.81;18.78;0.05;0.54;3.22
MCOPED;2019;590001004;590783239;1;1;34;;0;2657;5678;4;4;2;2;6.08;6.08;;;;;4;14;8;;;12;;;;;1;5.41;1;12.86;7.15;;0.57;12.88
MCOPED;2019;590006607;590780193;1;0;46;20;8323;6517;29314;25;20;;;29.88;21.68;;;;;57;74;75;0;1;91;26;56;46;0;8;75.72;51;106.3;106.45;0;3.71;120.14
MCOPED;2019;590787586;590780193;1;0;10;2;368;812;2741;4;2;;;2.52;1.68;;;;;5;5;5;0;0;7;2;7;5;0;0;5.24;3;8.89;7.79;0;0;10.65
MCOPED;2019;590796975;590780193;1;1;11;4;1024;6633;7188;6;6;2;2;5.01;5.01;;;;;7;7;6;0;1;9;3;4;5;0;1;7.69;7;7.63;8.65;0;1.47;15.45
MCOPED;2019;590797353;590051801;1;1;24;17;5369;3941;9406;13;6;8;3;17.91;4.75;;;;;5;7;5;;;;10;10;22;;;10.61;;14.04;19.52;;;
MCOPED;2019;590801106;590782421;1;;50;5;1167;4463;9326;10;10;7;7;11.46;11.46;1;1;0;0;13;8;13;;;10;7;13;9;;1;15.1;4;15.82;18.87;;0.8;12.71
MCOPED;2019;590804696;590781902;1;1;17;;0;1504;3073;4;4;1;1;4.6;4.6;0;0;1;1;2;9;3;;;11;3;5;0;;1;2.57;6;9.91;1.41;;0.25;10.13
MCOPED;2019;600000053;600101984;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2019;600000194;600100713;1;;28;3;135;2937;6350;6;6;5;5;7.17;7.17;;;;;7;2;4;0;1;11;3;0;3;0;0;9.44;2;2.48;7.21;0;1;11.02
MCOPED;2019;600000467;600101984;1;1;35;5;635;3936;10493;;;12;12;5.64;5.64;1;1;0;0;18;0;7;0;0;13;15;3;14;0;2;26.95;17;1.39;12.84;0;0.72;22.75
MCOPED;2019;600113476;600100721;1;1;20;2;257;1734;5129;5;5;2;2;5.97;5.97;;;;;2;0;1;0;0;3;20;1;14;0;2;11.12;6;1.1;7.79;0;1.23;6.67
MCOPED;2019;610000051;610780082;1;1;16;0;375;1364;3160;5;5;4;4;7.17;7.17;1;;0;;10;3;12;;;10;;3;4;;;10.68;;3.2;9.24;;;8.42
MCOPED;2019;610000069;610780090;1;0;20;0;114;1840;3528;3;2;1;1;3.67;2.6;0;0;1;1;7;3;1;;;11;2;3;;;2;8.53;3;4.65;1;;0.27;12.57
MCOPED;2019;610000119;610780165;1;;27;0;0;1744;5425;3;3;3;3;4.84;4.84;;;;;10;5;8;0;0;12;8;3;8;0;2;16.65;4;6.94;12.74;0;1.4;17.39
MCOPED;2019;620000026;620003814;1;0;2;1;73;57;134;2;1;;;0.1;0.05;0;0;1;0;8;;2;2;;8;;;;;;1;;;0.25;0.25;;1
MCOPED;2019;620000034;620100057;1;1;24;6;588;2729;6655;5;5;9;9;9.03;9.03;1;1;0;0;16;10;18;;1;11;2;7;3;1;;14.6;2;9.29;20.5;0.3;1;11.69
MCOPED;2019;620000224;620100651;1;0;20;2;485;1727;4224;3;3;0;0;3;3;0;0;1;1;4;7;6;0;0;11;3;6;6;0;0;4.05;9;9.89;8.63;0;0;9.71
MCOPED;2019;620000257;620100685;1;1;36;10;1413;3715;9423;14;10;9;8;15.88;11.47;1;1;0;0;31;12;19;0;1;18;15;4;8;0;1;25.12;5;12.43;22.92;0;1.3;16.61
MCOPED;2019;620000323;620101337;1;1;15;4;713;1687;4322;4;;30;;12.2;;;;;;3;;;;;4;23;30;23;;4;8.8;12;9.81;10.4;;0.86;7.09
MCOPED;2019;620000349;620101360;1;1;12;0;71;1558;2651;;;9;9;3.06;3.06;0;0;1;1;3;11;8;;;2;;3;3;;;1.38;1;11.74;10.2;;;2.58
MCOPED;2019;620000653;620103440;1;1;29;2;538;2691;5830;1;1;16;14;10.48;7.2;;;;;5;6;8;;1;12;5;6;7;;;8.87;2;9.4;13.3;;1;11.84
MCOPED;2019;620003202;620103432;1;;18;2;178;1537;2451;2;1;6;6;4.93;3.93;;;;;4;10;;;;7;;1;;;1;3.78;3;10.44;;;0.25;7.88
MCOPED;2019;630781268;630780989;1;1;68;18;132;4281;17485;23;17;2;2;17.77;13.07;1;;1;;26;19;35;;;20;18;20;15;;4;31.84;17;34.28;40.62;;1.67;30.14
MCOPED;2019;640000162;640780417;1;1;24;2;672;3912;6847;8;8;8;8;8.66;8.66;;;;;3;10;12;;;5;2;6;1;;2;3.51;6;13.52;9.72;;0.75;9.49
MCOPED;2019;640000402;640780813;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2019;640000600;640781290;1;1;24;4;1503;1831;5517;6;6;9;9;6.5;6.5;1;1;1;1;6;30;20;0;0;14;6;43;21;1;0;8.65;15;59.76;31.74;0.05;0;21.37
MCOPED;2019;650000417;650783160;1;1;18;6;637;1104;2510;7;7;2;2;7.9;7.9;0;0;0;0;5;14;;;1;16;1;8;;;1;5.8;11;19.35;;;1.49;20.14
MCOPED;2019;660000084;660780180;1;1;25;5;1026;2337;6187;6;6;8;8;10.73;10.73;;;;;22;9;12;;;19;1;1;;;1;20.55;1;6.78;12;;1;16.68
MCOPED;2019;670000157;670780337;1;1;18;2;261;1159;3106;6;6;7;7;6.69;6.69;1;1;0;0;7;10;;;;15;2;8;;1;3;2.98;10;12.88;;0.13;1.95;24.18
MCOPED;2019;670000165;670780345;1;1;11;1;50;483;1177;5;5;2;1;5.8;5;1;1;0;0;4;7;;;;7;6;8;2;;1;8.77;2;10.76;2.17;;0.4;6.16
MCOPED;2019;670000397;670017755;1;1;14;;0;729;1480;1;;2;;2.57;;0;0;1;0;1;0;3;;;2;6;1;0;;;5.5;12;1.23;3.1;;;6.18
MCOPED;2019;670780212;670014604;1;0;6;;0;214;314;5;;87;14;27.65;3.68;1;0;1;1;36;;;;;33;11;;;4;;43.03;12;;;1;;40.41
MCOPED;2019;670783273;670780055;1;1;106;33;4570;6982;26685;58;37;17;16;38.4;30.6;1;1;1;1;53;51;29;0;3;55;60;42;12;2;8;84.16;18;80.19;38.99;0.3;7.1;59.05
MCOPED;2019;680000684;680000973;1;1;58;13;2751;3233;8106;18;14;8;8;4.38;3.6;1;1;0;0;6;12;16;;;11;12;5;11;;;15.08;5;14.86;24.96;;;13.87
MCOPED;2019;680004546;680020336;1;1;48;5;1872;2913;10980;12;9;10;7;16.43;11.63;;;;;37;33;24;;2;23;;;;1;4;36.2;13;26.42;23.24;0.2;2.3;27.88
MCOPED;2019;690000427;750721334;1;0;;2;589;0;0;2;1;;;1.5;1;0;0;1;0;1;;1;4;1;7;1;;1;1;2;0.74;8;;1.04;1.95;0.84;4.18
MCOPED;2019;690000575;690782222;1;0;40;4;1588;2866;9071;6;4;18;16;5.86;4.95;1;1;0;0;31;4;7;0;0;14;20;12;2;0;;35.03;12;9.24;6.2;0;;18.23
MCOPED;2019;690000880;690783220;1;0;18;0;0;3031;3106;7;7;5;5;8.87;8.87;;;;;18;6;9;0;2;13;3;1;3;0;0;16.38;2;6.58;10.53;0;1.45;12.05
MCOPED;2019;690007539;690781810;1;1;282;75;20511;15669;57223;39;27;71;49;61.25;44.65;1;1;1;1;155;71;174;2;2;92;46;28;48;4;20;187.43;34;96.09;193.08;3.4;13.25;107.67
MCOPED;2019;690019849;690781810;1;0;44;16;2605;784;2922;2;2;5;5;4.55;4.55;0;0;1;1;25;13;24;;;13;6;1;2;;1;27.23;3;13.55;23.76;0.4;0.8;18.15
MCOPED;2019;690041132;690006598;1;1;20;0;36;567;2121;2;2;12;12;6.34;6.34;0;0;1;1;14;10;43;;;;4;;7;;;16.35;1;8.83;42.88;;;0.5
MCOPED;2019;690042080;690000732;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2019;690784186;690781810;1;0;37;1;218;962;10473;2;2;5;2;8.28;1.73;1;0;1;0;;;;;;;;;;;;23.24;;8.74;7.08;;;11.12
MCOPED;2019;700000029;700004591;1;0;14;4;401;2358;3514;5;;3;;6.6;;;;1;;7;7;10;;;1;2;9;3;;2;7.68;4;13.41;14.37;;1.16;1.74
MCOPED;2019;710010067;710780644;1;0;10;;0;1341;2221;5;;1;;3.06;;;;;;3;3;9;;;1;1;6;3;;;2.19;;6.27;8.83;;;1
MCOPED;2019;710010786;710781451;1;0;5;;0;398;754;1;1;3;3;2.13;2.13;0;0;1;1;4;4;2;;;10;1;;1;;;1.18;3;1.2;0.83;;;2.38
MCOPED;2019;710978263;710780958;1;1;18;;0;3257;5107;4;4;4;4;3.4;3.4;;;;;7;8;6;;2;3;;1;2;;;7.88;0;6.78;7.24;;2;3
MCOPED;2019;710978289;710780263;1;1;16;0;64;1821;3689;6;;1;;6.97;;1;;1;;14;20;14;0;0;6;2;2;6;0;0;5.42;4;15.91;13.95;0;0;4.69
MCOPED;2019;710978347;570010181;1;0;2;0;0;100;1;1;;1;;1.7;;0;0;1;0;;;;;;;;;;;;;;;;;;
MCOPED;2019;720000033;720000025;1;1;68;14;3132;6400;15505;0;0;12;7;5.8;4.1;1;1;1;1;10;6;18;;;4;33;3;31;;;32.53;8;8.25;38.41;;;7.87
MCOPED;2019;720016179;720016724;1;0;7;;259;668;1406;1;1;4;4;2.34;2.34;1;1;0;0;2;2;1;;;3;1;;4;;3;3.34;1;2.73;3.27;;0.8;4.76
MCOPED;2019;730000031;730000015;1;1;36;6;640;2714;9683;10;10;8;8;13.98;13.98;1;;1;;7;9;;;1;15;6;13;;;3;8.2;22;18.35;;;2.03;25.92
MCOPED;2019;730000262;730002839;1;0;14;0;0;1299;2980;7;7;2;2;4.17;4.17;0;0;1;1;;;;;;2;10;11;16;;;5.14;8;7.59;8.09;;;5.59
MCOPED;2019;740000237;740781133;1;1;36;4;421;3113;9172;4;4;9;9;8.83;8.8;1;1;0;0;12;3;14;;;4;14;10;21;;;16.78;9;10.46;25.31;0;0.01;7.94
MCOPED;2019;740000302;740781133;1;0;0;;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2019;740000328;740790381;1;0;16;4;967;1716;3399;3;2;5;5;2.92;2.62;;;;;12;;4;;;2;9;;4;;;12.23;6;;4.08;;;4.89
MCOPED;2019;740781141;740790258;1;0;22;0;0;2539;5040;2;2;10;9;7.5;7.1;1;1;1;1;5;12;9;;;7;7;2;5;;1;8.86;5;12.63;10.05;;0.5;8.85
MCOPED;2019;740781224;740001839;1;1;22;4;695;1813;4809;;;6;;1.98;;;;;;4;3;6;;;4;10;5;4;;1;11.87;10;4.65;7.66;;0.75;8.16
MCOPED;2019;750000549;750150229;1;;13;0;447;389;2371;8;3;5;3;8.78;4.72;;;;;8;;3;;;;2;;;;2;6.21;;;2.89;;0.92;
MCOPED;2019;750100109;750712184;1;1;163;23;8546;11188;36979;85;44;112;71;128.1;78.6;1;1;;;243;45;58;9;15;248;69;12;15;1;4;305.3;64;56.9;71.7;9.9;18.4;308.3
MCOPED;2019;750100166;750712184;1;0;10;6;1366;330;3194;8;;3;;8.81;;;;;;13;;2;;1;14;2;;;;7;12.92;5;;2;;1.9;13.26
MCOPED;2019;750100208;750712184;1;1;436;71;12470;21305;88486;224;;181;;277.97;;1;;1;;581;157;187;21;17;529;70;10;13;17;20;463.74;120;132.77;170.78;44.4;31.23;484.61
MCOPED;2019;750803454;750712184;1;1;281;49;12139;15734;51362;89;47;90;45;103.59;51.44;1;1;0;0;180;45;67;0;7;115;33;5;7;0;4;209.2;28;51.2;73.3;0.98;9.5;132.9
MCOPED;2019;760000018;760780023;1;0;21;2;281;1324;3126;7;7;0;0;4.95;4.95;0;0;1;1;3;2;;;1;17;13;7;;;;12.63;10;6.92;;;0.7;20.19
MCOPED;2019;760000158;760780239;1;1;205;40;7362;8427;28916;55;34;16;13;39.31;30.66;1;1;0;0;90;51;74;;3;67;77;37;55;;6;137.96;24;68.77;101.49;;5.35;72.7
MCOPED;2019;760000364;760780734;1;0;10;;0;908;2270;0;0;3;3;1.72;1.72;0;0;1;1;10;0;0;0;0;7;2;0;0;0;1;9.67;2;0.75;0;0;0.05;7.83
MCOPED;2019;760000463;760024042;1;;12;0;0;1740;3145;5;5;4;4;7.6;7.6;;1;;;6;9;7;;;13;6;6;2;;;9.24;5;9.84;8.32;;;12.08
MCOPED;2019;760025312;760000315;1;0;8;;0;501;1462;9;2;;;9;2;;;;;3;1;1;;;3;0;0;0;;;3.01;0;1;1;;;3.03
MCOPED;2019;760805770;760780726;1;1;53;14;1410;5782;13287;3;1;10;7;8.53;4.93;;;;;21;9;2;;;34;31;12;6;;2;39.86;32;15.4;6;;1.01;49.36
MCOPED;2019;770000131;770021145;1;;10;0;0;1020;2673;6;6;;;5.95;5.95;;;;;7;;7;;1;5;1;2;;;;7.47;;1.97;6.92;;0.5;4.67
MCOPED;2019;770000149;770021152;1;;17;3;514;1860;3718;1;1;1;1;2.57;2.57;;;;;21;3;12;;1;5;9;5;7;;;24.88;4;5.53;15.43;;0.5;10.14
MCOPED;2019;770000156;770110054;1;1;46;4;427;2778;5810;11;11;8;8;14.21;14.21;1;1;0;0;40;16;6;;1;20;9;2;1;;1;41.93;21;15.6;5.74;;1.5;28.21
MCOPED;2019;770000164;770021152;1;0;9;1;133;246;690;2;2;;;2.15;2.15;;;;;1;2;1;;;3;;;1;;1;1.7;1;3.07;2;;0.3;3.81
MCOPED;2019;770000172;770110070;1;1;14;2;83;1126;2319;8;;;;6.77;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2019;770000446;770021145;1;;30;3;990;3535;8158;20;19;8;5;22.14;20.18;1;1;0;0;23;6;21;;;9;10;1;6;;3;30.37;1;6.3;19.39;;1.42;5.17
MCOPED;2019;770019032;770021145;1;;25;2;918;2135;6633;12;12;14;6;17.58;15.91;;;;;12;1;7;;;7;3;;;;;14.92;1;0.58;6.87;;;8.49
MCOPED;2019;780000287;780110011;1;1;27;5;796;3742;6648;7;;1;;4.9;;;;;;13;5;24;2;;11;9;1;10;;2;14.28;1;5.44;26.42;0.3;0.83;8.51
MCOPED;2019;780000311;780001236;1;1;36;4;1136;3498;9352;9;8;7;6;7.16;6.37;0;0;0;0;7;11;11;;2;8;11;6;5;;1;17.68;3;16.97;14.88;;2.42;10.91
MCOPED;2019;780000329;780110052;1;1;8;2;293;1028;2285;5;5;2;2;4.15;4.15;1;1;0;0;6;4;10;;;4;;1;;;;6;1;4.9;10;;;4.8
MCOPED;2019;780630026;750803900;1;0;1;8;2223;42;320;3;3;4;4;2.72;2.72;;;;;12;0;11;;;;5;0;5;4;;1.99;1;;1.27;0.1;;0.9
MCOPED;2019;780800256;780110078;1;1;34;6;1313;3151;9764;7;7;12;12;11.88;11.88;;;;;17;7;18;;;5;2;1;5;;3;16.85;2;10.59;21.83;;1.95;6
MCOPED;2019;790000087;790000012;1;1;19;5;184;1955;4348;;;;;;;1;1;0;0;7;7;15;;;7;10;1;6;1;4;16.29;11;7.17;18.02;0.25;1.62;10.54
MCOPED;2019;800000143;800000028;1;1;19;1;86;1400;3041;2;2;12;12;4.57;4.57;;;;;7;3;4;0;0;8;5;0;2;0;0;9.86;2;3.55;4.13;0;0;8.18
MCOPED;2019;800006124;800000044;1;1;97;15;3551;7508;22227;12;11;25;22;16.19;14.02;1;1;0;0;43;16;29;;;47;34;7;9;;3;65.7;9;19.77;32.93;;1.5;46.76
MCOPED;2019;810000505;810000331;1;1;10;2;375;1046;2911;0;0;5;5;2.14;2.14;0;0;1;1;6;7;2;0;0;3;4;1;2;0;0;7.18;5;7;3.06;0;0;3.92
MCOPED;2019;810000521;810000380;1;0;12;0;61;1271;2458;4;4;4;4;6.25;6.25;0;0;1;1;1;11;10;3;;4;;8;3;4;1;1.2;3;9.56;9.95;0.16;0.05;2.47
MCOPED;2019;820000032;820000016;1;0;15;2;175;1514;2909;;;9;9;4.6;4.38;0;0;1;1;6;6;6;0;;6;3;4;1;2;;9.21;12;8.1;5.96;0.3;;12.44
MCOPED;2019;830000287;830100525;1;0;11;2;4;1171;2451;4;4;2;2;4.75;4.75;0;0;1;1;3;8;3;0;0;9;2;2;1;0;2;3.81;6;7.71;4.1;0;0.44;10.04
MCOPED;2019;830000295;830100533;1;1;20;;0;1854;3925;4;4;3;3;5.5;5.5;0;0;1;1;4;8;8;1;1;;0;2;2;0;0;4;;9.6;9;0.2;0.2;
MCOPED;2019;830000311;830100566;1;1;12;2;386;1356;2630;4;4;2;;3.28;3.28;0;0;1;1;9;11;13;;;14;;3;;;;7.74;0;10.62;12.82;;;13.49
MCOPED;2019;830000345;830100616;1;;31;1;383;4613;9641;8;7;13;10;9.24;8.14;1;1;0;0;2;4;8;;;5;10;16;19;;1;8.57;14;12.36;17.77;;0.86;12.36
MCOPED;2019;830100558;690781810;1;0;2;2;232;13;60;1;1;0;0;0.27;0.27;1;0;0;0;;;;;;;;;;;;;;;;;;
MCOPED;2019;840001861;840006597;1;1;62;1;401;5783;11244;0;0;9;5;4.04;2.52;1;1;;;17;50;37;1;2;47;17;50;37;1;2;11.4;47;22.3;26.01;0.5;1.71;22.3
MCOPED;2019;850000142;850000019;1;1;23;3;570;3357;6747;;;15;13;6.02;5.85;;;;;;;1;;;0;26;13;25;;1;16.88;18;9.55;20.48;;0.1;19.37
MCOPED;2019;850000241;850000084;1;0;7;0;0;692;1483;2;2;1;1;1.94;1.94;0;0;1;1;7;1;5;;;19;;1;7;;;4.03;4;1.81;2.77;;;3.33
MCOPED;2019;850009630;850000035;1;;10;0;0;914;1595;2;2;1;1;2;2;;;;;3;1;2;0;0;0;3;0;3;0;0;3.98;0;1;4.96;0;0;0
MCOPED;2019;860000223;860014208;1;1;38;3;730;4915;11954;14;13;20;12;28.3;22.94;0;0;1;1;17;6;13;;;9;8;4;13;;;20.79;1;6.25;20.07;;;7.98
MCOPED;2019;870014859;870000015;1;1;80;19;3239;4621;11315;35;21;3;1;23.65;14.82;1;1;1;1;62;48;27;5;1;67;26;23;10;1;1;82.37;20;63.75;34.96;6.5;0.91;83.76
MCOPED;2019;880000021;880007059;1;;10;0;0;1235;2243;6;6;5;5;9.2;9.2;1;1;;;16;15;17;;;5;3;0;3;;;17.19;1;12.34;10.77;;;4.9
MCOPED;2019;880000047;880780077;1;;10;;0;953;1871;2;2;;;1.8;1.8;;;1;1;4;7;7;;;1;;5;;;;3.87;;5.43;5.34;;;0.5
MCOPED;2019;880000054;880007299;1;;8;2;381;736;1455;;;3;3;1.83;1.83;0;0;1;1;;4;;;;;1;3;;;0;1.05;29;6.34;;;0.12;7.65
MCOPED;2019;880000062;880780093;1;;14;3;739;1054;2078;1;;5;5;2.25;1.25;0;0;1;1;;;;;;;12;7;;;3;7.02;25;1.88;;;1.25;13.18
MCOPED;2019;890975527;890000037;1;1;18;2;224;1774;4394;6;;3;;7.85;;1;;;;16;7;11;;;7;1;3;2;;;16.5;;9.36;12.71;;;7.06
MCOPED;2019;890975550;890970569;1;1;22;2;112;1416;3574;7;;2;;5.2;;;;;;6;4;5;;;2;;1;1;;1;6.07;2;5.3;6.78;;0.5;3.49
MCOPED;2019;900003039;900000365;1;1;19;6;215;2442;4526;9;;11;;11.4;;1;;0;;11;1;11;;;2;6;4;5;;;14.67;0;3.06;14.28;;;2
MCOPED;2019;910000272;910110014;1;1;11;2;124;989;2327;7;7;3;3;9.03;9.03;1;1;1;1;9;4;4;;;6;6;1;1;;1;11.06;2;4.53;4.31;;0.3;6.98
MCOPED;2019;910000280;910019447;1;1;16;2;86;1175;4713;4;4;;;4.2;4.2;;;;;8;2;7;;;5;3;3;5;;;8.16;;4.68;12.55;;;3.51
MCOPED;2019;910000298;910110055;1;1;16;3;713;2132;3667;6;2;3;1;6.86;4.39;;;;;6;5;3;;;;;;5;;;7;;2.39;5.95;;;
MCOPED;2019;910000306;910110055;1;1;13;2;740;1370;2672;4;;6;;7.13;;;;;;8;2;6;;;;5;;1;;;11.04;1;0.52;7.18;;;0.75
MCOPED;2019;910020254;910002773;1;1;34;6;1254;3505;10753;8;8;9;8;6.79;6.68;1;1;0;0;19;5;15;0;2;11;1;3;4;0;2;20.08;3;7.96;17.38;0;2.83;11.68
MCOPED;2019;920000585;920026374;1;1;18;0;0;1790;4108;5;5;2;2;5.82;5.82;;;;;12;3;12;;;8;;;4;;3;12.7;4;2.02;11.8;;1.09;8.81
MCOPED;2019;920000643;920032505;1;1;19;2;712;732;2054;6;6;5;5;7.28;7.28;1;1;1;1;5;2;6;;;1;2;1;;;;5.85;;2.94;5.25;;;1
MCOPED;2019;920000684;920150091;1;0;32;0;0;1114;7714;12;1;3;1;11.22;1.14;;;;;35;17;27;;;26;5;1;2;;;44.76;3;16.31;30.67;;;29.76
MCOPED;2019;920100013;750712184;1;1;30;7;928;2295;6171;12;;4;;15.63;;1;1;1;1;20;4;19;0;1;17;7;0;4;1;1;26.01;6;3.21;20.43;0.12;1.5;14.15
MCOPED;2019;920100021;750712184;1;1;39;4;666;3307;6333;10;;8;;15.15;;1;1;0;0;26;10;13;;2;10;23;12;14;;;40.2;5;20.29;25.29;;2;14.3
MCOPED;2019;920100047;750712184;1;1;16;5;1061;3484;6861;7;7;2;2;8;8;1;1;1;1;31;5;26;0;1;15;5;3;3;0;1;35.51;2;6.44;29.93;0;1.69;14.64
MCOPED;2019;920100054;750712184;1;0;31;7;1849;787;5950;4;;10;;10.01;;;;;;36;1;18;4;2;42;6;1;2;1;1;44.89;8;3.52;20.13;4.07;2.73;46.73
MCOPED;2019;920300191;920000767;1;0;30;0;0;1874;3480;3;;54;;45;;0;0;1;0;6;3;2;;0;1;;;;1;0;6;0;3;2;1;;1
MCOPED;2019;920300787;920000981;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2019;930000286;930021480;1;1;18;2;4428;1523;4739;7;7;6;4;9.23;8.65;1;1;1;1;12;4;11;;1;9;1;;;;1;13.79;1;4.01;9.38;;1.12;9.28
MCOPED;2019;930000302;930110036;1;1;20;3;399;2023;4383;6;6;6;6;7.98;7.98;1;1;0;0;13;;10;;;5;2;;1;;2;13.75;;;10.86;;1.1;5
MCOPED;2019;930000328;930110051;1;1;30;2;524;2866;8697;7;;2;;6.4;;;;;;27;4;18;;1;;2;2;5;;1;20.38;;4.72;14.11;;0.32;
