BOR;AN;FI;FI_EJ;AUT;SAL;SALANG;SEJ;JOU;ACT;ACT1;ACT2;ACT3;ADU;ENF;GREF;SALAS;CEC;INTENF;INTADU;INTURG;INTCEC;LIT_CHIRC;LIT_CAR;SEJ_CHIRC;JOU_CHIRC
CHIRCAR;2019;930000336;930110069;1;0;1;625;2691;705;2;0;703;0;0;0;;;0;0;;0;;22;0;0
CHIRCAR;2019;930300025;930000393;1;2;0;789;3263;885;114;0;771;0;0;0;0;;0;0;;0;;;0;0
CHIRCAR;2019;930300066;930000401;1;;1;103;627;121;90;1;30;0;0;0;;;;;;;;;0;0
CHIRCAR;2019;930300082;930000419;1;1;1;108;618;111;99;0;12;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2019;930300645;930000682;1;3;2;3261;13001;3622;1500;0;2122;1;0;0;2;3;0;1532;;1229;;89;0;0
CHIRCAR;2019;940000599;940110042;1;1;1;556;2083;651;59;0;592;0;0;0;;;0;0;;0;0;20;0;0
CHIRCAR;2019;940100027;750712184;1;4;4;2054;6577;2320;805;0;1515;1;0;1;2;3;0;854;;676;29;73;886;7991
CHIRCAR;2019;940100043;750712184;1;1;;95;1136;95;;;;0;0;0;;;;;;;0;14;0;0
CHIRCAR;2019;940120017;750821092;1;1;;106;472;108;93;0;15;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2019;950000307;950110015;1;1;1;815;2832;865;339;0;526;0;0;0;;;0;0;;0;0;22;0;0
CHIRCAR;2019;950000323;950013870;1;1;1;731;2202;795;94;0;701;0;0;0;0;0;0;0;0;0;0;;0;0
CHIRCAR;2019;950000331;950110049;1;0;1;666;2297;736;1;0;735;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2019;950000364;950110080;1;1;1;965;3734;1136;407;0;729;0;0;0;;;0;0;;0;;28;0;0
CHIRCAR;2019;970100392;970100178;1;1;0;302;1362;378;341;0;37;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2019;970100442;970100228;1;1;1;404;1936;;;;;0;0;0;;;;;;;12;11;0;0
CHIRCAR;2019;970211215;970211207;1;2;1;903;3607;1047;359;0;688;1;1;0;2;2;7;340;;315;14;28;501;3692
CHIRCAR;2019;970300026;970302022;1;1;1;64;408;65;0;0;65;0;0;0;;;0;0;;0;0;16;0;0
CHIRCAR;2019;970400024;970408589;1;1;1;1092;3480;1297;86;23;1188;1;0;0;2;3;58;804;;677;15;25;970;5740
CHIRCAR;2019;970400057;970408589;1;2;;678;2160;801;782;0;19;0;0;0;;;0;0;;0;;21;0;0
CHIRCAR;2019;970462107;970400305;1;;2;810;1952;874;93;0;781;0;0;0;;;0;0;;0;;27;0;0
