BOR;AN;FI;FI_EJ;AUTSU;AUTGEN;AUTSAIS;AUTPED;EMG
URGENCES;2019;830000345;830100616;1;1;0;0;1
URGENCES;2019;830100574;750821092;1;1;0;0;0
URGENCES;2019;830100608;830100616;1;1;0;0;1
URGENCES;2019;830200523;830210084;1;1;0;0;0
URGENCES;2019;840000343;840000012;1;1;0;0;1
URGENCES;2019;840000392;840000046;1;1;0;0;1
URGENCES;2019;840000418;840004659;1;1;0;0;
URGENCES;2019;840000483;840000087;1;1;0;0;1
URGENCES;2019;840000491;130041916;1;1;0;0;0
URGENCES;2019;840000525;840000111;1;1;0;0;1
URGENCES;2019;840000533;840000129;1;1;0;0;1
URGENCES;2019;840001861;840006597;1;1;0;0;1
URGENCES;2019;850000118;850013244;1;1;0;0;0
URGENCES;2019;850000142;850000019;1;1;0;1;0
URGENCES;2019;850000175;850009010;1;1;0;0;1
URGENCES;2019;850000209;850000019;1;1;0;0;0
URGENCES;2019;850000225;850000019;1;1;0;0;0
URGENCES;2019;850000241;850000084;1;1;0;0;1
URGENCES;2019;850009630;850000035;1;1;0;0;
URGENCES;2019;860000025;860013382;1;1;0;0;
URGENCES;2019;860000058;860014208;1;1;0;0;0
URGENCES;2019;860000223;860014208;1;1;0;1;0
URGENCES;2019;860010321;860010313;1;1;0;0;0
URGENCES;2019;870000064;870000015;1;1;0;0;1
URGENCES;2019;870000098;870000023;1;1;0;0;1
URGENCES;2019;870000270;870000031;1;1;0;0;1
URGENCES;2019;870000288;870017415;1;1;0;0;
URGENCES;2019;870014859;870000015;1;0;0;1;0
URGENCES;2019;880000021;880007059;1;1;0;0;1
URGENCES;2019;880000047;880780077;1;1;0;0;1
URGENCES;2019;880000054;880007299;1;1;0;0;1
URGENCES;2019;880000062;880780093;1;1;0;0;1
URGENCES;2019;880000070;880007299;1;1;0;0;1
URGENCES;2019;890975527;890000037;1;1;0;1;1
URGENCES;2019;890975535;890000409;1;1;0;0;0
URGENCES;2019;890975543;890000417;1;1;0;0;0
URGENCES;2019;890975550;890970569;1;1;0;1;1
URGENCES;2019;890975568;890000433;1;1;0;0;0
URGENCES;2019;900003039;900000365;1;1;0;0;
URGENCES;2019;910000272;910110014;1;1;0;1;1
URGENCES;2019;910000280;910019447;1;1;0;0;0
URGENCES;2019;910000298;910110055;1;1;0;1;1
URGENCES;2019;910000306;910110055;1;1;0;1;1
URGENCES;2019;910001973;910019447;1;1;0;0;
URGENCES;2019;910018423;910110055;1;1;0;0;0
URGENCES;2019;910020254;910002773;1;1;0;1;1
URGENCES;2019;910300144;910000447;1;1;0;0;0
URGENCES;2019;910300219;910003888;1;1;0;0;0
URGENCES;2019;910300300;910000538;1;1;0;0;1
URGENCES;2019;910803543;910017615;1;1;0;0;0
URGENCES;2019;920000577;920110020;1;1;0;0;0
URGENCES;2019;920000585;920026374;1;1;0;1;
URGENCES;2019;920000619;920009909;1;1;0;0;0
URGENCES;2019;920000643;920032505;1;1;0;1;1
URGENCES;2019;920000650;920150059;1;1;0;0;1
URGENCES;2019;920100013;750712184;1;1;0;1;1
URGENCES;2019;920100021;750712184;1;1;0;1;1
URGENCES;2019;920100039;750712184;1;1;0;0;
URGENCES;2019;920100047;750712184;1;1;0;1;1
URGENCES;2019;920120011;750821092;1;1;1;0;0
URGENCES;2019;920300043;920001526;1;1;0;0;0
URGENCES;2019;920300597;920000940;1;1;0;0;0
URGENCES;2019;930000286;930021480;1;1;0;1;0
URGENCES;2019;930000302;930110036;1;1;0;1;1
URGENCES;2019;930000328;930110051;1;1;0;1;
URGENCES;2019;930000336;930110069;1;1;0;1;
URGENCES;2019;930100037;750712184;1;1;0;0;
URGENCES;2019;930100045;750712184;1;1;0;1;
URGENCES;2019;930300025;930000393;1;1;0;0;
URGENCES;2019;930300066;930000401;1;1;0;0;0
URGENCES;2019;930300082;930000419;1;1;0;0;0
URGENCES;2019;930300116;930000427;1;1;0;0;0
URGENCES;2019;930300553;930000633;1;1;0;0;0
URGENCES;2019;930300595;930000658;1;1;0;0;0
URGENCES;2019;940000573;940110018;1;1;0;1;1
URGENCES;2019;940000599;940110042;1;1;0;1;1
URGENCES;2019;940000649;940150014;1;1;0;1;1
URGENCES;2019;940100027;750712184;1;1;0;0;1
URGENCES;2019;940100043;750712184;1;1;0;1;0
URGENCES;2019;940120017;750821092;1;1;0;0;0
URGENCES;2019;940300031;940000706;1;1;0;0;0
URGENCES;2019;940300270;940000771;1;1;0;0;0
URGENCES;2019;940300445;940000854;1;1;0;0;0
URGENCES;2019;940300569;940000912;1;1;0;0;0
URGENCES;2019;950000307;950110015;1;1;0;1;
URGENCES;2019;950000315;950001370;1;1;0;0;1
URGENCES;2019;950000323;950013870;1;1;0;1;1
URGENCES;2019;950000331;950110049;1;1;0;1;1
URGENCES;2019;950000349;950015289;1;1;0;0;
URGENCES;2019;950000364;950110080;1;1;0;1;
URGENCES;2019;950300244;950000539;1;1;0;0;0
URGENCES;2019;950300277;950000547;1;1;0;0;0
URGENCES;2019;950807982;950001636;1;1;0;0;0
URGENCES;2019;970100392;970100178;1;1;0;0;
URGENCES;2019;970100400;970100186;1;1;0;0;0
URGENCES;2019;970100426;970100202;1;1;0;0;0
URGENCES;2019;970100442;970100228;1;1;0;1;1
URGENCES;2019;970107249;970100731;1;1;0;0;0
URGENCES;2019;970112470;970100186;1;1;0;0;0
URGENCES;2019;970211215;970211207;1;1;0;0;0
URGENCES;2019;970211223;970211207;1;1;0;0;0
URGENCES;2019;970211256;970211207;1;0;0;1;0
URGENCES;2019;970300026;970302022;1;1;0;0;0
URGENCES;2019;970300083;970302121;1;1;0;0;0
URGENCES;2019;970305637;970305629;1;1;0;0;0
URGENCES;2019;970400024;970408589;1;1;0;1;1
URGENCES;2019;970400057;970408589;1;1;0;1;
URGENCES;2019;970400065;970421038;1;1;0;1;1
URGENCES;2019;970400073;970403606;1;1;0;0;1
URGENCES;2019;980500011;980500003;1;1;0;0;0
