BOR;AN;FI;FI_EJ;EMGER;EVALIH;EVALEH;FILACT;ETP;UGER;LIT_GER;PLA_GER;SEJHC_GER;SEJHP_GER;JOU_GER;EFFPL_PM;EFFPL_GER;EFFPA_PM;EFFPA_GER;ETP_PM;ETP_GER;GAR_PM;GAR_GER;AST_PM;AST_GER;EFFPL_INF;EFFPL_AID;EFFPL_ERG;EFFPL_PMT;EFFPL_APNM;EFFPA_INF;EFFPA_AID;EFFPA_ERG;EFFPA_PMT;EFFPA_APNM;ETP_INF;ETP_AID;ETP_ERG;ETP_PMT;ETP_APNM
MCOGER;2019;830000311;830100566;1;1417;377;1662;6.75;1;31;0;997;0;11757;5;2;3;2;6.14;3.28;0;0;1;1;13;17;;;11;1;;;;;13.55;15;;;10.59
MCOGER;2019;830000345;830100616;1;1065;22;543;;1;52;;1615;0;18970;7;;4;;8.78;;0;;1;;16;12;;;10;11;33;;;11;23.26;27.48;;;15.37
MCOGER;2019;830100558;690781810;0;;;;;1;8;0;121;0;1287;2;1;0;0;0.8;0.5;0;0;0;0;3;1;;;;1;;;;;3.51;1.78;;;
MCOGER;2019;830100608;830100616;1;5;;4;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2019;830100855;830000493;0;;;;;1;36;0;1012;0;11468;1;0;7;4;1.09;0.75;0;0;1;1;7;8;;;;0;2;;;;7;9.35;;;
MCOGER;2019;830213856;830100533;0;;;;;1;0;0;829;0;8020;0;;0;;3.33;;0;;1;;0;0;0;0;0;0;0;0;0;0;10.83;11.25;0.08;;7.33
MCOGER;2019;840000343;840000012;1;2498;535;504;3.1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2019;840000392;840000046;1;380;4;273;2.88;1;20;;467;0;5795;;;1;;1.36;;0;;1;;11;8;;;4;3;4;;;5;9.32;10.08;;;6.22
MCOGER;2019;840000483;840000087;0;;;;;1;28;;955;0;11411;1;1;1;1;1.75;1.75;0;0;1;1;4;9;;;1;8;7;;;2;10.25;14.22;;;1.75
MCOGER;2019;840000491;130041916;0;;;;;1;;1;0;28;0;0;;;;;;;;;;;;;;;;;;;2;;;;;0.3
MCOGER;2019;840000525;840000111;1;1011;64;825;4;1;4;;81;0;959;2;;;;0.3;;0;0;0;0;4;5;;;1;;;;;;0.6;0.75;;;0.15
MCOGER;2019;840001861;840006597;1;665;;625;3.91;1;30;0;1369;0;12037;2;0;2;1;2.64;0.8;;;;;12;11;0;0;7;2;4;0;0;2;15.5;16.74;0;0;8.55
MCOGER;2019;850000142;850000019;1;122;0;122;0.96;1;23;3;767;540;8412;;;5;2;3.22;1.41;;;;;3;7;;;1;23;15;1;1;20;14.73;15.81;0.03;0.15;8.95
MCOGER;2019;850000175;850009010;1;596;80;504;2.53;1;31;0;1165;0;11626;4;3;0;;4.07;2.74;0;0;1;1;9;7;0;0;5;10;10;0;0;12;15.85;14.74;0;0;9.58
MCOGER;2019;850000209;850000019;0;;;;;1;;1;0;123;0;;;1;1;0.18;0.15;;;;;;;;;;1;;;;8;0.2;;;;0.48
MCOGER;2019;850000241;850000084;1;805;100;713;2.9;1;33;;1036;0;12082;4;2;2;;3.8;1.4;0;0;0;0;21;25;;;19;6;13;;;6;12.5;16.73;;;7.73
MCOGER;2019;850009630;850000035;1;268;;268;2.16;1;24;0;924;0;8083;2;0;0;0;2;0;;;;;1;9;0;0;0;10;10;0;0;0;7.69;16.17;0;0;0
MCOGER;2019;860000025;860013382;0;;;;;1;20;1;845;194;7431;2;;1;;1.94;;0;;1;;12;12;1;;;1;2;2;;4;8.94;11.9;1.53;;2.54
MCOGER;2019;860000223;860014208;1;612;1220;1784;3;1;80;;3523;0;35332;;;13;4;7.56;2.08;0;0;1;1;72;138;1;;34;24;27;1;;33;33.98;54.09;0.4;;16.25
MCOGER;2019;870000064;870000015;1;3131;1925;3342;17.77;1;36;2;1136;812;10989;19;7;1;0;12.63;4.93;0;0;1;1;20;20;;;11;1;1;;;1;21.24;20.01;;;13.24
MCOGER;2019;870000098;870000023;1;1598;1017;960;3.02;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2019;870000270;870000031;1;177;0;;0.5;1;24;0;444;0;4131;1;;;;1;;;;;;4;4;;;1;1;2;;;;3.86;4.6;;;0.92
MCOGER;2019;880000021;880007059;1;;;;0.5;1;19;0;541;0;6952;2;1;1;1;2.5;1.5;0;0;;;9;12;;;;0;0;;;1;9.4;11.13;;;0.72
MCOGER;2019;880000047;880780077;1;;;;2;1;25;;814;0;9152;4;1;1;1;1.68;0.74;;;;1;11;10;;;;0;1;;;;5.52;5.74;;;0.5
MCOGER;2019;880000054;880007299;1;96;59;127;1.14;1;5;;39;0;401;0;;;;;;0;;1;;;;;;;;;;;;;;;;
MCOGER;2019;880000062;880780093;1;;;;1.64;1;10;1;336;64;3462;;;3;1;0.57;0.15;0;0;1;1;8;8;;;6;;1;;;;1.17;1.21;;;0.91
MCOGER;2019;880000070;880007299;1;69;71;116;1.14;1;12;;294;0;2870;;;1;;0.53;;0;0;1;1;;;;;;9;12;;;10;3.75;4.8;;;3.76
MCOGER;2019;890975527;890000037;1;489;0;445;2;1;26;;811;0;9427;2;;3;;3.8;;0;;1;;11;11;;;5;2;3;;;;12.72;13.72;;;5
MCOGER;2019;890975543;890000417;1;;;;2.53;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2019;890975550;890970569;1;;;;1.94;1;29;6;964;85;10408;3;;2;;3.5;;;;;;9;9;;;5;3;3;;;2;11.4;13.38;;;6.98
MCOGER;2019;890975568;890000433;0;;;;;1;33;0;1455;0;13524;3;;0;;3;;0;0;1;0;14;19;;;1;5;5;;;1;17.17;22.82;;;1.5
MCOGER;2019;900003039;900000365;1;442;0;399;2.5;1;47;4;1175;12;16761;2;;2;;4.57;;0;;1;;14;18;;;;7;4;;;3;18.31;20.64;;;0.86
MCOGER;2019;910000272;910110014;1;951;333;481;3;1;10;2;158;420;2254;4;;2;1;4.13;0.7;0;0;0;0;7;13;;;2;3;4;1;;;9.34;15.91;0.06;;3.11
MCOGER;2019;910000298;910110055;1;454;;417;2.3;1;30;;913;0;10817;3;1;1;1;2.74;1;;;;;14;14;;;2;2;4;2;;1;12.64;16.35;0.78;;2.52
MCOGER;2019;910000306;910110055;1;434;;301;1.56;1;20;2;598;1;6996;;;;;;;;;;;12;11;;;3;2;1;;;7;11.58;11.51;;;5.29
MCOGER;2019;910001973;910019447;1;343;0;273;1.7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2019;910018423;910110055;0;;;;;1;6;;8;0;106;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2019;910020254;910002773;1;1020;182;1004;3.85;1;34;2;866;71;12250;6;5;4;3;8.5;6.6;0;0;1;1;15;19;0;1;3;1;2;0;0;1;15.68;19.05;0;1.15;3.45
MCOGER;2019;910100015;750712184;0;;;;;1;34;2;358;250;5397;4;4;1;1;4.5;4.5;1;1;1;1;5;13;;;1;2;1;;;9;6.77;13.5;;;2
MCOGER;2019;910100023;750712184;0;;;;;1;30;3;577;747;10037;6;5;3;3;7;6;;;;;7;17;;0;5;1;3;3;0;3;7.8;19.4;0.5;0;6.55
MCOGER;2019;910150069;910000033;1;0;353;182;1.8;1;71;4;2254;974;24934;12;8;11;3;16;11;1;1;0;0;28;30;2;;43;2;1;;;29;30.78;31.55;1.2;0.29;50.83
MCOGER;2019;910300060;920030269;0;;;;;1;20;;157;0;1983;1;1;1;1;1.8;1.8;1;1;0;0;6;8;;;;2;1;;;;6.93;8.33;;;
MCOGER;2019;920000569;920026374;0;;;;;1;57;5;1709;525;18355;8;4;3;2;8.98;4.99;;;;;13;21;;;5;42;51;1;;29;25.75;27.89;0.15;;16.4
MCOGER;2019;920000577;920110020;0;;;;;1;30;0;897;0;9485;5;3;0;0;4.58;3;0;0;0;0;11;14;;;3;;;;;4;13.31;13.91;;;4.55
MCOGER;2019;920000601;920110053;0;;;;;1;30;;839;0;10133;4;4;;;3.93;3.93;;;;;16;16;;;5;21;14;;;2;14.34;11.94;;;3.76
MCOGER;2019;920000627;920009909;0;;;;;1;22;;873;0;8839;4;3;;;3.8;2.8;1;1;0;0;8;17;0;0;8;1;2;0;0;3;10.83;18.61;0;0;8.89
MCOGER;2019;920000643;920032505;1;613;;551;1.2;1;19;;647;0;6660;5;2;1;;4.6;2;1;0;0;0;7;7;;;4;1;;;;;7.86;7;;;4
MCOGER;2019;920000650;920150059;1;1202;;931;2;1;14;0;449;0;5166;2;;;;2;;0;;0;;3;3;;;1;;;1;;2;3;3;0.5;;2.32
MCOGER;2019;920100013;750712184;1;2778;;1919;5.7;1;36;2;1095;287;11903;9;9;;;7.12;7.12;;;;;15;19;;;7;1;0;1;;3;14.98;17.35;0.2;;9.26
MCOGER;2019;920100021;750712184;1;;;;;1;33;;712;0;11068;5;;;;5.25;;;;;;12;16;;;2;4;3;;;;14.24;19.31;;;1.15
MCOGER;2019;920100039;750712184;1;281;0;266;1;1;22;0;498;0;7459;4;1;1;1;4.6;1.6;0;0;0;0;14;13;0;0;3;1;0;0;0;0;14.31;13;0;0;3
MCOGER;2019;920100047;750712184;1;118;4;54;0.2;1;26;1;503;119;8653;1;3;;1;1;3;1;1;0;0;12;15;0;0;1;;2;;;1;12;16.77;0;0;1.91
MCOGER;2019;920100062;750712184;1;;;;;1;40;2;758;142;9976;4;4;4;3;6.13;6.03;;;;;12;13;;;1;10;18;3;4;18;12.47;19.38;0.68;1.09;4.16
MCOGER;2019;930000286;930021480;1;1608;236;1585;4.37;1;26;;1317;0;9451;8;8;0;;7.39;5.52;0;0;0;0;13;19;;;6;;;;;;10.03;13.98;;;6.07
MCOGER;2019;930000302;930110036;1;2156;0;1236;1.5;1;35;2;968;421;11667;7;6;;;6.73;5.73;0;0;0;0;16;18;;;3;;;;;;16;17.5;;;3
MCOGER;2019;930000336;930110069;1;1186;0;843;1;1;24;0;1018;0;8145;6;;;;6;;0;0;0;0;10;14;;;2;1;;;;;10.86;14;;;2
MCOGER;2019;930100011;750712184;0;;;;;1;32;1;694;380;11311;4;4;1;1;4.5;4.5;;;;;15;14;;;5;1;1;1;;;15.8;14.8;0.5;;5
MCOGER;2019;930100037;750712184;1;927;;851;1.8;1;15;1;343;12;3655;2;2;3;3;3.5;3.5;0;0;0;0;4;9;;;1;;;;;;4.93;8.73;;;1
MCOGER;2019;930100045;750712184;1;38;;38;0.2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2019;930706239;930110051;1;;;;1.78;1;22;2;641;122;7814;3;;1;;0.99;;;;;;;;;;;;;;;;;;;;
MCOGER;2019;940000573;940110018;1;1154;0;721;2.5;1;12;;71;0;542;1;0;0;0;0.16;0;;;;;2;5;0;0;0;0;0;0;0;0;0.5;0.89;0;0;0
MCOGER;2019;940000599;940110042;1;792;0;637;0.8;1;30;0;1049;0;10797;5;5;;;5;5;0;0;0;0;13;18;;;4;;;;;;13;18;;;4
MCOGER;2019;940000649;940150014;1;2190;;988;4.68;1;29;5;1115;487;12834;2;2;1;1;2.12;2.12;;;;;10;11;;;5;;;;;1;8.77;10.44;;;5.04
MCOGER;2019;940100027;750712184;1;2236;434;2403;5.1;1;70;5;1897;840;22240;5;3;3;3;6.8;4.3;0;0;1;1;19;26;;;;2;;;;;20.6;26;;;
MCOGER;2019;940100035;750712184;0;;;;;1;97;3;4090;1048;36540;7;7;5;5;11.57;11.57;;;;;19;27;;;3;17;41;;;9;39.93;66.19;;;9.06
MCOGER;2019;940100043;750712184;1;2066;;;4.5;1;36;;725;0;8917;3;3;;;2.2;2.2;;;;;14;19;;;2;1;0;;;1;14;17.35;;;3.24
MCOGER;2019;940100050;750712184;0;;;;;1;54;4;1508;1587;18845;7;;0;;7;;;;;;8;22;0;0;16;4;4;1;0;7;11.3;25.6;0.1;0;14.4
MCOGER;2019;940100068;750712184;0;;;;;1;34;6;793;1061;13075;9;;;;8.73;;;;;;15;21;;;3;2;2;;;13;15.77;19.91;;;8.79
MCOGER;2019;950000307;950110015;1;1176;;723;3.5;1;27;4;906;624;10588;6;3;4;2;6.16;2.44;0;0;0;0;16;12;0;0;5;0;1;0;0;7;12.91;12.17;0;0;8.55
MCOGER;2019;950000315;950001370;1;;;;0.79;1;20;0;604;0;6250;1;;3;1;2.7;0.6;0;0;0;0;8;10;;;;2;2;;;1;9.08;11.56;;;0.52
MCOGER;2019;950000323;950013870;1;902;0;770;2.2;1;22;2;660;608;7548;1;0;6;4;3.47;2.34;0;0;0;0;11;16;0;0;4;4;3;0;1;11;13.27;17.29;0;0.07;9.29
MCOGER;2019;950000331;950110049;1;580;0;;3;1;28;1;989;43;9070;3;3;2;2;3.55;3.55;;;;;8;18;0;0;0;7;6;0;0;4;11.4;21.07;0;0;0.65
MCOGER;2019;950000364;950110080;1;319;0;301;2.04;1;34;0;933;28;11914;3;3;1;1;3.38;3.38;0;0;0;0;11;14;;;8;4;2;;;1;14.94;15.78;;;8.55
MCOGER;2019;950000406;950150037;0;;;;;1;20;;584;0;6995;2;2;2;;2.21;2;1;1;1;1;12;14;;;39;;;1;;3;6.06;8.83;0.09;;18.66
MCOGER;2019;970100392;970100178;1;455;;380;2.22;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2019;970100442;970100228;1;840;;410;4;1;22;;700;0;7789;3;3;;;3;3;1;;1;;13;13;0;0;3;;;;;;13;13;0;0;3
MCOGER;2019;970200036;970202156;0;;;;;1;40;0;607;0;4325;3;;2;;5.35;;;;;;16;20;;;;1;1;;;;16.4;19.38;;;
MCOGER;2019;970211215;970211207;1;540;;;2;1;18;;579;0;5889;1;1;1;;0.4;0.4;;;;;9;11;;;6;;;;;1;8.5;10.56;;;6.4
MCOGER;2019;970211223;970211207;1;216;;;0.2;1;20;;451;0;6987;5;4;1;;1.53;0.53;;;;;11;10;;;5;;;;;;11;10;;;5
MCOGER;2019;970211231;970211207;1;108;;;0.6;1;;5;0;555;0;;;1;1;0.4;0.4;;;;;9;11;;;6;;;;;2;6;10.56;;;6.4
MCOGER;2019;970400024;970408589;1;;;;4.5;1;20;;630;0;6868;5;5;;;5;5;1;1;;;12;14;1;;;;;;;;12;14;1;;
MCOGER;2019;970400057;970408589;1;377;1594;1093;5.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2019;970400065;970421038;1;1330;89;928;4;1;15;0;630;0;5087;5;5;;;3.56;3.51;1;1;0;0;8;8;;;1;;;;;;8;8;;;1
MCOGER;2019;970400073;970403606;1;373;95;468;3.7;1;24;;1457;0;7753;1;1;0;0;1;1;;;;;1;0;0;0;0;0;0;1;0;4;1;0;0.5;0;1.21
MCOGER;2019;970400180;970408589;1;;;;4.5;1;22;4;612;614;6950;3;3;;;3;3;0;0;1;1;;;;;;;;;;;;;;;
