BOR;AN;FI;FI_EJ;UNI;LIT;JLI;SEJ;PAS;PAS0;JOU;pctEXT;IGC2med;SEJ80;EFFPL_MED;EFFPA_MED;ETP_MED;EFFPL_INFSP;EFFPA_INFSP;ETP_INFSP;EFFPL_INFNS;EFFPA_INFNS;ETP_INFNS;EFFPL_AID;EFFPA_AID;ETP_AID;EFFPL_KINE;EFFPA_KINE;ETP_KINE;EFFPL_APNM;EFFPA_APNM;ETP_APNM
REA;2019;760805770;760780726;REAADU;12;4380;625;633;45;3726;18;45;67;10;;8.42;0;1;0.8;27;10;32.47;12;4;12.1;;;;3;5;7
REA;2019;760805770;760780726;SITOT;26;9490;3250;;;8494;;;;;;;;;;;;;;;;;;;;;
REA;2019;760805770;760780726;SIUNV;4;1460;573;;;1231;;;;;2;0.3;0;1;0.12;5;2;6.24;3;2;3.38;;;;0;1;0.38
REA;2019;760805770;760780726;SURVADU;6;2190;340;;;668;;;;;;;;;;6;0;5.59;6;2;4.24;;;;;;
REA;2019;760805770;760780726;SURVENF;2;730;204;;;671;;;;;;;1;1;1.8;;;;;;;;;;;;
REA;2019;760805770;760780726;USIC;12;4380;1491;;;3446;;;;;3;2.16;1;0;0.23;12;8;14.76;6;7;9.46;;;;3;0;2.87
REA;2019;760921809;760000273;SURVADU;19;6935;1509;;;6376;;;;3;;3;1;;1;22;;22;20;;20;;;;;;
REA;2019;770000131;770021145;SURVADU;6;2190;303;;;1618;;;;2;3;3.87;;;;12;1;13.09;4;;4.08;;;;1;;1
REA;2019;770000149;770021152;REAADU;8;2920;346;350;11;2296;21;34;84;;5;3.17;;1;0.13;19;;19.5;12;2;14.12;;;;;1;0.6
REA;2019;770000149;770021152;SURVADU;4;1460;269;;;1196;;;;;5;1.75;;;0.13;6;;6.11;5;1;6.21;;;;;1;1
REA;2019;770000156;770110054;REAADU;22;8030;1008;1051;56;5875;8;40;188;12;1;11.2;3;;1.04;56;;50.7;42;;32.9;;;;2;;1.19
REA;2019;770000156;770110054;SURVADU;12;4380;874;;;3018;;;;;;;2;;0.79;56;;6.92;42;;7.59;;;;2;;1.5
REA;2019;770000156;770110054;SURVENF;4;332;58;;;221;;;;2;1;1.18;;;;;;;;;;;;;;;
REA;2019;770000164;770021152;SURVADU;12;4380;459;;;2946;;;;;8;3.88;;;0.25;17;;17.87;3;;4.53;;;;1;;0.86
REA;2019;770000172;770110070;REAADU;8;2920;214;229;3;2272;6;44;80;3;1;3.72;;;;;;;;;;;;;;;
REA;2019;770000172;770110070;SURVADU;4;1460;287;;;1833;;;;2;;1.58;;;;;;;;;;;;;;;
REA;2019;770000214;770021152;SURVADU;6;2190;316;;;1643;;;;;4;2;;;;7;1;8.3;2;1;3.23;;;;1;;1
REA;2019;770000446;770021145;AUTSI;8;2920;128;;;2581;;;;;;;;;;5;1;5.08;3;1;3.92;;;;;1;0.08
REA;2019;770000446;770021145;REAADU;12;4380;461;476;30;3430;10;45;85;6;2;7.49;;1;0.75;35;2;36;10;;10;;;;2;2;2.23
REA;2019;770000446;770021145;SITOT;20;7300;1458;;;5804;;;;;;;;;;;;;;;;;;;;;
REA;2019;770000446;770021145;SIUNV;6;2190;639;;;1618;;;;4;3;2.54;;;;;;;;;;;;;;;
REA;2019;770000446;770021145;SURVADU;6;2190;360;;;1578;;;;;;;2;1;2.58;18;4;21.08;12;1;12.17;;;;1;2;1.22
REA;2019;770000446;770021145;SURVENF;4;1460;769;;;2430;;;;;;;;;;;;;;;;;;;;;
REA;2019;770000446;770021145;USIC;6;2190;691;;;1605;;;;4;;1.5;;;;;;;;;;;;;;;
REA;2019;770019032;770021145;REAADU;19;6935;829;849;48;4908;11;50;177;6;;6.4;1;;1;40;4;43.67;39;1;39.93;;;;3;;3.5
REA;2019;770019032;770021145;SITOT;12;4380;1177;;;3573;;;;;;;;;;;;;;;;;;;;;
REA;2019;770019032;770021145;SURVADU;4;1460;410;;;1250;;;;;;;1;;1;40;4;43.58;40;1;40.02;;;;3;;3.5
REA;2019;770019032;770021145;SURVENF;4;1460;719;;;2286;;;;;;;;;;;;;;;;;;;;;
REA;2019;770019032;770021145;USIC;12;4380;1177;;;3573;;;;7;1;3.4;;;0.15;13;1;16.03;9;1;9.72;;;;;;
REA;2019;770020477;750720468;AUTSI;8;2744;187;;;1525;;;;1;3;2.68;;;;9;1;9.65;9;;9;;;;;;
REA;2019;770020477;750720468;SITOT;8;2744;187;;;1525;;;;;;;;;;;;;;;;;;;;;
REA;2019;770020477;750720468;SURVADU;12;3723;71;;;2590;;;;1;3;2.68;;;;9;1;9.65;9;;9;;;;;;
REA;2019;770300010;770004299;REAADU;8;2920;1116;1188;10;8642;8;35;362;3;2;3;;;;;;;;;;;;;;;
REA;2019;770300010;770004299;SURVADU;17;6205;1414;;;11453;;;;3;;3;;;;;;;;;;;;;;;
REA;2019;770300135;770000289;SITOT;12;4380;1226;;;3875;;;;;;;;;;;;;;;;;;;;;
REA;2019;770300135;770000289;SURVADU;14;5110;635;;;2207;;;;3;3;4.75;;1;0.25;6;;6;3;3;3.92;;;;2;1;2.8
REA;2019;770300135;770000289;USIC;12;4380;1226;;;3875;;;;3;4;5.75;;1;0.25;11;1;11.66;4;;4;;;;2;;2
REA;2019;770300143;770000362;SURVADU;6;2190;291;;;1351;;;;;8;0.5;2;;0.25;;;;;;;;;;;;
REA;2019;770300275;770000289;SURVADU;6;2190;61;;;527;;;;4;;4;;;;4;1;4.6;;1;0.5;;;;;;
REA;2019;770790707;770000719;SURVADU;6;2190;336;;;1512;;;;;10;1;;;;1;1;1.93;3;;2.55;;;;;;
REA;2019;770813400;770001014;SURVADU;3;1095;0;;;0;;;;3;1;3.8;;;;;;;;;;;;;;;
REA;2019;780000287;780110011;REAADU;10;3650;461;478;43;2513;8;41;81;7;;5.67;1;;0.5;26;1;25.57;14;1;14.11;1;;0.45;4;2;2
REA;2019;780000287;780110011;SITOT;10;3650;901;;;2434;;;;;;;;;;;;;;;;;;;;;
REA;2019;780000287;780110011;SIUNV;4;1460;433;;;1213;;;;5;1;1.31;1;;0.33;8;2;3.36;7;1;2.95;;;;3;;0.81
REA;2019;780000287;780110011;SURVADU;4;1460;832;;;3237;;;;6;;0.73;1;;0.5;3;3;5.43;5;;5.25;;;;4;2;1.23
REA;2019;780000287;780110011;SURVENF;4;244;72;;;207;;;;1;;0.72;;;;6;;0.17;;;;;;;;;
REA;2019;780000287;780110011;USIC;6;2190;468;;;1221;;;;2;;1.15;1;;0.33;13;3;6.2;12;5;5.54;;;;1;1;0.92
REA;2019;780000295;780002697;REAADU;6;2190;195;200;11;1467;6;40;31;2;2;3.68;1;;0.72;12;2;13.15;8;;8.57;;;;1;;1.34
REA;2019;780000295;780002697;SURVADU;2;730;182;;;487;;;;1;1;1.22;;;;4;;4.38;3;;2.86;;;;;;
REA;2019;780000311;780001236;REAADU;16;5840;851;888;89;4607;7;37;120;9;;8.55;1;;1;33;1;34.33;22;1;24.74;;;;4;1;4.5
REA;2019;780000311;780001236;SITOT;14;5110;1508;;;4719;;;;;;;;;;;;;;;;;;;;;
REA;2019;780000311;780001236;SIUNV;4;1460;616;;;1727;;;;;;;;;0.24;4;;4.47;4;2;5.72;;;;1;2;2.73
REA;2019;780000311;780001236;SURVADU;2;730;1511;;;3808;;;;;;;;;;;;;;;;;;;;;
REA;2019;780000311;780001236;SURVENF;2;730;265;;;294;;;;;;;;;;;;;;;;;;;;;
REA;2019;780000311;780001236;USIC;10;3650;892;;;2992;;;;4;1;4.37;;1;0.86;12;1;15.13;6;;6.28;;;;;;1.13
REA;2019;780000329;780110052;REAADU;8;2919;310;324;13;1995;5;40;95;2;4;5;1;;0.8;15;0;15;10;;10;;1;0.25;3;;3
REA;2019;780000329;780110052;SITOT;6;2171;584;;;2032;;;;;;;;;;;;;;;;;;;;;
REA;2019;780000329;780110052;SURVADU;2;730;136;;;466;;;;2;4;1;1;;0.2;2;2;3.6;2;;2;;;;1;;1
REA;2019;780000329;780110052;USIC;6;2171;584;;;2032;;;;3;4;1;1;;0.3;4;4;6;6;;6;1;;0.1;4;;3.5
REA;2019;780000337;780001236;SURVADU;4;1460;259;;;791;;;;;10;2.83;;;;3;1;4.49;5;2;6.98;;;;;2;0.8
REA;2019;780300075;780000485;SITOT;16;5840;1875;;;5097;;;;;;;;;;;;;;;;;;;;;
REA;2019;780300075;780000485;SURVADU;12;4380;871;;;3080;;;;;9;5;;;;;;;;;;;;;;;
REA;2019;780300075;780000485;USIC;16;5840;1875;;;5097;;;;;9;2;;;;24;;24;15;;14.4;;;;;;
REA;2019;780300125;780000535;SURVADU;6;2064;313;;;1223;;;;4;;1;1;;0.2;4;;4;2;;2;;1;0.1;2;;0.5
REA;2019;780300208;780000576;SURVADU;5;1825;108;;;911;;;;1;;1;;;;3;;3;;;;;;;;;
REA;2019;780300323;780003679;SURVADU;6;2190;404;;;1319;;;;8;;8;;;;2;4;6;1;1;2.14;;;;;;
REA;2019;780300406;780018032;REAADU;10;2992;806;838;9;2959;22;30;125;5;;5;;;;;;;;;;;;;;;
REA;2019;780300406;780018032;SITOT;12;4140;1523;;;3546;;;;;;;;;;;;;;;;;;;;;
REA;2019;780300406;780018032;SURVADU;13;4745;1009;;;3627;;;;5;;5;;;;;;;;;;;;;;;
REA;2019;780300406;780018032;USIC;12;4140;1523;;;3546;;;;4;;5;1;;1;10;;10;3;;3;;0;;;;
REA;2019;780300414;780000675;REAADU;8;2920;292;303;32;2213;5;43;94;4;0;4;1;0;1;11;1;12;7;1;8;1;0;1;4;0;4
REA;2019;780300414;780000675;SITOT;10;3650;652;;;3345;;;;;;;;;;;;;;;;;;;;;
REA;2019;780300414;780000675;SURVADU;18;6570;627;;;5049;;;;4;0;4;1;0;1;12;0;12;9;1;10;1;0;1;4;0;4
REA;2019;780300414;780000675;USIC;10;3650;652;;;3345;;;;5;0;5;1;0;1;6;0;6;4;0;4;1;0;1;4;0;4
REA;2019;780300422;780002259;REAADU;11;4015;290;297;3;3479;18;48;60;3;;3;;;;17;1;17.5;8;;8;;;;;;
REA;2019;780300422;780002259;SURVADU;15;5475;446;;;4524;;;;3;;3;8;;8;;;;6;;6;;;;;;
REA;2019;780800256;780110078;AUTSI;16;5840;391;;;5818;;;;;;;;;;;;;;;;;;;;;
REA;2019;780800256;780110078;REAADU;16;5840;739;769;39;5193;6;43;143;11;2;11.96;2;0;1.67;54;8;53.76;34;8;41.42;;;;2;1;1.88
REA;2019;780800256;780110078;SITOT;32;11680;2237;;;11780;;;;;;;;;;;;;;;;;;;;;
REA;2019;780800256;780110078;SIUNV;6;2190;872;;;3133;;;;;;;1;0;1;13;1;12.85;12;1;11.8;;;;3;1;3.71
REA;2019;780800256;780110078;SURVADU;12;4380;1575;;;4119;;;;;;;;;;12;;12;14;2;12;;;;;;
REA;2019;780800256;780110078;SURVENF;4;1460;1210;;;3067;;;;;;;;;;;;;;;;;;;;;
REA;2019;780800256;780110078;USIC;10;3650;974;;;2829;;;;;;;1;0;1;16;0;15.2;7;0;7.12;;;;;;
REA;2019;790000087;790000012;REAADU;10;3344;932;956;336;3665;4;24;198;;;;;1;0.75;21;8;26.85;16;2;16.36;;1;0.35;2;3;3.81
REA;2019;790000087;790000012;SITOT;18;6570;1800;;;5567;;;;;;;;;;;;;;;;;;;;;
REA;2019;790000087;790000012;SIUNV;4;1460;572;;;1388;;;;;;;1;;1;6;1;6.1;5;1;7.39;;;;;3;0.98
REA;2019;790000087;790000012;SURVADU;5;1672;183;;;795;;;;;;;;1;0.25;4;1;4.8;3;1;3.8;;;;1;;1
REA;2019;790000087;790000012;USIC;14;5110;1228;;;4179;;;;;;;;1;0.6;13;4;16.04;12;1;12.4;;1;0.1;;2;0.62
REA;2019;790009948;790001242;SURVADU;8;2920;552;;;1578;;;;1;;1;;;;7;;7;2;;2;;;;;;
REA;2019;790019848;790006654;SURVADU;8;2852;415;;;2257;;;;2;;1.88;1;;0.5;11;3;12.21;11;1;10.04;;;;2;1;1.76
REA;2019;800000143;800000028;REAADU;6;2190;325;335;13;1731;6;37;49;3;2;3.23;1;0;1.35;18;0;17.82;12;0;12.13;0;1;0.2;2;1;2.11
REA;2019;800000143;800000028;SITOT;7;2555;716;;;2067;;;;;;;;;;;;;;;;;;;;;
REA;2019;800000143;800000028;USIC;7;2555;716;;;2067;;;;1;2;2.1;0;0;0;9;3;9.74;9;1;9.8;0;0;0;0;0;0
REA;2019;800000226;800000069;SURVADU;6;2190;223;;;1772;;;;;10;1.52;;1;0.1;4;3;6.1;6;1;6.42;;;;;1;0.05
REA;2019;800000432;800000093;SURVADU;4;1460;170;;;990;;;;1;2;0.28;;1;0.3;4;1;4.8;3;;3;;;;;1;0.25
REA;2019;800002503;800001141;SURVADU;6;2190;361;;;1914;;;;;;;;;;4;;4;2;;2;;;;;;
REA;2019;800006124;800000044;AUTSI;27;9855;920;;;11047;;;;1;22;5.01;;2;0.63;12;12;15.22;4;10;7.15;;;;1;;1
REA;2019;800006124;800000044;REAADU;52;18980;2602;2802;112;19996;25;43;221;16;24;23.57;4;;3.53;122;16;127.78;76;5;77.43;;;;3;4;6.08
REA;2019;800006124;800000044;REAENF;8;2920;255;273;17;1566;36;;;;5;2.05;;4;1.56;4;3;5.8;2;;2;;;;;;
REA;2019;800006124;800000044;SITOT;50;18250;3475;;;18577;;;;;;;;;;;;;;;;;;;;;
REA;2019;800006124;800000044;SIUNV;9;3285;996;;;2821;;;;;6;1.47;;1;0.5;9;1;8.94;11;;9.43;;;;;;0.04
REA;2019;800006124;800000044;SURVADU;26;9215;1159;;;5477;;;;1;5;0.52;1;;1;19;3;20.35;14;;13.53;;;;;;0.17
REA;2019;800006124;800000044;SURVENF;8;2920;557;;;1889;;;;;5;0.72;3;1;3.12;7;3;8.91;6;;5;;;;;1;0.5
REA;2019;800006124;800000044;USIC;14;5110;1559;;;4709;;;;;7;3.98;1;;1;15;3;16.91;16;4;16.63;;;;2;;1.99
REA;2019;800009466;800002982;SURVADU;17;6205;826;;;4975;;;;1;;1;;;;;;;;;;;;;;;
REA;2019;800009920;800003071;AUTSI;15;5475;1098;;;3662;;;;44;45;5;;;;12;2;13.82;;2;1.72;2;;2;2;1;2.2
REA;2019;800009920;800003071;SITOT;15;5475;1098;;;3662;;;;;;;;;;;;;;;;;;;;;
REA;2019;800009920;800003071;SURVADU;13;4745;165;;;1020;;;;44;45;7;;;;9;3;11;8;3;10.19;2;;2;;3;1.81
REA;2019;800015729;800015679;SITOT;10;3650;762;;;2735;;;;;;;;;;;;;;;;;;;;;
REA;2019;800015729;800015679;SURVADU;16;5840;1022;;;4187;;;;;2;1.8;;;;6;;6;4;;2;;;;;;
REA;2019;800015729;800015679;USIC;10;3650;762;;;2735;;;;;3;3;;;;7;;7;2;;2;;;;;;
REA;2019;810000224;810000471;REAADU;8;2920;404;417;21;2547;7;52;148;6;2;7;1;;0.5;12;4;15.52;11;2;13;;;;;;
REA;2019;810000224;810000471;SITOT;11;4015;1463;;;3579;;;;;;;;;;;;;;;;;;;;;
REA;2019;810000224;810000471;SIUNV;4;1460;323;;;1253;;;;4;;4;1;;0.33;4;;3.95;4;;4;;;;;;
REA;2019;810000224;810000471;SURVADU;18;6570;1191;;;5917;;;;30;4;32;1;;0.5;9;;9.1;10;;9.5;;;;;;
REA;2019;810000224;810000471;USIC;7;2555;1140;;;2326;;;;7;1;7.5;1;;0.25;7;;6.25;3;2;4.33;;;;;;
REA;2019;810000505;810000331;REAADU;8;2920;359;366;15;2387;9;39;91;5;0;4.38;0;1;0.5;25;1;25.44;12;2;13.25;0;0;0;3;1;2.65
REA;2019;810000505;810000331;SITOT;12;4380;933;;;3094;;;;;;;;;;;;;;;;;;;;;
REA;2019;810000505;810000331;SIUNV;6;2190;411;;;1431;;;;0;4;2.81;0;3;0.69;3;3;3.51;3;1;3.1;0;0;0;0;1;0.5
REA;2019;810000505;810000331;SURVADU;4;1460;281;;;840;;;;3;1;1.68;0;0;0;2;0;1;0;1;0.39;0;0;0;0;1;0.5
REA;2019;810000505;810000331;USIC;6;2190;522;;;1663;;;;0;6;1.19;0;1;0.19;7;4;9.04;8;0;6.44;0;0;0;1;1;1.2
REA;2019;810000521;810000380;REAADU;8;2920;398;406;51;2289;6;42;110;4;2;3.21;2;;0.63;31;9;20.04;17;10;12.45;3;4;0.19;3;1;0.99
REA;2019;810000521;810000380;SITOT;12;4256;1022;;;2542;;;;;;;;;;;;;;;;;;;;;
REA;2019;810000521;810000380;SIUNV;4;1429;308;;;711;;;;4;1;0.9;1;;0.25;27;6;6.32;16;10;5.82;;;;2;;1.14
REA;2019;810000521;810000380;SURVADU;5;1794;478;;;1492;;;;4;2;2.09;2;;0.3;28;9;8.21;16;10;6.37;3;4;0.19;2;1;0.89
REA;2019;810000521;810000380;USIC;8;2827;714;;;1831;;;;5;3;1.82;1;;0.5;9;1;8.55;6;4;8.35;;;;;;
REA;2019;810000562;810000455;SURVADU;4;1460;307;;;1074;;;;1;2;2.94;4;;3.24;6;;5.93;4;;4.1;;;;;;
REA;2019;810101170;810101162;SURVADU;6;2190;383;;;1521;;;;;;;3;;3;6;;4.68;4;1;5.07;;;;;;
REA;2019;810101444;810000992;SURVADU;6;2190;384;;;2044;;;;;;;0;1;0.8;6;;6.34;6;0;6.38;;;;;;
REA;2019;820000032;820000016;REAADU;10;3650;391;395;6;3408;16;43;89;;6;4.49;0;2;1.06;25;3;26.89;17;2;17.39;0;3;0.53;1;2;1.04
REA;2019;820000032;820000016;SITOT;12;4380;1147;;;4016;;;;;;;;;;;;;;;;;;;;;
REA;2019;820000032;820000016;SIUNV;6;2190;794;;;2759;;;;;4;0.45;0;1;0.06;7;8;9.75;7;3;8.33;0;1;0.14;0;6;0.85
REA;2019;820000032;820000016;SURVADU;5;1825;280;;;928;;;;;3;1.22;;;;6;0;4.57;4;0;4;;;;;;
REA;2019;820000032;820000016;USIC;6;2190;353;;;1257;;;;;1;0.2;0;2;0.3;3;6;4.6;4;3;5.19;;;;0;5;0.51
REA;2019;820000057;820000131;REAADU;8;2920;276;283;39;2341;9;39;57;;7;3.5;;;;16;5;19.3;10;5;13.3;;;;2;2;2.78
REA;2019;820000057;820000131;SITOT;8;2920;1275;;;2895;;;;;;;;;;;;;;;;;;;;;
REA;2019;820000057;820000131;SURVADU;12;4380;676;;;3971;;;;;7;3.5;;;;7;8;9.5;5;5;8;;;;2;1;1.67
REA;2019;820000057;820000131;USIC;8;2920;1275;;;2895;;;;10;;10;;;;6;5;7.2;8;2;9.6;;;;;;
REA;2019;830000279;830100517;SURVADU;6;2190;442;;;1607;;;;0;8;2.83;1;1;1.66;12;2;12.82;2;1;2.8;0;0;0;2;1;2.55
REA;2019;830000287;830100525;REAADU;8;2920;483;495;20;2362;16;32;104;6;0;8.66;1;0;0.99;18;3;16.34;14;1;12.1;0;0;0;3;1;3.43
REA;2019;830000295;830100533;SURVADU;10;3650;715;;;3126;;;;4;3;2.57;;;;;;;;;;;;;;;
REA;2019;830000311;830100566;REAADU;8;2920;505;520;52;2762;16;48;120;7;0;3.96;1;;1;19;4;22.32;12;;11.01;;;;4;1;4.2
REA;2019;830000311;830100566;SITOT;6;2190;591;;;1912;;;;;;;;;;;;;;;;;;;;;
REA;2019;830000311;830100566;SURVADU;8;2920;661;;;2210;;;;8;;2.2;;;;2;13;8.07;3;7;6.1;;;;;3;1.2
REA;2019;830000311;830100566;USIC;6;2190;591;;;1912;;;;3;;0.7;;1;0.6;;12;6.45;;6;3.9;;;;1;3;2.8
REA;2019;830000345;830100616;REAADU;16;5606;1051;1099;49;5494;30;45;203;8;2;8.39;2;1;2.5;35;33;49.94;22;7;25.02;;;;7;10;12.7
REA;2019;830000345;830100616;SITOT;16;5830;1936;;;4637;;;;;;;;;;;;;;;;;;;;;
REA;2019;830000345;830100616;SIUNV;4;1451;427;;;899;;;;2;1;0.5;;1;0.2;;17;6.66;;16;2.81;;;;;3;1.2
REA;2019;830000345;830100616;SURVADU;8;2920;666;;;2631;;;;;;;;;;3;;3;6;1;6.58;;;;1;;1
REA;2019;830000345;830100616;SURVENF;4;1460;468;;;1333;;;;1;2;0.46;1;10;5.64;1;;1;3;4;4.82;;;;;2;0.27
REA;2019;830000345;830100616;USIC;12;4379;1509;;;3738;;;;;6;0.75;;2;1.25;12;6;15.64;7;4;9;;;;1;4;2.89
REA;2019;830100103;830000022;SURVADU;15;5475;816;;;5176;;;;8;;8;;;;8;;8.41;5;;5.28;;2;1;3;;2.28
REA;2019;830100251;830000063;SURVADU;5;1825;328;;;742;;;;28;;28;;;;5;;5;;;;;;;;;
REA;2019;830100319;830020855;REAADU;12;4380;350;358;16;3977;48;46;127;12;;12;1;;1;26;2;26.64;14;2;14.89;;;;;;
REA;2019;830100319;830020855;SITOT;8;2920;934;;;2536;;;;;;;;;;;;;;;;;;;;;
REA;2019;830100319;830020855;SURVADU;16;5840;640;;;4992;;;;12;;12;1;;1;14;;14;2;;2;;;;;;
REA;2019;830100319;830020855;USIC;8;2920;934;;;2536;;;;9;;9;;;;7;;7;5;3;7;;;;;;
REA;2019;830100392;830000154;SURVADU;10;3650;1455;;;6187;;;;;;;5;1;6;;;;2;0;2;;;;;;
REA;2019;830100434;830000196;SURVADU;17;6205;1558;;;6607;;;;9;;9;1;;0.67;12;1;10.77;6;1;6.72;;4;2;2;;2.01
REA;2019;830100459;830000212;SURVADU;6;2190;501;;;1326;;;;24;;24;;;;5;;5;;;;;;;;;
REA;2019;830100574;750821092;AUTSI;1;365;3;;;48;;;;4;;3.41;1;;0.04;1;;0.6;1;;0.3;;;;;;
REA;2019;830100574;750821092;REAADU;10;3650;616;695;138;3167;21;52;104;4;;3.41;1;;0.5;33;;31.9;16;;15.45;1;;0.3;;;
REA;2019;830100574;750821092;SITOT;10;3650;826;;;2726;;;;;;;;;;;;;;;;;;;;;
REA;2019;830100574;750821092;SIUNV;1;365;99;;;121;;;;5;;4.48;1;;0.02;1;;0.2;1;;0.2;;;;;;
REA;2019;830100574;750821092;SURVADU;12;3526;668;;;2942;;;;1;;0.25;1;;1;14;;13.42;10;;9.27;;;;2;;2
REA;2019;830100574;750821092;USIC;8;2920;724;;;2557;;;;7;;5.17;1;;0.95;15;;14.68;12;;11.4;;;;;;
REA;2019;830200523;830210084;SURVADU;4;1460;33;;;98;;;;;4;0.5;;;;3;;3;;1;0.5;;;;;;
REA;2019;840000285;840000608;SURVADU;5;1825;104;;;426;;;;;10;0.3;;;;2;1;2.5;2;1;3;;4;0.2;;;
REA;2019;840000327;840000640;SURVADU;3;1095;42;;;67;;;;;3;0.1;;;;11;2;0.3;7;;0.3;;5;0.1;;;
REA;2019;840000392;840000046;SURVADU;6;2190;1123;;;2865;;;;1;;1;;;;4;1;4.24;2;1;2.8;;;;;;
REA;2019;840000400;840000673;SURVADU;10;3650;330;;;610;;;;1;;1;;1;0.2;;3;1.5;;2;1;;;;;;
REA;2019;840000418;840004659;SURVADU;4;1460;651;;;835;;;;;3;1.8;;1;0.3;;18;5.8;;12;4.3;;;;;2;0.47
REA;2019;840000483;840000087;SURVADU;8;2920;738;;;2296;;;;;1;0.5;;;;6;2;7.45;5;2;6.13;;;;;3;1.39
REA;2019;840001861;840006597;AUTSI;6;2190;66;;;1320;;;;2;1;2.2;0;3;0.14;0;7;8.1;0;0;0;0;0;0;0;20;2.22
REA;2019;840001861;840006597;REAADU;16;5840;796;817;65;5184;3;47;73;7;2;6.69;0;3;1.94;0;55;43.35;0;32;25.31;0;1;0.46;0;15;9.12
REA;2019;840001861;840006597;SITOT;22;8030;2405;;;6103;;;;;;;;;;;;;;;;;;;;;
REA;2019;840001861;840006597;SIUNV;4;1460;621;;;1316;;;;0;5;0.92;0;3;0.12;0;19;2.29;0;20;2.28;0;0;0;0;22;1.46
REA;2019;840001861;840006597;SURVADU;21;7665;2457;;;8742;;;;2;4;3.02;0;9;1.55;0;142;28.05;0;94;18.17;0;1;0.1;0;68;8.15
REA;2019;840001861;840006597;SURVENF;4;1460;1081;;;2465;;;;0;3;0.38;0;6;0.63;0;13;2.45;0;0;0;0;1;0.11;0;26;4.25
REA;2019;840001861;840006597;USIC;12;4380;1718;;;3467;;;;0;2;0.75;1;1;1.1;8;7;13.7;11;3;12.35;0;0;0;0;25;3.16
REA;2019;840013312;840003685;SITOT;8;2920;933;;;2156;;;;;;;;;;;;;;;;;;;;;
REA;2019;840013312;840003685;SURVADU;16;5840;3561;;;11772;;;;15;;16.57;;;;;;;;;;;;;;;
REA;2019;840013312;840003685;USIC;8;2920;933;;;2156;;;;14;;14;;;;;;;;;;;;;;;
REA;2019;840017172;840017164;SURVADU;10;3650;282;;;1352;;;;;2;0.5;;1;0.5;2;6;4.5;1;2;1.7;;;;;;
REA;2019;850000118;850013244;SURVADU;8;2920;590;;;1301;;;;8;;8;1;;0.3;5;3;7.9;4;2;5.54;;;;;;
REA;2019;850000134;850013269;SURVADU;8;2920;339;;;2033;;;;3;1;3.5;;;;7;;7;7;;7;;6;1;;;
REA;2019;850000142;850000019;REAADU;18;6570;966;1002;96;5293;13;42;83;;13;8.7;1;1;1.46;2;72;53.94;;44;24.55;;;;;11;5.68
REA;2019;850000142;850000019;SITOT;22;8030;1728;;;7479;;;;;;;;;;;;;;;;;;;;;
REA;2019;850000142;850000019;SIUNV;6;2190;336;;;2033;;;;;;;;2;0.3;;27;7.23;;25;6.53;;;;;5;0.72
REA;2019;850000142;850000019;SURVADU;28;10220;1520;;;8656;;;;;47;4.63;;6;1.02;;188;30.11;;131;30.28;;1;0.1;;46;6.26
REA;2019;850000142;850000019;SURVENF;4;1460;446;;;1072;;;;;14;0.31;;;;;;;;;;;;;;;
REA;2019;850000142;850000019;USIC;16;5840;1392;;;5446;;;;;12;2.73;;2;0.52;;55;16.24;;44;13.35;;;;;10;1.66
REA;2019;850000175;850009010;SURVADU;10;3650;622;;;2824;;;;0;6;1.72;0;0;0;6;8;12.24;4;2;5.64;0;0;0;0;1;0.12
REA;2019;850000241;850000084;SURVADU;6;2190;413;;;1686;;;;1;6;0.55;1;;0.2;16;6;6.02;7;2;3.1;;;;11;1;0.89
REA;2019;850009630;850000035;SURVADU;10;3650;653;;;2875;;;;1;0;1;1;0;0.6;7;7;12.33;0;5;5.44;0;0;0;0;0;0
REA;2019;860000025;860013382;SURVADU;8;2920;582;;;2146;;;;5;3;1.68;5;9;12.68;;;;4;;3.2;;;;4;1;3.3
REA;2019;860000058;860014208;SURVADU;3;1095;331;;;1097;;;;;2;1;1;;0.4;8;;3.56;3;1;3.66;;1;0.1;;1;0.1
REA;2019;860000223;860014208;AUTSI;38;13869;1272;;;14043;;;;1;11;5.79;2;;1.94;39;8;39.51;25;3;23.84;;;;2;3;3.35
REA;2019;860000223;860014208;REAADU;53;19345;2118;2285;94;16790;26;38;146;9;19;15.25;3;;3;70;17;79.41;53;13;56.61;;4;3;19;2;14.67
REA;2019;860000223;860014208;REAENF;3;1095;216;223;18;1185;49;;;;11;3.89;10;5;2.34;25;13;6.37;3;3;4.27;;1;0.3;;;
REA;2019;860000223;860014208;SITOT;62;21585;3293;;;21004;;;;;;;;;;;;;;;;;;;;;
REA;2019;860000223;860014208;SIUNV;8;2920;732;;;2850;;;;;6;1.41;2;;0.3;7;2;6.82;8;1;8.31;;2;0.4;2;;0.2
REA;2019;860000223;860014208;SURVADU;21;8143;1737;;;6778;;;;;11;1.24;1;;0.52;12;;14.96;8;5;10.74;;2;1;1;;0.5
REA;2019;860000223;860014208;SURVENF;5;1825;344;;;1214;;;;;11;1.05;2;;0.35;3;2;4.5;1;2;2.75;;;0.25;1;;0.5
REA;2019;860000223;860014208;USIC;16;4796;1289;;;4111;;;;;3;0.63;2;;0.27;26;3;25.69;18;4;19.04;;1;0.25;1;;1
