BOR;AN;FI;FI_EJ;UNI;LIT;JLI;SEJ;PAS;PAS0;JOU;pctEXT;IGC2med;SEJ80;EFFPL_MED;EFFPA_MED;ETP_MED;EFFPL_INFSP;EFFPA_INFSP;ETP_INFSP;EFFPL_INFNS;EFFPA_INFNS;ETP_INFNS;EFFPL_AID;EFFPA_AID;ETP_AID;EFFPL_KINE;EFFPA_KINE;ETP_KINE;EFFPL_APNM;EFFPA_APNM;ETP_APNM
REA;2019;380000406;380784751;SITOT;6;2190;331;;;1345;;;;;;;;;;;;;;;;;;;;;
REA;2019;380000406;380784751;SURVADU;6;2190;545;;;2231;;;;5;1;1.9;0;0;0;12;5;16.07;6;1;5.79;0;0;0;0;0;1
REA;2019;380000406;380784751;USIC;6;2190;331;;;1345;;;;0;0;0.95;0;0;0;0;0;8.03;0;0;2.9;0;0;0;0;0;0.5
REA;2019;380012658;380012609;SITOT;8;2920;1099;;;2313;;;;;;;;;;;;;;;;;;;;;
REA;2019;380012658;380012609;SURVADU;12;4380;943;;;3264;;;;8;13;16.13;;1;0.5;9;8;15.8;7;4;9.9;;;;;;
REA;2019;380012658;380012609;USIC;8;2920;1099;;;2313;;;;4;9;;;1;0.7;8;2;11.4;4;1;6.1;;;;;;
REA;2019;380020123;380021139;SURVADU;2;365;5;;;17;;;;1;;0.2;;;;;;;;;;;;;;;
REA;2019;380785956;380795211;SURVADU;4;1460;559;;;841;;;;14;;14;1;;1;6;;6;;;;;;;;;
REA;2019;380786442;380798025;REAADU;8;2920;560;586;49;1918;16;30;133;19;;19;;1;0.5;15;2;16;7;1;7.6;;;;1;;1
REA;2019;380786442;380798025;SITOT;11;4015;1246;;;2956;;;;;;;;;;;;;;;;;;;;;
REA;2019;380786442;380798025;SURVADU;8;2920;1264;;;2738;;;;37;1;37.5;;1;0.5;5;4;7.54;6;1;6.83;;;;;;
REA;2019;380786442;380798025;USIC;11;4015;1246;;;2956;;;;13;;13;;1;0.5;14;5;17.68;4;1;4.8;;;;1;;1
REA;2019;390000040;390780146;REAADU;6;2190;356;389;32;2069;9;44;107;3;2;3.46;;1;0.75;13;6;18.59;11;2;12.05;;;;;2;0.6
REA;2019;390000040;390780146;SITOT;9;3285;1369;;;2354;;;;;;;;;;;;;;;;;;;;;
REA;2019;390000040;390780146;SIUNV;3;1095;434;;;719;;;;;;;;1;0.24;;18;2.55;;13;1.8;;;;;1;0.07
REA;2019;390000040;390780146;SURVADU;2;730;110;;;193;;;;;;;;;;;;;;;;;;;;;
REA;2019;390000040;390780146;USIC;6;2190;935;;;1635;;;;;;;;;;;18;4.65;;13;3.28;;;;;1;0.23
REA;2019;390000065;390780161;SURVADU;2;730;5;;;11;;;;;;;;1;0.4;1;8;6.55;3;4;5.67;;;;;;
REA;2019;390000222;390780609;SITOT;0;;4;;;5;;;;;;;;;;;;;;;;;;;;;
REA;2019;390000222;390780609;SURVADU;5;1825;437;;;1512;;;;1;1;2.12;1;1;1.5;6;2;6.93;6;1;5.19;;;;2;;2.15
REA;2019;390000222;390780609;USIC;0;;4;;;5;;;;;;;;;;;;;;;;;;;;;
REA;2019;390780575;250017803;SURVADU;4;1460;165;;;461;;;;;;;;;;15;9;2.6;7;3;0.8;;;;;;
REA;2019;400000105;400780193;REAADU;8;2920;551;569;38;2916;10;44;117;2;9;6.19;1;0;0.8;20;4;24.44;14;2;15.17;0;2;1;1;3;4.22
REA;2019;400000105;400780193;SITOT;4;1460;475;;;1321;;;;;;;;;;;;;;;;;;;;;
REA;2019;400000105;400780193;SIUNV;4;1460;475;;;1321;;;;0;5;0.99;1;0;1;2;3;5.37;3;1;3.6;0;0;0;3;5;4.78
REA;2019;400000105;400780193;SURVADU;8;2920;891;;;3430;;;;0;9;1.63;0;0;0.2;6;2;7.96;3;1;4.55;0;0;0.1;1;0;1.03
REA;2019;400000139;400011177;REAADU;8;2838;316;335;27;2250;3;39;42;6;1;5.94;0;1;0.5;19;1;19.6;14;0;13.14;0;0;0;2;5;3.72
REA;2019;400000139;400011177;SITOT;12;4380;1131;;;3701;;;;;;;;;;;;;;;;;;;;;
REA;2019;400000139;400011177;SIUNV;4;1460;404;;;1046;;;;3;0;2.11;0;1;0.5;0;10;2.55;0;11;2.31;0;0;0;0;7;1.84
REA;2019;400000139;400011177;SURVADU;6;2130;431;;;1761;;;;0;7;2.54;0;1;0.5;4;1;4.5;5;0;5.28;0;0;0;0;1;0.5
REA;2019;400000139;400011177;USIC;8;2920;727;;;2655;;;;6;0;6.17;0;1;0.6;9;0;9.15;9;0;8.95;0;0;0;0;5;0.88
REA;2019;400780359;400000204;SURVADU;6;2190;180;;;825;;;;4;;4;;;;;;;;;;;;;;;
REA;2019;400782769;400014213;SURVADU;6;2190;356;;;2117;;;;;4;1.4;;;;4;3;5.4;4;3;5.4;;;;;;
REA;2019;410000020;410000087;REAADU;12;4380;530;550;46;3176;32;42;109;0;8;4.12;0;1;0.81;0;36;25.96;0;23;17.27;0;0;0;0;3;2.23
REA;2019;410000020;410000087;SITOT;8;2920;470;;;2089;;;;;;;;;;;;;;;;;;;;;
REA;2019;410000020;410000087;SURVADU;6;2190;537;;;1424;;;;0;8;1.17;0;1;0.19;0;36;6.09;0;23;4.05;0;0;0;0;3;0.64
REA;2019;410000020;410000087;SURVENF;4;1460;511;;;1473;;;;0;8;1.15;0;21;2;0;21;1.85;0;22;1.99;0;0;0;0;3;0.37
REA;2019;410000020;410000087;USIC;8;2920;470;;;2089;;;;0;6;0.47;0;1;0.44;0;22;9.74;0;18;7.27;0;0;0;0;5;1.48
REA;2019;410000038;410000095;SURVADU;10;3650;670;;;2852;;;;2;1;1.96;0;0;0;11;2;10.82;10;2;10.53;0;0;0;3;0;2.25
REA;2019;410000202;410000319;SURVADU;8;2920;415;;;1739;;;;28;29;41.5;;1;0.3;4;2;5.77;5;1;6;;3;1.5;;1;0.24
REA;2019;410004998;410000871;SURVADU;7;2555;261;;;1372;;;;3;;3;;;;8;2;4.8;8;2;4.8;;;;;;
REA;2019;420000010;420780033;REAADU;12;4380;491;497;23;3362;11;39;100;5;3;3.24;1;;0.74;32;7;26.91;24;;17.5;1;1;0.72;6;;4.39
REA;2019;420000010;420780033;SITOT;12;4380;1180;;;3333;;;;;;;;;;;;;;;;;;;;;
REA;2019;420000010;420780033;SIUNV;4;1460;491;;;811;;;;2;1;0.7;;;;6;;5.74;2;;2.41;;;;;;
REA;2019;420000010;420780033;SURVADU;6;2190;396;;;1272;;;;5;2;1.8;;;0.26;;;9.45;;;6.15;;;0.17;;;1.54
REA;2019;420000010;420780033;SURVENF;4;1460;444;;;1522;;;;7;1;0.95;;;1.9;;;1.87;;;;;;0.03;;;
REA;2019;420000010;420780033;USIC;8;2920;689;;;2522;;;;3;4;0.94;;1;0.5;13;5;14.48;5;1;5.85;;;0.01;2;2;3.3
REA;2019;420000226;420013831;AUTSI;6;2190;259;;;1736;;;;0;12;3.68;0;1;0.75;6;15;16;1;4;4.5;;;;2;1;2.23
REA;2019;420000226;420013831;SITOT;6;2190;259;;;1736;;;;;;;;;;;;;;;;;;;;;
REA;2019;420000226;420013831;SURVADU;2;730;193;;;943;;;;0;0;0;0;1;0.25;2;5;4.24;2;0;2;0;0;0;0;0;0
REA;2019;420000234;420780652;SURVADU;8;2920;354;;;2567;;;;1;2;1.27;1;;1;13;1;13.8;3;1;3.11;;;;1;3;1.68
REA;2019;420010050;420787061;REAADU;8;2920;393;420;12;2542;36;37;90;5;;4.75;1;;1;17;7;20.6;10;3;13.3;;;;2;;1.28
REA;2019;420010050;420787061;SURVADU;8;2920;806;;;1987;;;;1;;0.75;1;;0.5;8;4;8.69;6;1;6.26;;;;1;;0.38
REA;2019;420010241;420013492;AUTSI;13;4745;165;;;3709;;;;4;0;2;;;;6;15;15.16;8;14;13.84;1;0;0.2;4;8;7.52
REA;2019;420010241;420013492;SITOT;13;4745;165;;;3709;;;;;;;;;;;;;;;;;;;;;
REA;2019;420011413;420011405;REAADU;8;2920;353;371;18;3104;25;44;72;1;2;2.4;1;;0.5;20;3;22.87;15;1;15.29;;;;;;
REA;2019;420011413;420011405;SITOT;8;2920;718;;;2625;;;;;;;;;;;;;;;;;;;;;
REA;2019;420011413;420011405;SURVADU;16;5840;1091;;;3826;;;;;6;1.6;1;;0.5;9;1;10.28;8;;7.54;;;;;;
REA;2019;420011413;420011405;USIC;8;2920;718;;;2625;;;;;6;1.6;1;;0.5;8;;8.08;7;1;8.19;;;;;;
REA;2019;420780504;420000135;SURVADU;5;1825;387;;;1424;;;;1;5;1;;2;0.2;4;2;5;2;1;2.5;;3;0.1;;3;0.2
REA;2019;420780637;420002495;SURVADU;6;2038;362;;;1582;;;;3;2;0.8;2;0;0.4;18;5;15.48;2;0;0.01;;;;6;3;3.17
REA;2019;420782310;420000853;SURVADU;7;2555;349;;;1637;;;;6;;;;;;4;2;5.3;4;2;5.3;;;;;;
REA;2019;420785354;420784878;AUTSI;2;730;49;;;726;;;;1;0;0.47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2019;420785354;420784878;REAADU;42;15330;2036;2114;79;13720;11;36;240;51;7;12.85;2;0;2.62;114;31;135.18;46;6;46.45;0;0;0;25;5;22.14
REA;2019;420785354;420784878;REAENF;8;2920;437;446;32;2040;8;;;10;1;3.13;5;0;5.66;21;5;19.21;5;0;4.98;0;0;0;3;7;3.91
REA;2019;420785354;420784878;SITOT;21;7665;1825;;;6928;;;;;;;;;;;;;;;;;;;;;
REA;2019;420785354;420784878;SIUNV;7;2555;522;;;2173;;;;3;1;1.5;0;0;0;5;2;4.06;3;2;2.45;0;0;0;3;2;2.04
REA;2019;420785354;420784878;SURVADU;15;5475;1576;;;4112;;;;0;0;0;1;0;1;30;6;32.63;8;7;14.59;0;0;0;7;2;6.08
REA;2019;420785354;420784878;SURVENF;8;2920;953;;;4455;;;;4;1;0.83;1;2;2.6;4;5;6.2;0;0;0;0;0;0;0;0;0
REA;2019;420785354;420784878;USIC;12;4380;1254;;;4029;;;;1;0;0.83;1;0;0.6;15;10;19.7;10;3;11.25;0;0;0;7;3;5.64
REA;2019;430000109;430000372;SURVADU;4;1460;180;;;551;;;;3;;3;1;;0.1;;2;1.5;;2;1.5;;;;;2;1.5
REA;2019;430000117;430000018;REAADU;8;2920;377;385;10;3336;5;56;104;0;5;3.68;0;1;0.25;0;29;19.8;0;22;9.09;0;0;0;0;8;1.88
REA;2019;430000117;430000018;SITOT;10;3650;816;;;2341;;;;;;;;;;;;;;;;;;;;;
REA;2019;430000117;430000018;SIUNV;4;1460;298;;;1010;;;;0;2;0.33;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0.15
REA;2019;430000117;430000018;SURVADU;4;1460;180;;;530;;;;0;5;1.15;0;1;0.12;0;29;6.6;0;22;8.9;0;0;0;0;8;0.83
REA;2019;430000117;430000018;USIC;6;2190;518;;;1331;;;;0;5;0.81;0;1;0.19;0;9;2.96;0;9;4.38;0;0;0;0;6;1.15
REA;2019;430000190;430000034;SURVADU;5;1825;5;;;16;;;;;1;0.05;;;;;;;;;;;;;;;
REA;2019;440000016;440000057;REAADU;10;4294;561;574;31;3145;7;41;65;8;;3.8;;;0.69;20;8;26.26;11;9;17.97;0;1;0.95;3;2;3.5
REA;2019;440000016;440000057;SITOT;14;5110;1321;;;4487;;;;;;;;;;;;;;;;;;;;;
REA;2019;440000016;440000057;SIUNV;4;1460;431;;;1437;;;;;;;;;;2;7;4.32;4;1;4.8;0;1;0.3;0;1;0.5
REA;2019;440000016;440000057;SURVADU;8;2920;809;;;2350;;;;22;;11.1;;;;7;5;10.79;2;1;2.67;0;1;0.05;1;1;1.64
REA;2019;440000016;440000057;SURVENF;4;1460;607;;;1678;;;;;;;2;1;2.9;5;1;5.79;5;1;5.51;;;;1;1;0.85
REA;2019;440000016;440000057;USIC;10;3650;890;;;3050;;;;;;;1;0;1;0;23;9.22;0;14;5.81;;;;0;1;0.1
REA;2019;440000271;440000289;AUTSI;47;17137;1584;;;15285;;;;19;16;8.07;5;5;8.14;32;14;44.09;29;11;35.22;0;1;0.5;3;2;5.7
REA;2019;440000271;440000289;REAADU;34;12390;1916;1995;117;12841;11;41;135;5;1;6.4;;;2.61;;;88.29;;;58.53;;;0.66;;;3.61
REA;2019;440000271;440000289;REAENF;10;3650;656;704;28;3380;15;;;5;1;3.9;26;18;42;31;20;45.77;10;3;11.24;0;0;0;3;2;5.6
REA;2019;440000271;440000289;SITOT;47;17137;1584;;;15285;;;;;;;;;;;;;;;;;;;;;
REA;2019;440000271;440000289;SURVADU;17;6205;1076;;;3602;;;;;;;;;0.75;;;24.76;;;16.39;;;0.15;;;1.06
REA;2019;440000271;440000289;SURVENF;12;4380;970;;;5821;;;;8;3;2.84;;;4.47;;;10.68;;;10.57;;;0;;;3.14
REA;2019;440000404;440000925;SURVADU;4;1460;20;;;117;;;;;;;;;;5;;3.43;3;;1.71;;;;;;
REA;2019;440000412;440000941;SURVADU;10;3650;577;;;3388;;;;1;3;2.6;;1;0.33;10;9;15.4;13;3;14.33;;;;;;
REA;2019;440000503;440000313;SITOT;6;2190;453;;;1801;;;;;;;;;;;;;;;;;;;;;
REA;2019;440000503;440000313;USIC;6;2190;453;;;1801;;;;2;1;1.03;;1;0.3;4;2;5.53;2;1;2.7;;;;;;
REA;2019;440001113;490017258;SURVADU;8;2556;360;;;2186;;;;4;3;1.5;1;;0.15;10;19;8.9;6;15;6.1;1;2;0.15;;4;0.1
REA;2019;440002020;440001386;SURVADU;5;1825;327;;;1265;;;;;;;1;;1;11;2;3.13;4;;3.48;;;;;;
REA;2019;440017598;440000289;AUTSI;18;6570;753;;;5706;;;;9;5;3.29;;;1.47;;;39.77;;;27.17;;;0;;;0.5
REA;2019;440017598;440000289;REAADU;31;11315;2358;2632;88;11229;20;27;173;24;4;12.04;;;1.65;;;82.22;;;48.21;;;0.32;;;1.19
REA;2019;440017598;440000289;SITOT;56;20440;4805;;;19504;;;;;;;;;;;;;;;;;;;;;
REA;2019;440017598;440000289;SIUNV;8;2920;1164;;;2802;;;;7;3;1.4;;;0.36;;;4.87;;;5.61;;;0;;;0.32
REA;2019;440017598;440000289;SURVADU;18;6570;1395;;;4761;;;;14;4;2.51;;;0.3;;;16.18;;;9.51;;;0.14;;;0.21
REA;2019;440017598;440000289;USIC;30;10950;2888;;;10996;;;;7;4;2.27;;;1;;;25.68;;;22.49;;;0;;;0
REA;2019;440024982;440000461;SURVADU;0;1064;198;;;987;;;;;;;;;;;;;;;;;;;;;
REA;2019;440029338;440053411;SURVADU;8;2920;437;;;1839;;;;8;8;1;1;;0.65;3;12;8.3;4;8;6.05;;;;1;4;1.82
REA;2019;440029379;440000974;SURVADU;4;1460;194;;;505;;;;17;;1;1;;0.17;3;12;2.21;4;8;1.61;;;;1;4;0.48
REA;2019;440033819;440006344;SURVADU;14;4046;732;;;3367;;;;;;;;;;;;;;;;;;;;;
REA;2019;440041580;440041572;SITOT;8;2920;923;;;2793;;;;;;;;;;;;;;;;;;;;;
REA;2019;440041580;440041572;SURVADU;40;14600;4363;;;14901;;;;;26;;1;2;1.42;20;40;18.66;15;23;16.67;;;;;;
REA;2019;440041580;440041572;USIC;8;2920;923;;;2793;;;;;25;;;2;0.24;;39;12.25;;22;5.66;;;;;;
REA;2019;450000047;450000096;SURVADU;6;2190;357;;;2070;;;;;;0.8;1;7;6.28;1;5;5.55;;;;;;;;;
REA;2019;450000062;450000104;REAADU;12;4380;708;757;43;4090;7;39;189;2;3;2.98;;;;26;6;29.78;14;8;21.42;;;;5;1;5.98
REA;2019;450000062;450000104;SITOT;6;2190;548;;;1932;;;;;;;;;;;;;;;;;;;;;
REA;2019;450000062;450000104;SURVADU;10;3650;661;;;3201;;;;1;4;2.05;;;;3;13;4.88;3;19;5.95;;;;;8;1.7
REA;2019;450000062;450000104;SURVENF;4;1460;51;;;124;;;;;4;0.21;;5;1.34;;18;2.72;;8;1.19;;;;;13;1.73
REA;2019;450000062;450000104;USIC;6;2190;548;;;1932;;;;;4;0.95;;;;;12;2.82;;17;3.44;;;;;7;1.8
REA;2019;450000237;450000534;SURVADU;0;3011;371;;;1420;;;;;;0.73;;;;;;4.71;;;4.45;;;;;;
REA;2019;450000245;450000542;SURVADU;11;4015;515;;;2335;;;;6;1;6.5;1;;1;8;1;8.89;6;;7.12;;;;2;;2.48
REA;2019;450000294;450000591;SITOT;12;4380;885;;;3768;;;;;;;;;;;;;;;;;;;;;
REA;2019;450000294;450000591;SURVADU;12;4380;658;;;3622;;;;14;;13.16;;1;0.3;6;;6;4;;4;;;;;;
REA;2019;450000294;450000591;USIC;12;4380;885;;;3768;;;;14;;13.16;;1;0.35;15;;15;10;;10;;;;;;
REA;2019;450002613;450000088;AUTSI;23;8252;468;;;4785;;;;1;10;3;1;2;1.6;18;5;22.54;8;6;13.24;0;0;0;0;5;1.59
REA;2019;450002613;450000088;REAADU;35;11668;1197;1253;96;9125;3;47;144;5;17;14.03;1;1;1.68;30;95;96.79;14;49;47.54;0;0;0;4;1;5.32
REA;2019;450002613;450000088;REAENF;4;1080;178;179;3;760;24;;;6;3;1.17;5;2;4.54;5;0;3.37;0;0;0;0;0;0;0;0;0
REA;2019;450002613;450000088;SITOT;42;15187;2735;;;9958;;;;;;;;;;;;;;;;;;;;;
REA;2019;450002613;450000088;SIUNV;6;2190;659;;;1623;;;;4;0;1.52;0;2;0.59;6;1;6.32;3;3;4.75;0;0;0;0;2;0.32
REA;2019;450002613;450000088;SURVADU;60;19732;2470;;;17271;;;;2;25;3.86;1;1;1.31;27;113;64.66;23;69;45.42;0;0;0;1;2;1.93
REA;2019;450002613;450000088;SURVENF;16;5564;1334;;;4547;;;;5;9;1.59;8;8;12.36;3;3;5.18;6;5;11.14;0;0;0;0;0;0
REA;2019;450002613;450000088;USIC;13;4745;1608;;;3550;;;;4;0;2.43;0;1;0.44;16;3;18.12;4;2;6.36;0;0;0;1;0;1
REA;2019;450010079;450000195;SURVADU;12;4380;886;;;3442;;;;;17;16.26;;1;0.35;7;1;8.32;4;1;6.46;;;;;;
REA;2019;460000045;460780083;SURVADU;6;2190;360;;;1271;;;;1;0;1;0;0;0;0;11;6.64;4;5;6.35;0;0;0;0;1;0.2
REA;2019;460000110;460780216;REAADU;8;2920;279;291;11;2330;22;42;67;3;2;3.21;1;0;1;19;0;16.99;13;0;11.17;0;0;0;2;1;2.26
REA;2019;460000110;460780216;SITOT;4;1460;507;;;1412;;;;;;;;;;;;;;;;;;;;;
REA;2019;460000110;460780216;SIUNV;4;1460;507;;;1412;;;;0;0;0;0;0;0;7;0;6.3;7;0;6.3;0;0;0;0;0;0
REA;2019;460000110;460780216;SURVADU;4;1460;268;;;936;;;;2;0;2;0;0;0;8;0;6.67;7;0;6.67;0;0;0;0;0;0.5
REA;2019;470000027;470014069;SITOT;12;4380;1042;;;3772;;;;;;;;;;;;;;;;;;;;;
REA;2019;470000027;470014069;SURVADU;10;3650;989;;;3703;;;;25;3;26.75;1;;0.4;6;2;7.79;4;1;3.57;;;;1;;0.98
REA;2019;470000027;470014069;USIC;12;4380;1042;;;3772;;;;11;;10.92;1;;0.6;9;5;11.69;6;1;5.35;;;;2;;1.48
REA;2019;470000423;470016171;REAADU;12;3963;417;428;17;3804;28;44;83;8;5;5.79;1;1;1.3;29;16;33.27;18;2;18.18;;;;0;10;1.8
REA;2019;470000423;470016171;SITOT;6;1944;598;;;1910;;;;;;;;;;;;;;;;;;;;;
REA;2019;470000423;470016171;SIUNV;6;1944;598;;;1910;;;;;2;0.81;;1;0.03;2;2;2.74;1;4;3.46;;;;1;3;1.85
REA;2019;470000423;470016171;SURVADU;6;1683;326;;;1675;;;;;3;1.22;;1;0.4;6;0;6;7;1;7.22;;;;;9;1.23
REA;2019;470000423;470016171;SURVENF;4;1295;397;;;1311;;;;;4;0.9;5;1;5.8;;;;;;;;;;;1;1.5
REA;2019;470000480;470001660;SURVADU;6;2190;581;;;1956;;;;;1;0.2;;;;6;4;8.27;7;2;8.04;;;;;2;1.13
REA;2019;470016049;470016023;SURVADU;9;3285;574;;;2513;;;;;7;3;1;;1;13;;9;4;;3;;;;;;
REA;2019;480000017;480780097;REAADU;3;1095;188;190;7;1261;2;37;69;4;2;3.57;1;;0.39;11;1;12.07;10;2;12.07;;;;1;1;0.84
REA;2019;480000017;480780097;SURVADU;3;1095;110;;;283;;;;4;2;1.02;10;1;7.88;;;;;;;;;;;;
REA;2019;490000049;490000031;AUTSI;52;18972;2107;;;16684;;;;0;4;2.8;1;1;1.96;15;17;27.39;15;17;29.25;;;;2;0;2.01
REA;2019;490000049;490000031;REAADU;53;19345;3325;3487;349;16333;6;32;437;7;21;13.89;4;0;4.65;102;33;128.25;52;22;67.23;0;1;0.32;14;10;20.21
REA;2019;490000049;490000031;REAENF;5;1825;311;322;9;1640;17;;;1;2;2.2;2;1;2.84;4;8;9.34;3;5;6.15;;;;0;1;0.71
REA;2019;490000049;490000031;SITOT;78;28339;4947;;;24821;;;;;;;;;;;;;;;;;;;;;
REA;2019;490000049;490000031;SIUNV;6;2190;919;;;2046;;;;0;1;0.5;;;;5;3;6;4;5;5.96;;;;;;
REA;2019;490000049;490000031;SURVADU;29;10585;1775;;;7453;;;;2;10;4.6;1;1;1.71;21;14;40.59;20;14;34.02;;;;0;1;1.43
REA;2019;490000049;490000031;SURVENF;3;1095;147;;;413;;;;;;;1;0;1.71;2;5;5.6;2;3;3.69;;;;0;0;0.43
REA;2019;490000049;490000031;USIC;20;7177;1921;;;6091;;;;2;17;9.69;;;;11;8;16.88;15;1;15.48;;;;0;0;0.07
REA;2019;490000155;490017258;SURVADU;5;1825;281;;;1676;;;;5;2;1.4;;1;0.4;10;3;10.36;9;3;1.84;1;1;0.4;;2;0.2
REA;2019;490000262;490000171;SITOT;8;2920;1004;;;2252;;;;;;;;;;;;;;;;;;;;;
REA;2019;490000262;490000171;SURVADU;10;3650;1193;;;5518;;;;6;;5;;;;14;1;14.4;7;1;7.2;;;;;;
REA;2019;490000262;490000171;USIC;8;2920;1004;;;2252;;;;5;;5;;;;9;1;9.6;;;;;;;;;
REA;2019;490000635;490000676;REAADU;8;2920;442;453;26;2031;5;42;110;5;1;3.05;1;;1;14;4;17.3;5;6;10.05;;;;3;1;3.18
REA;2019;490000635;490000676;SITOT;6;2190;584;;;1795;;;;;;;;;;;;;;;;;;;;;
REA;2019;490000635;490000676;SURVADU;4;1460;278;;;917;;;;5;1;0.91;;;;2;3;4.5;4;1;4.55;;2;0.5;;;
REA;2019;490000635;490000676;USIC;6;2190;584;;;1795;;;;5;;0.66;;;;4;2;5.46;4;2;5.7;;;;0;2;0.5
REA;2019;490001765;490528452;SITOT;6;2190;538;;;1805;;;;;;;;;;;;;;;;;;;;;
REA;2019;490001765;490528452;SURVADU;6;2190;371;;;1623;;;;5;;0.92;1;;0.4;6;;6.33;3;;2.69;;;;3;;0.68
REA;2019;490001765;490528452;USIC;6;2190;538;;;1805;;;;4;1;0.95;1;;0.4;9;;6.36;3;;2.69;;;;4;;0.73
REA;2019;490002037;490000890;SURVADU;6;2190;379;;;1258;;;;10;;10;;;;2;;2;4;;4.32;;;;;;
REA;2019;490014909;490008109;SURVADU;12;4380;650;;;2496;;;;21;;;0;1;0.15;9;10;13.91;6;6;8.58;;;;;;
REA;2019;500000021;500000054;REAADU;8;2920;301;308;17;2645;27;37;65;5;2;6.55;1;;1.33;16;7;22.19;15;4;18.02;;;;1;;1.11
REA;2019;500000021;500000054;SURVADU;4;1460;162;;;662;;;;;;;;;;;;;;;;;;;;;
REA;2019;500000146;500000500;SURVADU;7;2555;380;;;1768;;;;;;;;1;0.25;3;3;7.68;1;2;2.44;;;;;;
REA;2019;500000187;500000013;REAADU;12;4380;685;701;50;3189;6;31;126;7;;6.79;2;;1.83;18;8;23.01;18;2;17.92;;;;1;1;1.86
REA;2019;500000187;500000013;SITOT;16;5840;1574;;;5487;;;;;;;;;;;;;;;;;;;;;
REA;2019;500000187;500000013;SIUNV;6;2190;549;;;1667;;;;4;1;1.29;1;;0.3;4;1;4.66;5;3;6.82;;;;1;;1
REA;2019;500000187;500000013;SURVADU;7;2555;158;;;764;;;;;;;;1;0.22;3;1;3.85;;;1;;;;;1;0.88
REA;2019;500000187;500000013;SURVENF;4;1460;506;;;1419;;;;2;;0.25;2;1;2.61;1;;1.08;;;;;;;1;;1
REA;2019;500000187;500000013;USIC;10;3650;1025;;;3820;;;;2;6;3.81;;1;0.22;13;6;16.08;5;4;7.42;;;;1;;1
REA;2019;500000203;500000542;SURVADU;4;1460;22;;;45;;;;;2;1;;;;;1;0.25;;1;0.25;;;;;;
REA;2019;500000450;500000112;REAADU;8;2552;306;315;11;2227;27;44;57;4;4;6.25;1;;0.9;17;2;18.48;12;2;12.98;;;;;2;1.47
REA;2019;500000450;500000112;SITOT;10;3650;897;;;2762;;;;;;;;;;;;;;;;;;;;;
REA;2019;500000450;500000112;SIUNV;4;1460;372;;;982;;;;;;;1;;0.08;14;5;3.76;14;6;2.41;;;;1;;0.17
REA;2019;500000450;500000112;SURVADU;4;1460;240;;;803;;;;;;;1;;0.1;4;;4;1;;1;;;;;;
REA;2019;500000450;500000112;USIC;6;2190;525;;;1780;;;;;;;1;;0.29;15;9;8.16;11;5;5.58;;;;;2;0.34
REA;2019;500002357;500002233;SURVADU;4;1460;110;;;165;;;;;5;0.1;;1;0.1;;1;0.2;;1;0.2;;;;;1;0.2
REA;2019;510000169;510000037;REAADU;8;2920;264;266;7;2459;11;41;61;3;4;5.82;1;;1;21;3;23.29;11;7;12.23;;;;4;1;2.72
REA;2019;510000169;510000037;SURVADU;8;2920;552;;;2309;;;;;2;0.42;;;;9;1;9.9;7;7;3.52;;;;3;;1.34
REA;2019;510000235;510000060;SURVADU;4;1460;400;;;1277;;;;;2;0.32;;1;0.25;;10;4.24;;7;2.68;;;;;1;0.3
REA;2019;510000250;510000078;SURVADU;4;1273;309;;;916;;;;;1;0.1;;;;6;;5.5;1;;1;;;;;;
REA;2019;510000516;510000136;SURVADU;5;1825;249;;;1169;;;;;3;2.65;;1;0.3;6;;6;6;;6;;;;;;
REA;2019;510002447;510000029;AUTSI;5;1825;71;;;1466;;;;2;;0.5;0;0;0;6;2;7.7;2;3;2.95;0;0;0;0;0;0.13
REA;2019;510002447;510000029;REAADU;21;7665;1263;1378;63;6840;24;32;144;18;2;8.36;3;0;3;54;3;54.78;23;2;25.93;0;0;0;18;0;13.72
REA;2019;510002447;510000029;SITOT;21;7665;1843;;;6693;;;;;;;;;;;;;;;;;;;;;
REA;2019;510002447;510000029;SURVADU;12;4380;893;;;3969;;;;1;;0.25;1;0;0.5;14;0;7.1;10;4;6.62;0;0;0;1;1;1.4
REA;2019;510002447;510000029;USIC;16;5840;1772;;;5227;;;;2;;0.4;1;0;1;15;9;22.39;9;1;10.73;0;0;0;3;0;3
REA;2019;510002470;510000029;SURVENF;6;2190;240;;;1649;;;;;;;5;1;4.29;3;5;6.97;4;3;4.59;0;0;0;3;2;3.64
REA;2019;510004302;510000029;AUTSI;6;2190;673;;;1734;;;;3;;0.5;1;0;0.75;10;4;13.08;1;0;1.25;0;0;0;3;2;4.44
REA;2019;510004302;510000029;REAADU;15;5475;643;663;45;4969;38;44;49;8;1;7.35;16;3;12.66;41;8;44.28;28;5;30.64;0;0;0;15;2;14.42
REA;2019;510004302;510000029;REAENF;6;2190;223;230;24;1304;67;;;6;2;1.69;;;;;;;;;;;;;;;
REA;2019;510004302;510000029;SITOT;14;4474;1306;;;3575;;;;;;;;;;;;;;;;;;;;;
REA;2019;510004302;510000029;SIUNV;8;2284;633;;;1841;;;;2;;0.6;0;0;0;10;3;12.18;5;0;4.99;0;0;0;4;0;1.51
