BOR;AN;FI;FI_EJ;PERSO;EFFPLS;EFFPAS;ETPS;NBLIB
HAD_P;2019;770000164;770021152;N2120;;;0.53;
HAD_P;2019;770000164;770021152;N2210;18;2;16.64;
HAD_P;2019;770000164;770021152;N2510;13;1;12.08;
HAD_P;2019;770000164;770021152;N2710;;1;0.28;
HAD_P;2019;770000164;770021152;N3120;;;0.2;
HAD_P;2019;770000164;770021152;N9999;35;5;32.59;
HAD_P;2019;770000164;770021152;NAUT;4;1;2.86;
HAD_P;2019;770016475;770014207;M9999;1;1;1.5;
HAD_P;2019;770016475;770014207;Mcoor;1;1;1.5;
HAD_P;2019;770016475;770014207;N2120;1;;1;
HAD_P;2019;770016475;770014207;N9999;3;;3;
HAD_P;2019;770016475;770014207;Ncoor;2;;2;
HAD_P;2019;770021186;770021160;M3050;0;0;0;68
HAD_P;2019;770021186;770021160;M9999;0;3;1.48;94
HAD_P;2019;770021186;770021160;MAUT;0;0;0;26
HAD_P;2019;770021186;770021160;Mcoor;0;3;1.48;
HAD_P;2019;770021186;770021160;N2210;0;0;0;161
HAD_P;2019;770021186;770021160;N2410;0;0;0;20
HAD_P;2019;770021186;770021160;N2510;8;0;4.57;
HAD_P;2019;770021186;770021160;N2710;0;0;0;3
HAD_P;2019;770021186;770021160;N3120;0;1;0.52;
HAD_P;2019;770021186;770021160;N9999;14;1;10.92;190
HAD_P;2019;770021186;770021160;NAUT;0;0;0;6
HAD_P;2019;770021186;770021160;Ncoor;6;0;5.83;
HAD_P;2019;770021251;440052041;M3050;1;;1;
HAD_P;2019;770021251;440052041;M9999;2;1;2.33;
HAD_P;2019;770021251;440052041;Mcoor;1;1;1.33;
HAD_P;2019;770021251;440052041;N2120;1;;1;
HAD_P;2019;770021251;440052041;N2210;14;;14.84;
HAD_P;2019;770021251;440052041;N2410;1;;0.26;
HAD_P;2019;770021251;440052041;N2460;1;;0.63;
HAD_P;2019;770021251;440052041;N2510;6;;6.27;
HAD_P;2019;770021251;440052041;N2710;;1;0.2;
HAD_P;2019;770021251;440052041;N3120;;1;0.4;
HAD_P;2019;770021251;440052041;N9999;29;2;30.36;
HAD_P;2019;770021251;440052041;NAUT;3;;4;
HAD_P;2019;770021251;440052041;Ncoor;3;;2.76;
HAD_P;2019;770700011;930027347;M9999;1;;1;
HAD_P;2019;770700011;930027347;Mcoor;1;;1;
HAD_P;2019;770700011;930027347;N2210;7;;7.47;
HAD_P;2019;770700011;930027347;N2410;6;;6.07;
HAD_P;2019;770700011;930027347;N2460;10;;10.1;
HAD_P;2019;770700011;930027347;N2510;10;;10;
HAD_P;2019;770700011;930027347;N2710;2;;2;
HAD_P;2019;770700011;930027347;N3120;2;1;1.99;
HAD_P;2019;770700011;930027347;N9999;44;3;45.71;
HAD_P;2019;770700011;930027347;NAUT;7;2;8.08;
HAD_P;2019;780004529;310021233;M3050;0;0;0.1;0
HAD_P;2019;780004529;310021233;M9999;1;0;1.35;0
HAD_P;2019;780004529;310021233;MAUT;0;0;0.3;0
HAD_P;2019;780004529;310021233;Mcoor;1;0;0.95;
HAD_P;2019;780004529;310021233;N2120;1;0;0.85;
HAD_P;2019;780004529;310021233;N2210;10;0;12;0
HAD_P;2019;780004529;310021233;N2510;12;0;9.5;
HAD_P;2019;780004529;310021233;N2710;1;0;1;0
HAD_P;2019;780004529;310021233;N3120;1;0;0.8;
HAD_P;2019;780004529;310021233;N9999;36;0;32.35;0
HAD_P;2019;780004529;310021233;NAUT;4;0;3.8;0
HAD_P;2019;780004529;310021233;Ncoor;7;0;4.4;
HAD_P;2019;780023545;750720609;M3050;;1;0.21;
HAD_P;2019;780023545;750720609;M9999;;5;1.11;
HAD_P;2019;780023545;750720609;MAUT;;1;0.1;
HAD_P;2019;780023545;750720609;Mcoor;;3;0.8;
HAD_P;2019;780023545;750720609;N2120;;1;0.48;
HAD_P;2019;780023545;750720609;N2210;5;3;9.03;16
HAD_P;2019;780023545;750720609;N2410;1;2;1.34;
HAD_P;2019;780023545;750720609;N2460;;1;0.01;
HAD_P;2019;780023545;750720609;N2510;4;3;5.85;
HAD_P;2019;780023545;750720609;N2710;;1;0.36;
HAD_P;2019;780023545;750720609;N3120;;1;0.5;
HAD_P;2019;780023545;750720609;N9999;15;19;23.47;16
HAD_P;2019;780023545;750720609;NAUT;3;6;4.08;
HAD_P;2019;780023545;750720609;Ncoor;2;1;1.82;
HAD_P;2019;790000087;790000012;N2120;1;;1;
HAD_P;2019;790000087;790000012;N2210;4;;4.98;
HAD_P;2019;790000087;790000012;N2510;8;1;7.47;
HAD_P;2019;790000087;790000012;N2710;;1;0.2;
HAD_P;2019;790000087;790000012;N3120;;1;0.39;
HAD_P;2019;790000087;790000012;N9999;15;5;17.41;
HAD_P;2019;790000087;790000012;NAUT;1;2;2.37;
HAD_P;2019;790000087;790000012;Ncoor;1;;1;
HAD_P;2019;790000111;790019491;M9999;;2;0.77;
HAD_P;2019;790000111;790019491;Mcoor;;2;0.77;
HAD_P;2019;790000111;790019491;N2120;1;;1;
HAD_P;2019;790000111;790019491;N2210;3;1;3.57;
HAD_P;2019;790000111;790019491;N2510;7;4;9.85;
HAD_P;2019;790000111;790019491;N9999;12;8;17.44;
HAD_P;2019;790000111;790019491;NAUT;;3;2.02;
HAD_P;2019;790000111;790019491;Ncoor;1;;1;
HAD_P;2019;790017289;790017271;M9999;0;2;0.39;
HAD_P;2019;790017289;790017271;Mcoor;;2;0.39;
HAD_P;2019;790017289;790017271;N2120;;1;0.4;
HAD_P;2019;790017289;790017271;N2710;;1;0.26;
HAD_P;2019;790017289;790017271;N3120;;1;0.5;
HAD_P;2019;790017289;790017271;N9999;;8;6.11;
HAD_P;2019;790017289;790017271;Ncoor;;5;4.95;
HAD_P;2019;800000226;800000069;M9999;;2;0.58;
HAD_P;2019;800000226;800000069;MAUT;;1;0.1;
HAD_P;2019;800000226;800000069;Mcoor;;1;0.48;
HAD_P;2019;800000226;800000069;N2120;;1;0.8;
HAD_P;2019;800000226;800000069;N2210;15;;13.25;
HAD_P;2019;800000226;800000069;N2510;7;4;10.75;
HAD_P;2019;800000226;800000069;N2710;;1;0.2;
HAD_P;2019;800000226;800000069;N9999;22;7;25.5;
HAD_P;2019;800000226;800000069;Ncoor;;1;0.5;
HAD_P;2019;800000523;800000853;M3050;1;;0.94;97
HAD_P;2019;800000523;800000853;M9999;1;5;3.99;97
HAD_P;2019;800000523;800000853;Mcoor;;5;3.05;
HAD_P;2019;800000523;800000853;N2120;1;;1;
HAD_P;2019;800000523;800000853;N2210;25;3;22.25;273
HAD_P;2019;800000523;800000853;N2410;1;;0.92;163
HAD_P;2019;800000523;800000853;N2510;40;5;36.34;
HAD_P;2019;800000523;800000853;N2710;1;;1.25;
HAD_P;2019;800000523;800000853;N3120;2;;1.98;
HAD_P;2019;800000523;800000853;N9999;100;38;110.07;436
HAD_P;2019;800000523;800000853;NAUT;17;30;34.85;
HAD_P;2019;800000523;800000853;Ncoor;13;;11.48;
HAD_P;2019;800015448;800000093;M9999;;1;0.6;
HAD_P;2019;800015448;800000093;Mcoor;;1;0.6;
HAD_P;2019;800015489;800000036;N2210;10;;9;
HAD_P;2019;800015489;800000036;N2510;2;2;3.9;
HAD_P;2019;800015489;800000036;N9999;13;3;14.13;
HAD_P;2019;800015489;800000036;NAUT;;1;0.23;
HAD_P;2019;800015489;800000036;Ncoor;1;;1;
HAD_P;2019;800015539;800000028;M9999;0;1;0.5;
HAD_P;2019;800015539;800000028;MAUT;0;1;0.5;
HAD_P;2019;800015539;800000028;N2120;1;0;1;
HAD_P;2019;800015539;800000028;N2210;9;7;14.45;
HAD_P;2019;800015539;800000028;N2510;8;2;9.59;
HAD_P;2019;800015539;800000028;N3120;0;0;0.26;
HAD_P;2019;800015539;800000028;N9999;19;9;26.31;
HAD_P;2019;800015539;800000028;NAUT;1;0;1.01;
HAD_P;2019;800015588;800000077;M3050;;1;0.2;
HAD_P;2019;800015588;800000077;M9999;;2;0.53;
HAD_P;2019;800015588;800000077;Mcoor;;1;0.33;
HAD_P;2019;800015588;800000077;N2120;;1;0.4;
HAD_P;2019;800015588;800000077;N2210;4;3;5.5;
HAD_P;2019;800015588;800000077;N2460;;1;0.1;
HAD_P;2019;800015588;800000077;N2510;8;7;9.26;
HAD_P;2019;800015588;800000077;N2710;;1;0.1;
HAD_P;2019;800015588;800000077;N3120;;1;0.2;
HAD_P;2019;800015588;800000077;N9999;12;17;16.76;
HAD_P;2019;800015588;800000077;NAUT;;2;0.6;
HAD_P;2019;800015588;800000077;Ncoor;;1;0.6;
HAD_P;2019;800016768;800003071;M3050;;1;0.01;37
HAD_P;2019;800016768;800003071;M9999;;2;0.43;37
HAD_P;2019;800016768;800003071;Mcoor;;1;0.42;
HAD_P;2019;800016768;800003071;N2120;;1;0.4;
HAD_P;2019;800016768;800003071;N2210;9;3;5.22;74
HAD_P;2019;800016768;800003071;N2410;;;;43
HAD_P;2019;800016768;800003071;N2510;6;;3.27;
HAD_P;2019;800016768;800003071;N2710;;1;0.24;
HAD_P;2019;800016768;800003071;N3120;;1;0.23;
HAD_P;2019;800016768;800003071;N9999;16;9;10.77;117
HAD_P;2019;800016768;800003071;NAUT;;1;0.2;
HAD_P;2019;800016768;800003071;Ncoor;1;2;1.21;
HAD_P;2019;800016776;800000085;M3050;;1;0.01;37
HAD_P;2019;800016776;800000085;M9999;;2;0.43;37
HAD_P;2019;800016776;800000085;Mcoor;;1;0.42;
HAD_P;2019;800016776;800000085;N2120;;1;0.4;
HAD_P;2019;800016776;800000085;N2210;9;3;5.22;74
HAD_P;2019;800016776;800000085;N2410;;;;43
HAD_P;2019;800016776;800000085;N2510;6;;3.27;
HAD_P;2019;800016776;800000085;N2710;;1;0.24;
HAD_P;2019;800016776;800000085;N3120;;1;0.23;
HAD_P;2019;800016776;800000085;N9999;16;9;10.77;117
HAD_P;2019;800016776;800000085;NAUT;;1;0.2;
HAD_P;2019;800016776;800000085;Ncoor;1;2;1.21;
HAD_P;2019;810000505;810000331;M9999;0;2;0.68;
HAD_P;2019;810000505;810000331;MAUT;0;2;0.68;
HAD_P;2019;810000505;810000331;N2120;0;1;0.28;
HAD_P;2019;810000505;810000331;N2210;12;0;10.76;
HAD_P;2019;810000505;810000331;N2510;4;2;5.11;
HAD_P;2019;810000505;810000331;N3120;1;0;0.5;
HAD_P;2019;810000505;810000331;N9999;18;4;17.21;
HAD_P;2019;810000505;810000331;NAUT;1;1;0.56;
HAD_P;2019;810007989;750056335;M3050;;1;0.03;
HAD_P;2019;810007989;750056335;M9999;;2;0.63;
HAD_P;2019;810007989;750056335;Mcoor;;1;0.6;
HAD_P;2019;810007989;750056335;N2120;1;;1;
HAD_P;2019;810007989;750056335;N2210;1;;1;
HAD_P;2019;810007989;750056335;N2510;6;;5;
HAD_P;2019;810007989;750056335;N2710;;1;0.3;
HAD_P;2019;810007989;750056335;N3120;;1;0.5;
HAD_P;2019;810007989;750056335;N9999;15;2;14.8;
HAD_P;2019;810007989;750056335;NAUT;3;;3;
HAD_P;2019;810007989;750056335;Ncoor;4;;4;
HAD_P;2019;820000032;820000016;M9999;2;0;1.32;24
HAD_P;2019;820000032;820000016;MAUT;2;0;1.32;24
HAD_P;2019;820000032;820000016;N2120;0;2;0.7;
HAD_P;2019;820000032;820000016;N2210;5;0;5.26;139
HAD_P;2019;820000032;820000016;N2410;;;;40
HAD_P;2019;820000032;820000016;N2510;3;0;3;
HAD_P;2019;820000032;820000016;N3120;;1;0.45;
HAD_P;2019;820000032;820000016;N9999;10;4;11.91;193
HAD_P;2019;820000032;820000016;NAUT;2;1;2.5;14
HAD_P;2019;820000883;820004950;M9999;1;1;1.3;80
HAD_P;2019;820000883;820004950;MAUT;;1;0.3;80
HAD_P;2019;820000883;820004950;Mcoor;1;;1;
HAD_P;2019;820000883;820004950;N2120;1;;1;
HAD_P;2019;820000883;820004950;N2210;5;1;5.65;218
HAD_P;2019;820000883;820004950;N2410;;;;77
HAD_P;2019;820000883;820004950;N2510;5;3;5.95;
HAD_P;2019;820000883;820004950;N2710;;1;0.6;
HAD_P;2019;820000883;820004950;N3120;;1;0.5;
HAD_P;2019;820000883;820004950;N9999;12;8;15.3;308
HAD_P;2019;820000883;820004950;NAUT;1;2;1.6;13
HAD_P;2019;830012498;830014049;M9999;1;;1;
HAD_P;2019;830012498;830014049;Mcoor;1;;1;
HAD_P;2019;830012498;830014049;N2210;6;;6;218
HAD_P;2019;830012498;830014049;N2410;;;;55
HAD_P;2019;830012498;830014049;N2510;4;;4;
HAD_P;2019;830012498;830014049;N2710;;;;15
HAD_P;2019;830012498;830014049;N9999;14;1;14.42;308
HAD_P;2019;830012498;830014049;NAUT;;1;0.42;20
HAD_P;2019;830012498;830014049;Ncoor;4;;4;
HAD_P;2019;830019600;830000063;M9999;0;2;1.36;
HAD_P;2019;830019600;830000063;Mcoor;0;2;1.36;
HAD_P;2019;830100392;830000154;M9999;1;;1;
HAD_P;2019;830100392;830000154;Mcoor;1;;1;
HAD_P;2019;830100392;830000154;N2120;1;;1;
HAD_P;2019;830100392;830000154;N2210;5;0;4.36;
HAD_P;2019;830100392;830000154;N2510;15;1;13.74;
HAD_P;2019;830100392;830000154;N2710;;1;0.5;
HAD_P;2019;830100392;830000154;N3120;;1;0.5;
HAD_P;2019;830100392;830000154;N9999;25;3;24.1;
HAD_P;2019;830100392;830000154;NAUT;2;;2;
HAD_P;2019;830100392;830000154;Ncoor;2;0;2;
HAD_P;2019;830207114;830001855;M3050;;1;1;167
HAD_P;2019;830207114;830001855;M9999;;6;4.4;167
HAD_P;2019;830207114;830001855;MAUT;;1;0.1;
HAD_P;2019;830207114;830001855;Mcoor;;4;3.3;
HAD_P;2019;830207114;830001855;N2120;1;;1;
HAD_P;2019;830207114;830001855;N2210;25;5;27.75;468
HAD_P;2019;830207114;830001855;N2410;;;;172
HAD_P;2019;830207114;830001855;N2460;;;;2
HAD_P;2019;830207114;830001855;N2510;23;17;36.7;
HAD_P;2019;830207114;830001855;N2710;;1;0.6;
HAD_P;2019;830207114;830001855;N3120;2;;2;
HAD_P;2019;830207114;830001855;N9999;58;23;75.05;642
HAD_P;2019;830207114;830001855;Ncoor;7;;7;
HAD_P;2019;840011340;840003164;M3050;;1;0.56;
HAD_P;2019;840011340;840003164;M9999;;4;2.48;
HAD_P;2019;840011340;840003164;Mcoor;;3;1.92;
HAD_P;2019;840011340;840003164;N2120;2;;2.09;
HAD_P;2019;840011340;840003164;N2210;21;;14.83;
HAD_P;2019;840011340;840003164;N2510;14;;9.01;
HAD_P;2019;840011340;840003164;N2710;;2;0.99;
HAD_P;2019;840011340;840003164;N9999;37;2;26.92;
HAD_P;2019;850006008;850005968;M3050;0;1;0.11;206
HAD_P;2019;850006008;850005968;M9999;0;11;4.62;673
HAD_P;2019;850006008;850005968;MAUT;0;0;0;467
HAD_P;2019;850006008;850005968;Mcoor;0;10;4.51;
HAD_P;2019;850006008;850005968;N2120;2;0;2;
HAD_P;2019;850006008;850005968;N2210;0;0;0;623
HAD_P;2019;850006008;850005968;N2410;0;0;0;326
HAD_P;2019;850006008;850005968;N2460;0;0;0;5
HAD_P;2019;850006008;850005968;N2710;0;2;1.05;7
HAD_P;2019;850006008;850005968;N3120;0;3;1.75;
HAD_P;2019;850006008;850005968;N9999;13;46;41.61;1079
HAD_P;2019;850006008;850005968;NAUT;5;17;14.15;118
HAD_P;2019;850006008;850005968;Ncoor;6;24;22.66;
HAD_P;2019;860000025;860013382;M9999;1;;0.5;63
HAD_P;2019;860000025;860013382;MAUT;1;;0.5;63
HAD_P;2019;860000025;860013382;N2210;1;;0.37;84
HAD_P;2019;860000025;860013382;N2410;;;;14
HAD_P;2019;860000025;860013382;N2510;14;4;10.65;
HAD_P;2019;860000025;860013382;N2710;;1;0.5;
HAD_P;2019;860000025;860013382;N3120;1;1;0.67;
HAD_P;2019;860000025;860013382;N9999;22;6;16.1;98
HAD_P;2019;860000025;860013382;NAUT;2;;1.25;
HAD_P;2019;860000025;860013382;Ncoor;4;0;2.66;
HAD_P;2019;860000223;860014208;M3050;;;;34
HAD_P;2019;860000223;860014208;M9999;1;12;8.53;190
HAD_P;2019;860000223;860014208;MAUT;;;;156
HAD_P;2019;860000223;860014208;Mcoor;1;12;8.53;
HAD_P;2019;860000223;860014208;N2120;1;;1;
HAD_P;2019;860000223;860014208;N2210;25;10;27.23;258
HAD_P;2019;860000223;860014208;N2410;;;;64
HAD_P;2019;860000223;860014208;N2460;;2;1;
HAD_P;2019;860000223;860014208;N2510;24;9;18.72;
HAD_P;2019;860000223;860014208;N2710;;1;0.46;
HAD_P;2019;860000223;860014208;N3120;;1;0.9;
HAD_P;2019;860000223;860014208;N9999;52;28;52.65;341
HAD_P;2019;860000223;860014208;NAUT;2;5;3.34;19
HAD_P;2019;860008929;860008879;M9999;;4;1.37;
HAD_P;2019;860008929;860008879;Mcoor;;4;1.37;
HAD_P;2019;860008929;860008879;N2120;;1;0.25;
HAD_P;2019;860008929;860008879;N2210;;2;0.4;223
HAD_P;2019;860008929;860008879;N2410;;;;53
HAD_P;2019;860008929;860008879;N2510;7;7;10.72;
HAD_P;2019;860008929;860008879;N2710;;2;0.34;
HAD_P;2019;860008929;860008879;N3120;;1;0.9;
HAD_P;2019;860008929;860008879;N9999;8;20;17.48;290
HAD_P;2019;860008929;860008879;NAUT;1;3;2.2;14
HAD_P;2019;860008929;860008879;Ncoor;;4;2.67;
HAD_P;2019;870003514;870000015;M9999;2;2;3.85;
HAD_P;2019;870003514;870000015;MAUT;1;2;2.85;
HAD_P;2019;870003514;870000015;Mcoor;1;0;1;
HAD_P;2019;870003514;870000015;N2120;1;;1;
HAD_P;2019;870003514;870000015;N2210;11;3;12.73;355
HAD_P;2019;870003514;870000015;N2410;;;;55
HAD_P;2019;870003514;870000015;N2510;6;1;6.8;
HAD_P;2019;870003514;870000015;N9999;22;4;24.33;410
HAD_P;2019;870003514;870000015;NAUT;4;;3.8;
HAD_P;2019;870004231;870004074;M3050;0;1;0.2;
HAD_P;2019;870004231;870004074;M9999;0;3;2;
HAD_P;2019;870004231;870004074;MAUT;0;1;0.3;
HAD_P;2019;870004231;870004074;Mcoor;0;1;1.5;
HAD_P;2019;870004231;870004074;N2120;;1;0.7;
HAD_P;2019;870004231;870004074;N2510;13;3;15.2;
HAD_P;2019;870004231;870004074;N3120;1;1;1.25;
HAD_P;2019;870004231;870004074;N9999;17;26;31.15;
HAD_P;2019;870004231;870004074;NAUT;0;15;9.19;
HAD_P;2019;870004231;870004074;Ncoor;3;6;4.81;
HAD_P;2019;880000039;880780069;M3050;;1;0.05;75
HAD_P;2019;880000039;880780069;M9999;;5;1.85;231
HAD_P;2019;880000039;880780069;MAUT;;3;1.3;156
HAD_P;2019;880000039;880780069;Mcoor;;1;0.5;
HAD_P;2019;880000039;880780069;N2120;1;;0.5;
HAD_P;2019;880000039;880780069;N2210;;;;213
HAD_P;2019;880000039;880780069;N2410;;;;81
HAD_P;2019;880000039;880780069;N2710;1;;0.1;
HAD_P;2019;880000039;880780069;N3120;1;;0.1;
HAD_P;2019;880000039;880780069;N9999;5;6;7.98;294
HAD_P;2019;880000039;880780069;NAUT;2;;1.25;
HAD_P;2019;880000039;880780069;Ncoor;;6;6.03;
HAD_P;2019;880006606;750056335;M3050;;;;57
HAD_P;2019;880006606;750056335;M9999;;1;0.66;57
HAD_P;2019;880006606;750056335;Mcoor;;1;0.66;
HAD_P;2019;880006606;750056335;N2120;1;;0.43;
HAD_P;2019;880006606;750056335;N2210;;;;150
HAD_P;2019;880006606;750056335;N2410;;;;58
HAD_P;2019;880006606;750056335;N2510;2;4;4.55;
HAD_P;2019;880006606;750056335;N2710;;1;0.4;
HAD_P;2019;880006606;750056335;N3120;;1;0.7;
HAD_P;2019;880006606;750056335;N9999;10;6;12.65;208
HAD_P;2019;880006606;750056335;NAUT;3;0;2.99;
HAD_P;2019;880006606;750056335;Ncoor;4;;3.58;
HAD_P;2019;880006721;750056335;M3050;;;;43
HAD_P;2019;880006721;750056335;M9999;1;;1;43
HAD_P;2019;880006721;750056335;Mcoor;1;;1;
HAD_P;2019;880006721;750056335;N2120;1;;1;
HAD_P;2019;880006721;750056335;N2210;;;;150
HAD_P;2019;880006721;750056335;N2410;;;;50
HAD_P;2019;880006721;750056335;N2510;6;;3.39;
HAD_P;2019;880006721;750056335;N2710;1;;0.05;
HAD_P;2019;880006721;750056335;N3120;1;;0.17;
HAD_P;2019;880006721;750056335;N9999;14;1;11.46;200
HAD_P;2019;880006721;750056335;NAUT;2;1;2.33;
HAD_P;2019;880006721;750056335;Ncoor;3;;4.52;
HAD_P;2019;890009178;750047367;M3050;;1;0.15;
HAD_P;2019;890009178;750047367;M9999;;2;0.45;
HAD_P;2019;890009178;750047367;Mcoor;;1;0.3;
HAD_P;2019;890009178;750047367;N2510;6;;4;
HAD_P;2019;890009178;750047367;N2710;;1;0.3;
HAD_P;2019;890009178;750047367;N3120;;1;0.7;
HAD_P;2019;890009178;750047367;N9999;15;2;14.7;
HAD_P;2019;890009178;750047367;NAUT;3;;3.2;
HAD_P;2019;890009178;750047367;Ncoor;6;;6.5;
HAD_P;2019;890975543;890000417;M9999;2;1;1.51;
HAD_P;2019;890975543;890000417;MAUT;1;;1.01;
HAD_P;2019;890975543;890000417;Mcoor;1;1;0.5;
HAD_P;2019;890975543;890000417;N2210;13;3;12.72;
HAD_P;2019;890975543;890000417;N2510;11;1;11.45;
HAD_P;2019;890975543;890000417;N2710;1;;0.13;
HAD_P;2019;890975543;890000417;N9999;28;4;26.9;
HAD_P;2019;890975543;890000417;NAUT;2;0;1.8;
HAD_P;2019;890975543;890000417;Ncoor;1;;0.8;
HAD_P;2019;920300043;920001526;M3050;;1;0.1;
HAD_P;2019;920300043;920001526;M9999;;2;0.2;
HAD_P;2019;920300043;920001526;Mcoor;;1;0.1;
HAD_P;2019;920300043;920001526;N2210;2;1;2.4;
HAD_P;2019;920300043;920001526;N9999;2;1;2.4;
HAD_P;2019;920813623;920029097;M3050;7;1;8.94;
HAD_P;2019;920813623;920029097;M9999;14;14;20.15;
HAD_P;2019;920813623;920029097;Mcoor;7;13;11.21;
HAD_P;2019;930000286;930021480;M9999;2;;0.7;
HAD_P;2019;930000286;930021480;MAUT;1;;0.2;
HAD_P;2019;930000286;930021480;Mcoor;1;;0.5;
HAD_P;2019;930000286;930021480;N2120;1;;0.5;
HAD_P;2019;930000286;930021480;N2210;9;;9.75;
HAD_P;2019;930000286;930021480;N2510;5;;5.16;
HAD_P;2019;930000286;930021480;N9999;16;1;16.49;
HAD_P;2019;930000286;930021480;NAUT;1;1;1.08;
HAD_P;2019;930000328;930110051;M9999;1;1;0.34;
HAD_P;2019;930000328;930110051;Mcoor;1;1;0.34;
HAD_P;2019;930000328;930110051;N2210;5;;3.11;
HAD_P;2019;930000328;930110051;N2410;5;;1.98;
HAD_P;2019;930000328;930110051;N2460;4;;3.56;
HAD_P;2019;930000328;930110051;N2710;1;;0.5;
HAD_P;2019;930000328;930110051;N9999;18;;11.48;
HAD_P;2019;930000328;930110051;NAUT;3;;2.33;
HAD_P;2019;950000323;950013870;M9999;2;2;2.07;
HAD_P;2019;950000323;950013870;MAUT;2;2;2.07;
HAD_P;2019;950000323;950013870;N2120;0;2;0.52;
HAD_P;2019;950000323;950013870;N2210;10;0;9.56;
HAD_P;2019;950000323;950013870;N2510;3;0;3;
HAD_P;2019;950000323;950013870;N2710;0;1;0.5;
HAD_P;2019;950000323;950013870;N3120;0;2;0.36;
HAD_P;2019;950000323;950013870;N9999;13;7;14.81;
HAD_P;2019;950000323;950013870;NAUT;0;2;0.87;
HAD_P;2019;970100020;970100152;M9999;2;;1.71;
HAD_P;2019;970100020;970100152;Mcoor;2;;1.71;
HAD_P;2019;970100020;970100152;N2210;28;;17.3;
HAD_P;2019;970100020;970100152;N2410;;;;26
HAD_P;2019;970100020;970100152;N2460;1;;0.99;
HAD_P;2019;970100020;970100152;N2510;30;;20.9;
HAD_P;2019;970100020;970100152;N2710;1;;0.97;
HAD_P;2019;970100020;970100152;N3120;1;;1;
HAD_P;2019;970100020;970100152;N9999;66;3;46.56;26
HAD_P;2019;970100020;970100152;NAUT;2;3;2.46;
HAD_P;2019;970100020;970100152;Ncoor;3;;2.94;
HAD_P;2019;970100418;970100194;M9999;;2;1.3;
HAD_P;2019;970100418;970100194;MAUT;;;0.5;
HAD_P;2019;970100418;970100194;Mcoor;;2;0.8;
HAD_P;2019;970100418;970100194;N2120;1;;0.4;
HAD_P;2019;970100418;970100194;N2210;19;;17.4;
HAD_P;2019;970100418;970100194;N2410;1;;0.3;
HAD_P;2019;970100418;970100194;N2460;1;;0.2;
HAD_P;2019;970100418;970100194;N2510;20;;19.7;
HAD_P;2019;970100418;970100194;N2710;1;;0.2;
HAD_P;2019;970100418;970100194;N3120;1;;0.2;
HAD_P;2019;970100418;970100194;N9999;65;;57.9;
HAD_P;2019;970100418;970100194;NAUT;1;;0.1;
HAD_P;2019;970100418;970100194;Ncoor;20;;19.4;
HAD_P;2019;970100442;970100228;M9999;2;;2;
HAD_P;2019;970100442;970100228;MAUT;1;;1;
HAD_P;2019;970100442;970100228;Mcoor;1;;1;
HAD_P;2019;970100442;970100228;N2120;1;;1;
HAD_P;2019;970100442;970100228;N2210;15;;15;
HAD_P;2019;970100442;970100228;N2410;0;;0;3
HAD_P;2019;970100442;970100228;N2510;15;;15;
HAD_P;2019;970100442;970100228;N2710;1;;1;
HAD_P;2019;970100442;970100228;N3120;1;;1;
HAD_P;2019;970100442;970100228;N9999;36;;37.5;3
HAD_P;2019;970100442;970100228;NAUT;2;;2.5;
HAD_P;2019;970100442;970100228;Ncoor;1;;2;
HAD_P;2019;970102596;970100491;M3050;;1;0.2;
HAD_P;2019;970102596;970100491;M9999;3;1;3.2;
HAD_P;2019;970102596;970100491;Mcoor;3;;3;
HAD_P;2019;970102596;970100491;N2120;2;;2;
HAD_P;2019;970102596;970100491;N2210;31;;34.2;
HAD_P;2019;970102596;970100491;N2410;1;;1;
HAD_P;2019;970102596;970100491;N2510;21;8;28.84;
HAD_P;2019;970102596;970100491;N2710;1;1;1.6;
HAD_P;2019;970102596;970100491;N3120;;2;1;
HAD_P;2019;970102596;970100491;N9999;60;14;72.64;
HAD_P;2019;970102596;970100491;NAUT;2;3;2;
HAD_P;2019;970102596;970100491;Ncoor;2;;2;
HAD_P;2019;970111217;970111209;M3050;1;;1;1
HAD_P;2019;970111217;970111209;M9999;1;;1;1
HAD_P;2019;970111217;970111209;N2120;1;;1;
HAD_P;2019;970111217;970111209;N2210;6;;6;
HAD_P;2019;970111217;970111209;N2410;;;;9
HAD_P;2019;970111217;970111209;N2510;6;1;6.86;
HAD_P;2019;970111217;970111209;N2710;;;;1
HAD_P;2019;970111217;970111209;N9999;14;1;14.86;10
HAD_P;2019;970111217;970111209;NAUT;1;;1;
HAD_P;2019;970111365;970111969;M3050;0;1;0.66;
HAD_P;2019;970111365;970111969;M9999;2;2;2.83;
HAD_P;2019;970111365;970111969;Mcoor;2;1;2.17;
HAD_P;2019;970111365;970111969;N2120;1;0;1;
HAD_P;2019;970111365;970111969;N2210;14;2;18.01;
HAD_P;2019;970111365;970111969;N2410;;;;10
HAD_P;2019;970111365;970111969;N2460;1;0;1;
HAD_P;2019;970111365;970111969;N2510;13;0;13.46;
HAD_P;2019;970111365;970111969;N2710;1;;1;
HAD_P;2019;970111365;970111969;N3120;1;;1;
HAD_P;2019;970111365;970111969;N9999;35;2;39.47;10
HAD_P;2019;970111365;970111969;NAUT;3;;3;
HAD_P;2019;970111365;970111969;Ncoor;1;0;1;
HAD_P;2019;970111563;970100491;M3050;;1;0.25;14
