BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;MOD;COMSMUR
URGENCES_P;2019;770300135;770000289;N9999;12;14;17.11;;
URGENCES_P;2019;770300135;770000289;NINF;7;6;9.85;;
URGENCES_P;2019;770790707;770000719;M9999;;9;6.51;;
URGENCES_P;2019;770790707;770000719;N1220;1;2;3.05;;
URGENCES_P;2019;770790707;770000719;N2120;;1;0.66;;
URGENCES_P;2019;770790707;770000719;N2500;3;;1.79;;
URGENCES_P;2019;770790707;770000719;N2620;5;;5.57;;
URGENCES_P;2019;770790707;770000719;N9999;16;3;17.59;;
URGENCES_P;2019;770790707;770000719;NINF;7;;6.52;;
URGENCES_P;2019;780000287;780110011;M9999;19;14;15.64;;
URGENCES_P;2019;780000287;780110011;N1220;1;;0.95;;1
URGENCES_P;2019;780000287;780110011;N2120;4;;2.84;;1
URGENCES_P;2019;780000287;780110011;N2500;31;3;29.38;;
URGENCES_P;2019;780000287;780110011;N3120;2;;0.48;;
URGENCES_P;2019;780000287;780110011;N9999;90;10;82.4;;
URGENCES_P;2019;780000287;780110011;NINF;52;7;48.75;;1
URGENCES_P;2019;780000295;780002697;M3020;;;0.1;;
URGENCES_P;2019;780000295;780002697;M9999;4;9;9.06;;
URGENCES_P;2019;780000295;780002697;N1220;2;;2;;
URGENCES_P;2019;780000295;780002697;N2120;1;;0.98;;
URGENCES_P;2019;780000295;780002697;N2500;5;1;5.58;;
URGENCES_P;2019;780000295;780002697;N3120;;;0.12;;
URGENCES_P;2019;780000295;780002697;N9999;25;3;27.23;;
URGENCES_P;2019;780000295;780002697;NINF;17;2;18.47;;
URGENCES_P;2019;780000311;780001236;M1140;6;3;7.76;;
URGENCES_P;2019;780000311;780001236;M3020;;;0.15;;
URGENCES_P;2019;780000311;780001236;M9999;16;11;21.37;1;1
URGENCES_P;2019;780000311;780001236;N1220;;3;3.6;;
URGENCES_P;2019;780000311;780001236;N2120;;1;1.3;;
URGENCES_P;2019;780000311;780001236;N2500;28;8;35.69;;
URGENCES_P;2019;780000311;780001236;N9999;77;26;109.48;;
URGENCES_P;2019;780000311;780001236;NINF;49;14;68.89;;
URGENCES_P;2019;780000329;780110052;M1140;5;1;1.75;;0
URGENCES_P;2019;780000329;780110052;M9999;6;8;15.43;3;1
URGENCES_P;2019;780000329;780110052;N1220;1;1;1.9;2;1
URGENCES_P;2019;780000329;780110052;N2120;1;;1;2;1
URGENCES_P;2019;780000329;780110052;N2500;9;;9;;
URGENCES_P;2019;780000329;780110052;N9999;40;3;42.2;;
URGENCES_P;2019;780000329;780110052;NINF;29;2;30.3;2;1
URGENCES_P;2019;780022737;780000675;M9999;2;1;3;;0
URGENCES_P;2019;780022737;780000675;N2120;1;0;1;;0
URGENCES_P;2019;780022737;780000675;N2500;4;0;4;;
URGENCES_P;2019;780022737;780000675;N2620;1;0;1;;0
URGENCES_P;2019;780022737;780000675;N9999;12;2;14;;
URGENCES_P;2019;780022737;780000675;NINF;6;1;7;;0
URGENCES_P;2019;780300323;780003679;M9999;2;2;3;;
URGENCES_P;2019;780300323;780003679;N1220;4;0;4;;
URGENCES_P;2019;780300323;780003679;N2120;0;1;0.5;;
URGENCES_P;2019;780300323;780003679;N2500;1;0;1;;
URGENCES_P;2019;780300323;780003679;N9999;20;1;20.5;;
URGENCES_P;2019;780300323;780003679;NINF;15;0;15;;
URGENCES_P;2019;780300406;780018032;M9999;4;;4;;
URGENCES_P;2019;780300406;780018032;N2120;;1;0.3;;
URGENCES_P;2019;780300406;780018032;N2500;4;;4;;
URGENCES_P;2019;780300406;780018032;N9999;11;2;10.3;;
URGENCES_P;2019;780300406;780018032;NINF;6;1;6;;
URGENCES_P;2019;780300414;780000675;M9999;3;2;5;;0
URGENCES_P;2019;780300414;780000675;N1220;3;0;3;;0
URGENCES_P;2019;780300414;780000675;N2120;1;0;1;;0
URGENCES_P;2019;780300414;780000675;N2500;4;0;4;;
URGENCES_P;2019;780300414;780000675;N2620;1;0;1;;0
URGENCES_P;2019;780300414;780000675;N3120;1;0;1;;
URGENCES_P;2019;780300414;780000675;N9999;18;0;18;;
URGENCES_P;2019;780300414;780000675;NINF;8;0;8;;0
URGENCES_P;2019;780300422;780002259;M9999;13;;13;;
URGENCES_P;2019;780300422;780002259;N1220;1;;1;;
URGENCES_P;2019;780300422;780002259;N2120;1;;1;;
URGENCES_P;2019;780300422;780002259;N2500;1;1;1.8;;
URGENCES_P;2019;780300422;780002259;N2620;;2;1;;
URGENCES_P;2019;780300422;780002259;N9999;20;4;22.6;;
URGENCES_P;2019;780300422;780002259;NINF;17;1;17.8;;
URGENCES_P;2019;780300455;780000717;M9999;5;;5;;0
URGENCES_P;2019;780300455;780000717;N1220;3;;3;;0
URGENCES_P;2019;780300455;780000717;N2500;2;2;2.2;;
URGENCES_P;2019;780300455;780000717;N9999;14;7;15.5;;
URGENCES_P;2019;780300455;780000717;NINF;9;5;10.3;;0
URGENCES_P;2019;780800256;780110078;M1140;5;3;6.83;;0
URGENCES_P;2019;780800256;780110078;M3020;;;10.3;;
URGENCES_P;2019;780800256;780110078;M9999;10;32;25.92;1;1
URGENCES_P;2019;780800256;780110078;N1220;3;4;5.25;;0
URGENCES_P;2019;780800256;780110078;N2120;3;0;2.58;;0
URGENCES_P;2019;780800256;780110078;N2500;56;15;66.75;;
URGENCES_P;2019;780800256;780110078;N2620;14;0;12.67;;0
URGENCES_P;2019;780800256;780110078;N9999;150;23;168.25;;
URGENCES_P;2019;780800256;780110078;NINF;74;45;96.94;;0
URGENCES_P;2019;790000087;790000012;M9999;;;;;1
URGENCES_P;2019;790000087;790000012;N1220;10;4;13.3;;0
URGENCES_P;2019;790000087;790000012;N2120;2;2;2.69;1;1
URGENCES_P;2019;790000087;790000012;N2500;31;8;38.12;;
URGENCES_P;2019;790000087;790000012;N2620;4;1;4;;0
URGENCES_P;2019;790000087;790000012;N3120;1;;0.95;;
URGENCES_P;2019;790000087;790000012;N9999;93;28;110.22;;
URGENCES_P;2019;790000087;790000012;NINF;44;11;48.84;;0
URGENCES_P;2019;790009948;790001242;M9999;4;;4;;
URGENCES_P;2019;790009948;790001242;N1220;2;;2;;
URGENCES_P;2019;790009948;790001242;N2120;;1;0.25;;
URGENCES_P;2019;790009948;790001242;N2500;3;;4.05;;
URGENCES_P;2019;790009948;790001242;N9999;12;1;13.47;;
URGENCES_P;2019;790009948;790001242;NINF;7;;7.17;;
URGENCES_P;2019;790019848;790006654;M9999;22;2;9.4;3;1
URGENCES_P;2019;790019848;790006654;N1220;2;1;2.31;;
URGENCES_P;2019;790019848;790006654;N2120;1;;0.86;;
URGENCES_P;2019;790019848;790006654;N2500;18;6;22.49;;
URGENCES_P;2019;790019848;790006654;N9999;39;12;46.69;;
URGENCES_P;2019;790019848;790006654;NINF;14;2;14.82;;
URGENCES_P;2019;800000143;800000028;M9999;3;10;8.99;2;1
URGENCES_P;2019;800000143;800000028;N1220;0;4;3.4;;
URGENCES_P;2019;800000143;800000028;N2120;1;0;1;;
URGENCES_P;2019;800000143;800000028;N2500;18;5;20.46;;
URGENCES_P;2019;800000143;800000028;N9999;20;43;50.8;;
URGENCES_P;2019;800000143;800000028;NINF;1;31;24.07;;
URGENCES_P;2019;800000226;800000069;M9999;2;2;3.17;;
URGENCES_P;2019;800000226;800000069;N1220;3;1;3.17;;
URGENCES_P;2019;800000226;800000069;N2120;;1;0.35;;
URGENCES_P;2019;800000226;800000069;N2500;7;1;6.78;;
URGENCES_P;2019;800000226;800000069;N9999;19;5;20.86;;
URGENCES_P;2019;800000226;800000069;NINF;9;2;10.55;;
URGENCES_P;2019;800000390;800000085;M9999;0;9;4.54;;1
URGENCES_P;2019;800000390;800000085;N1220;2;1;2.63;;0
URGENCES_P;2019;800000390;800000085;N2120;0;2;0.87;3;1
URGENCES_P;2019;800000390;800000085;N2500;2;0;1.58;;
URGENCES_P;2019;800000390;800000085;N3120;0;1;0.37;;
URGENCES_P;2019;800000390;800000085;N9999;17;7;20.13;;
URGENCES_P;2019;800000390;800000085;NINF;11;3;12.68;;0
URGENCES_P;2019;800000432;800000093;M9999;2;4;8.55;2;1
URGENCES_P;2019;800000432;800000093;N1220;;1;0.75;2;
URGENCES_P;2019;800000432;800000093;N2120;;1;0.5;3;1
URGENCES_P;2019;800000432;800000093;N2500;4;;4;;
URGENCES_P;2019;800000432;800000093;N2620;;;;3;1
URGENCES_P;2019;800000432;800000093;N9999;16;5;19.35;;
URGENCES_P;2019;800000432;800000093;NINF;12;3;14.1;3;1
URGENCES_P;2019;800006124;800000044;M1140;1;2;2.37;;0
URGENCES_P;2019;800006124;800000044;M9999;14;43;27.27;;0
URGENCES_P;2019;800006124;800000044;N1220;2;2;3.12;;1
URGENCES_P;2019;800006124;800000044;N2120;4;0;4;;0
URGENCES_P;2019;800006124;800000044;N2500;51;4;54.1;;
URGENCES_P;2019;800006124;800000044;N9999;161;25;171.53;;
URGENCES_P;2019;800006124;800000044;NINF;71;17;81.59;;0
URGENCES_P;2019;800015729;800015679;M9999;;6;6.85;;0
URGENCES_P;2019;800015729;800015679;N1220;6;;4.25;;
URGENCES_P;2019;800015729;800015679;N2120;1;;0.5;;0
URGENCES_P;2019;800015729;800015679;N2500;10;;10;;
URGENCES_P;2019;800015729;800015679;N2620;5;;5;;
URGENCES_P;2019;800015729;800015679;N3120;;1;0.04;;
URGENCES_P;2019;800015729;800015679;N9999;51;2;39.13;;
URGENCES_P;2019;800015729;800015679;NINF;28;1;15.84;;
URGENCES_P;2019;810000224;810000471;M9999;4;;3.8;;
URGENCES_P;2019;810000224;810000471;N1220;1;2;2;;0
URGENCES_P;2019;810000224;810000471;N2120;;1;0.5;;0
URGENCES_P;2019;810000224;810000471;N2500;5;2;6.55;;
URGENCES_P;2019;810000224;810000471;N9999;16;11;20.6;;
URGENCES_P;2019;810000224;810000471;NINF;10;6;11.55;;0
URGENCES_P;2019;810000505;810000331;M1140;0;4;0.93;;0
URGENCES_P;2019;810000505;810000331;M9999;6;18;10.87;3;1
URGENCES_P;2019;810000505;810000331;N1220;0;4;1.23;3;1
URGENCES_P;2019;810000505;810000331;N2120;0;0;0.25;3;1
URGENCES_P;2019;810000505;810000331;N2500;22;3;23.35;;
URGENCES_P;2019;810000505;810000331;N2620;0;0;0;3;1
URGENCES_P;2019;810000505;810000331;N3120;0;1;0.25;;
URGENCES_P;2019;810000505;810000331;N9999;53;14;57.73;;
URGENCES_P;2019;810000505;810000331;NINF;28;5;29.86;3;1
URGENCES_P;2019;810000521;810000380;M9999;20;5;8.86;1;1
URGENCES_P;2019;810000521;810000380;N1220;5;3;5.24;1;1
URGENCES_P;2019;810000521;810000380;N2120;2;;0.48;1;1
URGENCES_P;2019;810000521;810000380;N2500;21;3;23.47;;
URGENCES_P;2019;810000521;810000380;N9999;64;17;65.87;;
URGENCES_P;2019;810000521;810000380;NINF;34;11;36.43;1;1
URGENCES_P;2019;810000562;810000455;M9999;7;2;9.61;2;1
URGENCES_P;2019;810000562;810000455;N1220;3;1;3.8;;
URGENCES_P;2019;810000562;810000455;N2120;1;0;0.57;;
URGENCES_P;2019;810000562;810000455;N2500;13;;12.54;;
URGENCES_P;2019;810000562;810000455;N3120;1;;0.05;;
URGENCES_P;2019;810000562;810000455;N9999;33;3;33.4;;
URGENCES_P;2019;810000562;810000455;NINF;15;2;16.44;;
URGENCES_P;2019;810101444;810000992;M9999;5;;5;;
URGENCES_P;2019;810101444;810000992;N1220;2;;2.23;;
URGENCES_P;2019;810101444;810000992;N2120;1;0;1;;
URGENCES_P;2019;810101444;810000992;N2500;5;0;6.65;;
URGENCES_P;2019;810101444;810000992;N9999;15;1;18.76;;
URGENCES_P;2019;810101444;810000992;NINF;7;1;8.88;;
URGENCES_P;2019;820000032;820000016;M3020;1;;0.7;;
URGENCES_P;2019;820000032;820000016;M9999;1;27;14.86;3;1
URGENCES_P;2019;820000032;820000016;N1220;3;1;3.04;3;1
URGENCES_P;2019;820000032;820000016;N2120;1;2;1.42;;0
URGENCES_P;2019;820000032;820000016;N2500;29;1;27.43;;
URGENCES_P;2019;820000032;820000016;N3120;;2;0.46;;
URGENCES_P;2019;820000032;820000016;N9999;64;10;68.17;;
URGENCES_P;2019;820000032;820000016;NINF;29;4;32.7;3;1
URGENCES_P;2019;820000057;820000131;M9999;5;4;8.7;;
URGENCES_P;2019;820000057;820000131;N1220;5;3;6.56;;
URGENCES_P;2019;820000057;820000131;N2120;1;;1;;
URGENCES_P;2019;820000057;820000131;N2500;3;4;6.02;;
URGENCES_P;2019;820000057;820000131;N2620;2;;2;;
URGENCES_P;2019;820000057;820000131;N9999;25;11;31.44;;
URGENCES_P;2019;820000057;820000131;NINF;13;4;15.86;;
URGENCES_P;2019;820000883;820004950;M9999;;11;5.2;3;1
URGENCES_P;2019;820000883;820004950;N1220;0;0;0.25;1;0
URGENCES_P;2019;820000883;820004950;N2120;;1;0.68;2;1
URGENCES_P;2019;820000883;820004950;N2500;3;11;8.8;;
URGENCES_P;2019;820000883;820004950;N3120;;1;0.28;;
URGENCES_P;2019;820000883;820004950;N9999;3;45;28.13;;
URGENCES_P;2019;820000883;820004950;NINF;;24;14.83;3;1
URGENCES_P;2019;830000279;830100517;M9999;0;13;8.07;2;1
URGENCES_P;2019;830000279;830100517;N1220;1;1;1.21;3;1
URGENCES_P;2019;830000279;830100517;N2120;0;1;0.75;2;1
URGENCES_P;2019;830000279;830100517;N2500;13;2;14.57;;
URGENCES_P;2019;830000279;830100517;N3120;1;1;1;;
URGENCES_P;2019;830000279;830100517;N9999;46;10;46.75;;
URGENCES_P;2019;830000279;830100517;NINF;21;5;23.17;2;1
URGENCES_P;2019;830000287;830100525;M9999;10;10;18.14;1;
URGENCES_P;2019;830000287;830100525;N1220;2;2;3.2;2;
URGENCES_P;2019;830000287;830100525;N2120;1;1;0.9;2;
URGENCES_P;2019;830000287;830100525;N2500;15;0;15.01;;
URGENCES_P;2019;830000287;830100525;N9999;44;5;48.91;;
URGENCES_P;2019;830000287;830100525;NINF;21;2;24.72;;
URGENCES_P;2019;830000295;830100533;M9999;16;4;9.71;;1
URGENCES_P;2019;830000295;830100533;N1220;7;;7.48;;
URGENCES_P;2019;830000295;830100533;N2120;1;;0.75;;
URGENCES_P;2019;830000295;830100533;N2500;11;;9.75;;
URGENCES_P;2019;830000295;830100533;N9999;40;;37.06;;
URGENCES_P;2019;830000295;830100533;NINF;21;;19.08;;
URGENCES_P;2019;830000311;830100566;M3020;7;0;0.88;;
URGENCES_P;2019;830000311;830100566;M9999;28;4;17.14;3;1
URGENCES_P;2019;830000311;830100566;N1220;4;7;6.31;;
URGENCES_P;2019;830000311;830100566;N2120;1;;1.2;;
URGENCES_P;2019;830000311;830100566;N2500;10;13;12.65;;
URGENCES_P;2019;830000311;830100566;N2620;4;;4;;
URGENCES_P;2019;830000311;830100566;N9999;46;30;55.88;;
URGENCES_P;2019;830000311;830100566;NINF;27;10;31.03;;
URGENCES_P;2019;830000337;830100590;M9999;5;3;6.61;1;1
URGENCES_P;2019;830000337;830100590;N1220;1;;1;;
URGENCES_P;2019;830000337;830100590;N2120;1;;0.8;;
URGENCES_P;2019;830000337;830100590;N2500;6;1;7.29;;
URGENCES_P;2019;830000337;830100590;N2620;3;1;4.3;;
URGENCES_P;2019;830000337;830100590;N9999;29;6;36.66;;
URGENCES_P;2019;830000337;830100590;NINF;18;1;18.41;;
URGENCES_P;2019;830000345;830100616;M1140;;10;3.94;;
URGENCES_P;2019;830000345;830100616;M9999;2;48;23.18;1;1
URGENCES_P;2019;830000345;830100616;N1220;1;3;2.27;;0
URGENCES_P;2019;830000345;830100616;N2120;;6;2.78;;0
URGENCES_P;2019;830000345;830100616;N2500;15;31;29.02;;
URGENCES_P;2019;830000345;830100616;N9999;63;144;125.08;;
URGENCES_P;2019;830000345;830100616;NINF;41;76;72.23;;0
URGENCES_P;2019;830100574;750821092;M9999;9;3;9.17;;
URGENCES_P;2019;830100574;750821092;N1220;3;0;2.86;;
URGENCES_P;2019;830100574;750821092;N2120;1;0;0.95;;
URGENCES_P;2019;830100574;750821092;N2500;13;0;12.36;;
URGENCES_P;2019;830100574;750821092;N9999;49;0;46.84;;
URGENCES_P;2019;830100574;750821092;NINF;32;0;30.67;;
URGENCES_P;2019;830100608;830100616;M9999;;4;3.03;;
URGENCES_P;2019;830100608;830100616;N1220;2;;2;;
URGENCES_P;2019;830100608;830100616;N2120;;2;1;;
URGENCES_P;2019;830100608;830100616;N2500;2;6;5.3;;
URGENCES_P;2019;830100608;830100616;N9999;18;27;34.04;;
URGENCES_P;2019;830100608;830100616;NINF;14;19;25.74;;
URGENCES_P;2019;830200523;830210084;M9999;4;1;5.44;;
URGENCES_P;2019;830200523;830210084;N1220;2;;2;;
URGENCES_P;2019;830200523;830210084;N2500;;2;1.82;;
URGENCES_P;2019;830200523;830210084;N9999;7;5;11.15;;
URGENCES_P;2019;830200523;830210084;NINF;5;3;7.33;;
URGENCES_P;2019;840000343;840000012;M9999;5;4;5.46;3;1
URGENCES_P;2019;840000343;840000012;N1220;;1;0.86;2;1
URGENCES_P;2019;840000343;840000012;N2120;;1;0.5;2;1
URGENCES_P;2019;840000343;840000012;N2500;6;3;7.8;;
URGENCES_P;2019;840000343;840000012;N3120;;1;0.5;;
URGENCES_P;2019;840000343;840000012;N9999;15;9;20.46;;
URGENCES_P;2019;840000343;840000012;NINF;9;3;10.8;2;1
URGENCES_P;2019;840000392;840000046;M9999;5;18;9.52;;1
URGENCES_P;2019;840000392;840000046;N1220;1;4;4.83;;1
URGENCES_P;2019;840000392;840000046;N2120;1;;1;;1
URGENCES_P;2019;840000392;840000046;N2500;14;2;14.73;;
URGENCES_P;2019;840000392;840000046;N9999;49;8;49.02;;
URGENCES_P;2019;840000392;840000046;NINF;27;2;22.57;;1
URGENCES_P;2019;840000418;840004659;M9999;2;5;4.4;3;1
URGENCES_P;2019;840000418;840004659;N1220;;2;0.47;;0
URGENCES_P;2019;840000418;840004659;N2120;0;1;0.5;3;1
URGENCES_P;2019;840000418;840004659;N2500;;12;7.1;;
URGENCES_P;2019;840000418;840004659;N2620;7;;6.8;;0
URGENCES_P;2019;840000418;840004659;N3120;;1;0.25;;
URGENCES_P;2019;840000418;840004659;N9999;7;34;26.72;;
URGENCES_P;2019;840000418;840004659;NINF;;18;11.6;3;1
URGENCES_P;2019;840000483;840000087;M9999;;18;5.87;3;1
URGENCES_P;2019;840000483;840000087;N1220;;2;1.28;;
URGENCES_P;2019;840000483;840000087;N2120;;2;1;2;1
URGENCES_P;2019;840000483;840000087;N2500;11;2;11.21;;
URGENCES_P;2019;840000483;840000087;N9999;41;10;46.25;;
URGENCES_P;2019;840000483;840000087;NINF;24;2;26.27;3;1
URGENCES_P;2019;840000491;130041916;M9999;1;8;4.31;2;1
URGENCES_P;2019;840000491;130041916;N1220;;1;0.7;2;1
URGENCES_P;2019;840000491;130041916;N2120;;1;0.63;2;1
URGENCES_P;2019;840000491;130041916;N2500;3;18;9.14;;
URGENCES_P;2019;840000491;130041916;N9999;9;36;23.91;;
URGENCES_P;2019;840000491;130041916;NINF;1;16;8.21;2;1
URGENCES_P;2019;840000525;840000111;N1220;3;;1.93;;
URGENCES_P;2019;840000525;840000111;N2120;1;;0.25;;
URGENCES_P;2019;840000525;840000111;N2500;9;;8;;
URGENCES_P;2019;840000525;840000111;N9999;26;;23.18;;
URGENCES_P;2019;840000525;840000111;NINF;13;;13;;
URGENCES_P;2019;840000533;840000129;M9999;11;;6.16;;
URGENCES_P;2019;840000533;840000129;N1220;1;;0.23;;
URGENCES_P;2019;840000533;840000129;N2120;1;;0.5;;
URGENCES_P;2019;840000533;840000129;N2500;7;;2.82;;
URGENCES_P;2019;840000533;840000129;N9999;19;3;10.27;;
URGENCES_P;2019;840000533;840000129;NINF;10;3;6.72;;
URGENCES_P;2019;840001861;840006597;M1140;1;4;4.36;;
URGENCES_P;2019;840001861;840006597;M9999;6;37;21.55;;
URGENCES_P;2019;840001861;840006597;N1220;0;6;3.81;;
URGENCES_P;2019;840001861;840006597;N2120;0;4;2.05;;
URGENCES_P;2019;840001861;840006597;N2500;0;50;23.37;;
URGENCES_P;2019;840001861;840006597;N2620;4;92;22.39;;
URGENCES_P;2019;840001861;840006597;N3120;0;1;0.05;;
URGENCES_P;2019;840001861;840006597;N9999;0;176;111.82;;
URGENCES_P;2019;840001861;840006597;NINF;0;74;60.14;;
URGENCES_P;2019;850000118;850013244;M9999;4;1;4.5;;0
URGENCES_P;2019;850000118;850013244;N1220;2;1;2.38;;0
URGENCES_P;2019;850000118;850013244;N2120;1;;0.7;;0
URGENCES_P;2019;850000118;850013244;N2500;3;3;5.12;;
URGENCES_P;2019;850000118;850013244;N3120;1;;0.1;;
URGENCES_P;2019;850000118;850013244;N9999;13;8;17.19;;
URGENCES_P;2019;850000118;850013244;NINF;6;4;8.89;;0
URGENCES_P;2019;850000142;850000019;M1140;;11;1.6;;
URGENCES_P;2019;850000142;850000019;M9999;5;74;21.08;3;1
URGENCES_P;2019;850000142;850000019;N1220;1;3;1.14;;
URGENCES_P;2019;850000142;850000019;N2120;3;1;3.2;;
URGENCES_P;2019;850000142;850000019;N2500;38;39;44.89;;
URGENCES_P;2019;850000142;850000019;N9999;77;140;112.7;;
URGENCES_P;2019;850000142;850000019;NINF;29;82;53.84;;
URGENCES_P;2019;850000175;850009010;M9999;0;8;8.04;3;1
URGENCES_P;2019;850000175;850009010;N1220;5;2;6.17;;0
URGENCES_P;2019;850000175;850009010;N2120;0;1;0.93;2;1
URGENCES_P;2019;850000175;850009010;N2500;0;15;14.69;;
URGENCES_P;2019;850000175;850009010;N3120;0;1;0.6;;
URGENCES_P;2019;850000175;850009010;N9999;9;43;46.47;;
URGENCES_P;2019;850000175;850009010;NINF;4;24;24.08;;0
URGENCES_P;2019;850000209;850000019;M9999;;23;3.98;;
URGENCES_P;2019;850000209;850000019;N1220;;3;1.77;;
URGENCES_P;2019;850000209;850000019;N2120;;1;0.74;;
URGENCES_P;2019;850000209;850000019;N2500;;10;7.75;;
URGENCES_P;2019;850000209;850000019;N9999;1;35;23.91;;
URGENCES_P;2019;850000209;850000019;NINF;1;15;11.79;;
URGENCES_P;2019;850000225;850000019;M9999;;21;3.28;;
URGENCES_P;2019;850000225;850000019;N1220;1;3;1.86;;
URGENCES_P;2019;850000225;850000019;N2120;1;;1;;
URGENCES_P;2019;850000225;850000019;N2500;3;7;6.64;;
URGENCES_P;2019;850000225;850000019;N9999;11;25;24.03;;
URGENCES_P;2019;850000225;850000019;NINF;6;11;13.94;;
URGENCES_P;2019;850000241;850000084;M9999;12;4;8.86;2;1
URGENCES_P;2019;850000241;850000084;N1220;3;;3;;0
URGENCES_P;2019;850000241;850000084;N2120;2;;1.75;2;1
URGENCES_P;2019;850000241;850000084;N2500;20;9;15.15;;
URGENCES_P;2019;850000241;850000084;N9999;77;22;49.11;;
URGENCES_P;2019;850000241;850000084;NINF;37;9;26.66;2;1
URGENCES_P;2019;850009630;850000035;M9999;11;3;5.1;;
URGENCES_P;2019;850009630;850000035;N1220;1;2;1.65;;
URGENCES_P;2019;850009630;850000035;N2500;7;5;4.99;;
URGENCES_P;2019;850009630;850000035;N9999;18;22;16.13;;
URGENCES_P;2019;850009630;850000035;NINF;10;15;9.49;;
URGENCES_P;2019;860000025;860013382;M9999;34;1;9.48;3;1
URGENCES_P;2019;860000025;860013382;N1220;2;0;0.8;3;1
URGENCES_P;2019;860000025;860013382;N2120;3;;1.5;3;1
URGENCES_P;2019;860000025;860013382;N2500;8;1;8;;
URGENCES_P;2019;860000025;860013382;N2620;19;2;18.44;3;1
URGENCES_P;2019;860000025;860013382;N9999;51;7;57.07;;
URGENCES_P;2019;860000025;860013382;NINF;19;4;27.32;3;1
URGENCES_P;2019;860000058;860014208;M9999;14;3;4.49;3;1
URGENCES_P;2019;860000058;860014208;N1220;1;;0.5;3;1
URGENCES_P;2019;860000058;860014208;N2120;1;;0.5;3;1
URGENCES_P;2019;860000058;860014208;N3120;;1;0.15;;
URGENCES_P;2019;860000058;860014208;N9999;17;4;13.74;;
URGENCES_P;2019;860000058;860014208;NINF;15;3;12.59;3;1
URGENCES_P;2019;860000223;860014208;M1140;5;2;4.84;;0
URGENCES_P;2019;860000223;860014208;M9999;56;4;20.27;1;1
URGENCES_P;2019;860000223;860014208;N1220;7;;12.45;;0
URGENCES_P;2019;860000223;860014208;N2120;3;;2.33;;0
URGENCES_P;2019;860000223;860014208;N2500;41;6;40.45;;
URGENCES_P;2019;860000223;860014208;N3120;;6;2.8;;
URGENCES_P;2019;860000223;860014208;N9999;109;27;120.67;;
URGENCES_P;2019;860000223;860014208;NINF;58;15;62.63;;0
URGENCES_P;2019;860010321;860010313;M9999;5;;4;;
URGENCES_P;2019;860010321;860010313;N1220;2;;2;;
URGENCES_P;2019;860010321;860010313;N2120;0;1;0.5;;
URGENCES_P;2019;860010321;860010313;N2500;3;1;3.91;;
URGENCES_P;2019;860010321;860010313;N2620;2;;2;;
URGENCES_P;2019;860010321;860010313;N9999;16;5;19.91;;
URGENCES_P;2019;860010321;860010313;NINF;9;3;11.4;;
URGENCES_P;2019;870000064;870000015;M9999;38;0;15.81;3;1
URGENCES_P;2019;870000064;870000015;N1220;2;1;2.99;;0
URGENCES_P;2019;870000064;870000015;N2120;2;;2;;1
URGENCES_P;2019;870000064;870000015;N2500;36;2;38.56;;
URGENCES_P;2019;870000064;870000015;N9999;108;4;98.87;;
URGENCES_P;2019;870000064;870000015;NINF;52;1;43.35;;1
URGENCES_P;2019;870000098;870000023;M9999;5;2;5.25;2;1
URGENCES_P;2019;870000098;870000023;N1220;1;1;1.7;2;1
URGENCES_P;2019;870000098;870000023;N2120;1;;1;2;1
URGENCES_P;2019;870000098;870000023;N2500;10;;10;;
URGENCES_P;2019;870000098;870000023;N2620;2;;1.08;2;1
URGENCES_P;2019;870000098;870000023;N9999;25;2;26.07;;
URGENCES_P;2019;870000098;870000023;NINF;11;1;12.29;2;1
URGENCES_P;2019;870000270;870000031;M9999;2;3;3.47;3;1
URGENCES_P;2019;870000270;870000031;N2500;4;;4;;
URGENCES_P;2019;870000270;870000031;N9999;13;2;13.48;;
URGENCES_P;2019;870000270;870000031;NINF;9;2;9.48;3;1
URGENCES_P;2019;870000288;870017415;M9999;5;;5;;
URGENCES_P;2019;870000288;870017415;N1220;9;;9;;
URGENCES_P;2019;870000288;870017415;N2120;1;;1;;
URGENCES_P;2019;870000288;870017415;N2500;10;;9.32;;
URGENCES_P;2019;870000288;870017415;N2620;1;;1;;
URGENCES_P;2019;870000288;870017415;N9999;44;4;45.85;;
URGENCES_P;2019;870000288;870017415;NINF;23;4;25.53;;
URGENCES_P;2019;870014859;870000015;M1140;4;1;3.48;;0
URGENCES_P;2019;870014859;870000015;M9999;11;1;4.47;;0
URGENCES_P;2019;870014859;870000015;N1220;;1;0.86;;0
URGENCES_P;2019;870014859;870000015;N2500;11;4;12.26;;
URGENCES_P;2019;870014859;870000015;N9999;31;13;38.89;;
URGENCES_P;2019;870014859;870000015;NINF;14;7;19.17;;0
URGENCES_P;2019;880000021;880007059;M9999;10;3;8.4;;1
URGENCES_P;2019;880000021;880007059;N1220;3;7;7.32;;
URGENCES_P;2019;880000021;880007059;N2120;0;1;0.65;;
URGENCES_P;2019;880000021;880007059;N2500;11;22;16.77;;
URGENCES_P;2019;880000021;880007059;NINF;28;41;35.44;;
URGENCES_P;2019;880000047;880780077;M1140;;;;3;1
URGENCES_P;2019;880000047;880780077;M9999;12;2;10.06;2;1
URGENCES_P;2019;880000047;880780077;N1220;;;;3;1
URGENCES_P;2019;880000047;880780077;N2120;1;;0.7;2;1
