BOR;AN;FI;FI_EJ;LIT_MED;LIT_CHI;LIT_OBS;LIT_MCO;SEJHC_MED;SEJHC_CHI;SEJHC_OBS;SEJHC_MCO;JOU_MED;JOU_CHI;JOU_OBS;JOU_MCO;PLA_MED;PLA_CHI;PLA_OBS;PLA_MCO;SEJHP_MED;SEJHP_CHI;SEJHP_OBS;SEJHP_MCO;SEANCES_MED;CONSULT_EXT;SPED;UGER;CAP_COMPLET_GEN;CAP_COMPLET_INF;CAP_COMPLET_PEN;CAP_COMPLET_TOT;SEJ_HTP_GEN;SEJ_HTP_INF;SEJ_HTP_PEN;SEJ_HTP_TOT;FIL_TPL_GEN;FIL_TPL_INF;FIL_TPL_PEN;FIL_TPL_TOT;CAP_HDJ_GEN;CAP_HDJ_INF;CAP_HDJ_PEN;CAP_HDJ_TOT;VEN_HDJ_GEN;VEN_HDJ_INF;VEN_HDJ_PEN;VEN_HDJ_TOT;CAP_HDN_GEN;CAP_HDN_INF;CAP_HDN_TOT;VEN_HDN_GEN;VEN_HDN_INF;VEN_HDN_TOT;NB_CATTP_GEN;NB_CATTP_INF;NB_CATTP_PEN;NB_CATTP_TOT;ACT_CATTP_GEN;ACT_CATTP_INF;ACT_CATTP_PEN;ACT_CATTP_TOT;NB_CMP_GEN;NB_CMP_INF;NB_CMP_TOT;ACT_CMP_GEN;ACT_CMP_INF;ACT_CMP_TOT;FIL_AMB_GEN;FIL_AMB_INF;FIL_AMB_PEN;FIL_AMB_TOT;FIL_TOT_GEN;FIL_TOT_INF;FIL_TOT_PEN;FIL_TOT_TOT;LIT_SSR;SEJHC_SSR;JOUHP_SSR;PLA_SSR;LIT_USLD;ENT;PLATOT_HAD;SEJ_HAD;AUTGEN;PASSU_GEN;AUTPED;PASSU_PED;GEN;PED;ANT;SAMU;REA;SEJ_REANIM;TYPE1;SEJACC;TYPE2;SEJ_NEO;TYPE3;SEJ_REA;TRT_HEMO_CENTRE;SEAN_HEMO_CENTRE;TRT_INSUFF_REN;SEM_TRT_INSUFF_REN;CHIMIO;SEAN_CHIMIO;RTH;SEAN_RADIO;CHIRCAR;CARDIO_INT;NEUROCHIR;NEURO_INT;GREFFE;AMP;PRIS;EFFSAL_SPEMED;EFFSAL_DT_MEDGEN;EFFSAL_DT_URG;EFFSAL_DT_ANESTREA;EFFSAL_SPECHI;EFFSAL_DT_GYNOBS;EFFSAL_PSY;EFFSAL_ODON;EFFSAL_PHARMA;EFFSAL_AUT;EFFSAL_TOT;INTTOT;EFFLIB_SPEMED;EFFLIB_DT_MEDGEN;EFFLIB_DT_URG;EFFLIB_DT_ANESTREA;EFFLIB_SPECHI;EFFLIB_DT_GYNOBS;EFFLIB_PSY;EFFLIB_ODON;EFFLIB_PHARMA;EFFLIB_AUT;EFFLIB_TOT;ETPSAL_SPEMED;ETPSAL_DT_MEDGEN;ETPSAL_DT_URG;ETPSAL_DT_ANESTREA;ETPSAL_SPECHI;ETPSAL_DT_GYNOBS;ETPSAL_PSY;ETPSAL_ODON;ETPSAL_PHARMA;ETPSAL_AUT;ETPSAL_TOT;ETPINT;EFF_SAG;EFF_CAD;EFF_INFAVECSPE;EFF_INFSANSSPE;EFF_AID;EFF_ASH;EFF_PSYCHO;EFF_REEDU;EFF_SOINS;EFF_DIR;EFF_DIRINF;EFF_AUTADM;EFF_EDU;EFF_DTSOC;EFF_PERSPHARMA;EFF_PERSLABO;EFF_PERSRADIO;EFF_AUTMEDTEC;EFF_TEC;EFF_TOT_HORS_SOINS;EFF_TOT_PNM;ETP_SAG;ETP_CAD;ETP_INFAVECSPE;ETP_INFSANSSPE;ETP_AID;ETP_ASH;ETP_PSYCHO;ETP_REEDU;ETP_SOINS;ETP_DIR;ETP_DIRINF;ETP_AUTADM;ETP_EDU;ETP_DTSOC;ETP_PERSPHARMA;ETP_PERSLABO;ETP_PERSRADIO;ETP_AUTMEDTEC;ETP_TEC;ETP_TOT_HORS_SOINS;ETP_TOT_PNM;BIOGENSPE;MICROBIO;HEMATO;IMMUNO;GENE;ASSISTMED;ANOTO;PHARMA_A11;PHARMA_A20;PHARMA_A19;PHARMA_A26;NB_SCAN;ACT_SCAN;NB_IRM;ACT_IRM;NB_CAM;ACT_CAM;NB_TOMO;ACT_TOMO;SAL_INTERV;POST_REVEIL
SYGEN;2019;160000188;160000121;12;;;12;279;0;0;279;3926;0;0;3926;3;;;3;150;0;0;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48;438;2106;7;53;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;;;;;;;1;;4;;;;;;;;;;;;;2.84;2.84;;;;;;;1.2;;4.04;;;4;;51;56;27;2;8;148;1;1;14;6;3;4;;;;46;72;220;;4.61;;39.53;54.89;23.57;1.1;6.96;130.66;0.5;0.8;12.62;3.58;1.91;3.34;;;;43.14;63.98;194.64;;;;;;;;;;;;;;;;;;;;;
SYGEN;2019;160000253;160000451;280;70;25;375;18503;4481;1821;24805;75445;20331;7192;102968;24;19;0;43;1623;4125;0;5748;21636;221558;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65;788;1104;7;30;34;;;1;63163;0;;1;0;0;1;1;2397;0;1363;1;839;0;0;1;13575;1;54;1;7766;1;0;0;1;0;0;0;0;1;137;36;;16;32;9;;4;11;11;195;66;;;;;;;;;;;;114.38;31.45;;15.75;25.61;7.87;;2.33;9.4;8.06;159.78;60.73;34;33;52;494;438;123;10;30;1214;11;2;238;12;7;20;37;57;8;233;618;1832;32.09;28.96;50.75;454.61;404.3;114.19;5.18;23.73;1113.81;9.08;2;218.63;10.02;6.48;17.45;37.54;51.85;7.36;226.82;580.75;1694.56;1;1;1;1;0;0;1;;;;;2;1;2;0;2;0;1;0;14;12
SYGEN;2019;160000261;160014411;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;476;0;;37;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;4;;;;;;;;;;;;;2.8;;;;;;;;0.7;;3.5;;;2;;21;47;22;;3;95;1;;3;1;1;1;;;;2;8;103;;1.77;;15.96;31.07;11.4;;1.91;62.11;0.08;;1.85;0.99;0.99;0.3;;;;1.19;4.41;66.52;;;;;;;;;;;;;;;;;;;;;
SYGEN;2019;160000279;160000212;;43;;43;0;1434;0;1434;0;4255;0;4255;;23;;23;0;5336;0;5336;;5784;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;7;;;4;13;1;;;;;20;;;;;;;;;0.85;0.08;0.93;;;2;3;30;16;25;;;76;3;;10;;;2;;;;9;24;100;;1.89;0.77;26.13;12.91;20.29;;;61.99;2.89;;11.6;;;1.89;;;;6.53;22.91;84.9;;;;;;;;;;;;;;;;;;;;8;12
SYGEN;2019;160000303;160006037;53;;;53;2762;0;0;2762;16432;0;0;16432;4;;;4;13;0;0;13;;19167;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;107;978;2284;5;80;26;;;1;9555;0;;1;0;0;0;1;897;0;;0;;0;;;;;;0;;0;;0;0;0;0;0;0;0;24;3;8;;;;;;3;2;29;;;;;;;;;;;;;23.58;3;8.98;;;;;;1.9;1.26;26.74;;;8;0;97;143;65;7;22;342;3;;54;4;3;6;9;7;;53;136;478;;6.74;0.25;91.56;138.09;54.06;4.62;18.96;314.28;3;;48.53;4.45;3.45;4.64;8.37;6.69;;52.85;128.53;442.81;1;0;1;0;0;0;0;;;;;1;0;;;;;;;2;3
SYGEN;2019;160000311;160000485;27;;;27;2643;0;0;2643;8183;0;0;8183;2;;;2;55;0;0;55;;38655;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;292;0;0;30;22;;;1;12288;0;;1;0;0;0;1;170;;;;;;;;;;;0;;0;;0;0;0;0;0;;;22;;11;;2;1;;;1;;25;2;;;;;;;;;;;;18.04;0.26;8.9;;0.8;0.6;;;1.16;;20;2.23;;6;;49;51;22;2;4;134;2;;30;1;1;4;;9;;28;74;208;;5.31;;42.92;48.57;21.59;1.17;3.1;122.66;1.72;;28.56;0.73;0.73;4.38;;8.32;;25;68.71;191.37;;;;;;;;;;;;1;;;;;;;;;
SYGEN;2019;160000337;160000493;29;0;0;29;2319;0;0;2319;10882;0;0;10882;0;0;0;0;83;0;0;83;;23324;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;379;0;;;;;;1;10603;0;;1;0;0;0;1;704;;;;;;;;;;;0;;0;;0;0;0;0;0;;;11;7;;1;;;;;2;1;14;;;;;;;;;;;;;7.04;3.84;;1;0.92;;;;1;0.41;9.37;;;3;;44;47;28;2;4;128;1;;31;2;2;3;;7;;16;60;188;;2.84;;42.59;46.57;25.5;1.6;3.86;122.96;1;;33.01;1.9;1.9;2.51;;6.17;;16.08;60.67;183.63;;;;;;;;;;;;1;0;;;;;;;1;0
SYGEN;2019;160000345;160000501;;;;;;;;;;;;;;;;;;;;;;;;;244;11;0;255;2707;170;0;2877;1498;103;0;1584;73;82;0;155;3922;4932;0;8854;;;;0;153;153;7;7;0;14;3606;871;0;4477;29;11;40;50477;20558;71035;11404;1914;615;13094;12425;2315;626;14162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;8;;;;;29;;2;1;40;12;;;;;;;;;;;;7.3;7.3;;;;;21.15;;2;0.4;30.85;12.32;;29;2;345;90;77;38;21;602;4;1;81;35;7;3;;;;84;208;810;;30.8;2;326.2;86.38;75.71;33.35;20.05;574.49;3.82;0.76;72.29;32.27;5.86;3;;;;83.08;195.22;769.71;;;;;;;;;;;;;;;;;;;;;
SYGEN;2019;160000360;160000519;10;;;10;153;0;0;153;2038;0;0;2038;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;67;0;;51;33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;;;;;;;1;;5;;;;;;;;;;;;;2.11;1.96;;;;;;;0.6;;2.71;;;2;;31;54;36;2;4;129;1;;2;6;;;;;;;9;138;;1.47;;20.91;38.31;20.89;1.78;1.82;85.18;0.39;;3.97;2.45;;0.34;;;;4.8;11.95;97.13;;;;;;;;;;;;;;;;;;;;;
SYGEN;2019;160002036;160009908;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;110;998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;;;;;;;1;;4;;;;;;;;;;;;;2;2;;;;;;;0.5;;2.5;;;;;13;25;;1;;39;1;;10;1;1;;;;;;12;51;;;;12.4;23.58;;0.79;;36.77;1;;9.4;1;1;;;;;;11.4;48.17;;;;;;;;;;;;;;;;;;;;;
SYGEN;2019;160006110;860000348;;;;;;;;;;;;;;;;;;;;;11259;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;450;0;;0;;;;;;;;;4;;;;;;;;;;4;;;;;;;;;;;;;0.79;;;;;;;;0.3;;1.09;;;;;17;3;1;;;21;;;1;;;;;;;;1;22;;0.4;;13.7;2.31;1;;;17.41;0.2;;2.26;;;0.51;;;0.6;0.1;3.67;21.08;;;;;;;;;;;;;;;;;;;;;
SYGEN;2019;160008231;160001038;;;;;;;;;;;;;;;;;;;;;;;;;39;;;39;487;;;487;460;;;460;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;460;;;460;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;1;1;;;;;2;;;;3;;;;;;;;;0.62;;0.62;;;1;;11;4;11;1;;28;;;6;;;;;;;2;8;36;;0.5;;7.94;3.55;5.24;0.33;;17.56;;;4.69;;;;;;;1.05;5.74;23.3;;;;;;;;;;;;;;;;;;;;;
SYGEN;2019;160009080;160001574;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;85;875;6280;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;;;;;;;1;;5;1;;;;;;;;;;;;4.05;1.3;;;;;;;1.19;;5.24;0.16;;6;;19;38;2;2;22;89;1;;15;3;3;2;;;2;22;45;134;;6;;18.03;35.14;0.99;1.67;21.95;83.78;1;;13.02;1.53;1.53;1.93;;;1.37;18.68;37.53;121.31;;;;;;;;;;;;;;;;;;;;;
SYGEN;2019;160012159;860000348;;;;;;;;;;;;;;;;;;;;;3581;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.35;;;;;;;;0.2;;0.55;;;;;5;1;;;;6;;;;;;;;;;;;6;;0.3;;4.6;1;;;;5.9;0.15;;1.29;;;0.29;;;0.45;0.1;2.28;8.18;;;;;;;;;;;;;;;;;;;;;
SYGEN;2019;160012209;160012191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;348;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;1;;2;;;;;;;;;;;;;1.21;1.21;;;;;;;0.62;;1.83;;;1;;5;4;7;1;;18;1;;3;2;2;;;;;1;7;25;;0.48;;4.44;3.45;6.88;0.1;;15.35;1;;2.26;0.2;0.2;;;;;0.6;4.06;19.41;;;;;;;;;;;;;;;;;;;;;
SYGEN;2019;160013207;160001632;24;63;24;111;1740;3316;1159;6215;9082;9075;4350;22507;16;35;0;51;4303;8445;108;12856;4129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;377;1;981;0;0;0;0;;;;;1;4129;0;;0;0;0;0;0;0;1;3;2;;;2;;;;2;;7;;26;;;8;37;8;;;;1;64;1.68;1.1;;;1.02;;;;1.25;;3.95;;15;6;2;110;50;18;2;;203;2;;46;1;1;11;;4;12;8;84;287;12.41;6;1.71;100.99;42.99;14.6;0.95;;179.65;2;;38.37;0.6;0.6;9.07;;3.7;10.33;8;72.07;251.72;;;;;;;;;;;;;;;;;;;;17;32
SYGEN;2019;160014650;160014643;;;;;0;0;0;0;0;0;0;0;;;;;0;0;0;0;19843;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;1;19843;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SYGEN;2019;160015368;160014411;103;;15;118;7064;0;887;7951;30909;0;2888;33797;10;;;10;637;0;0;637;1770;49550;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19275;0;;1;0;0;0;1;287;1;626;0;0;0;0;;;;;1;1770;0;;0;0;0;0;0;0;1;36;4;;3;3;2;;;7;2;48;5;;;;;;;;;;;;32.04;3.73;;3.84;5.32;2.87;;;5.89;1.17;44.42;5.69;16;10;6;112;152;26;6;6;334;4;;64;3;1;11;;9;1;62;154;488;15.58;8.16;6.38;91.56;113.74;22.08;2.12;5.82;265.44;3.58;;53.37;1.87;1;7.99;;10.1;1;49.1;127.01;392.45;;;;;;;;;;;;1;1;1;0;;;;;2;
SYGEN;2019;160016374;860012913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1114;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;0.1;;;;;;0.1;;;;;;;;1;3;4;1;;1;1;1;;;;;;3;7;;;;;;;0.48;2.58;3.06;0.1;;0.46;0.38;0.38;;;;;;0.94;4;;;;;;;;;;;;;;;;;;;;;
SYGEN;2019;170000038;170780050;69;19;;88;3615;1156;0;4771;23032;5800;0;28832;4;7;0;11;239;2316;0;2555;545;100244;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45;386;1516;5;;;;;1;14105;0;;1;0;0;0;1;324;0;0;0;0;0;0;;;;;1;545;0;;0;0;0;0;0;0;1;34;4;9;5;8;1;;;4;;46;3;;;;;2;;;;;;2;30.62;3.98;9.37;3.2;7.17;1;;;3.87;0.75;42.41;3.34;4;8;10;116;116;55;3;11;323;4;2;63;4;2;8;9;10;;64;164;487;3.51;5.65;10.62;117.53;111.55;54.71;1.75;9.52;314.84;3.82;1.82;62.5;2.44;1.02;7.21;9.07;9.92;;63.27;160.05;474.89;;;;;;;;;;;;1;1;;;;;;;6;5
SYGEN;2019;170000061;170024194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58;666;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;3;;;;;;;;;;;;;1.9;;;;;;;;;;1.9;;;2;;17;33;10;3;3;68;1;;5;1;1;2;;;;11;20;88;;1.1;;15.02;29.85;8.36;0.45;2.01;56.79;0.2;;2.79;0.2;0.2;0.9;;;;10.26;14.35;71.14;;;;;;;;;;;;;;;;;;;;;
SYGEN;2019;170000079;170780142;11;;;11;102;0;0;102;2398;0;0;2398;1;;;1;26;0;0;26;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;212;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;1;1;4;;18;18;;;;;;;;;18;0.5;0.5;;;;;;;0.6;0.1;1.2;;;1;;8;16;1;;2;28;1;;11;1;1;1;;;;29;43;71;;1;;7.57;14.3;1;;2;25.87;0.6;;10.06;0.2;0.2;1;;;;26.27;38.13;64;;;;;;;;;;;;;;;;;;;;;
SYGEN;2019;170000087;170024194;418;104;42;564;21148;6620;3189;30957;127108;33193;11883;172184;29;30;2;61;3535;6840;874;11249;28263;223082;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;85;844;1;47621;0;;1;0;0;1;1;3028;0;2142;1;469;0;0;1;12876;1;;1;15108;0;;0;1;0;0;0;0;1;221;21;43;28;47;12;3;1;22;3;297;96;;;;;;;;;;;;176.13;19.6;36.6;26.5;38.7;9.2;3;1;19.9;3;241.73;87;46;50;97;611;597;164;25;43;1633;12;1;384;23;19;35;56;48;1;317;877;2510;44.35;50.1;91.25;578.78;564.92;153.35;19.8;33.82;1536.37;8.5;1;353.19;19.09;15.62;31.12;48.01;43.99;1;302.8;808.7;2345.07;1;1;1;1;0;0;1;;;;;2;1;2;0;;;;;21;18
SYGEN;2019;170000095;170780167;54;6;0;60;2515;687;0;3202;18821;1343;0;20164;6;6;0;12;767;727;0;1494;;30715;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;928;3402;14;;;;;1;11416;0;;1;0;0;0;1;383;0;0;0;0;0;0;;;;;0;;0;;0;0;0;0;0;0;1;28;5;7;2;5;1;;;2;2;37;3;;;;;;;;;;;;21.7;3.82;6.51;2;4.2;0.2;;;1.75;2;29.65;0.98;;7;8;103;118;59;3;20;318;1;;54;3;;5;13;9;1;47;133;451;;6.66;8.17;97.16;109.49;54.42;1.88;18.85;296.63;1;;50.28;2.86;;4.02;11.8;8.3;0.99;43.25;122.5;419.13;;;;;;;;;;;;1;0;;;;;;;4;6
SYGEN;2019;170000103;170780175;232;78;24;334;12190;4463;1860;18513;71769;18972;7227;97968;9;10;0;19;420;4193;0;4613;42506;153236;1;1;40;4;;44;426;;;426;282;0;;282;0;10;;10;0;2005;;2005;0;0;0;0;;0;0;;;0;0;0;;0;0;2;2;0;3110;3110;477;184;;771;785;446;;1225;;;;;;;90;864;1;46880;0;;1;0;0;0;1;2407;0;1487;1;509;0;0;1;11420;1;5233;1;8647;1;22402;1;1;0;0;0;0;1;105;;16;16;31;10;9;1;6;18;170;45;0;;0;0;0;0;0;0;0;0;0;93.2;;15.13;13.69;26.74;9.56;5.77;0.4;5.8;12.35;144.26;41.96;42;29;66;451;321;48;15;23;995;11;1;193;15;1;21;18;39;3;321;622;1617;38.8;26.95;59.75;415.68;304.59;50.95;12.77;21.23;930.72;9.32;1;184.09;12.9;1.39;18.43;17.75;38.47;2.92;308.37;593.25;1523.97;;;;;;;;;;;;1;;1;;;;;;11;15
SYGEN;2019;170000111;170024194;3;;;3;24;0;0;24;389;0;0;389;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;328;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;;;1.8;;;;;;;;;;1.8;;;3;;9;10;4;1;2;29;;;8;1;1;1;;;;4;14;43;;0.37;;7.36;10.16;4;0.05;2;23.94;;;1.43;0.2;0.2;0.4;;;;0.64;2.67;26.61;;;;;;;;;;;;;;;;;;;;;
SYGEN;2019;170000129;170780191;113;;;113;5285;0;0;5285;38840;0;0;38840;10;;;10;429;0;0;429;2849;25833;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;843;0;;;;;;;;;;1;0;0;0;1;365;;;;;;;;;;;1;2849;0;;0;1;0;0;0;;;48;4;10;4;3;;;;3;3;57;11;;;;;;;;;;;;31.43;2.72;7.86;2.18;0.57;;;;3.25;3;38.25;12.64;;9;2;136;148;49;3;7;354;5;1;75;4;4;8;14;9;1;68;185;539;;8.88;2;122;135.58;37.44;1.85;7.7;315.45;4.78;1;70.56;3.99;3.99;7.05;12.71;9.03;1;66.35;176.47;491.92;;;;;;;;;;;;1;0;1;0;;;;;3;6
SYGEN;2019;170000137;170780209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;300;31;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;;;;;;;;;;;;;;;;;;;;0.7;;0.7;;;1;;7;13;2;;1;24;1;;4;;;;;;;11;16;40;;1;;6.5;10.1;2.6;;1;21.2;0.2;;2;0.1;;;;;;2.1;4.4;25.6;;;;;;;;;;;;;;;;;;;;;
SYGEN;2019;170000152;170780225;172;35;18;225;10885;2706;1730;15321;56553;10643;6148;73344;14;12;0;26;1198;5318;0;6516;2013;113561;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;656;0;;50;23;;;1;40142;0;;1;0;0;0;1;818;0;1074;1;247;0;0;;;;;1;2013;0;;0;0;0;0;0;0;1;109;9;45;8;22;6;;1;8;4;144;22;3;;;;2;;;;;;5;65.45;7.26;14.38;8.18;16.3;4.28;;0.4;6.97;3.2;92.32;17.54;31;14;49;234;266;118;8;24;744;5;1;121;12;3;12;21;22;4;69;267;1011;26.44;12.89;45.78;222.41;255.11;113.05;6.04;20.75;702.47;4.52;1;115.66;10.18;2.59;10.93;19.2;19.35;3.33;66.91;251.08;953.55;1;1;1;0;0;0;0;;;;;2;0;2;0;;;;;10;11
SYGEN;2019;170000178;170780266;10;;;10;253;0;0;253;3643;0;0;3643;1;;;1;47;0;0;47;;477;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;645;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;;;;;;;2;1;6;;;;;;;;;;;;;3;2;;;;;;;0.92;0.01;3.93;;;2;;21;50;26;1;4;104;1;1;14;2;1;2;;1;;27;48;152;;1.15;;20.22;42.5;22.37;1;3.82;91.06;0.38;0.18;14.9;2.08;1;1.36;;0.4;;27.31;46.61;137.67;;;;;;;;;;;;;;;;;;;;;
SYGEN;2019;170020994;170780175;;;;;;;;;;;;;;;;;;;;;;;;;0;4;;4;0;0;;0;0;0;0;0;20;25;;45;3211;3098;;6309;0;0;0;0;0;0;2;0;;2;2318;0;;2318;3;5;8;15911;13539;29450;2316;1522;189;4085;2428;1614;189;4210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;9;4;;;;;;;;;;;;;;;;;;4.03;;;;4.03;2.82;;4;;41;;6;16;7;74;;;6;17;2;;;;;1;24;98;;3.92;;37.64;0.03;6.39;12.35;4.03;64.36;;;5.29;14.1;1.81;;;;;1;20.39;84.75;;;;;;;;;;;;;;;;;;;;;
SYGEN;2019;170022065;170022057;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19632;0;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SYGEN;2019;170022818;170022057;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;7253;0;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SYGEN;2019;170022826;170022057;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;11632;0;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SYGEN;2019;170024590;170780225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;0;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6;;0.6;;;;;;;;0.6;;;;;;;;;;;;;;;;;;;;;;;;;;0.8;;;;;0.8;;;;;;;;;;0.8;0.8;1.6;;;;;;;;;;;;;;;;;;;;;
