BOR;AN;FI;FI_EJ;AUTOR;LACTA;LIT_OBS;LIT_NEO_HSI;LIT_SIN;LIT_REA;SALTRAV;SEJ_OBS;SEJ0_Obs;SEJ_NEO_HSI;SEJ0_NEO_HSI;SEJ_SIN;SEJ0_SIN;SEJ_REA;SEJ0_REA;SEJ_BAM;SEJ0_BAM;JOU_OBS;JOU_NEO_HSI;JOU_SIN;JOU_REA;JOU_BAM;SEJACC;JOUACC;SEJCES;JOUCES;FSUIV;ACCUN;ACCMU;ENFTR;TRANSDES;ENFANTS;CONSGYN;CONSSAG;CONSENTR;SORPREC;MUTHAD;PRIS;IVG;IVGN_1;IVGME;IVG1214;CONV;IMG;AMP;PAT_AMP
PERINAT;2019;230000820;230780041;TYPE2;;19;4;;;2;730;84;255;9;0;0;0;0;326;1;2811;1063;0;0;1369;494;2510;82;565;1;489;5;3;0;500;4534;2320;1575;5;0;1;144;161;89;7;0;0;0;0
PERINAT;2019;240000190;240000596;;;;;;;;17;14;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;14;24;13;0;;2;1;128
PERINAT;2019;240000372;240000059;TYPE1;;15;;;;3;1016;145;0;0;0;0;0;0;637;1;3076;0;0;0;2112;692;2749;147;733;0;685;7;7;;702;6144;4998;61;21;1;1;307;336;245;2;0;1;0;0
PERINAT;2019;240000489;240000117;TYPE2;;34;9;3;;6;2005;240;272;68;117;15;0;0;1332;0;7731;937;1249;0;4962;1478;7013;267;1755;4;1450;28;6;;1522;15399;3437;1161;25;7;1;580;519;376;45;0;0;1;456
PERINAT;2019;240000687;240000448;TYPE1;;15;;;;3;358;61;0;0;0;0;0;0;250;4;1159;0;0;0;931;248;1086;39;224;0;247;1;3;;250;1523;2357;;10;1;1;117;165;102;2;;0;0;0
PERINAT;2019;250000700;250000452;TYPE2;;22;6;;;4;1418;100;229;5;0;0;0;0;1068;4;5249;1696;0;0;3648;1149;4810;151;866;0;1132;17;2;;1168;;;;53;0;1;254;249;180;14;;13;0;0
PERINAT;2019;250006954;250000015;TYPE3;;56;22;11;10;7;3680;462;787;23;160;9;228;16;1955;1;15416;7083;3001;2234;7390;2629;13273;406;3231;0;2557;72;2;0;2704;4037;9440;80;43;8;1;434;439;170;60;9;22;1;404
PERINAT;2019;250011848;250017803;TYPE2;;24;6;;;5;1529;176;257;7;0;0;0;0;986;3;5588;1261;0;0;3528;1212;5312;236;1373;0;1195;17;6;;1239;;;;14;1;0;0;0;0;0;;7;1;232
PERINAT;2019;260000013;260000021;TYPE2;;37;12;6;0;5;3158;134;538;13;174;20;0;0;2095;38;12392;4016;1342;0;6853;2468;10616;529;3178;4;2414;54;45;;2536;5396;7157;;147;205;1;425;425;291;57;4;13;0;0
PERINAT;2019;260000120;260016910;TYPE2;;25;6;;;3;1568;133;182;17;0;0;0;0;1079;33;5589;1413;0;0;3793;1180;4938;244;1322;0;1166;14;10;;1203;6413;7684;210;64;0;1;255;278;88;23;9;4;0;0
PERINAT;2019;260000138;260000047;TYPE2;;32;6;0;0;6;2481;229;177;25;0;0;0;0;1746;7;9722;1412;0;0;6505;1855;8567;314;2055;1;1833;22;15;1;1890;10118;16008;203;55;0;1;322;323;106;37;6;16;0;0
PERINAT;2019;260000146;260000054;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;775;1025;;0;0;1;64;47;57;0;;0;0;0
PERINAT;2019;260000286;260000104;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1131;1695;7;0;0;1;22;22;22;0;;0;0;0
PERINAT;2019;270000045;270000060;CPPR;;;;;;;94;36;0;0;0;0;0;0;50;2;216;0;0;0;188;50;206;9;54;0;50;0;0;;51;1826;2899;157;0;0;1;89;113;55;1;;0;0;0
PERINAT;2019;270000359;270023724;TYPE2;;34;8;2;;5;2858;470;289;0;72;25;0;0;1768;1;9979;1715;429;0;6719;2061;9315;361;2110;5;2029;32;7;0;2100;4826;6502;32;22;0;1;578;559;555;25;17;37;0;0
PERINAT;2019;270000367;270000086;TYPE1;;11;;;;2;565;50;0;0;0;0;0;0;416;7;1956;0;0;0;1555;412;1701;77;408;0;409;3;7;;419;5826;3079;;14;0;1;149;166;120;1;0;0;0;0
PERINAT;2019;270000391;760024042;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;864;1585;348;0;0;1;60;165;60;0;;0;0;0
PERINAT;2019;270000425;270000102;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1625;1231;6;0;0;0;0;0;0;0;;0;0;0
PERINAT;2019;270000441;270000110;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1148;1779;;;;0;;;;;;;0;
PERINAT;2019;270000458;270023724;TYPE1;;14;;;;4;953;181;0;0;0;0;0;0;674;8;3005;0;0;0;2477;673;2781;117;640;0;667;6;4;15;679;8699;3708;;15;0;1;306;291;285;7;0;7;0;0
PERINAT;2019;280000084;280000183;TYPE2;;22;8;;;4;2341;525;259;10;0;0;0;0;1163;4;7220;1567;0;0;4196;1322;6015;319;1851;1;1307;15;9;;1344;8032;3971;0;31;0;1;309;279;260;6;;17;1;247
PERINAT;2019;280000662;280500075;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;712;2603;;0;0;1;22;35;22;0;;1;0;0
PERINAT;2019;280502998;280000589;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;638;6127;739;0;0;0;0;0;0;0;;0;0;0
PERINAT;2019;280504267;280000134;TYPE2;;41;12;6;0;5;3265;358;408;17;225;27;0;0;2240;0;11916;2469;1354;0;7335;2556;10828;413;2598;0;2512;44;8;;2600;12690;4773;322;182;33;1;397;365;286;53;;19;0;0
PERINAT;2019;280505777;280001199;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;46;28;33;0;;4;0;0
PERINAT;2019;290000025;290020700;TYPE2;INT;40;12;3;;7;3056;275;398;24;100;11;0;0;2155;10;11057;3174;578;0;7539;2353;10031;374;2042;2;2311;42;11;;2401;11829;9531;63;93;0;1;559;585;264;31;7;15;0;0
PERINAT;2019;290000033;290021542;TYPE2;;19;4;;;3;737;54;135;16;0;0;0;0;492;2;3051;940;0;0;1947;557;2726;123;752;1;549;8;3;0;569;5598;6366;245;16;0;1;241;217;214;8;;1;0;0
PERINAT;2019;290000058;290000017;TYPE3;EXT;45;18;6;6;8;2944;197;632;21;190;5;221;12;1689;3;13173;4792;1990;2207;6056;2158;10762;491;3420;24;2089;69;0;0;2247;22091;10266;206;56;0;1;505;499;305;45;0;16;1;413
PERINAT;2019;290000066;290020700;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1197;1706;44;;;0;;;;;;;0;
PERINAT;2019;290000140;290000447;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;35;43;26;3;;2;1;361
PERINAT;2019;290000173;290000041;TYPE1;;17;;;;2;700;91;0;0;0;0;0;0;517;6;2422;0;0;0;1921;519;2213;94;497;0;519;0;4;4;519;3515;2824;195;12;0;1;83;89;52;1;0;0;0;0
PERINAT;2019;290000181;290000074;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1695;2334;57;0;0;0;0;;0;0;0;0;0;0
PERINAT;2019;290000256;290000017;TYPE1;;12;;;;2;307;45;0;0;0;0;0;0;200;4;941;0;0;0;705;198;795;45;225;0;197;1;3;0;200;4491;2094;52;12;0;1;73;67;59;1;0;0;0;0
PERINAT;2019;290000785;220020739;CPPR;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1261;1237;35;0;0;0;0;0;0;0;;0;0;0
PERINAT;2019;290000934;560005746;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;2429;3180;78;0;0;0;0;0;0;0;;0;0;0
PERINAT;2019;290019777;290022508;TYPE2;;44;6;;;9;2246;165;232;10;0;0;0;0;1613;3;8556;1207;0;0;5809;1826;8022;383;2120;0;1800;26;11;;1852;;;;28;0;1;239;267;181;12;12;16;0;0
PERINAT;2019;2A0000022;2A0000014;TYPE2;;19;3;3;;3;1349;119;178;6;52;3;0;0;840;0;5295;1041;209;0;3148;1016;4862;190;1195;1;1007;9;3;;1033;12515;2021;3400;16;1;1;391;375;265;21;;8;0;0
PERINAT;2019;2A0000154;2A0000204;TYPE1;;8;;;;2;341;37;0;0;0;0;0;0;236;4;1164;0;0;0;885;235;1023;63;358;0;235;0;3;;235;;;;2;0;1;73;59;50;0;;0;0;0
PERINAT;2019;2B0000012;2B0000020;TYPE2;;22;5;2;0;3;1352;81;114;0;46;12;0;0;903;2;5506;875;429;0;3446;1014;4962;259;1651;13;995;19;3;;1047;;;;12;0;1;531;469;455;10;;16;0;0
PERINAT;2019;2B0000145;2B0000053;TYPE1;;16;;;;2;696;80;0;0;0;0;0;0;534;3;2577;0;0;0;2039;530;2415;180;894;0;525;5;3;;536;;;;1;0;1;203;176;138;2;;5;0;0
PERINAT;2019;300000023;300780046;TYPE2;;30;6;0;0;3;1730;209;209;13;0;0;0;0;1045;4;6603;1429;0;0;3810;1139;5351;262;1628;4;1130;9;9;0;1155;7445;3817;93;10;0;1;459;459;312;13;0;0;0;0
PERINAT;2019;300000031;300780053;TYPE2;;21;6;;;3;1170;111;216;17;0;0;0;0;674;1;4388;1153;0;0;2357;824;3735;92;567;0;818;6;6;;832;5888;3937;111;14;0;1;209;195;108;13;1;1;0;0
PERINAT;2019;300780137;920028396;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;29;37;0;0;;2;0;0
PERINAT;2019;300781465;300000726;TYPE2;;23;6;0;0;3;1265;100;192;11;0;0;0;0;903;0;4832;1192;0;0;3304;997;4395;210;1150;8;991;6;8;;1005;;;;17;0;1;134;134;107;1;;2;0;0
PERINAT;2019;300782117;300780038;TYPE3;;38;15;9;6;5;3587;725;444;0;44;2;278;6;1769;9;15322;4989;506;4463;6333;2180;12478;550;4669;15;2101;79;9;;2259;23724;8076;128;49;0;1;563;551;219;76;;119;1;319
PERINAT;2019;300788502;300017985;TYPE1;;33;;;;4;1853;306;0;0;0;0;0;0;1459;8;6128;0;0;0;5191;1454;5933;330;1726;13;1450;4;7;;1465;;;;31;0;1;246;263;203;0;;58;0;0
PERINAT;2019;310009279;310780671;TYPE1;;14;;;;2;699;65;0;0;0;0;0;0;430;10;2585;0;0;0;1838;426;2068;90;616;1;425;1;8;;433;6728;4996;;6;0;1;76;66;27;2;;2;0;0
PERINAT;2019;310016977;310781406;TYPE3;EXT;109;22;21;14;9;8211;1292;747;49;677;58;455;10;4414;17;34599;6199;7028;4454;16673;5017;27111;1105;9092;139;4831;186;14;42;5276;8107;8940;231;108;0;1;982;820;419;136;;132;1;695
PERINAT;2019;310026083;310026075;TYPE2;;51;9;;;12;4546;309;525;39;0;0;0;0;3469;28;17665;2814;0;0;11702;3845;16212;614;3817;16;3802;43;25;;3910;;;;158;0;1;303;318;186;15;28;22;0;0
PERINAT;2019;310026927;310026794;TYPE1;;22;;;;10;2032;223;0;0;0;0;0;0;1562;21;6913;0;0;0;5470;1563;6232;359;1970;2;1549;14;6;;1577;;;;89;0;1;259;32;177;4;;4;1;624
PERINAT;2019;310780283;310000112;TYPE2;;21;6;0;0;4;1213;68;175;5;0;0;0;0;862;2;4712;1618;0;0;2952;950;4093;191;1128;11;936;14;6;;965;;;;27;0;1;25;17;16;0;;4;0;0
PERINAT;2019;310780382;310000179;TYPE2;;38;9;6;;;2246;113;351;9;195;7;0;0;1567;5;9716;2887;1088;0;5626;1757;8247;363;2235;31;1735;22;6;;1790;;;;28;0;1;215;330;133;5;;6;0;0
PERINAT;2019;310781067;310788898;TYPE1;;39;0;0;0;5;2876;206;0;0;0;0;0;0;2456;31;10879;0;0;0;9233;2430;10384;340;1875;3;2418;12;28;;2442;11473;7082;;102;0;1;1144;1169;464;120;;0;0;0
PERINAT;2019;310781505;310000492;TYPE1;;20;;;;3;884;67;0;0;0;0;0;0;664;4;3536;0;0;0;2811;665;3210;183;1099;0;663;2;3;;669;;;;3;0;1;96;105;81;3;;3;0;0
PERINAT;2019;320000086;320780117;TYPE2;;20;4;0;0;5;1194;102;114;13;0;0;0;0;821;4;4834;892;0;0;2951;901;4222;148;1008;4;886;15;8;0;920;6913;5417;94;40;0;1;215;226;125;18;10;6;0;0
PERINAT;2019;320780067;320000052;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;19;34;15;0;;2;0;0
PERINAT;2019;330000340;330780552;TYPE1;;40;;;;6;2990;261;0;0;0;0;0;0;2392;17;11112;0;0;0;9166;2401;10344;425;2425;2;2391;10;16;;2421;;;;83;0;1;277;338;13;26;;72;0;0
PERINAT;2019;330000555;330781204;TYPE1;;22;;;;3;1361;141;0;0;0;0;0;0;1057;5;4615;0;0;0;3885;1047;4268;177;864;0;1038;9;3;;1059;6078;3263;;44;0;1;292;296;169;19;;34;0;0
PERINAT;2019;330000571;330781220;TYPE1;;15;;;;2;620;126;0;0;0;0;0;0;392;11;1740;0;0;0;1344;391;1563;71;366;0;389;2;11;;393;6890;2227;248;30;0;1;128;142;60;7;;8;0;0
PERINAT;2019;330000589;330027509;TYPE1;;18;;;;4;1146;128;0;0;0;0;0;0;698;10;3845;0;0;0;2685;695;3185;147;860;0;691;4;10;;700;3206;4234;274;19;19;1;237;240;161;21;3;0;0;0
PERINAT;2019;330000597;330027509;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;915;1797;23;0;0;1;7;17;7;0;;0;0;0
PERINAT;2019;330000605;330781253;TYPE2;;30;9;3;;5;2126;166;159;17;224;17;0;0;1477;0;8205;681;2621;0;5127;1631;7202;385;2320;13;1601;30;6;;1668;22341;6454;469;100;0;1;398;418;247;26;4;9;0;0
PERINAT;2019;330780263;330000134;TYPE1;;30;;;;6;1958;271;0;0;0;0;0;0;1404;11;6946;0;0;0;5436;1396;6285;209;1196;0;1390;6;10;;1406;;;;22;0;0;0;0;0;0;;1;0;0
PERINAT;2019;330780479;330000274;TYPE2;;46;6;;;7;3671;374;386;22;0;0;0;0;2559;1;14038;2237;0;0;8840;2855;12620;606;3546;14;2823;32;18;;2906;;;;97;0;1;38;66;34;0;;28;0;0
PERINAT;2019;330780495;330796392;TYPE1;;12;;;;2;390;36;0;0;0;0;0;0;280;3;1381;0;0;0;1077;278;1214;67;415;0;276;2;2;;283;7464;930;;18;0;1;98;99;59;5;;0;0;0
PERINAT;2019;330780537;330000324;TYPE1;;13;;;;2;571;103;0;0;0;0;0;0;357;0;1776;0;0;0;1381;363;1611;65;395;0;363;0;2;0;373;57;723;0;9;0;1;91;97;13;4;0;6;0;0
PERINAT;2019;330781360;330781196;TYPE3;;72;58;37;18;13;9311;1971;778;32;584;4;1026;277;4525;3;36774;4747;10060;6507;18860;5568;31945;1111;9053;64;5362;206;24;;5850;;10242;;218;0;1;1754;1652;766;354;50;152;1;754
PERINAT;2019;330782582;330000928;TYPE1;;25;;;;4;1652;474;0;0;0;0;0;0;995;11;4594;0;0;0;3617;987;4114;233;1185;0;977;10;11;;999;;;;30;0;1;127;174;0;9;;17;1;816
PERINAT;2019;340000033;340780055;TYPE2;;26;6;;;3;1875;172;452;30;0;0;0;0;1141;1;7169;3555;0;0;3958;1313;6038;242;1626;11;1280;33;8;;1368;;7576;;31;0;1;722;719;433;52;4;0;0;0
PERINAT;2019;340000223;340011295;TYPE2;;19;6;;;3;864;89;181;20;0;0;0;0;479;1;2947;797;0;0;1751;576;2526;125;673;2;573;3;6;;579;;;;7;0;1;334;364;257;10;;10;0;0
PERINAT;2019;340009885;340009877;TYPE1;;32;;;;4;1931;231;0;0;0;0;0;0;1420;9;6079;0;0;0;4800;1409;5403;317;1575;0;1398;11;7;;1424;;;;35;0;1;90;102;33;3;12;19;0;0
PERINAT;2019;340022979;340000306;TYPE2;;71;6;;;10;4315;490;478;28;0;0;0;0;3051;0;17215;2662;0;0;11314;3445;16174;707;4172;13;3394;51;11;;3505;;;;20;0;1;556;670;326;14;;2;1;922
PERINAT;2019;340780675;340000298;TYPE2;;39;6;;;7;2310;220;302;8;0;0;0;0;1656;0;9463;1422;0;0;6293;1920;9011;427;2580;4;1896;24;7;;1949;;;;48;0;1;474;630;293;7;2;7;0;0
PERINAT;2019;340780717;340023225;TYPE1;;10;;;;2;370;59;0;0;0;0;0;0;217;5;1166;0;0;0;775;262;1069;39;217;0;260;2;2;;264;;;;18;0;1;84;86;75;0;;3;0;0
PERINAT;2019;340780741;340000348;TYPE1;;25;0;0;0;2;773;123;0;0;0;0;0;0;503;5;2452;0;0;0;1765;497;2065;104;584;0;492;5;4;0;503;;;;24;0;1;189;237;144;8;1;5;0;0
PERINAT;2019;340796663;340780477;TYPE3;EXT;74;20;18;14;10;4775;360;668;9;647;24;423;17;3015;3;23497;7100;6244;4963;11423;3703;20643;788;6836;25;3586;117;2;0;3884;;;469;116;3;1;1114;1044;553;26;6;130;1;773
PERINAT;2019;350000121;350000303;TYPE2;;46;9;;;5;2495;142;518;60;0;0;0;0;1577;11;10789;2453;0;0;5878;2053;9912;386;2352;2;2033;20;19;;2085;;;;43;0;1;31;37;0;1;;11;0;0
PERINAT;2019;350000139;350001137;TYPE2;;57;9;;;8;4184;329;618;20;0;0;0;0;3026;37;17308;3488;0;0;11313;3533;16246;544;3471;2;3477;56;23;;3608;11412;18062;934;232;0;0;0;0;0;0;0;58;1;943
PERINAT;2019;350000147;350000022;TYPE2;;21;6;;;4;1728;103;182;13;0;0;0;0;1303;10;7168;1193;0;0;5032;1373;6534;257;1621;2;1354;19;12;;1398;7631;5709;223;16;0;1;344;357;240;14;;3;0;0
PERINAT;2019;350000154;350000030;TYPE2;;14;4;;;4;943;92;284;13;0;0;0;0;513;1;3608;1298;0;0;1941;737;3323;125;735;0;729;8;3;;748;8256;5050;245;10;0;1;75;28;58;1;;5;0;0
PERINAT;2019;350000162;350000048;TYPE1;;12;;;;3;654;71;0;0;0;0;0;0;486;5;2492;0;0;0;1912;519;2333;68;413;0;515;4;6;;526;8104;4225;106;22;0;1;143;142;126;9;;10;0;0
PERINAT;2019;350000188;350000055;TYPE2;;17;4;;;2;988;119;164;5;0;0;0;0;582;1;3914;1055;0;0;2370;706;3564;141;928;0;692;14;3;0;724;6420;2865;;9;0;1;75;81;50;1;0;2;0;0
PERINAT;2019;350000741;350005179;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;0;0;;0;0;;1;0;0
PERINAT;2019;350007084;350005179;TYPE3;EXT;73;18;21;12;15;4888;255;479;10;382;21;225;20;3245;7;23906;5945;7207;3665;13876;3710;20800;743;6101;46;3636;74;13;;3816;10593;14895;517;38;7;1;1833;1863;737;125;52;28;1;428
PERINAT;2019;360000038;360000046;CPPR;;0;;;;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;981;1770;39;0;0;1;42;28;42;0;;0;0;0
PERINAT;2019;360000137;360000053;TYPE2;;38;6;;;5;1852;109;218;23;0;0;0;0;1179;0;7651;1405;0;0;4575;1353;6462;274;1795;0;1340;13;16;;1374;5665;5812;125;12;0;1;350;327;302;16;;29;0;0
PERINAT;2019;360000160;360000053;CPPR;;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1412;917;22;0;0;1;17;39;17;0;;0;0;0
PERINAT;2019;370000499;370000481;TYPE3;;;;;;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;7;0;0;0;0;0;0;0;0;;3;;;;0;0;0;0;0;0;0;;0;0;0
PERINAT;2019;370000531;370000606;TYPE1;;12;0;0;0;3;648;49;0;0;0;0;0;0;531;7;2523;0;0;0;2053;522;2377;82;460;0;522;0;7;7;525;11426;1754;90;6;0;1;83;68;41;2;0;0;0;0
PERINAT;2019;370000861;370000481;TYPE3;EXT;66;18;9;16;7;4590;376;505;17;210;7;390;20;2905;95;20973;5286;2918;4447;10499;3396;17771;700;5756;2;3319;77;85;;3492;6917;22950;197;154;3;1;1113;1129;361;89;6;35;1;646
PERINAT;2019;370000879;370000564;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1936;2286;192;0;0;1;47;60;27;2;;0;0;0
PERINAT;2019;370000903;370000614;CPPR;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;880;408;61;0;0;1;31;38;16;0;0;0;0;0
PERINAT;2019;370007569;370007528;TYPE2;;45;6;;;6;2961;245;609;9;0;0;0;0;1719;11;12067;3379;0;0;6331;2306;10418;465;2781;2;2282;24;20;;2330;;;;24;0;0;0;0;0;0;;24;1;260
PERINAT;2019;380000026;380780031;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;793;1026;8;0;0;1;16;;16;0;;0;0;0
PERINAT;2019;380000034;380780049;TYPE2;;31;6;;;1;1758;122;127;3;0;0;0;0;1300;33;6844;1849;0;0;4704;1322;5885;275;1508;3;1307;15;18;;1353;;;;46;0;1;385;179;194;47;;1;0;0
PERINAT;2019;380000042;380780056;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;113;0;0;0;0;0;0;0;0;;0;0;0
PERINAT;2019;380000067;380780080;TYPE3;;57;14;12;12;6;4136;432;333;18;391;14;262;4;2350;3;18005;2798;5121;3926;9461;2698;14083;507;3764;14;2627;71;0;;2790;5085;14233;13;93;1;1;1257;1429;365;69;24;32;1;533
PERINAT;2019;380000091;380780171;CPPR;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;651;1458;128;0;0;1;11;2;11;0;0;0;0;0
PERINAT;2019;380000174;380781435;TYPE2;;28;6;0;0;4;2101;152;142;16;0;0;0;0;1459;4;8250;1504;0;0;5083;1521;7017;304;1895;5;1494;27;11;;1564;8585;17975;371;22;0;1;278;309;109;32;;2;0;0
PERINAT;2019;380000406;380784751;TYPE2;;23;6;;;4;1613;191;86;7;0;0;0;0;1160;12;6024;1127;0;0;4433;1199;5410;228;1419;3;1185;14;12;;1222;3711;1159;;51;0;1;312;331;166;14;;19;0;0
PERINAT;2019;380012658;380012609;TYPE1;;28;;;;6;2089;171;0;0;0;0;0;0;1672;20;8030;0;0;0;6556;1667;7376;307;1705;2;1655;12;14;;1684;;;;72;0;1;260;158;183;3;;29;0;0
PERINAT;2019;380020123;380021139;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2218;45;0;0;0;0;0;0;0;;0;0;0
PERINAT;2019;380780197;380798173;TYPE1;;33;0;;;4;1562;77;0;0;0;0;0;0;1303;30;6600;0;0;0;5120;1295;5912;304;1787;1;1283;12;30;0;1314;;;;10;0;0;0;0;0;0;;1;0;0
PERINAT;2019;380780288;380019224;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;11;11;0;0;;0;0;0
PERINAT;2019;380785956;380795211;TYPE1;;31;;;;8;1165;81;0;0;0;0;0;0;914;10;4348;0;0;0;3541;908;3975;209;1102;0;902;6;8;;920;;;;18;0;1;31;27;0;1;0;6;0;0
PERINAT;2019;380786442;380798025;TYPE2;;40;6;;;5;2170;178;158;11;0;0;0;0;1684;9;10186;1231;0;0;7423;1690;8911;388;2577;12;1659;31;13;;1825;;;;22;0;1;17;10;0;0;;17;1;532
PERINAT;2019;390000040;390780146;TYPE2;;16;6;6;0;5;1435;79;120;9;90;17;0;0;1000;3;5565;962;789;0;3426;1118;4896;143;923;1;1100;18;7;;1138;9490;7667;440;77;0;1;263;267;194;19;;3;0;0
PERINAT;2019;390000065;390780161;CPPR;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1441;3844;38;0;0;1;47;37;47;1;;0;0;0
PERINAT;2019;390000222;390780609;TYPE2;;16;6;;;3;1064;131;192;6;0;0;0;0;677;0;3738;1227;0;0;2451;808;3489;118;693;0;801;7;1;0;815;5853;2046;112;8;0;1;205;195;158;5;0;0;0;0
PERINAT;2019;400000105;400780193;TYPE2;;21;4;0;0;3;1281;97;141;18;0;0;0;0;942;1;5312;1116;0;0;3706;1002;4850;194;1215;2;984;18;10;0;1023;10315;6711;160;9;0;1;316;312;115;13;;2;0;0
PERINAT;2019;400000139;400011177;TYPE2;;16;6;3;;4;1576;229;504;9;107;7;0;0;729;0;5894;2357;1158;0;2623;1141;5361;174;1181;2;1122;19;4;0;1160;9891;9630;417;24;0;1;327;358;225;31;1;7;0;0
PERINAT;2019;400782769;400014213;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;0;0;0;0;0;;0;0;0
PERINAT;2019;410000020;410000087;TYPE2;;25;12;3;;4;1816;115;184;4;55;10;0;0;1224;3;7669;2233;341;0;4734;1336;6534;259;1745;19;1301;35;7;;1383;;;;16;0;1;608;609;377;32;;10;0;0
PERINAT;2019;410000046;410000103;TYPE1;;13;;;;2;575;52;0;0;0;0;0;0;414;10;2140;0;0;0;1645;413;1875;87;485;0;412;1;9;0;416;6567;2949;58;11;0;1;71;53;57;3;;0;0;0
PERINAT;2019;410000202;410000319;TYPE1;;20;;;;5;821;70;0;0;0;0;0;0;617;15;2966;0;0;0;2339;618;2586;119;567;0;618;0;15;;618;;;;5;0;0;0;0;0;0;;0;0;0
PERINAT;2019;410004998;410000871;TYPE1;;19;;;;3;681;34;0;0;0;0;0;0;584;4;2462;0;0;0;2117;578;2357;110;594;0;573;5;4;;586;;;;22;0;1;37;42;37;0;;0;0;0
PERINAT;2019;420000010;420780033;TYPE2;;31;6;3;;5;2115;111;95;7;135;9;0;0;1542;0;8632;728;1681;0;6154;1660;7575;300;1707;3;1635;25;6;;1688;6598;10820;;18;0;1;291;292;194;16;;0;1;0
PERINAT;2019;420000226;420013831;TYPE1;;15;0;0;0;4;1170;203;0;0;0;0;0;0;0;0;3579;0;0;0;0;800;3251;168;856;0;793;7;7;;810;;;;27;0;1;143;147;110;2;;0;0;0
PERINAT;2019;420000234;420780652;TYPE1;;25;;;;4;1415;91;0;0;0;0;0;0;1171;19;5166;0;0;0;4197;1163;4794;192;1034;1;1159;4;18;0;1172;6849;4759;184;46;0;1;267;217;174;14;1;3;0;0
PERINAT;2019;420000267;420013831;CPPR;;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;623;4899;25;0;0;1;32;0;32;0;;0;0;0
