FI;FI_EJ;AN;LIT_MED;LIT_CHI;LIT_OBS;LIT_MCO;SEJHC_MED;SEJHC_CHI;SEJHC_OBS;SEJHC_MCO;JOU_MED;JOU_CHI;JOU_OBS;JOU_MCO;PLA_MED;PLA_CHI;PLA_OBS;PLA_MCO;SEJHP_MED;SEJHP_CHI;SEJHP_OBS;SEJHP_MCO;SEANCES_MED;SPED;UGER;CAP_COMPLET_GEN;CAP_COMPLET_INF;CAP_COMPLET_PEN;CAP_COMPLET_TOT;SEJ_HTP_GEN;SEJ_HTP_INF;SEJ_HTP_PEN;SEJ_HTP_TOT;CAP_HDJ_GEN;CAP_HDJ_INF;CAP_HDJ_PEN;CAP_HDJ_TOT;VEN_HDJ_GEN;VEN_HDJ_INF;VEN_HDJ_PEN;VEN_HDJ_TOT;CAP_HDN_GEN;CAP_HDN_INF;CAP_HDN_TOT;VEN_HDN_GEN;VEN_HDN_INF;VEN_HDN_TOT;NB_CATTP_GEN;NB_CATTP_INF;NB_CATTP_PEN;NB_CATTP_TOT;ACT_CATTP_GEN;ACT_CATTP_INF;ACT_CATTP_PEN;ACT_CATTP_TOT;NB_CMP_GEN;NB_CMP_INF;NB_CMP_TOT;ACT_CMP_GEN;ACT_CMP_INF;ACT_CMP_TOT;FIL_AMB_GEN;FIL_AMB_INF;FIL_AMB_PEN;FIL_AMB_TOT;FIL_TOT_GEN;FIL_TOT_INF;FIL_TOT_PEN;FIL_TOT_TOT;LIT_SSR;SEJHC_SSR;JOUHP_SSR;PLA_SSR;LIT_USLD;ENT;PLATOT_HAD;SEJ_HAD;AUTGEN;PASSU_GEN;AUTPED;PASSU_PED;GEN;PED;ANT;SAMU;REA;SEJ_REANIM;TYPE1;SEJACC;TYPE2;SEJ_NEO;TYPE3;SEJ_REA;TRT_HEMO_CENTRE;SEAN_HEMO_CENTRE;TRT_INSUFF_REN;SEM_TRT_INSUFF_REN;CHIMIO;SEAN_CHIMIO;RTH;SEAN_RADIO;CHIRCAR;CARDIO_INT;NEUROCHIR;NEURO_INT;GREFFE;AMP;PRIS;EFFSAL_SPEMED;EFFSAL_DT_MEDGEN;EFFSAL_DT_URG;EFFSAL_DT_ANESTREA;EFFSAL_SPECHI;EFFSAL_DT_GYNOBS;EFFSAL_PSY;EFFSAL_ODON;EFFSAL_PHARMA;EFFSAL_AUT;EFFSAL_TOT;EFF_INT;EFFLIB_SPEMED;EFFLIB_DT_MEDGEN;EFFLIB_DT_URG;EFFLIB_DT_ANESTREA;EFFLIB_SPECHI;EFFLIB_DT_GYNOBS;EFFLIB_PSY;EFFLIB_ODON;EFFLIB_PHARMA;EFFLIB_AUT;EFFLIB_TOT;ETPSAL_SPEMED;ETPSAL_DT_MEDGEN;ETPSAL_DT_URG;ETPSAL_DT_ANESTREA;ETPSAL_SPECHI;ETPSAL_DT_GYNOBS;ETPSAL_PSY;ETPSAL_ODON;ETPSAL_PHARMA;ETPSAL_AUT;ETPSAL_TOT;ETPINT;EFF_SAG;EFF_CAD;EFF_INFAVECSPE;EFF_INFSANSSPE;EFF_AID;EFF_ASH;EFF_PSYCHO;EFF_REEDU;EFF_SOINS;EFF_DIR;EFF_DIRSOI;EFF_AUTADM;EFF_EDU;EFF_DTSOC;EFF_PERSPHARMA;EFF_PERSLABO;EFF_PERSRADIO;EFF_AUTMEDTEC;EFF_TEC;EFF_TOT_HORS_SOINS;EFF_TOT_PNM;ETP_SAG;ETP_CAD;ETP_INFAVECSPE;ETP_INFSANSSPE;ETP_AID;ETP_ASH;ETP_PSYCHO;ETP_REEDU;ETP_SOINS;ETP_DIR;ETP_DIRSOI;ETP_AUTADM;ETP_EDU;ETP_DTSOC;ETP_PERSPHARMA;ETP_PERSLABO;ETP_PERSRADIO;ETP_AUTMEDTEC;ETP_TEC;ETP_TOT_HORS_SOINS;ETP_TOT_PNM;NB_SCAN;ACT_SCAN;NB_IRM;ACT_IRM;NB_CAM;ACT_CAM;NB_TOMO;ACT_TOMO;SAL_INTERV;POST_REVEIL;BOR
420000275;420780694;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;184;4358;22;30;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;0;1;0;2;;0;0;0;0;0;0;0;0;0;0;0;0.9;0.9;0;0;0;0;0;0;0.5;0;1.4;0;0;1;0;13;36;19;1;3;73;1;0;8;3;0;1;0;0;0;19;32;105;0;0.9;0;8.69;20.36;13.76;0.23;1.55;45.49;0.75;0;4.8;1.77;0;0.55;0;0;0;7.63;15.5;60.99;;;;;;;;;;;SYGEN
420000556;420781791;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;175;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;1;2;3;;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0.1;0.2;0.3;0;0;1;0;9;7;3;1;3;24;0;0;10;1;0;1;0;0;0;4;16;40;0;0.5;0;5.03;6.82;2.3;0.08;0.34;15.07;0;0;2.67;0.11;0;0.22;0;0;0;1.26;4.26;19.33;;;;;;;;;;;SYGEN
420002677;420787061;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51;385;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;0;0;0;2;0;1;1;6;;0;0;0;0;0;0;0;0;0;0;0;1.01;1.01;0;0;0;0;0.82;0;0.15;0.1;2.08;0;0;1;0;11;10;6;6;4;38;1;1;3;0;0;1;0;0;0;1;7;45;0;1;0;7.49;6.46;3.92;2.12;2.28;23.27;0.29;0.05;3.24;0.09;0;0.1;0;0;0;0.31;4.08;27.35;;;;;;;;;;;SYGEN
420011512;420011504;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;179;2269;24340;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;5;0;0;1;0;0;0;2;0;29;;0;0;0;0;0;0;0;0;0;0;0;13.95;3.75;0;0;0.17;0;0;0;1.8;0;15.92;0;0;2;1;54;39;33;2;34;165;2;0;23;11;2;0;0;0;0;6;42;207;0;2;1;39.32;27.41;23.65;1.3;24.51;119.19;1.8;0;18.35;8.51;1.8;0;0;0;0;3.9;32.56;151.75;;;;;;;;;;;SYGEN
420011728;920028560;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;9115;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;0;0;0;1;0;0;0;4;;0;0;0;0;0;0;0;0;0;0;0;0.9;0;0;0;0;0;0.17;0;0;0;1.07;0;0;1;0;1;2;0;1;14;19;0;0;3;0;0;0;0;0;0;0;3;22;0;1;0;2.5;1.64;0;0.89;11.33;17.36;0;0;2.82;0.33;0.33;0;0;0;0;0;3.15;20.51;;;;;;;;;;;SYGEN
420014110;420007098;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;67;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;0;1;0;0;0;0;0;0;2;;0;0;0;0;0;0;0;0;0;0;0;0.87;0;0;0.03;0;0;0;0;0;0;0.87;0;0;0;0;14;10;0;0;9;33;0;0;1;0;0;0;0;0;0;0;1;34;0;0;0;12.15;10.17;0;0;3.39;25.71;0;0;0.92;0.49;0.49;0;0;0;0;0;1.41;27.12;;;;;;;;;;;SYGEN
420780678;420002495;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65;546;2593;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;0;0;0;0;0;0;0;3;8;0;0;0;0;0;0;0;0;0;0;0;2.47;0.2;0;0;0;0;0;0;0;0;2.47;3.98;0;1;0;26;33;4;1;15;80;0;0;4;7;1;0;0;0;1;11;23;103;0;1.92;0;22.36;27.67;4.05;0.5;12.78;69.28;0;0;3.08;4.76;1;0;0;0;0.05;8.48;16.37;85.65;;;;;;;;;;;SYGEN
420782096;420787061;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98;886;7794;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;4;0;0;0;0;1;0;1;1;11;;0;0;0;0;0;0;0;0;0;0;0;5.53;2.46;0;0;0;0;0.39;0;0.3;0.15;6.37;0;0;4;0;38;27;3;4;23;99;1;1;10;1;1;1;0;0;0;2;16;115;0;2.39;0;26.31;19.2;2.05;1.34;13.7;64.99;0.67;0.07;5.95;0.8;0.8;0.02;0;0;0;1.39;8.9;73.89;;;;;;;;;;;SYGEN
420784845;420780033;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;525;0;0;90;94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;4;0;0;0;0;0;0;0;0;5;6;0;0;0;0;0;0;0;0;0;0;0;4.15;3.11;0;0;0;0;0;0;0.68;0.17;5;2.71;0;2;0;44;84;34;1;3;168;0;0;3;2;0;0;0;0;0;0;5;173;0;1.77;0;41.27;78.78;28.67;0.03;3.2;153.72;0;0;2.47;2.3;0.6;1.64;0.92;0.23;0.15;0.75;8.46;162.18;;;;;;;;;;;SYGEN
420793697;420793689;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67;578;6792;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;4;0;0;0;0;0;0;1;0;6;;0;0;0;0;0;0;0;0;0;0;0;2.9;1.9;0;0;0;0;0;0;0.14;0;3.04;0;0;1;0;20;29;14;0;3;67;1;0;8;1;1;1;0;0;0;1;12;79;0;0.92;0;12.15;11.19;13.12;0;2.08;39.46;0.58;0;6.53;0.31;0.31;0.1;0;0;0;1;8.52;47.98;;;;;;;;;;;SYGEN
430000158;430000380;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;666;1225;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;4;0;0;0;0;0;0;1;0;6;;1;0;0;0;0;0;0;0;0;0;1;3.8;2.8;0;0;0;0;0;0;0.5;0;4.3;0;0;1;0;17;16;14;1;1;50;1;0;6;2;2;0;0;0;0;5;14;64;0;1;0;14.65;14.2;11.68;0.13;1;42.66;1;0;5.38;0.37;0.37;0;0;0;0;3.4;10.15;52.81;;;;;;;;;;;SYGEN
430000166;430005843;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;83;987;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;0;0;0;0;0;0;2;0;6;;0;0;0;0;0;0;0;0;0;0;0;2.94;2.94;0;0;0;0;0;0;1.43;0;4.37;0;0;1;0;22;22;21;0;0;66;2;0;6;1;1;2;0;0;0;2;13;79;0;1;0;17.15;23.46;18.72;0;0;60.33;2;0;5.3;0.5;0.5;0.97;0;0;0;2;10.77;71.1;;;;;;;;;;;SYGEN
430000182;430007708;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;369;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;0;0;0;0;0;0;0;2;;0;0;0;0;0;0;0;0;0;0;0;1.5;1.5;0;0;0;0;0;0;0;0;1.5;0;0;2;0;11;18;17;0;0;48;2;0;5;0;0;0;0;0;0;6;13;61;0;1.5;0;8.17;13.25;11.53;0;0;34.45;1.47;0;2.54;0;0;0;0;0;0;3.72;7.73;42.18;;;;;;;;;;;SYGEN
430000216;750811820;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;402;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;0;0;0;0;0;0;3;0;7;1;0;0;0;0;0;0;0;0;0;0;0;2.96;0.75;0;0;0;0;0;0;1.07;0;4.03;0;0;1;0;16;23;18;1;8;67;2;0;7;1;1;1;0;0;0;4;15;82;0;1;0;12.33;19.32;19.66;0.67;4.04;57.02;0.72;0;6.05;1;1;1;0;0;0;3.31;12.08;69.1;;;;;;;;;;;SYGEN
440000024;440000065;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59;433;8389;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;0;0;0;0;0;0;2;0;6;0;0;0;0;0;0;0;0;0;0;0;0;3.9;2;0;0;0;0;0;0;1.11;0;5.01;0;0;2;0;18;30;1;3;27;81;0;0;13;3;1;3;0;0;0;11;30;111;0;1.66;0;16.97;29.56;2.99;1.9;21.68;74.76;0;0;12.13;2.62;0.86;2.55;0;0;0;9.82;27.12;101.88;;;;;;;;;;;SYGEN
440000255;440042844;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51;560;11798;43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;1;0;0;0;0;0;0;1;0;10;;0;0;0;0;0;0;0;0;0;0;0;7.26;0.34;0;0;0;0;0;0;0.79;0;8.05;0;0;3;0;24;22;12;1;22;84;3;1;28;2;2;1;0;0;3;9;47;131;0;2.89;0;20.52;18.04;8.77;0.9;18.54;69.66;1.26;0.49;19.68;0.78;0.78;0.79;0;0;2.87;7.46;33.33;102.99;;;;;;;;;;;SYGEN
440000552;440042141;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59;334;0;0;28;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;8;0;0;0;0;0;0;0;0;8;;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;4;0;0;1;0;20;50;6;3;0;80;0;0;12;2;1;0;0;0;0;29;43;123;0;1;0;18.45;34.86;6.34;0.92;0;61.57;0;0;8.72;1.1;0.9;0;0;0;0;25.3;35.12;96.69;;;;;;;;;;;SYGEN
440000644;440000347;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;249;245;10;30;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;4;0;0;0;0;0;0;1;1;7;;0;0;0;0;0;0;0;0;0;0;0;2.72;2.12;0;0;0;0;0;0;1;0.05;3.77;0;0;2;0;23;65;18;2;6;116;1;0;8;1;1;3;0;0;0;17;30;146;0;1.38;0;14.47;38.16;12.43;0.55;2.71;69.7;0.35;0;5.23;0.6;0.6;1.98;0;0;0;14.75;22.91;92.61;;;;;;;;;;;SYGEN
440000677;440000313;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;275;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;0;0;0;0;0;0;0;0;3;;0;0;0;0;0;0;0;0;0;0;0;1.8;1.8;0;0;0;0;0;0;0;0;1.8;0;0;0;0;11;16;6;1;3;37;0;0;0;1;0;1;0;0;0;4;6;43;0;0;0;9.54;13.19;5.22;0.02;1.29;29.26;0;0;0;0.4;0;0.33;0;0;0;1.02;1.75;31.01;;;;;;;;;;;SYGEN
440000693;440053411;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;85;521;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;0;0;0;0;0;0;0;0;4;;0;0;0;0;0;0;0;0;0;0;0;3.11;3.11;0;0;0;0;0;0;0;0;3.11;0;0;2;0;31;36;11;1;10;91;0;0;6;2;2;0;0;0;0;6;14;105;0;0.99;0;18.31;29.14;9.54;0.18;2.06;60.22;0;0;4.81;1.13;1.13;0;0;0;0;1.04;6.98;67.2;;;;;;;;;;;SYGEN
440000701;440001220;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;921;3599;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;2;0;0;0;0;0;0;1;0;6;;0;0;0;0;0;0;0;0;0;0;0;4.08;1.71;0;0;0;0;0;0;0.6;0;4.68;0;0;2;0;16;21;12;0;3;54;1;0;6;1;1;1;0;0;0;2;11;65;0;2;0;15.23;21;9.81;0;2.4;50.44;1;0;5.37;0.6;0.6;1;0;0;0;2;9.97;60.41;;;;;;;;;;;SYGEN
440000719;440018729;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65;523;987;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;0;0;0;0;0;0;0;0;0;5;;0;0;0;0;0;0;0;0;0;0;0;2.81;0;0;0;0;0;0;0;0;0;2.81;0;0;1;0;15;5;2;4;6;33;6;0;13;4;1;0;0;0;0;2;25;58;0;0.98;0;13.72;5.71;2;3.69;4.18;30.28;2.26;0;5.72;2.87;1.29;0;0;0;0;0.6;11.45;41.73;;;;;;;;;;;SYGEN
440001261;440028538;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;357;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;0;0;0;0;0;0;0;0;2;;0;0;0;0;0;0;0;0;0;0;0;1.31;0;0;0;0;0;0;0;0;0;1.31;0.13;0;2;0;8;17;2;1;4;34;0;0;2;0;0;0;0;0;0;34;36;70;0;1.9;0;6.72;14.54;1.95;0.62;3.44;29.17;0;0;2.42;0.4;0.4;0;0;0;0;35.62;38.44;67.61;;;;;;;;;;;SYGEN
440001295;440000859;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39;265;0;0;39;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;0;0;0;0;0;0;1;0;4;;0;0;0;0;0;0;0;0;0;0;0;2.28;2.28;0;0;0;0;0;0;0.67;0;2.95;0;0;2;0;17;49;7;2;8;85;0;0;14;1;0;2;0;0;0;12;29;114;0;1.6;0;15.34;37.34;4.18;0.74;3.96;63.16;0;0;12.02;0.2;0;1.6;0;0;0;11.07;24.89;88.05;;;;;;;;;;;SYGEN
440001964;440003267;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;212;0;0;30;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;0;0;0;0;0;3;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1.47;0.67;0.8;0;0;0;0;0;1.04;0;2.51;0.98;0;1;0;24;40;13;1;7;86;0;0;12;2;1;3;0;0;0;14;31;117;0;1;0;16.95;33.46;7.89;0.4;4.69;64.39;0;0;9.42;1.2;0.95;1.88;0;0;0;7.48;19.98;84.37;;;;;;;;;;;SYGEN
440002459;440018661;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;469;181;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;5;0;0;0;0;0;0;2;0;9;;0;0;0;0;0;0;0;0;0;0;0;4.66;3.04;0;0;0;0;0;0;0.98;0;5.64;0;0;3;0;28;40;16;1;6;94;1;0;29;4;2;2;0;0;0;15;51;145;0;1.9;0;23.54;32.05;12.53;0.35;3.63;74;0.77;0;10.46;2.98;1.19;1.26;0;0;0;2.69;18.16;92.16;;;;;;;;;;;SYGEN
440024669;440042844;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;541;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;0;0;0;0;0;0;0;0;4;;0;0;0;0;0;0;0;0;0;0;0;3.66;3.66;0;0;0;0;0;0;0;0;3.66;0;0;2;0;24;26;8;2;8;70;2;1;19;1;1;0;0;0;0;4;27;97;0;2;0;21.31;27.08;6.18;1.26;6.41;64.24;1.04;0.51;11.53;0.79;0.79;0;0;0;0;3.78;17.65;81.89;;;;;;;;;;;SYGEN
440043123;750719239;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55;986;5273;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;1;0;0;0;0;0;0;1;0;8;;0;0;0;0;0;0;0;0;0;0;0;4.65;0.15;0;0;0;0;0;0;0.7;0;5.35;0;0;1;11;14;26;0;3;20;75;2;0;10;10;3;1;0;0;0;3;26;101;0;1;8.47;14.5;26.44;0;1.53;16.83;68.77;2;0;9.43;7.18;2.05;0.41;0;0;0;3;22.02;90.79;;;;;;;;;;;SYGEN
440044451;440055952;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;552;6008;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;0;0;0;0;0;0;0;2;0;6;;0;0;0;0;0;0;0;0;0;0;0;3.37;0;0;0;0;0;0;0;1.38;0;4.75;0;0;2;0;15;23;0;2;5;47;2;0;13;1;1;4;0;0;0;2;22;69;0;2;0;16.53;26.36;0;0.36;2.83;48.08;2;0;13.7;1.05;1.05;3.26;0;0;0;2;22.01;70.09;;;;;;;;;;;SYGEN
440050458;440000289;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;64;0;0;10;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;0;0;0;1;;0;0;0;0;0;0;0;0;0;0;0;0.34;0.34;0;0;0;0;0;0;0;0;0.34;0;0;0;0;7;17;3;0;1;28;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;7.7;17.99;1.86;0.54;0.5;28.59;0;0;0;0;0;0;0;0;0;0;0;28.59;;;;;;;;;;;SYGEN
440050466;440000289;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;237;0;0;128;214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;3;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;3.37;1.47;0;0;0;0;0;0;0;0;3.37;0.67;0;4;0;31;92;21;0;3;151;0;0;1;4;4;0;0;0;0;11;16;167;0;3.41;0;29.93;85.84;21.94;0.13;0.96;142.21;0;0;0.5;3.5;3.5;0.43;0;0;0;13.25;17.68;159.89;;;;;;;;;;;SYGEN
440053387;440018661;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;618;17433;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;0;0;0;0;0;0;0;2;0;14;;0;0;0;0;0;0;0;0;0;0;0;8.9;0;0;0;0;0;0;0;1.05;0;9.95;0.92;0;7;0;34;57;28;5;51;182;1;1;40;12;5;3;0;1;0;18;76;258;0;6.64;0;28.61;52;26.79;3.72;43.39;161.15;0.98;1;23.3;9.42;3.45;1.88;0;1;0;9.85;47.43;208.58;;;;;;;;;;;SYGEN
440059319;440059301;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;354;6793;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;0;0;0;0;0;0;0;0;3;;0;0;0;0;0;0;0;0;0;0;0;2.26;1.29;0;0;0;0;0;0;0;0;2.26;0;0;1;0;13;20;1;1;17;53;0;0;9;1;1;0;0;0;0;1;11;64;0;0.81;0;8.97;16.79;0.44;0.12;8.75;35.88;0;0;6.77;0.77;0.77;0;0;0;0;0.77;8.31;44.19;;;;;;;;;;;SYGEN
440059335;440059327;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;106;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;0;0;0;0;0;0;0;0;2;;0;0;0;0;0;0;0;0;0;0;0;1.8;0;0;0;0;0;0;0;0;0;1.8;0;0;1;0;13;20;1;1;17;53;0;0;9;1;1;0;0;0;0;1;11;64;0;0.24;0;2.68;5.01;0.13;0.03;2.62;10.71;0;0;2.02;0.23;0.23;0;0;0;0;0.23;2.48;13.19;;;;;;;;;;;SYGEN
450000286;920030269;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;1323;7265;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;5;0;0;0;0;0;0;2;0;10;;0;0;0;0;0;0;0;0;0;0;0;8.77;5.77;0;0;0;0;0;0;1.2;0;9.97;0;0;3;0;35;54;18;3;27;140;3;0;11;5;3;3;0;0;0;27;49;189;0;3.3;0;36.58;57.5;19.46;3.3;23.91;144.05;3.3;0;12.1;3.28;2.5;2.8;0;0;0;23.66;45.14;189.19;;;;;;;;;;;SYGEN
450000526;930019484;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98;589;2716;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;2;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;5.15;1.76;0;0;0;0;0;0;0;0;5.15;0.34;0;2;0;23;41;16;5;25;112;2;0;20;5;2;3;0;0;0;9;39;151;0;2;0;22.02;41.15;10.53;4.59;27.12;107.41;2;0;17.16;5.21;1.98;2.32;0;0;0;9.01;35.7;143.11;;;;;;;;;;;SYGEN
