FI;FI_EJ;AN;LIT_MED;LIT_CHI;LIT_OBS;LIT_MCO;SEJHC_MED;SEJHC_CHI;SEJHC_OBS;SEJHC_MCO;JOU_MED;JOU_CHI;JOU_OBS;JOU_MCO;PLA_MED;PLA_CHI;PLA_OBS;PLA_MCO;SEJHP_MED;SEJHP_CHI;SEJHP_OBS;SEJHP_MCO;SEANCES_MED;SPED;UGER;CAP_COMPLET_GEN;CAP_COMPLET_INF;CAP_COMPLET_PEN;CAP_COMPLET_TOT;SEJ_HTP_GEN;SEJ_HTP_INF;SEJ_HTP_PEN;SEJ_HTP_TOT;CAP_HDJ_GEN;CAP_HDJ_INF;CAP_HDJ_PEN;CAP_HDJ_TOT;VEN_HDJ_GEN;VEN_HDJ_INF;VEN_HDJ_PEN;VEN_HDJ_TOT;CAP_HDN_GEN;CAP_HDN_INF;CAP_HDN_TOT;VEN_HDN_GEN;VEN_HDN_INF;VEN_HDN_TOT;NB_CATTP_GEN;NB_CATTP_INF;NB_CATTP_PEN;NB_CATTP_TOT;ACT_CATTP_GEN;ACT_CATTP_INF;ACT_CATTP_PEN;ACT_CATTP_TOT;NB_CMP_GEN;NB_CMP_INF;NB_CMP_TOT;ACT_CMP_GEN;ACT_CMP_INF;ACT_CMP_TOT;FIL_AMB_GEN;FIL_AMB_INF;FIL_AMB_PEN;FIL_AMB_TOT;FIL_TOT_GEN;FIL_TOT_INF;FIL_TOT_PEN;FIL_TOT_TOT;LIT_SSR;SEJHC_SSR;JOUHP_SSR;PLA_SSR;LIT_USLD;ENT;PLATOT_HAD;SEJ_HAD;AUTGEN;PASSU_GEN;AUTPED;PASSU_PED;GEN;PED;ANT;SAMU;REA;SEJ_REANIM;TYPE1;SEJACC;TYPE2;SEJ_NEO;TYPE3;SEJ_REA;TRT_HEMO_CENTRE;SEAN_HEMO_CENTRE;TRT_INSUFF_REN;SEM_TRT_INSUFF_REN;CHIMIO;SEAN_CHIMIO;RTH;SEAN_RADIO;CHIRCAR;CARDIO_INT;NEUROCHIR;NEURO_INT;GREFFE;AMP;PRIS;EFFSAL_SPEMED;EFFSAL_DT_MEDGEN;EFFSAL_DT_URG;EFFSAL_DT_ANESTREA;EFFSAL_SPECHI;EFFSAL_DT_GYNOBS;EFFSAL_PSY;EFFSAL_ODON;EFFSAL_PHARMA;EFFSAL_AUT;EFFSAL_TOT;EFF_INT;EFFLIB_SPEMED;EFFLIB_DT_MEDGEN;EFFLIB_DT_URG;EFFLIB_DT_ANESTREA;EFFLIB_SPECHI;EFFLIB_DT_GYNOBS;EFFLIB_PSY;EFFLIB_ODON;EFFLIB_PHARMA;EFFLIB_AUT;EFFLIB_TOT;ETPSAL_SPEMED;ETPSAL_DT_MEDGEN;ETPSAL_DT_URG;ETPSAL_DT_ANESTREA;ETPSAL_SPECHI;ETPSAL_DT_GYNOBS;ETPSAL_PSY;ETPSAL_ODON;ETPSAL_PHARMA;ETPSAL_AUT;ETPSAL_TOT;ETPINT;EFF_SAG;EFF_CAD;EFF_INFAVECSPE;EFF_INFSANSSPE;EFF_AID;EFF_ASH;EFF_PSYCHO;EFF_REEDU;EFF_SOINS;EFF_DIR;EFF_DIRSOI;EFF_AUTADM;EFF_EDU;EFF_DTSOC;EFF_PERSPHARMA;EFF_PERSLABO;EFF_PERSRADIO;EFF_AUTMEDTEC;EFF_TEC;EFF_TOT_HORS_SOINS;EFF_TOT_PNM;ETP_SAG;ETP_CAD;ETP_INFAVECSPE;ETP_INFSANSSPE;ETP_AID;ETP_ASH;ETP_PSYCHO;ETP_REEDU;ETP_SOINS;ETP_DIR;ETP_DIRSOI;ETP_AUTADM;ETP_EDU;ETP_DTSOC;ETP_PERSPHARMA;ETP_PERSLABO;ETP_PERSRADIO;ETP_AUTMEDTEC;ETP_TEC;ETP_TOT_HORS_SOINS;ETP_TOT_PNM;NB_SCAN;ACT_SCAN;NB_IRM;ACT_IRM;NB_CAM;ACT_CAM;NB_TOMO;ACT_TOMO;SAL_INTERV;POST_REVEIL
070000096;070780184;2023;8;;;8;345;0;0;345;2836;0;0;2836;6;;;6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;442;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;5;0;0;0;0;0;0;1;0;7;;2;0;0;0;3;0;0;0;0;0;5;1.87;1.71;0;0;0;0;0;0;0.56;0;2.43;0;4;1;0;11;12;8;1;4;41;1;0;10;0;0;2;0;0;0;13;26;67;1.96;1;0;8.67;9.54;5.6;0.18;1.78;28.73;1;0;5.89;0;0;0.76;0;0;0;6.79;14.44;43.17;;;;;;;;;;
070000112;070007927;2023;15;;;15;289;0;0;289;4242;0;0;4242;0;;;0;3;0;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;;9;9;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;12;8;1;2;2;27;1;0;11;1;1;2;0;0;0;14;29;56;0;1.1;0;7.33;7.37;1;0.38;0.13;17.31;0.26;0;2.92;0.4;0.4;0.96;0;0;0;1.13;5.67;22.98;;;;;;;;;;
070000187;070780366;2023;12;;;12;360;0;0;360;3522;0;0;3522;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;247;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;1;0;2;;4;4;0;0;0;0;0;0;0;0;4;0.6;0;0;0;0;0;0;0;0.7;0;1.3;0;0;2;0;16;12;6;1;5;42;1;0;13;1;1;4;0;3;0;9;31;73;0;1.4;0;11.93;8.03;4.17;0.21;2.74;28.48;0.11;0;4.38;0.4;0.4;1.79;0;1.53;0;6.06;14.27;42.75;;;;;;;;;;
070000195;070780374;2023;38;0;0;38;1094;0;0;1094;9507;0;0;9507;0;0;0;0;0;0;0;0;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;233;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;4;0;0;0;0;0;0;2;1;9;1;0;0;0;0;0;0;0;0;0;0;0;4.36;3.25;0;0;0;0;0;0;0.8;0.04;5.2;0.16;4;3;0;27;41;4;2;4;85;1;0;18;4;2;3;0;1;0;26;53;138;4.02;2.24;0;23.27;34.83;3.91;0.82;2.58;71.67;0.67;0;10.77;2.53;1.55;0.93;0;0.49;0;11.85;27.24;98.91;0;0;1;0;0;0;0;0;;
070000203;070780382;2023;11;;;11;114;0;0;114;1853;0;0;1853;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;258;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;0;1;0;2;;1;1;0;0;0;0;0;0;0;0;1;1.16;1.16;0;0;0;0;0;0;0.69;0;1.85;0;0;1;0;10;16;2;1;2;32;1;0;10;1;0;2;0;0;0;15;29;61;0;1;0;9.51;12.25;1.48;0.2;1.25;25.69;0.37;0;4.61;0.2;0;0.39;0;0;0;3.86;9.43;35.12;;;;;;;;;;
080000276;080001969;2023;24;;;24;1044;0;0;1044;6644;0;0;6644;0;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;224;0;0;20;18;;;1;3352;0;0;1;0;0;0;0;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;9;2;7;0;1;1;0;0;0;0;10;;0;0;0;0;0;0;0;0;0;0;0;9.01;1.55;6.1;0.12;0.19;0.01;0;0;0;0;9.2;0;0;0;0;22;21;10;0;0;53;0;0;5;1;0;0;0;0;0;7;13;66;0;0.21;0;21.15;20.19;8.9;0;0.22;50.67;0;0;4.52;1;0;0;0;0.88;0;4.2;10.6;61.27;;;;;;;;;;
080000284;080011174;2023;15;;;15;344;0;0;344;3381;0;0;3381;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;192;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;3.61;0.08;2.16;0;0.04;0;0;0;0;0;3.65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.28;1;0;16.56;17.32;4.92;0;0.15;40.23;0;0;6.06;0;0;0;0;2;0;11.02;19.08;59.31;1;0;0;0;0;0;0;0;;
080000300;080011174;2023;8;;;8;82;0;0;82;978;0;0;978;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;150;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0.98;0;0;0;0;0;0;0;0;0;0.98;0.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;7.25;9.09;6.61;0;0.04;23.59;0;0;0.24;0.2;0.2;0;0;0;0;1;1.44;25.03;;;;;;;;;;
090001629;090781774;2023;23;;;23;423;0;0;423;7251;0;0;7251;;;;;0;0;0;0;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;247;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;5;0;0;0;0;0;0;0;0;8;;0;0;0;0;0;0;0;0;0;0;0;5.91;3.9;0;0;0.2;0.1;0;0;0;0.03;6.14;0;2;2;0;22;34;15;1;1;77;0;0;8;1;1;3;0;3;0;3;18;95;0.5;2;0;21.4;33.89;11.79;0.53;0.86;70.97;0;0;7.15;1;1;2.36;0;2.93;0.3;2;15.74;86.71;;;;;;;;;;
100000116;100000041;2023;20;;;20;372;0;0;372;6324;0;0;6324;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;201;0;0;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;0;0;0;0;0;1;0;3;;0;0;0;0;0;0;0;0;0;0;0;1.78;1.78;0;0;0;0;0;0;0.86;0;2.64;0;0;3;0;16;32;9;1;3;64;0;0;9;2;1;5;0;0;0;24;40;104;0;2.05;0;14.81;29.17;8.68;0.08;1.38;56.17;0;0;7.75;2.08;1;2.55;0;0;0;23.05;35.43;91.6;;;;;;;;;;
100000140;100000058;2023;10;;;10;280;0;0;280;3210;0;0;3210;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;266;0;0;30;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;0;0;0;0;0;0;0;0;3;;0;0;0;0;0;0;0;0;0;0;0;2.2;1.2;0;0;0;0;0;0;0;0;2.2;0;0;2;0;20;30;16;2;6;76;0;0;11;3;1;0;0;0;0;25;39;115;0;1.17;0;19.48;28.85;13.92;0.73;4.4;68.55;0;0;10.15;1.6;1;0;0;0;0;23.57;35.32;103.87;;;;;;;;;;
110000049;110780087;2023;25;0;0;25;1689;0;0;1689;7971;0;0;7971;;;;;0;0;0;0;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;233;0;0;30;24;;;1;12294;0;0;;;;;0;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;19;9;3;0;0;0;0;0;2;1;22;;0;0;0;0;0;0;0;0;0;0;0;13.42;6.92;3.13;0;0;0;0;0;1.4;0.1;14.92;0;0;4;1;37;57;35;1;5;140;4;0;32;2;2;4;0;10;0;34;86;226;0;3.7;0.83;35.18;51.5;33.67;0.17;4.47;129.52;3.43;0;30.1;2.39;1.45;3.43;0;7.73;0;32.68;79.76;209.28;1;0;0;0;0;0;0;0;;
110000189;110780707;2023;30;;;30;505;0;0;505;9025;0;0;9025;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29;372;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;5;0;0;1;1;0;0;3;0;16;;9;9;0;0;0;0;0;0;0;0;9;5.49;2.69;0;0;0.1;0.1;0;0;1.5;0;7.09;0;0;2;1;19;25;18;0;13;78;4;1;26;3;1;2;0;2;0;34;72;150;0;1.42;0.4;17.01;24.33;15.6;0;9.75;68.51;3.05;1;21.55;2.45;0.8;1.91;0;0.31;0;32.39;62.66;131.17;1;1;0;0;0;0;0;0;;
110000247;110780772;2023;37;;;37;815;0;0;815;9532;0;0;9532;2;;;2;432;0;0;432;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37;234;0;0;30;27;15;85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;4;0;0;0;0;0;0;0;0;5;;0;0;0;0;0;0;0;0;0;0;0;2.41;2.21;0;0;0;0;0;0;0;0;2.41;0;0;4;0;45;59;17;1;3;129;1;0;17;1;1;2;0;0;0;30;51;180;0;4.57;0;45.9;58.73;16.08;0.49;1.18;126.95;1;0;16.29;0.78;0.78;1.8;0;0;0;30.14;50.01;176.96;;;;;;;;;1;4
110780236;110780707;2023;12;;;12;240;0;0;240;4009;0;0;4009;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;149;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;0;0;0;0;0;0;0;0;4;1;8;8;0;0;0;0;0;0;0;0;8;1.75;1;0;0;0;0;0;0;0;0;1.75;0.33;0;1;0;9;13;9;0;4;36;0;0;1;3;1;0;0;0;0;2;6;42;0;1;0;6.57;11.49;8.1;0;1.7;28.86;0;0;1;1.75;0.2;0;0;0;0;1.4;4.15;33.01;;;;;;;;;;
120000088;120780093;2023;6;0;0;6;99;0;0;99;1856;0;0;1856;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;187;0;0;30;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;0;4;0;5;;0;0;0;0;0;0;0;0;0;0;0;1.19;1.19;0;0;0;0;0;0;2.96;0;4.15;0;0;2;0;12;27;16;1;4;62;0;0;11;2;1;4;0;0;0;23;40;102;0;2.25;0;11.53;27.8;18.58;1;3.35;64.51;0;0;9.37;1.8;0.4;3.32;0;0;0;22.59;37.08;101.59;;;;;;;;;;
120000096;120780101;2023;13;;;13;83;0;0;83;2435;0;0;2435;;;;;0;0;0;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;85;653;1976;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;0;0;0;0;0;0;2;1;7;;0;0;0;0;0;0;0;0;0;0;0;3.44;0.58;0;0;0;0;0;0;1.56;0.22;5.22;0;0;4;0;49;61;28;7;22;171;0;0;22;11;3;5;0;1;0;30;69;240;0;4.06;0;33.57;44.88;19.94;2.05;19.46;123.96;0;0;16.86;7.2;1.5;3.95;0;0.9;0;27.23;56.14;180.1;;;;;;;;;;
140000373;140000159;2023;63;;;63;3462;0;0;3462;21867;0;0;21867;4;;;4;836;0;0;836;174;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;375;0;0;30;30;20;184;1;11691;0;0;1;0;0;0;0;;;;;;;;;;;;1;174;0;0;0;0;0;0;0;;;27;7;5;0;1;0;0;0;3;1;32;1;6;2;0;0;1;0;0;0;0;0;7;21.89;6.44;4.28;0;0.02;0;0;0;3.36;1;26.27;2.66;2;7;1;93;95;42;5;8;253;0;0;55;6;5;8;0;5;1;58;133;386;1.85;6.34;0.64;88.35;93.59;45.78;4.48;6.3;247.33;0;0;50.32;4.97;4.77;8.44;0;4.54;1;56.26;125.53;372.86;0;0;0;0;0;0;0;0;1;0
140026410;140026279;2023;76;;;76;3780;0;0;3780;23319;0;0;23319;;;;;0;0;0;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56;640;4883;20;;;;;1;18658;0;0;1;0;0;0;1;308;;;;;;;;;;;0;;0;;0;0;0;0;0;;;37;3;16;1;2;2;0;0;2;0;41;5;0;0;0;0;0;0;0;0;0;0;0;26.97;2.64;10.66;0.3;1.3;1.3;0;0;1.8;0;30.07;6.23;4;10;0;89;76;26;4;7;216;2;0;42;8;4;5;0;0;1;53;111;327;3.3;9.5;0;82.37;68;27.62;2.23;5.1;198.12;2;0;38.92;5.68;2.48;4.11;0;0;0.19;50.7;101.6;299.72;;;;;;;;;;
150000024;150780047;2023;15;0;0;15;98;0;0;98;1992;0;0;1992;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;0;1;0;2;;0;0;0;0;0;0;0;0;0;0;0;0.5;0.5;0;0;0;0;0;0;0.5;0;1;0;0;3;0;6;6;11;0;2;28;1;0;6;1;1;0;0;0;0;8;16;44;0;1.8;0;5.6;6;10.5;0;1;24.9;1;0;5.1;0.6;0.6;0;0;0;0;8;14.7;39.6;;;;;;;;;;
150000164;150780468;2023;34;;;34;2062;0;0;2062;12055;0;0;12055;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;304;0;0;27;29;;;1;8616;0;0;1;0;0;0;0;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;14;4;7;0;0;0;0;0;1;0;15;3;0;0;0;0;0;0;0;0;0;0;0;13.53;4.4;7.83;0;0;0;0;0;1.16;0;14.69;1.59;2;3;3;41;63;14;1;3;130;1;1;27;3;2;4;0;6;1;25;68;198;2;1.77;3;42.37;57.95;13.14;0.7;2.15;123.08;1;0.5;23.02;2.25;1.25;3.58;0;3.5;0.33;22.96;57.14;180.22;;;;;;;;;;
150000180;150780500;2023;25;0;0;25;359;0;0;359;5978;0;0;5978;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;237;0;0;30;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;0;0;0;0;0;0;2;0;4;2;0;0;0;0;0;0;0;0;0;0;0;1.51;0.46;0;0;0;0;0;0;0.7;0;2.21;1;0;3;0;15;33;17;0;4;72;1;0;13;1;1;3;0;1;0;33;52;124;0;3;0;15.12;34.29;15.67;0;4.14;72.22;1;0;12.93;1.08;1.08;2.73;0;0.11;0;32.65;50.5;122.72;;;;;;;;;;
150780120;150000065;2023;10;0;0;10;343;0;0;343;856;0;0;856;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;316;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;0;0;0;1;;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;7;9;7;0;2;25;2;1;3;1;1;0;0;1;0;6;14;39;0;0;0;7.5;9;5.5;0;1.72;23.72;2;1;3;0.8;0.8;0;0;0.4;0;6;13.2;36.92;;;;;;;;;;
160000188;160000121;2023;12;;;12;365;0;0;365;3767;0;0;3767;3;;;3;176;0;0;176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42;529;1951;7;53;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;8;0;0;0;0;0;0;1;0;9;2;0;0;0;0;0;0;0;0;0;0;0;4.22;4.22;0;0;0;0;0;0;0.4;0;4.62;1.76;0;7;0;40;67;28;3;13;158;1;0;22;6;3;3;0;0;0;50;82;240;0;4.61;0;33.01;62.67;24.7;1.57;7.78;134.34;0.86;0;16.68;2.09;1.17;2.18;0;0;0;42.98;64.79;199.13;;;;;;;;;;
160000303;160006037;2023;53;;;53;2298;0;0;2298;14681;0;0;14681;6;;;6;384;0;0;384;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;102;803;1499;6;80;23;;;1;9901;0;0;1;0;0;0;1;720;;;;;;;;;;;0;;0;;0;0;0;0;0;;;28;4;11;0;0;0;0;0;3;1;32;;0;0;0;0;0;0;0;0;0;0;0;25.83;4.3;9.01;0;0;0;0;0;2.09;0.8;28.72;0;0;6;0;98;155;66;6;28;359;4;0;57;4;4;7;9;8;0;57;146;505;0;6.68;0;93.94;145.99;63.15;3.73;24.35;337.84;3.82;0;47.73;3.66;3.66;6.17;7.82;7.39;0;53.36;129.95;467.79;1;0;0;0;0;0;0;0;2;3
160000311;160000485;2023;27;;;27;2581;0;0;2581;8639;0;0;8639;2;;;2;210;0;0;210;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;275;0;0;30;29;;;1;10770;0;0;1;0;0;0;1;174;;;;;;;;;;;0;;0;;0;0;0;0;0;;;23;0;13;0;1;0;0;0;1;0;25;;0;0;0;0;0;0;0;0;0;0;0;17.35;0.02;9.91;0;0.2;0;0;0;1.45;0;19;2.86;0;2;1;36;61;23;1;4;128;1;0;30;2;1;4;0;7;1;28;73;201;0;2.85;1;38.79;56.7;21.95;0.46;3.62;125.37;0.86;0;29.59;1.85;0.85;3.73;0;6.9;1;26.54;70.47;195.84;1;0;0;0;0;0;0;0;;
160000337;160000493;2023;29;;;29;2387;0;0;2387;7096;0;0;7096;2;;;2;11;0;0;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;234;0;0;;;;;1;10698;0;0;1;0;0;0;1;757;;;;;;;;;;;0;;0;;0;0;0;0;0;;;14;8;0;0;1;0;0;0;1;0;16;6;0;0;0;0;0;0;0;0;0;0;0;12.13;7.45;0;0;0.7;0;0;0;1;0;13.83;6;0;2;2;43;44;25;3;5;124;0;0;28;3;3;4;0;7;0;15;57;181;0;1.4;1.5;41.6;43.92;24.5;2.48;3.99;119.39;0;0;26.74;2.36;2.36;2.99;0;6.66;0;14.66;53.41;172.8;1;0;0;0;0;0;0;0;2;2
160000360;160014411;2023;10;;;10;142;0;0;142;2175;0;0;2175;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;42;0;0;51;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;0;0;0;0;0;0;1;0;5;;0;0;0;0;0;0;0;0;0;0;0;2.85;2.85;0;0;0;0;0;0;0.51;0;3.36;0;0;2;0;21;38;24;3;2;90;0;0;2;3;0;1;0;0;0;7;13;103;0;1.7;0;19.14;34.65;18.41;2.81;1.8;78.51;0.4;0;2.69;2.24;0.96;0.62;0;0;0;5.6;11.55;90.06;;;;;;;;;;
170000079;170780142;2023;11;0;0;11;46;0;0;46;920;0;0;920;1;0;0;1;0;0;0;0;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;147;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;0;0;0;0;0;0;1;1;8;;13;13;0;0;0;0;0;0;0;0;13;0.58;0.58;0;0;0;0;0;0;0.6;0.1;1.28;0;0;1;0;8;15;2;0;2;28;0;0;10;0;0;1;0;0;0;27;38;66;0;1;0;7.5;13.2;1.8;0;1.5;25;0;0;8.8;0;0;1;0;0;0;25.6;35.4;60.4;;;;;;;;;;
170000129;170780191;2023;104;;;104;3626;0;0;3626;30818;0;0;30818;10;;;10;446;0;0;446;3681;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;616;0;0;;;;;;;;;1;0;0;0;1;241;;;;;;;;;;;1;3681;0;0;0;0;0;0;0;;;49;8;11;5;3;0;0;0;3;4;59;9;1;1;0;0;0;0;0;0;0;0;1;33.41;4.78;8.45;2.11;0.5;0;0;0;3;3.33;40.24;9.24;0;8;3;137;139;46;3;9;345;2;1;75;4;4;8;14;10;1;67;182;527;0;7.19;3.05;123.25;129.06;44.85;1.6;8.02;317.02;2.12;1;70.65;3.6;3.6;6.3;13.31;10.38;0.67;60.46;168.49;485.51;1;0;1;0;0;0;0;0;3;5
170000178;170780266;2023;10;;;10;240;0;0;240;3486;0;0;3486;1;;;1;26;0;0;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;576;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;4;0;0;0;0;0;0;1;0;6;;0;0;0;0;0;0;0;0;0;0;0;4.93;3.93;0;0;0;0;0;0;0.63;0;5.56;0;0;2;0;20;56;30;1;7;116;1;1;11;3;1;2;0;1;0;25;44;160;0;1.25;0;18.14;50.57;22.75;1;4.58;98.29;0.37;0.17;10.26;2.32;1;1.91;0;0.29;0;25.34;40.66;138.95;;;;;;;;;;
190000034;190000067;2023;15;;;15;243;0;0;243;3569;0;0;3569;1;;;1;4;0;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;193;0;0;30;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;0;0;0;0;0;0;1;0;4;;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;1.14;0;3.14;0.08;0;2;0;24;30;15;0;3;74;1;0;9;1;1;2;0;0;0;17;30;104;0;1.37;0;20.78;28.5;12.75;0;1.84;65.24;0.8;0;8;0.6;0.6;1.52;0;0;0;17.53;28.45;93.69;;;;;;;;;;
210987574;210012175;2023;8;;;8;119;0;0;119;2208;0;0;2208;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;0;0;0;1;;4;4;0;0;0;0;0;0;0;0;4;0.1;0.1;0;0;0;0;0;0;0;0;0.1;0;0;1;0;12;18;6;0;0;37;0;0;2;0;0;0;0;0;0;13;15;52;0;0.66;0;7.52;14.71;8.33;0;0;31.22;0;0;2.03;0;0;0;0;0;0;12.18;14.21;45.43;;;;;;;;;;
210987582;210780631;2023;8;0;0;8;111;0;0;111;1700;0;0;1700;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;132;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;0;0;0;0;0;0;2;0;5;;2;2;0;0;0;0;0;0;0;0;2;0.57;0.57;0;0;0;0;0;0;0.56;0;1.13;0;0;2;0;8;17;6;1;1;35;1;0;2;4;1;2;0;0;0;8;17;52;0;0.78;0;5.28;9.56;3.19;0.2;0.11;19.12;0.38;0;1.08;1.83;0.5;0.12;0;0;0;5.51;8.92;28.04;;;;;;;;;;
